nepravovremenosti	nepravovremenost	Ncfsl
državne	državni	Agpfpay
potpore	potpora	Ncfpa

–	–	Z
da	da	Cs
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
prekoračenje	prekoračenje	Ncnsn
najvišeg	visok	Ncfpg
dozvoljenog	dozvoljen	Agpmsgy
iznosa	iznos	Ncmsg
vrijednosti	vrijednost	Ncfsg
projekta	projekt	Ncmsg
/	/	Z
operacije	operacija	Ncfpa
za	za	Sa
tipove	tip	Ncmpa
operacije	operacija	Ncfsg
7.2.1.	7.2.1.	Mds
,	,	Z
7.2.2.	7.2.2.	Mds
ili	ili	Cc
7.4.1.	7.4.1.	Mds

(	(	Z
2	2	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
proveo	provesti	Vmp-sm
više	mnogo	Rgc
postupaka	postupak	Ncmpg
nabave	nabava	Ncfsg
unutar	unutar	Sg
jednog	jedan	Mlcmsg
zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
a	a	Cc
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
utvrdi	utvrditi	Vmr3s
da	da	Cs
dokumentacija	dokumentacija	Ncfsn
iz	iz	Sg
jednog	jedan	Mlcmsg
od	od	Sg
provedenih	provesti	Appmpgy
postupaka	postupak	Ncmpg
nabave	nabava	Ncfsg
nije	biti	Var3s
dostavljena	dostaviti	Appfsny
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
i	i	Cc
/	/	Z
ili	ili	Cc
nije	biti	Var3s
prihvatljiva	prihvatljiv	Agpnsny
za	za	Sa
odobrenje	odobrenje	Ncnsa
,	,	Z
uvažavajući	uvažavati	Rr
odredbe	odredba	Ncfpa
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
kao	kao	Cs
i	i	Qo
odredbe	odredba	Ncfpn
Zakona	zakon	Ncmsg
o	o	Sl
javnoj	javan	Agpfsly
nabavi	nabava	Ncfsl
,	,	Z
donijet	donijeti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
Odluka	odluka	Ncfsn
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
ili	ili	Cc
Odluka	odluka	Ncfsn
o	o	Sl
odbijanju	odbijanje	Ncnsl
uzimajući	uzimati	Rr
u	u	Sa
obzir	obzir	Ncmsan
odobrenu	odobren	Agpfsay
odnosno	odnosno	Rgp
neodobrenu	neodobren	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
iz	iz	Sg
provedenog	provesti	Agpmsgy
postupka	postupak	Ncmsg
nabave	nabava	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Odlukom	odluka	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
utvrđuju	utvrđivati	Vmr3p
se	sebe	Px--sa
:	:	Z

a	a	Cc
)	)	Z
prihvatljivi	prihvatljiv	Agpmpny
troškovi	trošak	Ncmpn

b	b	Npmsn
)	)	Z
najviši	visok	Agsmsny
iznos	iznos	Ncmsn
javne	javan	Agpfsgy
potpore	potpora	Ncfsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Najviši	visok	Agpmsny
iznos	iznos	Ncmsn
javne	javan	Agpfsgy
potpore	potpora	Ncfsg
koji	koji	Pi-msn
se	sebe	Px--sa
utvrđuje	utvrđivati	Vmr3s
odlukom	odluka	Ncfsi
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
veći	velik	Agcmsayn
od	od	Sg
iznosa	iznos	Ncmsg
potpore	potpora	Ncfsg
utvrđenog	utvrditi	Appmsgy
Odlukom	odluka	Ncfsi
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
i	i	Cc
Ugovorom	ugovor	Ncmsi
o	o	Sl
financiranju	financiranje	Ncnsl
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Odlukom	odluka	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
stavit	staviti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
izvan	izvan	Sg
snage	snaga	Ncfsg
Odluka	odluka	Ncfsn
o	o	Sl
prihvatljivosti	prihvatljivost	Ncfsl
iz	iz	Sg
članka	članak	Ncmsg
30.	30.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
i	i	Cc
članka	članak	Ncmsg
31.	31.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
točke	točka	Ncfsg
c	C	X
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

Promjene	promjena	Ncfpn
podataka	podatak	Ncmpg
o	o	Sl
korisniku	korisnik	Ncmsl

Članak	članak	Ncmsn
33.	33.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Promjene	promjena	Ncfpn
podataka	podatak	Ncmpg
o	o	Sl
korisniku	korisnik	Ncmsl
podrazumijevaju	podrazumijevati	Vmr3p
promjene	promjena	Ncfpa
podataka	podatak	Ncmpg
koje	koji	Pi-fpn
se	sebe	Px--sa
nalaze	nalaziti	Vmr3p
u	u	Sl
Evidenciji	evidencija	Ncfsl
korisnika	korisnik	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Promjene	promjena	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
korisnik	korisnik	Ncmsn
podnosi	podnositi	Vmr3s
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
sukladno	sukladno	Rgp
Uputi	uputiti	Vmr3s
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
Evidenciju	evidencija	Ncfsa
korisnika	korisnik	Ncmpg
potpora	potpora	Ncfpg
u	u	Sl
ruralnom	ruralan	Agpmsly
razvoju	razvoj	Ncmsl
i	i	Cc
ribarstvu	ribarstvo	Ncnsl
,	,	Z
koju	koji	Pi-fsa
korisnik	korisnik	Ncmsn
može	moći	Vmr3s
preuzeti	preuzeti	Vmn
sa	sa	Sg
službene	služben	Agpfsgy
mrežne	mrežni	Agpfsgy
stranice	stranica	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
www.apprrr.hr	www.apprrr.hr	X
)	)	Z
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
obavijestiti	obavijestiti	Vmn
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
o	o	Sl
promjenama	promjena	Ncfpl
navedenim	naveden	Agpfply
u	u	Sl
stavku	stavak	Ncmsl
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
nakon	nakon	Sg
pojave	pojava	Ncfsg
događaja	događaj	Ncmsg
koji	koji	Pi-msn
ih	oni	Pp3-pa
je	biti	Var3s
izazvao	izazvati	Vmp-sm
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Po	po	Sl
odobrenju	odobrenje	Ncnsl
/	/	Z
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
u	u	Sl
Evidenciji	evidencija	Ncfsl
korisnika	korisnik	Ncmpg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
poslati	poslati	Vmn
putem	put	Sg
elektronske	elektronski	Agpfsgy
pošte	pošta	Ncfsg
obavijest	obavijest	Ncfsn
da	da	Cs
su	biti	Var3p
promjene	promjena	Ncfpn
izvršene	izvršiti	Appfpny
/	/	Z
nisu	biti	Var3p
izvršene	izvršiti	Appfpny
.	.	Z

Promjene	promjena	Ncfpn
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa

Članak	članak	Ncmsn
34.	34.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Promjene	promjena	Ncfpn
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
podrazumijevaju	podrazumijevati	Vmr3p
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
podneseni	podnesen	Agpmsayn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
izuzev	izuzev	Sg
promjena	promjena	Ncfpg
navedenih	naveden	Agpfpgy
u	u	Sl
članku	članak	Ncmsl
33.	33.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
je	biti	Var3s
obavezan	obavezan	Agpmsnn
prijaviti	prijaviti	Vmn
promjenu	promjena	Ncfsa
priloženih	priložen	Agpmpgy
akata	akt	Ncmpg
kojima	koji	Pi-mpi
se	sebe	Px--sa
odobrava	odobravati	Vmr3s
građenje	građenje	Ncnsn
građevina	građevina	Ncfpg
iz	iz	Sg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
promjenu	promjena	Ncfsa
ponuditelja	ponuditelj	Ncmpg
i	i	Cc
ostalih	ostali	Agpmpgy
općih	opći	Agpmpgy
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
sadržani	sadržati	Appmpny
u	u	Sl
Odluci	odluka	Ncfsl
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
izuzev	izuzev	Rgp
podataka	podatak	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
33.	33.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
promjenu	promjena	Ncfsa
popunjava	popunjavati	Vmr3s
se	sebe	Px--sa
u	u	Sl
AGRONET-u	AGRONET	Npmsl
,	,	Z
a	a	Cc
po	po	Sl
popunjavanju	popunjavanje	Ncnsl
potrebno	potreban	Agpnsny
je	biti	Var3s
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
dostaviti	dostaviti	Vmn
ovjerenu	ovjeriti	Agpfsay
Potvrdu	potvrda	Ncfsa
o	o	Sl
podnošenju	podnošenje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
promjenu	promjena	Ncfsa
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
ili	ili	Cc
osobno	osobno	Rgp
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Promjene	promjena	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
korisnik	korisnik	Ncmsn
može	moći	Vmr3s
prijaviti	prijaviti	Vmn
najviše	mnogo	Rgs
dva	dva	Mlc
puta	puta	Rgp
podnošenjem	podnošenje	Ncnsi
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
promjenu	promjena	Ncfsa
putem	put	Sg
AGRONET-a	AGRONET	Npmsg
na	na	Sa
način	način	Ncmsan
opisan	opisati	Appmsnn
u	u	Sl
Vodiču	vodič	Ncmsl
za	za	Sa
korisnike	korisnik	Ncmpa
,	,	Z

