razlučnih	razlučan	Agpmpgy
obveze	obveza	Ncfpa
bez	bez	Sg
odgode	odgoda	Ncfsg
ispunjavaju	ispunjavati	Vmr3p
povjereniku	povjerenik	Ncfsa
za	za	Sa
potrošača	potrošač	Ncmsay
i	i	Cc

−	−	Z
poziv	poziv	Ncmsan
na	na	Sa
ispitno	ispitan	Agpnsay
ročište	ročište	Ncnsa
i	i	Cc
izvještajno	izvještajni	Agpnsay
ročište	ročište	Ncnsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Rješenjem	rješenje	Ncnsi
o	o	Sl
otvaranju	otvaranje	Ncnsl
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
sud	sud	Ncmsn
će	htjeti	Var3s
odrediti	odrediti	Vmn
da	da	Cs
se	sebe	Px--sa
otvaranje	otvaranje	Ncnsn
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
upiše	upisati	Vmr3s
u	u	Sa
javne	javan	Agpfpay
knjige	knjiga	Ncfpa
,	,	Z
registre	registar	Ncmpa
,	,	Z
upisnike	upisnik	Ncmpa
i	i	Cc
očevidnike	očevidnik	Ncmpa
u	u	Sl
kojima	koji	Pi-mpl
je	biti	Var3s
potrošač	potrošač	Ncmsn
upisan	upisati	Appmsnn
kao	kao	Cs
nositelj	nositelj	Ncmsn
nekoga	neki	Agpnsgy
prava	pravo	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Rješenje	rješenje	Ncnsn
o	o	Sl
otvaranju	otvaranje	Ncnsl
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
objavit	objaviti	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
na	na	Sl
mrežnoj	mrežni	Agpfsly
stranici	stranica	Ncfsl
e-oglasna	e-oglasan	Agpfsny
ploča	ploča	Ncfsn
sudova	sud	Ncmpg
istoga	isti	Agpmsgy
dana	dan	Ncmsg
kad	kad	Cs
je	biti	Var3s
doneseno	donijeti	Appnsny
.	.	Z

Zakazivanje	zakazivanje	Ncnsn
ispitnoga	ispitan	Agpmsgy
i	i	Cc
izvještajnoga	izvještajni	Agpnsgy
ročišta	ročište	Ncnsg

Članak	članak	Ncmsn
55.	55.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Rješenjem	rješenje	Ncnsi
o	o	Sl
otvaranju	otvaranje	Ncnsl
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
sud	sud	Ncmsn
će	htjeti	Var3s
zakazati	zakazati	Vmn
:	:	Z

1.	1.	Mdo
ročište	ročište	Ncnsa
vjerovnika	vjerovnik	Ncmpg
na	na	Sl
kojem	koji	Pi-msl
se	sebe	Px--sa
ispituju	ispitivati	Vmr3p
prijavljene	prijaviti	Agpfpny
tražbine	tražbina	Ncfpn
(	(	Z
ispitno	ispitan	Agpnsny
ročište	ročište	Ncnsn
)	)	Z
i	i	Cc

2.	2.	Mdo
ročište	ročište	Ncnsa
vjerovnika	vjerovnik	Ncmsg
na	na	Sl
kojem	koji	Pi-msl
povjerenik	povjerenik	Ncmsn
podnosi	podnositi	Vmr3s
izvješće	izvješće	Ncnsa
o	o	Sl
položaju	položaj	Ncmsl
potrošača	potrošač	Ncmpg
(	(	Z
izvještajno	izvještajni	Agpnsny
ročište	ročište	Ncnsn
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Vrijeme	vrijeme	Ncnsn
između	između	Sg
zadnjega	zadnji	Agpmsgy
dana	dan	Ncmsg
roka	rok	Ncmsg
za	za	Sa
prijavljivanje	prijavljivanje	Ncnsa
tražbine	tražbina	Ncfsg
i	i	Cc
ispitnoga	ispitan	Agpnsgy
ročišta	ročište	Ncnsg
ne	ne	Qz
smije	smjeti	Vmr3s
biti	biti	Van
kraće	kratak	Agcnsny
od	od	Sg
osam	osam	Mlc
dana	dan	Ncmpg
ni	ni	Cc
duže	dugo	Rgc
od	od	Sg
dva	dva	Mlc
mjeseca	mjesec	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Izvještajno	izvještajni	Agpnsny
ročište	ročište	Ncnsn
ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
održati	održati	Vmn
prije	prije	Sg
ispitnoga	ispitan	Agpnsgy
ročišta	ročište	Ncnsg
ni	ni	Cc
15	15	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
održavanja	održavanje	Ncnsg
toga	taj	Pd-nsg
ročišta	ročište	Ncnsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ispitno	ispitan	Agpnsny
i	i	Cc
izvještajno	izvještajni	Agpnsny
ročište	ročište	Ncnsn
mogu	moći	Vmr3p
se	sebe	Px--sa
spojiti	spojiti	Vmn
tako	tako	Cs
da	da	Cs
se	sebe	Px--sa
najprije	najprije	Rgp
održi	održati	Vmr3s
ispitno	ispitan	Agpnsay
ročište	ročište	Ncnsa
,	,	Z
a	a	Cc
zatim	zatim	Rgp
izvještajno	izvještajni	Agpnsny
ročište	ročište	Ncnsn
.	.	Z

Dostava	dostava	Ncfsn
rješenja	rješenje	Ncnsg
o	o	Sl
otvaranju	otvaranje	Ncnsl
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg

Članak	članak	Ncmsn
56.	56.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Rješenje	rješenje	Ncnsn
o	o	Sl
otvaranju	otvaranje	Ncnsl
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
sud	sud	Ncmsn
će	htjeti	Var3s
dostaviti	dostaviti	Vmn
:	:	Z

−	i	Agpmsdy
potrošaču	potrošač	Ncmsd

−		Agpfpdy
pravnim	pravni	Agpfpdy
osobama	osoba	Ncfpd
koje	koji	Pi-fpn
za	za	Sa
potrošača	potrošač	Ncmsay
obavljaju	obavljati	Vmr3p
poslove	posao	Ncmpa
platnoga	platni	Agpmsgy
prometa	promet	Ncmsg

−	−	Z
ispostavi	ispostaviti	Vmr3s
porezne	porezni	Agpfpay
uprave	uprava	Ncfpa
prema	prema	Sl
prebivalištu	prebivalište	Ncnsl
potrošača	potrošač	Ncmpg

−	−	Sl
nadležnom	nadležan	Agpnsly
državnom	državni	Agpnsly
odvjetništvu	odvjetništvo	Ncnsl
i	i	Cc

−		Agpnply
tijelima	tijelo	Ncnpl
koja	koji	Pi-npn
vode	voditi	Vmr3p
javne	javan	Agpfpay
knjige	knjiga	Ncfpa
,	,	Z
registre	registar	Ncmpa
,	,	Z
upisnike	upisnik	Ncmpa
i	i	Cc
očevidnike	očevidnik	Ncmpa
u	u	Sl
kojima	koji	Pi-mpl
je	biti	Var3s
potrošač	potrošač	Ncmsn
upisan	upisati	Appmsnn
kao	kao	Cs
nositelj	nositelj	Ncmsn
nekoga	neki	Agpnsgy
prava	pravo	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Tijela	tijelo	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
podstavka	podstavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
dužna	dužan	Agpfsny
su	biti	Var3p
po	po	Sl
službenoj	služben	Agpfsly
dužnosti	dužnost	Ncfsl
na	na	Sl
temelju	temelj	Ncmsl
dostavljenoga	dostaviti	Agpnsgy
rješenja	rješenje	Ncnsg
zabilježiti	zabilježiti	Vmn
otvaranje	otvaranje	Ncnsa
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
.	.	Z

Vrijeme	vrijeme	Ncnsn
nastupanja	nastupanje	Ncnsg
pravnih	pravni	Agpfpgy
posljedica	posljedica	Ncfpg

Članak	članak	Ncmsn
57.	57.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Pravne	pravni	Agpfpay
posljedice	posljedica	Ncfpa
otvaranja	otvaranje	Ncnsg
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
nastupaju	nastupati	Vmr3p
trenutkom	trenutak	Ncmsi
objave	objava	Ncfsg
rješenja	rješenje	Ncnsg
o	o	Sl
otvaranju	otvaranje	Ncnsl
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
na	na	Sl
mrežnoj	mrežni	Agpfsly
stranici	stranica	Ncfsl
e-oglasna	e-oglasan	Agpfsny
ploča	ploča	Ncfsn
sudova	sud	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ako	ako	Cs
rješenje	rješenje	Ncnsn
o	o	Sl
otvaranju	otvaranje	Ncnsl
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
u	u	Sl
povodu	povod	Ncmsl
žalbe	žalba	Ncfsg
bude	biti	Var3s
ukinuto	ukinuti	Appnsny
,	,	Z
a	a	Cc
u	u	Sl
ponovnom	ponovan	Agpmsly
postupku	postupak	Ncmsl
stečaj	stečaj	Ncmsan
nad	nad	Si
potrošačem	potrošač	Ncmsi
bude	biti	Var3s
opet	opet	Rgp
otvoren	otvoriti	Appmsnn
,	,	Z
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
su	biti	Var3p
pravne	pravni	Agpfpny
posljedice	posljedica	Ncfpn
otvaranja	otvaranje	Ncnsg
postupka	postupak	Ncmsg
nastupile	nastupiti	Vmp-pf
od	od	Sg
trenutka	trenutak	Ncmsg
objave	objava	Ncfsg
prvog	prvi	Agpnsgy
rješenja	rješenje	Ncnsg
o	o	Sl
otvaranju	otvaranje	Ncnsl
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
na	na	Sl
mrežnoj	mrežni	Agpfsly
stranici	stranica	Ncfsl
e-oglasna	e-oglasan	Agpfsny
ploča	ploča	Ncfsn
sudova	sud	Ncmpg
.	.	Z

Slučajevi	slučaj	Ncmpn
u	u	Sl
kojima	koji	Pi-fpl
se	sebe	Px--sa
otvoreni	otvoren	Agpmsny
postupak	postupak	Ncmsn
stečaja	stečaj	Ncmpg
potrošača	potrošač	Ncmpg
ne	ne	Qz
provodi	provoditi	Vmr3s

Članak	članak	Ncmsn
58.	58.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
sud	sud	Ncmsn
na	na	Sl
temelju	temelj	Ncmsl
isprava	isprava	Ncfpg
koje	koji	Pi-fpn
se	sebe	Px--sa
nalaze	nalaziti	Vmr3p
u	u	Sl
sudskom	sudski	Agpmsly
spisu	spis	Ncmsl
stekne	steći	Vmr3s
uvjerenje	uvjerenje	Ncnsa
da	da	Cs
imovina	imovina	Ncfsn
potrošača	potrošač	Ncmpg
koja	koji	Pi-fsn
bi	biti	Vaa3s
ušla	ući	Vmp-sf
u	u	Sa
stečajnu	stečajni	Agpfsay
masu	masa	Ncfsa
nije	biti	Var3s
dovoljna	dovoljan	Agpfsny
ni	ni	Qo
za	za	Sa
namirenje	namirenje	Ncnsa
troškova	trošak	Ncmpg
postupka	postupak	Ncmsg
ili	ili	Cc
je	biti	Var3s
neznatne	neznatan	Agpfpay
vrijednosti	vrijednost	Ncfpa
,	,	Z
donijet	donijeti	Vmn
će	htjeti	Var3p
odluku	odluka	Ncfsa
o	o	Sl
otvaranju	otvaranje	Ncnsl
i	i	Cc
zaključenju	zaključenje	Ncnsl
postupka	postupak	Ncmsg
stečaja	stečaj	Ncmsg
potrošača	potrošač	Ncmpg
te	te	Cc
istodobno	istodobno	Rgp
imenovati	imenovati	Vmn
povjerenika	povjerenik	Ncmsay
i	i	Cc
odrediti	odrediti	Vmn
razdoblje	razdoblje	Ncnsa
provjere	provjera	Ncfsg
ponašanja	ponašanje	Ncnsg
u	u	Sl
trajanju	trajanje	Ncnsl
od	od	Sg
pet	pet	Mlc
godina	godina	Ncfpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Povjerenik	povjerenik	Ncmsn
će	htjeti	Var3s
nakon	nakon	Sg

