potpis	potpis	Ncmsn
skrb	skrb	Ncfsa
,	,	Z

5.	5.	Mdo
vrsta	vrsta	Ncfsn
usluge	usluga	Ncfsg
,	,	Z

6.	6.	Mdo
datum	datum	Ncmsan
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

7.	7.	Mdo
napomena	napomena	Ncfsn
o	o	Sl
promjenama	promjena	Ncfpl
od	od	Sg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
.	.	Z

Članak	članak	Ncmsn
17.	17.	Mdo

Upisnik	upisnik	Ncmsn
korisnika	korisnik	Ncmpg
usluge	usluga	Ncfsg
sadrži	sadržati	Vmr3s
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
:	:	Z

1.	1.	Mdo
redni	redni	Agpmsayn
broj	broj	Ncmsan
,	,	Z

2.	2.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
korisnika	korisnik	Ncmpg
,	,	Z
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
(	(	Z
OIB	OIB	Npmsn
)	)	Z
,	,	Z

3.	3.	Mdo
datum	datum	Ncmsan
primitka	primitak	Ncmsg
zahtjeva	zahtjev	Ncmpg
,	,	Z

4.	4.	Mdo
nadležni	nadležan	Agpmsayn
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z

5.	5.	Mdo
vrsta	vrsta	Ncfsn
usluge	usluga	Ncfsg
,	,	Z

6.	6.	Mdo
klasa	klasa	Ncfsn
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
i	i	Cc
datum	datum	Ncmsan
izdavanja	izdavanje	Ncnsg
rješenja	rješenje	Ncnsg
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z

7.	7.	Mdo
datum	datum	Ncmsan
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

8.	8.	Mdo
datum	datum	Ncmsan
završetka	završetak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
.	.	Z

Članak	članak	Ncmsn
18.	18.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Dosje	dosje	Ncnsn
korisnika	korisnik	Ncmpg
sastoji	sastojati	Vmr3s
se	sebe	Px--sa
od	od	Sg
osobnog	osoban	Agpmsgy
lista	list	Ncmsg
korisnika	korisnik	Ncmpg
,	,	Z
dokumentacije	dokumentacija	Ncfsg
koju	koji	Pi-fsa
pružatelju	pružatelj	Ncmsl
usluge	usluga	Ncfsg
dostavlja	dostavljati	Vmr3s
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
prije	prije	Sg
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
i	i	Cc
dokumentacije	dokumentacija	Ncfsg
koju	koji	Pi-fsa
vodi	voditi	Vmr3s
pružatelj	pružatelj	Ncmsn
usluge	usluga	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osobni	osoban	Agpmsny
list	list	Ncmsn
korisnika	korisnik	Ncmpg
sadrži	sadržati	Vmr3s
sljedeće	sljedeći	Agpmpay
osnovne	osnovan	Agpmpay
podatke	podatak	Ncmpa
o	o	Sl
korisniku	korisnik	Ncmsl
i	i	Cc
usluzi	usluga	Ncfsl
:	:	Z

1.	1.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
,	,	Z
ime	ime	Ncnsa
oca	oac	Ncmsg
/	/	Z
majke	majka	Ncfsg
,	,	Z
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
(	(	Z
OIB	OIB	Npmsn
)	)	Z
,	,	Z

2.	2.	Mdo
datum	datum	Ncmsan
i	i	Cc
mjesto	mjesto	Ncnsa
rođenja	rođenje	Ncnsg
,	,	Z

3.	3.	Mdo
spol	spol	Ncmsan
,	,	Z

4.	4.	Mdo
državljanstvo	državljanstvo	Ncnsa
,	,	Z

5.	5.	Mdo
prebivalište	prebivalište	Ncnsa
/	/	Z
boravište	boravište	Ncnsn
,	,	Z

6.	6.	Mdo
bračni	bračni	Agpmsayn
status	status	Ncmsan
roditelja	roditelj	Ncmpg
,	,	Z
zanimanje	zanimanje	Ncnsn
i	i	Cc
podaci	podatak	Ncmpn
o	o	Sl
zaposlenju	zaposlenje	Ncnsl
,	,	Z

7.	7.	Mdo
kome	koma	Ncfsg
je	biti	Var3s
korisnik	korisnik	Ncmsn
povjeren	povjeriti	Appmsnn
za	za	Sa
vrijeme	vrijeme	Ncnsa
trajanja	trajanje	Ncnsg
ostalih	ostali	Agpfpgy
usluga	usluga	Ncfpg
(	(	Z
roditeljima	roditelj	Ncmpl
,	,	Z
udomiteljskoj	udomiteljski	Agpfsly
obitelji	obitelj	Ncfsl
,	,	Z
drugoj	drugi	Mlofsl
ustanovi	ustanova	Ncfsl
i	i	Cc
dr.	dr.	Y
)	)	Z
,	,	Z

8.	8.	Mdo
datum	datum	Ncmsan
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

9.	9.	Mdo
pravni	pravni	Agpmsny
temelj	temelj	Ncmsn
priznavanja	priznavanje	Ncnsg
prava	pravo	Ncnsg
na	na	Sa
uslugu	usluga	Ncfsa
(	(	Z
Zakon	zakon	Ncmsan
o	o	Sl
socijalnoj	socijalan	Agpfsly
skrbi	skrb	Ncfsl
)	)	Z
,	,	Z

10.	10.	Mdo
klasa	klasa	Ncfsn
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
,	,	Z
datum	datum	Ncmsan
izdavanja	izdavanje	Ncnsg
rješenja	rješenje	Ncnsg
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
o	o	Sl
priznatoj	priznati	Ncmsl
usluzi	usluga	Ncfsl
,	,	Z

11.	11.	Mdo
vrsta	vrsta	Ncfsn
usluge	usluga	Ncfsg
koja	koji	Pi-fsn
se	sebe	Px--sa
pruža	pružati	Vmr3s
korisniku	korisnik	Ncmsd
,	,	Z

12.	12.	Mdo
obveznik	obveznik	Ncmsn
plaćanja	plaćanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

13.	13.	Mdo
nadležni	nadležan	Agpmsny
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
(	(	Z
naziv	naziv	Ncmsn
i	i	Cc
sjedište	sjedište	Ncnsn
)	)	Z
,	,	Z

14.	14.	Mdo
stručni	stručan	Agpmsny
radnik	radnik	Ncmsn
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
zadužen	zadužiti	Appmsnn
za	za	Sa
korisnika	korisnik	Ncmpg
(	(	Z
osobno	osoban	Agpnsay
ime	ime	Ncnsa
)	)	Z
,	,	Z

15.	15.	Mdo
škola	škola	Ncfsn
,	,	Z
vrsta	vrsta	Ncfsn
školskog	školski	Agpmsgy
programa	program	Ncmsg
i	i	Cc
razred	razred	Ncmsan
koji	koji	Pi-msn
korisnik	korisnik	Ncmsn
pohađa	pohađati	Vmr3s
,	,	Z

16.	16.	Mdo
zanimanje	zanimanje	Ncnsa
,	,	Z

17.	17.	Mdo
datum	datum	Ncmsan
i	i	Cc
razlog	razlog	Ncmsn
prestanka	prestanak	Ncmsg
usluge	usluga	Ncfsg
te	te	Cc
plan	plan	Ncmsn
daljnjih	daljnji	Agpfpgy
aktivnosti	aktivnost	Ncfpg
,	,	Z
mjera	mjera	Ncfpg
ili	ili	Cc
usluga	usluga	Ncfpg
za	za	Sa
korisnika	korisnik	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Dokumentacija	dokumentacija	Ncfsn
koju	koji	Pi-fsa
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
dostavlja	dostavljati	Vmr3s
pružatelju	pružatelj	Ncmsd
usluge	usluga	Ncfsg
prije	prije	Sg
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
:	:	Z

1.	1.	Mdo
zahtjev	zahtjev	Ncmsan
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
za	za	Sa
prijam	prijam	Ncmsan
korisnika	korisnik	Ncmpg
,	,	Z

2.	2.	Mdo
socijalna	socijalan	Agpfsny
anamneza	anamneza	Ncfsn
,	,	Z

3.	3.	Mdo
rješenje	rješenje	Ncnsa
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
o	o	Sl
priznavanju	priznavanje	Ncnsl
prava	pravo	Ncnsg
na	na	Sa
uslugu	usluga	Ncfsa
i	i	Cc
plaćanju	plaćanje	Ncnsl
troškova	trošak	Ncmpg
usluge	usluga	Ncfsg
,	,	Z

4.	4.	Mdo
drugu	drugi	Mlofsa
dokumentaciju	dokumentacija	Ncfsa
na	na	Sa
zahtjev	zahtjev	Ncmsan
pružatelja	pružatelj	Ncmpg
usluge	usluga	Ncfsg
(	(	Z
zdravstvena	zdravstven	Agpfsny
dokumentacija	dokumentacija	Ncfsn
,	,	Z
školska	školski	Agpfsny
dokumentacija	dokumentacija	Ncfsn
i	i	Cc
sl.	sl.	Y
)	)	Z
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Dokumentaciju	dokumentacija	Ncfsa
i	i	Cc
evidenciju	evidencija	Ncfsa
koju	koji	Pi-fsa
vodi	voditi	Vmr3s
pružatelj	pružatelj	Ncmsn
usluge	usluga	Ncfsg
:	:	Z

1.	1.	Mdo
individualni	individualan	Agpmsayn
plan	plan	Ncmsan
i	i	Cc
program	program	Ncmsan
rada	rad	Ncmsg
,	,	Z

2.	2.	Mdo
zapažanja	zapažanje	Ncnsg
o	o	Sl
promjenama	promjena	Ncfpl
tijekom	tijekom	Sg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

3.	3.	Mdo
ostali	ostali	Agpmpny
dokumenti	dokument	Ncmpn
–	–	Z
korespondencija	korespondencija	Ncfsn
s	sa	Si
roditeljima	roditelj	Ncmpi
,	,	Z
skrbnikom	skrbnik	Ncmsi
,	,	Z
sudom	sud	Ncmsi
,	,	Z
centrom	centar	Ncmsi
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
i	i	Cc
drugim	drugi	Mlofpl
ustanovama	ustanova	Ncfpl
,	,	Z
te	te	Cc
kopija	kopija	Ncfsn
polugodišnjeg	polugodišnji	Agpnsgy
i	i	Cc
godišnjeg	godišnji	Agpnsgy
izvješća	izvješće	Ncnsg
o	o	Sl
korisniku	korisnik	Ncmsl
nadležnom	nadležan	Agpmsly
centru	centar	Ncmsl
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z
medicinska	medicinski	Agpfsny
dokumentacija	dokumentacija	Ncfsn
,	,	Z

4.	4.	Mdo
izvješće	izvješće	Ncnsn
o	o	Sl
provedenoj	provesti	Agpfsly
usluzi	usluga	Ncfsl
,	,	Z

5.	5.	Mdo
napomene	napomena	Ncfsg
.	.	Z

2.	2.	Mdo
PRUŽATELJI	pružatelj	Ncmpn
USLUGA	usluga	Ncfpg
ZA	za	Sa
DJECU	dijete	Ncnpa
I	i	Cc
MLAĐE	mlado	Rgc
PUNOLJETNE	punoljetan	Agpfpay
OSOBE	osoba	Ncfpa
S	sa	Si
PROBLEMIMA	problem	Ncmpi
U	u	Sl
PONAŠANJU	ponašanje	Ncnsl

Članak	članak	Ncmsn
19.	19.	Mdo

Pružatelji	pružatelj	Ncmpn
usluga	usluga	Ncfpg
za	za	Sa
djecu	dijete	Ncnpa
i	i	Cc
mlađe	mlad	Agcfsgy
punoljetne	punoljetan	Agpfsgy
osobe	osoba	Ncfsg
s	sa	Si
problemima	problem	Ncmpi
u	u	Sl
ponašanju	ponašanje	Ncnsl
obvezni	obvezan	Agpmpny
su	biti	Var3p
voditi	voditi	Vmn
evidenciju	evidencija	Ncfsa
o	o	Sl
sljedećim	sljedeći	Agpfply
uslugama	usluga	Ncfpl
:	:	Z

1.	1.	Mdo
smještaja	smještaj	Ncmsg
–	–	Z
timska	timski	Agpfsny
procjena	procjena	Ncfsn
/	/	Z
dijagnostika	dijagnostika	Ncfsn
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
smještaj	smještaj	Ncmsn
)	)	Z
,	,	Z

2.	2.	Mdo
smještaja	smještaj	Ncmsg
u	u	Sl
malim	mali	Agpfply
skupinama	skupina	Ncfpl
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
smještaj	smještaj	Ncmsn
)	)	Z
,	,	Z

3.	3.	Mdo
privremenog	privremen	Agpmsgy
smještaja	smještaj	Ncmsg
radi	radi	Sg
provođenja	provođenje	Ncnsg
kraćih	kratak	Agpnpgy
rehabilitacijskih	rehabilitacijski	Agpnpgy
(	(	Z
tretmanskih	tretmanski	Agpmpgy
)	)	Z

