promijenjene	promijeniti	Agpmpay
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
28/2010	28/2010	Mds
)	)	Z
i	i	Cc
Provedbenom	provedbeni	Agpfsiy
Uredbom	uredba	Ncfsi
Komisije	komisija	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
2015/1375	2015/1375	Mdc
od	od	Sg
10.	10.	Mdo
kolovoza	kolovoz	Ncmsg
2015.	2015.	Mdo
o	o	Sl
utvrđivanju	utvrđivanje	Ncnsl
posebnih	poseban	Agpnpgy
pravila	pravilo	Ncnpg
za	za	Sa
službene	služben	Agpfpay
kontrole	kontrola	Ncfpa
trihinele	trihinela	Ncfpa
u	u	Sl
mesu	meso	Ncnsl
sa	sa	Si
svim	sav	Agpfpiy
izmjenama	izmjena	Ncfpi
i	i	Cc
dopunama	dopuna	Ncfpl
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Uredba	uredba	Ncfsn
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
2015/1375	2015/1375	Mdc
)	)	Z
te	te	Cc
Pravilnikom	pravilnik	Ncmsi
o	o	Sl
mjerama	mjera	Ncfpl
za	za	Sa
suzbijanje	suzbijanje	Ncnsa
i	i	Cc
iskorjenjivanje	iskorjenjivanje	Ncnsa
trihineloze	trihineloza	Ncfsg
svinja	svinja	Ncfsn
(	(	Z
»	i	Agpfpny
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
81/1999	81/1999	Mds
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Troškove	trošak	Ncmpa
obavljanja	obavljanje	Ncnsg
pretraga	pretraga	Ncfpg
na	na	Sa
nazočnost	nazočnost	Ncfsa
Trichinella	trichinello	Ncnsg
iz	iz	Sg
ove	ovaj	Pd-fsg
točke	točka	Ncfsg
u	u	Sl
uzorku	uzorak	Ncmsl
mesa	meso	Ncnsg
svinja	svinja	Ncfpg
zaklanih	zaklati	Appmpgy
za	za	Sa
potrebe	potreba	Ncfpa
vlastitog	vlastit	Agpnsgy
kućanstva	kućanstvo	Ncnsg
snosi	snositi	Vmr3s
posjednik	posjednik	Ncmsn
životinje	životinja	Ncfpa
.	.	Z

4.	4.	Mdo
Tokspolazmoza	tokspolazmoz	Agpfsny
svinja	svinja	Ncfsn
,	,	Z
goveda	govedo	Ncnsg
,	,	Z
ovaca	ovca	Ncfpg
i	i	Cc
koza	koza	Ncfpg

(	(	Z
1	1	Mdc
)	)	Z
Radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
prevalencije	prevalencija	Ncfsg
uzrokovanje	uzrokovanje	Ncnsa
Toksoplazmom	toksoplazam	Ncmsi
gondii	gondi	Ncfpg
u	u	Sa
svinja	svinja	Ncfpa
i	i	Cc
goveda	govedo	Ncnsg
određuje	određivati	Vmr3s
se	sebe	Px--sa
uzimanje	uzimanje	Ncnsn
uzoraka	uzorak	Ncmpg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
Programa	program	Ncmsg
praćenja	praćenje	Ncnsg
prevalencije	prevalencija	Ncfsg
bakterija	bakterija	Ncfpg
roda	roda	Ncfpg
Salmonella	Salmonell	Npmsg
i	i	Cc
praćenja	praćenje	Ncnsg
njihove	njihov	Ps3fsg
otpornosti	otpornost	Ncfsg
na	na	Sa
antimikrobne	antimikroban	Agpmpay
pripravke	pripravak	Ncmpa
u	u	Sa
tovnih	tovan	Agpfpgy
svinja	svinja	Ncfpg
za	za	Sa
klanje	klanje	Ncnsa
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
(	(	Z
klasa	klasa	Ncfsn
:	:	Z
322	322	Mdc
-	-	Z
01/15	01/15	Mdc
-	-	Z
01/1092	01/1092	Mdc
)	)	Z
i	i	Cc
Programa	program	Ncmsg
praćenja	praćenje	Ncnsg
prevalencije	prevalencija	Ncfsg
bakterija	bakterija	Ncfpg
roda	roda	Ncfpg
Salmonella	Salmonell	Npmsg
i	i	Cc
praćenja	praćenje	Ncnsg
njihove	njihov	Ps3fsg
otpornosti	otpornost	Ncfsg
na	na	Sa
antimikrobne	antimikroban	Agpmpay
pripravke	pripravak	Ncmpa
u	u	Sa
goveda	govedo	Ncnpa
za	za	Sa
klanje	klanje	Ncnsa
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
(	(	Z
klasa	klasa	Ncfsn
:	:	Z
322	322	Mdc
-	-	Z
01/15	01/15	Mdc
-	-	Z
01/1093	01/1093	Mdc
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Radi	radi	Sg
otkrivanja	otkrivanje	Ncnsg
pobačaja	pobačaj	Ncmpg
ovaca	ovca	Ncfpg
i	i	Cc
koza	koza	Ncfpg
uzrokovanih	uzrokovati	Appfpgy
T.	t	Agpfpgy
gondii	gondi	Ncfpg
,	,	Z
svaki	svaki	Pi-msan
pobačaj	pobačaj	Ncmsan
ovce	ovca	Ncfsg
i	i	Cc
koze	koza	Ncfsg
mora	morati	Vmr3s
biti	biti	Van
prijavljen	prijaviti	Appmsnn
veterinaru	veterinar	Ncmsd
.	.	Z

Od	od	Sg
životinje	životinja	Ncfsg
koja	koji	Pi-fsn
je	biti	Var3s
pobacila	pobaciti	Vmp-sf
ovlašteni	ovlašten	Agpmsny
veterinar	veterinar	Ncmsn
mora	morati	Vmr3s
uzeti	uzeti	Vmn
uzorke	uzorak	Ncmpa
,	,	Z
te	te	Cc
iste	isti	Agpfpay
dostaviti	dostaviti	Vmn
u	u	Sa
službeni	služben	Agpmsayn
laboratorij	laboratorij	Ncmsan
radi	radi	Sg
pretrage	pretraga	Ncfsg
na	na	Sl
toksoplazmozu	toksoplazmoz	Ncmsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Troškovi	trošak	Ncmpn
provođenja	provođenje	Ncnsg
mjera	mjera	Ncfpg
iz	iz	Sg
ove	ovaj	Pd-fsg
točke	točka	Ncfsg
podmiruju	podmirivati	Vmr3p
se	sebe	Px--sa
iz	iz	Sg
državnog	državni	Agpmsgy
proračuna	proračun	Ncmsg
.	.	Z

VI	VI	Mrc
.	.	Z

NAMETNIČKE	nametnički	Agpfpny
BOLESTI	bolest	Ncfpn
DIVLJIH	divlji	Agpfpgy
ŽIVOTINJA	životinja	Ncfpg

1.	1.	Mdo
Ehinokokoza	ehinokokoza	Ncfsn

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
nalaza	nalaz	Ncmsg
patoanatomskih	patoanatomski	Agpfpgy
promjena	promjena	Ncfpg
koje	koji	Pi-fpn
upućuju	upućivati	Vmr3p
na	na	Sa
ehinokokozu	ehinokokoza	Ncfsa
u	u	Sl
objektu	objekt	Ncmsl
za	za	Sa
obradu	obrada	Ncfsa
i	i	Cc
rasijecanje	rasijecanje	Ncnsa
divljači	divljač	Ncfsg
,	,	Z
ovlašteni	ovlašten	Agpmsny
veterinar	veterinar	Ncmsn
kontrolnog	kontrolan	Agpnsgy
tijela	tijelo	Ncnsg
ili	ili	Cc
veterinarski	veterinarski	Agpmsny
inspektor	inspektor	Ncmsn
mora	morati	Vmr3s
dostaviti	dostaviti	Vmn
promijenjene	promijeniti	Agpmpay
parenhimske	parenhimski	Agpmpay
organe	organ	Ncmpa
(	(	Z
pluća	pluća	Ncnpg
,	,	Z
jetra	jetra	Ncfsn
)	)	Z
radi	radi	Sg
parazitološke	parazitološki	Agpfsgy
pretrage	pretraga	Ncfsg
u	u	Sa
službeni	služben	Agpmsayn
laboratorij	laboratorij	Ncmsan
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ovlašteni	ovlašten	Agpmsny
veterinar	veterinar	Ncmsn
kontrolnog	kontrolan	Agpnsgy
tijela	tijelo	Ncnsg
ili	ili	Cc
veterinarski	veterinarski	Agpmsny
inspektor	inspektor	Ncmsn
u	u	Sl
objektu	objekt	Ncmsl
za	za	Sa
obradu	obrada	Ncfsa
i	i	Cc
rasijecanje	rasijecanje	Ncnsa
divljači	divljač	Ncfsg
mora	morati	Vmr3s
voditi	voditi	Vmn
evidenciju	evidencija	Ncfsa
o	o	Sl
svakom	svaki	Pi-msl
utvrđenom	utvrditi	Agpmsly
slučaju	slučaj	Ncmsl
ehinokokoze	ehinokokoza	Ncfsg
divljih	divlji	Agpfpgy
životinja	životinja	Ncfpg
te	te	Cc
o	o	Sl
nalazu	nalaz	Ncmsl
izvijestiti	izvijestiti	Vmn
veterinarskog	veterinarski	Agpmsgy
inspektora	inspektor	Ncmsg
iz	iz	Sg
nadležnog	nadležan	Agpmsgy
veterinarskog	veterinarski	Agpmsgy
ureda	ured	Ncmsg
,	,	Z
a	a	Cc
koji	koji	Pi-msn
o	o	Sl
istome	isti	Ncmsl
mora	morati	Vmr3s
izvijestiti	izvijestiti	Vmn
nadležnog	nadležan	Agpnsgy

