godišnji	godišnji	Agpmsny
godišnju	godišnji	Agpfsay
poreznu	porezni	Agpfsay
prijavu	prijava	Ncfsa
do	do	Sg
kraja	kraj	Ncmsg
veljače	veljača	Ncfsg
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
za	za	Sa
prethodnu	prethodan	Agpfsay
godinu	godina	Ncfsa
već	već	Cc
tu	taj	Pd-fsa
obvezu	obveza	Ncfsa
preuzima	preuzimati	Vmr3s
Porezna	porezni	Agpfsny
uprava	uprava	Ncfsn
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
21.	21.	Mdo

U	u	Sl
članku	članak	Ncmsl
87.	87.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
podnosi	podnositi	Vmr3s
se	sebe	Px--sa
na	na	Sl
Obrascu	Obrasc	Npmsl
DOH	DO	Npmsl
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
osim	osim	Cs
ako	ako	Cs
se	sebe	Px--sa
na	na	Sa
porezne	porezni	Agpmpay
obveznike	obveznik	Ncmpa
ne	ne	Qz
primjenjuje	primjenjivati	Vmr3s
poseban	poseban	Agpmsann
postupak	postupak	Ncmsan
iz	iz	Sg
članka	članak	Ncmsg
43.	43.	Mdo
a	a	Cc
Zakona	zakon	Ncmsg
«	«	Z
,	,	Z
a	a	Cc
iza	iza	Sg
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
u	u	Sl
Obrascu	obrazac	Ncmsl
DOH	DOH	Npfsg
«	«	Z
dodaju	dodati	Vmr3p
se	sebe	Px--sa
riječi	riječ	Ncfpn
:	:	Z
»	»	Z
odnosno	odnosno	Rgp
u	u	Sl
privremenom	privremen	Agpnsly
poreznom	porezni	Agpnsly
rješenju	rješenje	Ncnsl
iz	iz	Sg
članka	članak	Ncmsg
43.	43.	Mdo
a	a	Cc
Zakona	zakon	Ncmsg
«	«	Z
.	.	Z

Članak	članak	Ncmsn
22.	22.	Mdo

U	u	Sl
članku	članak	Ncmsl
88.	88.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
iza	iza	Sg
točke	točka	Ncfsg
14.	14.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
nova	nov	Agpfsny
točka	točka	Ncfsn
15.	15.	Mdo
koja	koji	Pi-fsn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
15.	15.	Mdo
pod	pod	Sa
4.2.4.	4.2.4.	Agpmsayn
podatak	podatak	Ncmsan
o	o	Sl
predujmu	predujam	Ncmsl
poreza	porez	Ncmsg
na	na	Sa
dohodak	dohodak	Ncmsan
za	za	Sa
sljedeće	sljedeći	Agpnsay
obračunsko	obračunski	Agpnsay
razdoblje	razdoblje	Ncnsa
,	,	Z
«	«	Z
.	.	Z

U	u	Sl
dosadašnjoj	dosadašnji	Agpfsly
točki	točka	Ncfsl
15.	15.	Mdo
koja	koji	Pi-fsn
postaje	postajati	Vmr3s
točka	točka	Ncfsn
16.	16.	Mdo
te	te	Cc
u	u	Sl
dosadašnjim	dosadašnji	Agpfply
podtočkama	podtočka	Ncfpl
15.1.	15.1.	Mds
do	do	Sg
15.5.	15.5.	Mdo
koje	koji	Pi-fpn
postaju	postati	Vmr3p
podtočke	podtočke	Ncnsa
16.1.	16.1.	Mds
do	do	Sg
16.5.	16.5.	Mdo
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
4.2.4.	4.2.4.	Y
«	«	Z
zamjenjuju	zamjenjivati	Vmr3p
se	sebe	Px--sa
riječima	riječ	Ncfpi
:	:	Z
»	»	Z
4.2.5.	4.2.5.	Mds
«	«	Z
.	.	Z

U	u	Sl
dosadašnjoj	dosadašnji	Agpfsly
točki	točka	Ncfsl
16.	16.	Mdo
koja	koji	Pi-fsn
postaje	postajati	Vmr3s
točka	točka	Ncfsn
17.	17.	Mdo
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
4.2.5.	4.2.5.	Y
«	«	Z
zamjenjuju	zamjenjivati	Vmr3p
se	sebe	Px--sa
riječima	riječ	Ncfpi
:	:	Z
»	»	Z
4.2.6.	4.2.6.	Mds
«	«	Z
.	.	Z

U	u	Sl
dosadašnjoj	dosadašnji	Agpfsly
točki	točka	Ncfsl
17.	17.	Mdo
koja	koji	Pi-fsn
postaje	postajati	Vmr3s
točka	točka	Ncfsn
18.	18.	Mdo
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
4.2.6.	4.2.6.	Y
«	«	Z
zamjenjuju	zamjenjivati	Vmr3p
se	sebe	Px--sa
riječima	riječ	Ncfpi
:	:	Z
»	»	Z
4.2.7.	4.2.7.	Mds
«	«	Z
.	.	Z

Iza	iza	Sg
točke	točka	Ncfsg
18.	18.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
nova	nov	Agpfsny
točka	točka	Ncfsn
19.	19.	Mdo
i	i	Cc
podtočke	podtočke	Ncnsa
19.1.	19.1.	Mdo
do	do	Sg
19.11.	19.11.	Mds
koje	koji	Pi-fpn
glase	glasiti	Vmr3p
:	:	Z

»	»	Z
19.	19.	Mdo
pod	pod	Sa
4.2.8.	4.2.8.	Mdo
obveza	obveza	Ncfsn
doprinosa	doprinos	Ncmsg
po	po	Sl
osnovi	osnova	Ncfsl
obavljanja	obavljanje	Ncnsg
druge	drugi	Mlofsg
djelatnosti	djelatnost	Ncfsg
prema	prema	Sl
članku	članak	Ncmsl
187.	187.	Mdo

Zakona	zakon	Ncmsg
o	o	Sl
doprinosima	doprinos	Ncmpl
:	:	Z

19.1.	19.1.	Mdo
pod	pod	Si
4.2.8.	4.2.8.	Mds
r.	r.	Y
br.	br.	Y
1.	1.	Mdo
razdoblje	razdoblje	Ncnsa
obavljanja	obavljanje	Ncnsg
samostalne	samostalan	Agpfsgy
djelatnosti	djelatnost	Ncfsg
–	–	Z
upisuju	upisivati	Vmr3p
se	sebe	Px--sa
podaci	podatak	Ncmpn
o	o	Sl
razdoblju	razdoblje	Ncnsl
u	u	Sl
kojem	koji	Pi-nsl
je	biti	Var3s
obveznik	obveznik	Ncmsn
doprinosa	doprinos	Ncmsg
obavljao	obavljati	Vmp-sm
samostalnu	samostalan	Agpfsay
djelatnost	djelatnost	Ncfsa
,	,	Z

19.2.	19.2.	Mdo
pod	pod	Si
4.2.8.	4.2.8.	Mds
r.	r.	Y
br.	br.	Y
2.	2.	Mdo
razdoblje	razdoblje	Ncnsa
obavljanje	obavljanje	Ncnsn
druge	drugi	Mlofsg
djelatnosti	djelatnost	Ncfsg
–	–	Z
upisuju	upisivati	Vmr3p
se	sebe	Px--sa
podaci	podatak	Ncmpn
o	o	Sl
razdoblju	razdoblje	Ncnsl
u	u	Sl
kojem	koji	Pi-nsl
je	biti	Var3s
obveznik	obveznik	Ncmsn
doprinosa	doprinos	Ncmsg
samostalnu	samostalan	Agpfsay
djelatnost	djelatnost	Ncfsa
obavljao	obavljati	Vmp-sm
istodobno	istodobno	Rgp
uz	uz	Sa
osiguranje	osiguranje	Ncnsa
po	po	Sl
osnovi	osnova	Ncfsl
radnog	radni	Agpmsgy
odnosa	odnos	Ncmsg
ili	ili	Cc
po	po	Sa
bilo	bilo	Qo
kojoj	koji	Pi-fsl
od	od	Sg
osnova	osnova	Ncfpg
obveznih	obvezan	Agpnpgy
osiguranja	osiguranje	Ncnpg
,	,	Z

19.3	19.3	Mdc
pod	pod	Si
4.2.8.	4.2.8.	Mds
r.	r.	Y
br.	br.	Y
3.	3.	Mdo
broj	broj	Ncmsn
mjeseci	mjesec	Ncmpg
obavljanja	obavljanje	Ncnsg
samostalne	samostalan	Agpfsgy
djelatnosti	djelatnost	Ncfsg
–	–	Z
računa	računati	Vmr3s
se	sebe	Px--sa
svaki	svaki	Pi-msn
puni	pun	Agpmsny
mjesec	mjesec	Ncmsn
u	u	Sl
kojemu	koji	Pi-msl
je	biti	Var3s
obveznik	obveznik	Ncmsn
doprinosa	doprinos	Ncmsg
obavljao	obavljati	Vmp-sm
samostalnu	samostalan	Agpfsay
djelatnost	djelatnost	Ncfsa
uvećan	uvećati	Appmsnn
za	za	Sa
posljednji	posljednji	Agpmsayn
mjesec	mjesec	Ncmsan
,	,	Z
bez	bez	Sg
obzira	obzir	Ncmsg
na	na	Sa
broj	broj	Ncmsan
dana	dan	Ncmpg
obavljanja	obavljanje	Ncnsg
samostalne	samostalan	Agpfsgy
djelatnosti	djelatnost	Ncfsg
u	u	Sl
tom	taj	Pd-msl
mjesecu	mjesec	Ncmsl
te	te	Cc
bez	bez	Sg
umanjenja	umanjenje	Ncnsg
za	za	Sa
mjesece	mjesec	Ncmpa
u	u	Sl
kojima	koji	Pi-fpl
je	biti	Var3s
djelatnost	djelatnost	Ncfsn
privremeno	privremeno	Rgp
obustavljena	obustaviti	Appfsny
i	i	Cc
mjesece	mjesec	Ncmpa
u	u	Sl
kojima	koji	Pi-mpl
je	biti	Var3s
korišteno	koristiti	Appnsny
pravo	pravo	Ncnsn
na	na	Sa
privremenu	privremen	Agpfsay
nesposobnost	nesposobnost	Ncfsa
za	za	Sa
rad	rad	Ncmsan
,	,	Z

19.4.	19.4.	Mdo
pod	pod	Si
4.2.8.	4.2.8.	Mds
r.	r.	Y
br.	br.	Y
4.	4.	Mdo
broj	broj	Ncmsn
mjeseci	mjesec	Ncmpg
obavljanja	obavljanje	Ncnsg
druge	drugi	Mlofsg
djelatnosti	djelatnost	Ncfsg
–	–	Z
računa	računati	Vmr3s
se	sebe	Px--sa
svaki	svaki	Pi-msn
puni	pun	Agpmsny
mjesec	mjesec	Ncmsn
druge	drugi	Mlofsg
djelatnosti	djelatnost	Ncfsg
uvećan	uvećati	Appmsnn
za	za	Sa
posljednji	posljednji	Agpmsayn
mjesec	mjesec	Ncmsan
,	,	Z
bez	bez	Sg
obzira	obzir	Ncmsg
na	na	Sa
broj	broj	Ncmsan
dana	dan	Ncmpg
obavljanja	obavljanje	Ncnsg
druge	drugi	Agpfsgy
djelatnosti	djelatnost	Ncfsg
u	u	Sl
tom	taj	Pd-msl
mjesecu	mjesec	Ncmsl
te	te	Cc
bez	bez	Sg
umanjenja	umanjenje	Ncnsg
za	za	Sa
mjesece	mjesec	Ncmpa
u	u	Sl
kojima	koji	Pi-fpl
je	biti	Var3s
djelatnost	djelatnost	Ncfsn
privremeno	privremeno	Rgp
obustavljena	obustaviti	Appfsny
i	i	Cc
mjesece	mjesec	Ncmpa
u	u	Sl
kojima	koji	Pi-mpl
je	biti	Var3s
korišteno	koristiti	Appnsny
pravo	pravo	Ncnsn
na	na	Sa
privremenu	privremen	Agpfsay
nesposobnost	nesposobnost	Ncfsa
za	za	Sa
rad	rad	Ncmsan
,	,	Z

19.5.	19.5.	Mdo
pod	pod	Si
4.2.8.	4.2.8.	Mds
r.	r.	Y
br.	br.	Y
5.	5.	Mdo
iznos	iznos	Ncmsan
dohotka	dohodak	Ncmsg
–	–	Agpmsny
dohodak	dohodak	Ncmsn
ostvaren	ostvariti	Appmsnn
u	u	Sl
poreznom	porezni	Agpnsly
razdoblju	razdoblje	Ncnsl
–	–	Z
razlika	razlika	Ncfsn
između	između	Sg
poslovnih	poslovan	Agpmpgy
primitaka	primitak	Ncmpg
i	i	Cc
izdataka	izdatak	Ncmpg
,	,	Z
prije	prije	Sg
umanjenja	umanjenje	Ncnsg
dohotka	dohodak	Ncmsg
za	za	Sa
preneseni	prenesen	Agpmsayn
gubitak	gubitak	Ncmsan
i	i	Cc
ostalih	ostali	Agpnpgy
umanjenja	umanjenje	Ncnpg
dohotka	dohodak	Ncmsg
,	,	Z
prema	prema	Sl
Zakonu	zakon	Ncmsl
i	i	Cc
posebnim	poseban	Agpmpiy
propisima	propis	Ncmpi
,	,	Z

19.6.	19.6.	Mdo
pod	pod	Si
4.2.8.	4.2.8.	Mds
r.	r.	Y
br.	br.	Y
6.	6.	Mdo
iznos	iznos	Ncmsan
dohotka	dohodak	Ncmsg
od	od	Sg
druge	drugi	Mlofsg
djelatnosti	djelatnost	Ncfsg
–	–	Z
upisuje	upisivati	Vmr3s
se	sebe	Px--sa
iznos	iznos	Ncmsn
dohotka	dohodak	Ncmsg
razmjeran	razmjeran	Agpmsnn
broju	broj	Ncmsd
mjeseci	mjesec	Ncmpg
obavljanja	obavljanje	Ncnsg
druge	drugi	Mlofsg
djelatnosti	djelatnost	Ncfsg
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
broj	broj	Ncmsan
mjeseci	mjesec	Ncmpg
obavljanja	obavljanje	Ncnsg
samostalne	samostalan	Agpfsgy
djelatnosti	djelatnost	Ncfsg
,	,	Z

19.7.	19.7.	Mdo
pod	pod	Si
4.2.8.	4.2.8.	Mds
r.	r.	Y
br.	br.	Y
7.	7.	Mdo
iznos	iznos	Ncmsn
najviše	mnogo	Rgs
osnovice	osnovica	Ncfpa
za	za	Sa
mjesece	mjesec	Ncmpa
obavljanja	obavljanje	Ncnsg
druge	drugi	Mlofsg
djelatnosti	djelatnost	Ncfsg
–	–	Z
upisuje	upisivati	Vmr3s
se	sebe	Px--sa
dio	dio	Ncmsn
propisane	propisati	Vmr3s
najviše	mnogo	Rgs
godišnje	godišnji	Agpfpay
osnovice	osnovica	Ncfpa
za	za	Sa
obveznika	obveznik	Ncmsay
doprinosa	doprinos	Ncmsg
po	po	Sl
osnovi	osnova	Ncfsl
obavljanja	obavljanje	Ncnsg
druge	drugi	Agpfsgy
djelatnosti	djelatnost	Ncfsg
od	od	Sg
koje	koji	Pi-fsg
utvrđuje	utvrđivati	Vmr3s
dohodak	dohodak	Ncmsan
za	za	Sa
godinu	godina	Ncfsa
za	za	Sa
koju	koji	Pi-fsa
se	sebe	Px--sa
obveza	obveza	Ncfsn
utvrđuje	utvrđivati	Vmr3s
razmjeran	razmjeran	Agpmsnn
broju	broj	Ncmsd
mjeseci	mjesec	Ncmpg
obavljanja	obavljanje	Ncnsg
druge	drugi	Mlofsg
djelatnosti	djelatnost	Ncfsg
,	,	Z

