podataka	podatak	Ncmpg
završetku	završetak	Ncmsl
elektronskog	elektronski	Agpnsgy
popunjavanja	popunjavanje	Ncnsg
odabrani	odabrati	Appmpny
LAG	LAG	Npmsn
dužan	dužan	Agpmsnn
je	biti	Var3s
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
dostaviti	dostaviti	Vmn
ovjerenu	ovjeriti	Appfsay
i	i	Cc
potpisanu	potpisan	Agpfsay
potvrdu	potvrda	Ncfsa
o	o	Sl
podnošenju	podnošenje	Ncnsl
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
odustajanje	odustajanje	Ncnsa
u	u	Sl
papirnatom	papirnat	Agpmsly
obliku	oblik	Ncmsl
preporučenom	preporučiti	Agpfsiy
poštom	pošta	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
ili	ili	Cc
neposredno	neposredno	Rgp
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
odabrani	odabrati	Agpmsny
LAG	LAG	Npmsn
podnese	podnijeti	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
odustajanje	odustajanje	Ncnsa
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
donijeti	donijeti	Vmn
potvrdu	potvrda	Ncfsa
o	o	Sl
odustajanju	odustajanje	Ncnsl
.	.	Z

Poglavlje	poglavlje	Ncnsn
D.	D.	Y
Podmjera	Podmjer	Npmsg
19.4.	19.4.	Mds

Tekući	tekući	Agpmpny
troškovi	trošak	Ncmpn
i	i	Cc
animacija	animacija	Ncfsn

Vrsta	vrsta	Ncfsn
javne	javan	Agpfsgy
potpore	potpora	Ncfsg

Članak	članak	Ncmsn
55.	55.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
okviru	okvir	Ncmsl
Podmjere	Podmjera	Npfsg
19.4.	19.4.	Mdo
javna	javan	Agpfsny
potpora	potpora	Ncfsn
se	sebe	Px--sa
dodjeljuje	dodjeljivati	Vmr3s
putem	put	Sg
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
19.4.1.	19.4.1.	Mds

Tekući	tekući	Agpmpny
troškovi	trošak	Ncmpn
i	i	Cc
animacija	animacija	Ncfsn
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
tip	tip	Ncmsn
operacije	operacija	Ncfsg
19.4.1.	19.4.1.	Mds
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Javna	javan	Agpfsny
potpora	potpora	Ncfsn
se	sebe	Px--sa
dodjeljuje	dodjeljivati	Vmr3s
u	u	Sl
obliku	oblik	Ncmsl
bespovratnih	bespovratan	Agpnpgy
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
za	za	Sa
provođenje	provođenje	Ncnsa
prihvatljivih	prihvatljiv	Agpfpgy
aktivnosti	aktivnost	Ncfpg
unutar	unutar	Sg
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
19.4.1.	19.4.1.	Mds

(	(	Z
3	3	Mdc
)	)	Z
Sredstva	sredstvo	Ncnsg
javne	javan	Agpfsgy
potpore	potpora	Ncfsg
osiguravaju	osiguravati	Vmr3p
se	sebe	Px--sa
iz	iz	Sg
proračuna	proračun	Ncmsg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
i	i	Cc
državnog	državni	Agpmsgy
proračuna	proračun	Ncmsg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
od	od	Sg
čega	što	Pi3n-g
Europska	europski	Agpfsny
unija	unija	Ncfsn
sudjeluje	sudjelovati	Vmr3s
s	sa	Si
90	90	Mdc
%	%	Z
udjela	udjel	Ncmsg
,	,	Z
Republika	republika	Ncfsn
Hrvatska	Hrvatska	Npfsn
s	sa	Si
10	10	Mdc
%	%	Z
udjela	udjel	Ncmsg
,	,	Z
a	a	Cc
intenzitet	intenzitet	Ncmsn
javne	javan	Agpfsgy
potpore	potpora	Ncfsg
iznosi	iznositi	Vmr3s
100	100	Mdc
%	%	Z
od	od	Sg
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Javna	javan	Agpfsny
potpora	potpora	Ncfsn
isplaćuje	isplaćivati	Vmr3s
se	sebe	Px--sa
u	u	Sl
ratama	rata	Ncfpl
.	.	Z

Prihvatljivi	prihvatljiv	Agpmpny
korisnici	korisnik	Ncmpn

Članak	članak	Ncmsn
56.	56.	Mdo

Korisnici	korisnik	Ncmpn
su	biti	Var3p
odabrani	odabrati	Appmpny
LAG-ovi	lag-	Ncmpn
.	.	Z

Prihvatljive	prihvatljiv	Agpfpny
aktivnosti	aktivnost	Ncfpn

Članak	članak	Ncmsn
57.	57.	Mdo

Prihvatljive	prihvatljiv	Agpfpay
aktivnosti	aktivnost	Ncfpa
unutar	unutar	Sg
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
19.4.1.	19.4.1.	Mds
su	biti	Var3p
:	:	Z

1.	1.	Mdo
tekući	tekući	Agpmpny
troškovi	trošak	Ncmpn

2.	2.	Mdo
animacija	animacija	Ncfsn
.	.	Z

Uvjeti	uvjet	Ncmpn
prihvatljivosti	prihvatljivost	Ncfsg

Članak	članak	Ncmsn
58.	58.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
mora	morati	Vmr3s
biti	biti	Van
odabran	odabrati	Appmsnn
unutar	unutar	Sg
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
19.2.1.	19.2.1.	Mds
od	od	Sg
strane	strana	Ncfsg
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Aktivnosti	aktivnost	Ncfpn
moraju	morati	Vmr3p
biti	biti	Van
završene	završiti	Appfpny
i	i	Cc
odnositi	odnositi	Vmn
se	sebe	Px--sa
na	na	Sa
razdoblje	razdoblje	Ncnsa
koje	koji	Pi-nsn
obuhvaća	obuhvaćati	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
Zahtjevu	zahtjev	Ncmsl
za	za	Sa
isplatu	isplata	Ncfsa
jasno	jasno	Rgp
se	sebe	Px--sa
moraju	morati	Vmr3p
razdvojiti	razdvojiti	Vmn
tekući	tekući	Agpmpny
troškovi	trošak	Ncmpn
i	i	Cc
animacija	animacija	Ncfsn
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Svi	sav	Agpmpny
računi	račun	Ncmpn
moraju	morati	Vmr3p
biti	biti	Van
plaćeni	platiti	Appmpny
u	u	Sl
cijelosti	cijelost	Ncfsl
prije	prije	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

Prihvatljivi	prihvatljiv	Agpmpny
i	i	Cc
neprihvatljivi	neprihvatljiv	Agpmpny
troškovi	trošak	Ncmpn

Članak	članak	Ncmsn
59.	59.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Prihvatljivi	prihvatljiv	Agpmpny
troškovi	trošak	Ncmpn
za	za	Sa
sufinanciranje	sufinanciranje	Ncnsa
unutar	unutar	Sg
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
19.4.1.	19.4.1.	Mdo
su	biti	Var3p
navedeni	navesti	Appmpny
u	u	Sl
Listi	lista	Ncfsl
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
za	za	Sa
Podmjeru	Podmjera	Npfsa
19.4.	19.4.	Y
koja	koji	Pi-fsn
će	htjeti	Var3s
biti	biti	Van
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
Natječaja	natječaj	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
65.	65.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Neprihvatljivi	neprihvatljiv	Agpmpny
troškovi	trošak	Ncmpn
za	za	Sa
sufinanciranje	sufinanciranje	Ncnsa
unutar	unutar	Sg
tipa	tip	Ncmsg
operacije	operacija	Ncfsg
19.4.1	19.4.1	Mds
su	biti	Var3p
:	:	Z

1.	1.	Mdo
porez	porez	Ncmsan
na	na	Sa
dodanu	dodati	Appfsay
vrijednost	vrijednost	Ncfsa
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
PDV	PDV	Npmsn
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
porezni	porezni	Agpmsny
obveznik	obveznik	Ncmsn
upisan	upisati	Appmsnn
u	u	Sa
registar	registar	Ncmsan
obveznika	obveznik	Ncmpg
PDV-a	PDV	Npmsg
te	te	Cc
ima	imati	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
odbitak	odbitak	Ncmsan
PDV-a	PDV	Npmsg

2.	2.	Mdo
drugi	drugi	Mlompn
porezi	porez	Ncmpn
,	,	Z
naknade	naknaditi	Vmr3p
,	,	Z
pristojbe	pristojba	Ncfpa
i	i	Cc
doprinosi	doprinositi	Vmr3s
osim	osim	Sg
prihvatljivih	prihvatljiv	Agpfpgy
naknada	naknada	Ncfpg
i	i	Cc
pristojbi	pristojba	Ncfpg
kod	kod	Sg
putovanja	putovanje	Ncnsg
i	i	Cc
smještaja	smještaj	Ncmsg
,	,	Z
javnog	javan	Agpmsgy
bilježnika	bilježnik	Ncmsg
,	,	Z
biljega	biljeg	Ncmpg
,	,	Z
poštarina	poštarina	Ncfpg
,	,	Z
doprinosa	doprinos	Ncmsg
iz	iz	Sg
i	i	Cc
na	na	Sa
plaće	plaća	Ncfpa
zaposlenika	zaposlenik	Ncmpg
,	,	Z

