odvojka	odvojak	Ncmsg
zaštitnom	zaštitni	Agpfsiy
skretnicom	skretnica	Ncfsi
.	.	Z

Druga	drugi	Mlofsn
skretnica	skretnica	Ncfsn
ima	imati	Vmr3s
tzv.	tzv.	Y
nadomjesnu	nadomjestan	Agpfsay
bočnu	bočni	Agpfsay
zaštitu	zaštita	Ncfsa
glavnim	glavni	Agpmsiy
signalom	signal	Ncmsi
,	,	Z
ili	ili	Cc
graničnim	graničan	Agpmsiy
kolosiječnim	kolosiječan	Agpmsiy
signalom	signal	Ncmsi
ili	ili	Cc
manevarskim	manevarski	Agpmsiy
signalom	signal	Ncmsi
za	za	Sa
zaštitu	zaštita	Ncfsa
voznog	vozan	Agpmsgy
puta	put	Ncmsg
.	.	Z

Kontrolirani	kontrolirati	Agpmsny
odsjek	odsjek	Ncmsn
jednoštitne	jednoštitan	Agpfsgy
skretnice	skretnica	Ncfsg
mora	morati	Vmr3s
biti	biti	Van
slobodan	slobodan	Agpmsnn
.	.	Z

–	i	Agpfsgy
obje	oba	Ncfsg
skretnice	skretnica	Ncfsg
ili	ili	Cc
skretnica	skretnica	Ncfsn
i	i	Cc
križište	križište	Ncnsa
u	u	Sl
voznom	vozan	Agpmsly
putu	put	Ncmsl
nemaju	nemati	Vmr3p
prioritet	prioritet	Ncmsan
i	i	Cc
zaštitna	zaštitni	Agpfsny
skretnica	skretnica	Ncfsn
ostaje	ostajati	Vmr3s
u	u	Sl
zatečenom	zateći	Agpmsly
položaju	položaj	Ncmsl
i	i	Cc
ne	ne	Qz
blokira	blokirati	Vmr3s
se	sebe	Px--sa
,	,	Z
a	a	Cc
tzv.	tzv.	Y
nadomjesnu	nadomjestan	Agpfsay
bočnu	bočni	Agpfsay
zaštitu	zaštita	Ncfsa
pružaju	pružati	Vmr3p
glavni	glavni	Agpmsayn
signal	signal	Ncmsan
ili	ili	Cc
granični	graničan	Agpmsayn
kolosiječni	kolosiječan	Agpmsayn
signal	signal	Ncmsan
ili	ili	Cc
manevarski	manevarski	Agpmsayn
signal	signal	Ncmsan
za	za	Sa
zaštitu	zaštita	Ncfsa
voznog	vozan	Agpmsgy
puta	put	Ncmsg
,	,	Z
a	a	Cc
kontrolirani	kontrolirati	Agpmsny
odsjek	odsjek	Ncmsn
jednoštitne	jednoštitan	Agpfpay
skretnice	skretnica	Ncfpa
mora	morati	Vmr3s
biti	biti	Van
slobodan	slobodan	Agpmsnn
.	.	Z

Odabir	odabir	Ncmsn
rješenja	rješenje	Ncnsg
definira	definirati	Vmr3s
se	sebe	Px--sa
tablicama	tablica	Ncfpi
u	u	Sl
glavnom	glavni	Agpmsly
projektu	projekt	Ncmsl
osiguranja	osiguranje	Ncnsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
ESSU	ess	Ncmsl
mora	morati	Vmr3s
imati	imati	Vmn
mogućnosti	mogućnost	Ncfsg
odabira	odabir	Ncmsg
rješenja	rješenje	Ncnsg
za	za	Sa
dvoštitne	dvoštitan	Agpfpay
skretnice	skretnica	Ncfpa
,	,	Z
nakon	nakon	Cs
što	što	Cs
je	biti	Var3s
postavljen	postaviti	Appmsnn
prvi	prvi	Mlomsan
vozni	vozan	Agpmsayn
put	put	Ncmsan
i	i	Cc
dvoštitna	dvoštitan	Agpfsny
skretnica	skretnica	Ncfsn
je	biti	Var3s
postavljena	postaviti	Appfsny
u	u	Sa
zaštitni	zaštitni	Agpmsayn
položaj	položaj	Ncmsan
i	i	Cc
blokirana	blokirati	Appfsny
:	:	Z

–	–	Pi-nsg
nakon	nakon	Sg
postavljanja	postavljanje	Ncnsg
drugog	drugi	Mlomsg
voznog	vozan	Agpmsgy
puta	put	Ncmsg
dvoštitna	dvoštitan	Agpfsny
skretnica	skretnica	Ncfsn
ostaje	ostajati	Vmr3s
i	i	Qo
dalje	daleko	Rgc
blokirana	blokirati	Appfsny
u	u	Sl
prethodnom	prethodan	Agpmsly
položaju	položaj	Ncmsl
.	.	Z

Za	za	Sa
drugi	drugi	Mlomsan
vozni	vozan	Agpmsayn
put	put	Ncmsan
vrijedi	vrijediti	Vmr3s
nadomjesna	nadomjestan	Agpfsny
bočna	bočni	Agpfsny
zaštita	zaštita	Ncfsn
,	,	Z
a	a	Cc
kontrolirani	kontrolirati	Agpmsny
odsjek	odsjek	Ncmsn
dvoštitne	dvoštitan	Agpfpay
skretnice	skretnica	Ncfpa
mora	morati	Vmr3s
biti	biti	Van
slobodan	slobodan	Agpmsnn
,	,	Z

–	–	Sa
drugi	drugi	Mlomsan
vozni	vozan	Agpmsny
put	put	Ncmsn
ima	imati	Vmr3s
prioritet	prioritet	Ncmsan
i	i	Cc
dvoštitna	dvoštitan	Agpfsny
skretnica	skretnica	Ncfsn
postavlja	postavljati	Vmr3s
se	sebe	Px--sa
i	i	Cc
blokira	blokirati	Vmr3s
u	u	Sl
zaštitnom	zaštitni	Agpmsly
položaju	položaj	Ncmsl
drugog	drugi	Mlomsg
voznog	vozan	Agpmsgy
puta	put	Ncmsg
,	,	Z
a	a	Cc
za	za	Sa
prvi	prvi	Mlomsan
vozni	vozan	Agpmsayn
put	put	Ncmsan
se	sebe	Px--sa
pronalazi	pronalaziti	Vmr3s
nadomjesna	nadomjestan	Agpfsny
bočna	bočni	Agpfsny
zaštita	zaštita	Ncfsn
.	.	Z

Kontrolirani	kontrolirati	Agpmsny
odsjek	odsjek	Ncmsn
dvoštitne	dvoštitan	Agpfsgy
skretnice	skretnica	Ncfsg
mora	morati	Vmr3s
biti	biti	Van
slobodan	slobodan	Agpmsnn
,	,	Z

–	–	Pi-nsg
nakon	nakon	Sg
razrješenja	razrješenje	Ncnsg
skretnice	skretnica	Ncfsg
koja	koji	Pi-fsn
je	biti	Var3s
bila	biti	Vap-sf
zaštićena	zaštititi	Appfsny
dvoštitnom	dvoštitan	Agpfsiy
skretnicom	skretnica	Ncfsi
,	,	Z
dvoštitna	dvoštitan	Agpfsny
skretnica	skretnica	Ncfsn
automatski	automatski	Rgp
prelazi	prelaziti	Vmr3s
u	u	Sa
zaštitni	zaštitni	Agpmsayn
položaj	položaj	Ncmsan
za	za	Sa
vozni	vozan	Agpmsayn
put	put	Ncmsan
koji	koji	Pi-msn
je	biti	Var3s
imao	imati	Vmp-sm
nadomjesnu	nadomjestan	Agpfsay
bočnu	bočni	Agpfsay
zaštitu	zaštita	Ncfsa
i	i	Cc
blokira	blokirati	Vmr3s
se	sebe	Px--sa
u	u	Sl
novom	nov	Agpmsly
položaju	položaj	Ncmsl
.	.	Z

Odabir	odabir	Ncmsn
rješenja	rješenje	Ncnsg
definira	definirati	Vmr3s
se	sebe	Px--sa
tablicama	tablica	Ncfpi
u	u	Sl
glavnom	glavni	Agpmsly
projektu	projekt	Ncmsl
osiguranja	osiguranje	Ncnsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Bočna	bočni	Agpfsny
zaštita	zaštita	Ncfsn
ostvaruje	ostvarivati	Vmr3s
se	sebe	Px--sa
iskliznicama	iskliznicamati	Vmr3s
u	u	Sl
središnjem	središnji	Agpnsly
postavljanju	postavljanje	Ncnsl
,	,	Z
kad	kad	Cs
ne	ne	Qz
postoji	postojati	Vmr3s
potreba	potreba	Ncfsn
za	za	Si
zaštitnim	zaštitni	Agpfpiy
skretnicama	skretnica	Ncfpi
,	,	Z
a	a	Cc
potrebna	potreban	Agpfsny
je	biti	Var3s
fizička	fizički	Agpfsny
zaštita	zaštita	Ncfsn
koja	koji	Pi-fsn
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
ostvariti	ostvariti	Vmn
glavnim	glavni	Agpmpiy
signalima	signal	Ncmpi
,	,	Z
graničnim	graničan	Agpmply
kolosiječnim	kolosiječan	Agpmply
signalima	signal	Ncmpl
ili	ili	Cc
manevarskim	manevarski	Agpmpiy
signalima	signal	Ncmpi
za	za	Sa
zaštitu	zaštita	Ncfsa
voznog	vozan	Agpmsgy
puta	put	Ncmsg
.	.	Z

Također	također	Rgp
se	sebe	Px--sa
može	moći	Vmr3s
ostvarivati	ostvarivati	Vmn
ručno	ručno	Rgp
postavljanim	postavljati	Appmsiy
iskliznicama	iskliznicamati	Vmr3s
uz	uz	Sa
kontrolu	kontrola	Ncfsa
ključa	ključ	Ncmsg
putem	put	Sg
elektromagnetske	elektromagnetski	Agpfsgy
brave	brava	Ncfsg
.	.	Z

Ako	ako	Cs
je	biti	Var3s
kolodvor	kolodvor	Ncmsn
uključen	uključiti	Appmsnn
u	u	Sa
središnje	središnji	Agpnsay
upravljanje	upravljanje	Ncnsa
prometom	promet	Ncmsi
,	,	Z
iskliznica	iskliznica	Ncfsn
mora	morati	Vmr3s
biti	biti	Van
u	u	Sl
središnjem	središnji	Agpnsly
upravljanju	upravljanje	Ncnsl
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Ovisnost	ovisnost	Ncfsn
iskliznice	iskliznica	Ncfsg
i	i	Cc
skretnice	skretnica	Ncfsg
koja	koji	Pi-fsn
vodi	voditi	Vmr3s
prema	prema	Sl
iskliznici	iskliznica	Ncfsl
je	biti	Var3s
sljedeća	sljedeći	Agpfsny
:	:	Z

–	i	Agpnsny
za	za	Sa
vožnju	vožnja	Ncfsa
prema	prema	Sl
iskliznici	iskliznica	Ncfsl
pripadnu	pripadan	Agpfsay
skretnicu	skretnica	Ncfsa
moguće	moguć	Agpnpny
je	biti	Var3s
prebaciti	prebaciti	Vmn
tek	tek	Rgp
onda	onda	Rgp
kad	kad	Cs
je	biti	Var3s
iskliznica	iskliznica	Ncfsn
potpuno	potpuno	Rgp
skinuta	skinuti	Appfsny
s	sa	Sg
tračnice	tračnica	Ncfsg
odnosno	odnosno	Rgp
kad	kad	Cs
je	biti	Var3s
u	u	Sl
otvorenom	otvoren	Agpmsly
položaju	položaj	Ncmsl
,	,	Z

–	–	Z
iskliznicu	iskliznica	Ncfsa
na	na	Sa
tračnicu	tračnica	Ncfsa
odnosno	odnosno	Rgp
u	u	Sa
zatvoreni	zatvoren	Agpmsayn
položaj	položaj	Ncmsan
moguće	moguć	Agpnsny
je	biti	Var3s
vratiti	vratiti	Vmn
nakon	nakon	Cs
što	što	Cs
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
da	da	Cs
je	biti	Var3s
pripadna	pripadan	Agpfsny
skretnica	skretnica	Ncfsn
u	u	Sl
položaju	položaj	Ncmsl
koji	koji	Pi-msn
ne	ne	Qz
vodi	voditi	Vmr3s
na	na	Sa
iskliznicu	iskliznica	Ncfsa
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Te	taj	Pd-fsg
ovisnosti	ovisnost	Ncfsg
moraju	morati	Vmr3p
biti	biti	Van
ostvarene	ostvariti	Appfpny
i	i	Cc
onda	onda	Rgp
kada	kada	Cs
se	sebe	Px--sa

