javni	javan	Agpmsny
i	i	Cc
najvećom	velik	Agpfsiy
dozvoljenom	dozvoljen	Agpfsiy
masom	masa	Ncfsi
za	za	Sa
uzlijetanje	uzlijetanje	Ncnsa
(	(	Z
MTOW	MTOW	Npmsn
)	)	Z
,	,	Z
u	u	Sl
uvjetima	uvjet	Ncmpl
standardnog	standardan	Agpmsgy
atmosferskog	atmosferski	Agpmsgy
tlaka	tlak	Ncmsg
na	na	Sl
razini	razina	Ncfsl
mora	morati	Vmr3s
i	i	Cc
pri	pri	Sl
temperaturi	temperatura	Ncfsl
od	od	Sg
+15	+15	Mdc
°	°	Z
C.	C.	Y

Širina	širina	Ncfsn
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa

Članak	članak	Ncmsn
22.	22.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Širina	širina	Ncfsn
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
jednaka	jednak	Agpfsny
je	biti	Var3s
njenoj	njen	Agpfsly
duljini	duljina	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
kada	kada	Cs
zbog	zbog	Sg
objektivnih	objektivan	Agpfpgy
okolnosti	okolnost	Ncfpg
nije	biti	Var3s
moguće	moguć	Agpnsny
osigurati	osigurati	Vmn
da	da	Cs
širina	širina	Ncfsn
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
bude	biti	Var3s
jednaka	jednak	Agpfsny
njenoj	njen	Agpfsly
duljini	duljina	Ncfsl
,	,	Z
minimalna	minimalan	Agpfsny
dozvoljena	dozvoljen	Agpfsny
širina	širina	Ncfsn
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
definirana	definirati	Appfsny
je	biti	Var3s
na	na	Sa
način	način	Ncmsan
prikazan	prikazati	Appmsnn
u	u	Sl
Tabeli	tabela	Ncfsl
2	2	Mdc
-	-	Z
1.	1.	Mdo
:	:	Z

Tabela	tabela	Ncfsn
2	2	Mdc
-	-	Z
1.	1.	Mdo
Minimalna	minimalan	Agpfsny
dozvoljena	dozvoljen	Agpfsny
širina	širina	Ncfsn
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa

Kodni	kodni	Agpmsny
element	element	Ncmsn
Kodno	kodni	Agpnsny
slovo	slovo	Ncnsn
(	(	Z
1	1	Mdc
)	)	Z
Najmanja	mali	Agsfsny
dozvoljena	dozvoliti	Appfsny
širina	širina	Ncfsn
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
(	(	Z
2	2	Mdc
)	)	Z
A	a	Cc
225	225	Mdc
m	m	Y
B	b	Y
180	180	Mdc
m	m	Y
C	C	X
150	150	Mdc
m	m	Y
D	D	X
150	150	Mdc
m	m	Y

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
brzina	brzina	Ncfsn
strujanja	strujanje	Ncnsg
vode	voda	Ncfsg
na	na	Sl
površini	površina	Ncfsl
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
ne	ne	Qz
prelazi	prelaziti	Vmr3s
2	2	Mdc
čvora	čvor	Ncmsg
u	u	Sl
pravcu	pravac	Ncmsl
pružanja	pružanje	Ncnsg
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
,	,	Z
odnosno	odnosno	Rgp
1	1	Mdc
čvor	čvor	Ncmsan
okomito	okomito	Rgp
na	na	Sa
pravac	pravac	Ncmsan
pružanja	pružanje	Ncnsg
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
,	,	Z
najmanja	mali	Agsfsny
dozvoljena	dozvoliti	Appfsny
širina	širina	Ncfsn
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
kodnog	kodni	Agpnsgy
slova	slovo	Ncnsg
B	b	Ncfpg
može	moći	Vmr3s
iznositi	iznositi	Vmn
150	150	Mdc
m.	m.	Y

Najmanja	mali	Ncfsn
dozvoljena	dozvoliti	Appfsny
dubina	dubina	Ncfsn
vode	voda	Ncfsg
za	za	Sa
površinu	površina	Ncfsa
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa

Članak	članak	Ncmsn
23.	23.	Mdo

Najmanja	mali	Ncfsn
dozvoljena	dozvoliti	Appfsny
dubina	dubina	Ncfsn
vode	voda	Ncfsg
u	u	Sa
vrijeme	vrijeme	Ncnsa
najveće	velik	Agpfsgy
oseke	oseka	Ncfsg
,	,	Z
cijelom	cijel	Agpfsiy
duljinom	duljina	Ncfsi
i	i	Cc
širinom	širina	Ncfsi
površine	površina	Ncfsg
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
određena	odrediti	Appfsny
je	biti	Var3s
tehničkim	tehnički	Agpfpdy
karakteristikama	karakteristika	Ncfpd
hidroaviona	hidroavion	Ncmsg
za	za	Sa
koji	koji	Pi-msan
je	biti	Var3s
površina	površina	Ncfsn
za	za	Sa
slijetanje	slijetanje	Ncnsa
i	i	Cc
uzlijetanje	uzlijetanje	Ncnsa
projektirana	projektirati	Ncfpg
.	.	Z

Glava	glava	Ncfsn
II	ii	Mrc
POVRŠINA	površina	Ncfsn
ZA	za	Sa
PRISTAJANJE	pristajanje	Ncnsa
/	/	Z
SIDRENJE	sidrenje	Ncnsa
HIDROAVIONA	HIDROAVION	Npmsg

Članak	članak	Ncmsn
24.	24.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kako	kako	Cs
bi	biti	Vaa3s
promet	promet	Ncmsn
hidroaviona	hidroavion	Ncmsg
bio	biti	Vap-sm
siguran	siguran	Agpmsnn
i	i	Cc
bez	bez	Sg
ometanja	ometanje	Ncnsg
,	,	Z
na	na	Sl
aerodromu	aerodrom	Ncmsl
na	na	Sl
vodi	voda	Ncfsl
mora	morati	Vmr3s
biti	biti	Van
osigurana	osigurati	Appfsny
površina	površina	Ncfsn
za	za	Sa
pristajanje	pristajanje	Ncnsa
/	/	Z
sidrenje	sidrenje	Ncnsa
hidroaviona	hidroavion	Ncmsg
namijenjena	namijeniti	Appfsny
za	za	Sa
prihvat	prihvat	Ncmsan
i	i	Cc
otpremu	otprema	Ncfsa
hidroaviona	hidroavion	Ncmsg
,	,	Z
iskrcaj	iskrcaj	Ncmsan
i	i	Cc
ukrcaj	ukrcaj	Ncmsan
putnika	putnik	Ncmpg
,	,	Z
istovar	istovar	Ncmsan
i	i	Cc
utovar	utovar	Ncmsan
robe	roba	Ncfsg
i	i	Cc
pošte	pošta	Ncfsg
,	,	Z
parkiranje	parkiranje	Ncnsa
i	i	Cc
održavanje	održavanje	Ncnsa
hidroaviona	hidroavion	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Površina	površina	Ncfsn
za	za	Sa
sidrenje	sidrenje	Ncnsa
/	/	Z
pristajanje	pristajanje	Ncnsa
hidroaviona	hidroavion	Ncmsg
osigurana	osigurati	Appfsny
je	biti	Var3s
na	na	Sl
području	područje	Ncnsl
zaštićenom	zaštititi	Appnsly
od	od	Sg
jakih	jak	Agpmpgy
vjetrova	vjetrov	Ncmpg
i	i	Cc
vodenih	voden	Agpnpgy
strujanja	strujanje	Ncnpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Površina	površina	Ncfsn
za	za	Sa
pristajanje	pristajanje	Ncnsa
/	/	Z
sidrenje	sidrenje	Ncnsa
hidroaviona	hidroavion	Ncmsg
mora	morati	Vmr3s
biti	biti	Van
dovoljno	dovoljno	Rgp
velika	velik	Agpfsny
za	za	Sa
siguran	siguran	Agpmsann
promet	promet	Ncmsan
,	,	Z
prihvat	prihvat	Ncmsan
i	i	Cc
otpremu	otprema	Ncfsa
hidroaviona	hidroavion	Ncmpg
,	,	Z
kao	kao	Cs
i	i	Qo
iskrcaj	iskrcaj	Ncmsan
i	i	Cc
ukrcaj	ukrcaj	Ncmsan
putnika	putnik	Ncmpg
,	,	Z
istovar	istovar	Ncmsan
i	i	Cc
utovar	utovar	Ncmsan
robe	roba	Ncfsg
i	i	Cc
pošte	pošta	Ncfsg
,	,	Z
sidrenje	sidrenje	Ncnsa
i	i	Cc
pristajanje	pristajanje	Ncnsa
,	,	Z
te	te	Cc
održavanje	održavanje	Ncnsn
hidroaviona	hidroavion	Ncmpg
,	,	Z
planiranim	planirati	Appfpiy
u	u	Sa
prometno	prometan	Agpnsay
najopterećenijem	najopterećeniji	Agpmsly
satu	sat	Ncmsl
reda	red	Ncmsg
letenja	letenje	Ncnsg
kojeg	koji	Pi-msay
je	biti	Var3s
odobrio	odobriti	Vmp-sm
operator	operator	Ncmsn
aerodroma	aerodrom	Ncmsg
na	na	Sl
vodi	voda	Ncfsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Površine	površina	Ncfsg
za	za	Sa
sidrenje	sidrenje	Ncnsa
hidroaviona	hidroavion	Ncmpg
izvedene	izvesti	Appfpny
su	biti	Var3p
na	na	Sa
način	način	Ncmsan
da	da	Cs
se	sebe	Px--sa
usidreni	usidriti	Agpmsny
hidroavion	hidroavion	Ncmsn
sigurno	sigurno	Rgp
pomiče	pomicati	Vmr3s
u	u	Sl
smjeru	smjer	Ncmsl
vjetra	vjetar	Ncmsg
i	i	Cc
vodenih	voden	Agpnpgy
strujanja	strujanje	Ncnpg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Parkirališna	parkirališni	Agpnpny
mjesta	mjesto	Ncnpn
hidroaviona	hidroavion	Ncmsg
moraju	morati	Vmr3p
biti	biti	Van
razdvojena	razdvojiti	Appfsny
na	na	Sa
način	način	Ncmsan
da	da	Cs
udaljenost	udaljenost	Ncfsn
između	između	Sg
:	:	Z

a	a	Cc
)	)	Z
najisturenijih	isturen	Agsmpgy
dijelova	dio	Ncmpg
parkiranog	parkirati	Agpmsgy
hidroaviona	hidroavion	Ncmsg
i	i	Cc
svih	sav	Agpmpgy
drugih	drugi	Mlompg
hidroaviona	hidroavion	Ncmpg
,	,	Z
te	te	Cc

b	b	Npmsn
)	)	Z
najisturenijih	isturen	Agsmpgy
dijelova	dio	Ncmpg
parkiranog	parkirati	Agpmsgy
hidroaviona	hidroavion	Ncmsg
i	i	Cc
svih	sav	Agpmpgy
drugih	drugi	Mlompg
objekata	objekt	Ncmpg

bude	biti	Var3s
dovoljna	dovoljan	Agpfsny
za	za	Sa
sigurno	siguran	Agpnsay
pristajanje	pristajanje	Ncnsa
i	i	Cc
kretanje	kretanje	Ncnsa
hidroaviona	hidroavion	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Operator	operator	Ncmsn
aerodroma	aerodrom	Ncmsg
na	na	Sl
vodi	voda	Ncfsl
mora	morati	Vmr3s
:	:	Z

a	a	Cc
)	)	Z
odrediti	odrediti	Vmn

