evidenciju	evidencija	Ncfsa
korisnika	korisnik	Ncmpg
te	te	Cc
redni	redni	Agpmsayn
broj	broj	Ncmsan
iz	iz	Sg
matične	matičan	Agpfsgy
knjige	knjiga	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Pomoćna	pomoćan	Agpfsny
knjiga	knjiga	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
može	moći	Vmr3s
se	sebe	Px--sa
voditi	voditi	Vmn
u	u	Sl
elektronskom	elektronski	Agpmsly
obliku	oblik	Ncmsl
.	.	Z

Članak	članak	Ncmsn
80.	80.	Mdo

Osobni	osoban	Agpmsny
list	list	Ncmsn
korisnika	korisnik	Ncmpg
sadrži	sadržati	Vmr3s
:	:	Z

a	a	Cc
)	)	Z
Opći	opći	Agpmsny
dio	dio	Ncmsn
:	:	Z

1.	1.	Mdo
redni	redni	Agpmsayn
broj	broj	Ncmsan
iz	iz	Sg
matične	matičan	Agpfsgy
knjige	knjiga	Ncfsg
,	,	Z

2.	2.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
,	,	Z
ime	ime	Ncnsa
oca	oac	Ncmsg
/	/	Z
majke	majka	Ncfsg
,	,	Z
osobni	osoban	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
(	(	Z
OIB	OIB	Npmsn
)	)	Z
,	,	Z

3.	3.	Mdo
datum	datum	Ncmsan
,	,	Z
mjesto	mjesto	Ncnsa
i	i	Cc
država	država	Ncfsn
rođenja	rođenje	Ncnsg
,	,	Z
državljanstvo	državljanstvo	Ncnsa
,	,	Z

4.	4.	Mdo
prebivalište	prebivalište	Ncnsa
/	/	Z
boravište	boravište	Ncnsn
,	,	Z

5.	5.	Mdo
stručnu	stručan	Agpfsay
spremu	sprema	Ncfsa
i	i	Cc
zvanje	zvanje	Ncnsa
za	za	Sa
odrasle	odrastao	Agpmpay
,	,	Z
za	za	Sa
dijete	dijete	Ncnsa
se	sebe	Px--sa
navodi	navoditi	Vmr3s
škola	škola	Ncfsn
i	i	Cc
razred	razred	Ncmsan
koji	koji	Pi-msn
pohađa	pohađati	Vmr3s
te	te	Cc
vrsta	vrsta	Ncfsn
programa	program	Ncmsg
,	,	Z

6.	6.	Mdo
bračno	bračni	Agpnsay
stanje	stanje	Ncnsa
za	za	Sa
odrasle	odrastao	Agpmpay
,	,	Z
za	za	Sa
djecu	dijete	Ncnpa
podaci	podatak	Ncmpn
o	o	Sl
strukturi	struktura	Ncfsl
obitelji	obitelj	Ncfsg
(	(	Z
jednoroditeljska	jednoroditeljski	Agpfsny
obitelj	obitelj	Ncfsn
,	,	Z
obitelj	obitelj	Ncfsn
s	sa	Si
oba	oba	Ncnsg
roditelja	roditelj	Ncmsg
koji	koji	Pi-mpn
žive	živjeti	Vmr3p
u	u	Sl
zajednici	zajednica	Ncfsl
,	,	Z
obitelj	obitelj	Ncfsn
s	sa	Si
oba	oba	Ncnsg
roditelja	roditelj	Ncmsg
koji	koji	Pi-mpn
žive	živjeti	Vmr3p
odvojeno	odvojeno	Rgp
)	)	Z
,	,	Z

7.	7.	Mdo
vrstu	vrsta	Ncfsa
ovisnosti	ovisnost	Ncfsg
(	(	Z
alkohol	alkohol	Ncmsn
,	,	Z
droga	droga	Ncfsn
,	,	Z
kockanje	kockanje	Ncnsn
,	,	Z
drugi	drugi	Mlompn
oblici	oblik	Ncmpn
ovisnosti	ovisnost	Ncfsg
)	)	Z
,	,	Z

8.	8.	Mdo
pravni	pravni	Agpmsny
temelj	temelj	Ncmsn
za	za	Sa
uslugu	usluga	Ncfsa
(	(	Z
Zakon	zakon	Ncmsan
o	o	Sl
socijalnoj	socijalan	Agpfsly
skrbi	skrb	Ncfsl
,	,	Z
Obiteljski	obiteljski	Agpmsny
zakon	zakon	Ncmsn
,	,	Z
Zakon	zakon	Ncmsn
o	o	Sl
sudovima	sud	Ncmpl
za	za	Sa
mladež	mladež	Ncfsa
)	)	Z
,	,	Z

9.	9.	Mdo
rješenje	rješenje	Ncnsa
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
o	o	Sl
skrbništvu	skrbništvo	Ncnsl
(	(	Z
klasa	klasa	Ncfsn
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
i	i	Cc
datum	datum	Ncmsan
)	)	Z
,	,	Z

10.	10.	Mdo
podatke	podatak	Ncmpa
o	o	Sl
skrbniku	skrbnik	Ncmsl
(	(	Z
osobno	osoban	Agpnsny
ime	ime	Ncnsn
,	,	Z
prebivalište	prebivalište	Ncnsa
/	/	Z
boravište	boravište	Ncnsn
,	,	Z
srodstvo	srodstvo	Ncnsn
)	)	Z
,	,	Z

11.	11.	Mdo
rješenje	rješenje	Ncnsa
nadležnog	nadležan	Agpmsgy
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
o	o	Sl
priznavanju	priznavanje	Ncnsl
prava	pravo	Ncnsg
na	na	Sa
uslugu	usluga	Ncfsa
(	(	Z
klasa	klasa	Ncfsn
,	,	Z
urudžbeni	urudžbeni	Agpmsny
broj	broj	Ncmsn
i	i	Cc
datum	datum	Ncmsan
)	)	Z
,	,	Z
odnosno	odnosno	Rgp
ugovor	ugovor	Ncmsn
sklopljen	sklopiti	Appmsnn
između	između	Sg
korisnika	korisnik	Ncmpg
i	i	Cc
pružatelja	pružatelj	Ncmpg
usluge	usluga	Ncfsg
,	,	Z

12.	12.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
stručnog	stručan	Agpmsgy
radnika	radnik	Ncmsg
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
zaduženog	zadužen	Agpmsgy
za	za	Sa
korisnika	korisnik	Ncmsay
,	,	Z

13.	13.	Mdo
vrstu	vrsta	Ncfsa
usluge	usluga	Ncfsg
/	/	Z
a	a	Cc
,	,	Z

14.	14.	Mdo
datum	datum	Ncmsan
početka	početak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

15.	15.	Mdo
datum	datum	Ncmsan
prestanka	prestanak	Ncmsg
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z

16.	16.	Mdo
razlog	razlog	Ncmsn
prestanka	prestanak	Ncmsg
.	.	Z

b	b	I
)	)	Z
Podatke	podatak	Ncfpn
o	o	Sl
članovima	član	Ncmpl
obitelji	obitelj	Ncfsl
korisnika	korisnik	Ncmpg
:	:	Z

1.	1.	Mdo
osobno	osoban	Agpnsay
ime	ime	Ncnsa
članova	član	Ncmpg
obitelji	obitelj	Ncfsg
,	,	Z

2.	2.	Mdo
srodstvo	srodstvo	Ncnsa
s	sa	Si
korisnikom	korisnik	Ncmsi
,	,	Z
datum	datum	Ncmsn
rođenja	rođenje	Ncnsg
,	,	Z
zanimanje	zanimanje	Ncnsa
,	,	Z
prebivalište	prebivalište	Ncnsn
/	/	Z
boravište	boravište	Ncnsa
i	i	Cc
radni	radni	Agpmsayn
odnos	odnos	Ncmsan
članova	član	Ncmpg
obitelji	obitelj	Ncfsg
.	.	Z

c	C	Npmsn
)	)	Z
Zapažanja	zapažanje	Ncnsg
o	o	Sl
korisniku	korisnik	Ncmsl
i	i	Cc
obitelji	obitelj	Ncfsl
.	.	Z

Članak	članak	Ncmsn
81.	81.	Mdo

Dnevne	dnevni	Agpfpny
evidencije	evidencija	Ncfpn
vode	voditi	Vmr3p
pružatelji	pružatelj	Ncmpn
usluge	usluga	Ncfsg
smještaja	smještaj	Ncmsg
i	i	Cc
organiziranog	organiziran	Agpnsgy
stanovanja	stanovanje	Ncnsg
,	,	Z
a	a	Cc
sastoji	sastojati	Vmr3s
se	sebe	Px--sa
od	od	Sg
:	:	Z

(	(	Z
1	1	Mdc
)	)	Z
Knjige	knjiga	Ncfpn
dnevne	dnevni	Agpfsgy
evidencije	evidencija	Ncfsg
,	,	Z
koja	koji	Pi-fsn
sadrži	sadržati	Vmr3s
:	:	Z

–	i	Agpnsay
osobno	osoban	Agpnsay
ime	ime	Ncnsa
i	i	Cc
naziv	naziv	Ncmsn
radnog	radni	Agpnsgy
mjesta	mjesto	Ncnsg
prisutnog	prisutan	Agpmsgy
radnika	radnik	Ncmsg
za	za	Sa
svaku	svaki	Pi-fsa
smjenu	smjena	Ncfsa
,	,	Z

–	–	Z
brojčano	brojčani	Agpnsny
stanje	stanje	Ncnsn
korisnika	korisnik	Ncmpg
po	po	Sl
grupama	grupa	Ncfpl
u	u	Sl
svakoj	svaki	Pi-fsl
smjeni	smjena	Ncfsl
,	,	Z

–	–	Ncfsn
sva	sav	Agpnpay
važnija	važan	Agpnpay
zapažanja	zapažanje	Ncnpa
radnika	radnik	Ncmpg
tijekom	tijekom	Sg
24	24	Mdc
sata	sat	Ncmsg
(	(	Z
odsustvo	odsustvo	Ncnsn
korisnika	korisnik	Ncmpg
iz	iz	Sg
škole	škola	Ncfsg
,	,	Z
odgojne	odgojni	Agpfsgy
grupe	grupa	Ncfsg
,	,	Z
terapije	terapija	Ncfsg
i	i	Cc
sl.	sl.	Y
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Evidencije	evidencija	Ncfpn
o	o	Sl
kontaktima	kontakt	Ncmpl
korisnika	korisnik	Ncmpg
s	sa	Si
roditeljima	roditelj	Ncmpi
,	,	Z
o	o	Sl
suradnji	suradnja	Ncfsl
s	sa	Si
nadležnim	nadležan	Agpmsiy
centrom	centar	Ncmsi
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z
sudom	sud	Ncmsi
te	te	Cc
školom	škola	Ncfsi
(	(	Z
ako	ako	Cs
je	biti	Var3s
korisnik	korisnik	Ncmsn
pohađa	pohađati	Vmr3s
)	)	Z
.	.	Z

Članak	članak	Ncmsn
82.	82.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Evidenciju	evidencija	Ncfsa
odsutnosti	odsutnost	Ncfsg
vode	voda	Ncfsg
pružatelji	pružatelj	Ncmpn
usluge	usluga	Ncfsg
smještaja	smještaj	Ncmsg
i	i	Cc
organiziranog	organiziran	Agpnsgy
stanovanja	stanovanje	Ncnsg
,	,	Z
a	a	Cc
sadrži	sadržati	Vmr3s
informacije	informacija	Ncfpa
o	o	Sl
dozvoljenoj	dozvoljen	Agpfsly
odsutnosti	odsutnost	Ncfsl
korisnika	korisnik	Ncmpg
zbog	zbog	Sg
odlaska	odlazak	Ncmsg
na	na	Sa
vikende	vikend	Ncmpa
,	,	Z
blagdane	blagdan	Ncmpa
,	,	Z
bolničko	bolnički	Agpnsay
liječenje	liječenje	Ncnsa
i	i	Cc
sva	sav	Agpfsny
ostala	ostali	Agpnpay
dozvoljena	dozvoljen	Agpnpay
izbivanja	izbivanje	Ncnpa
,	,	Z
te	te	Cc
evidenciju	evidencija	Ncfsa
o	o	Sl
neopravdanim	neopravdan	Agpmply

