aktivnosti	aktivnost	Ncfpa
prijavljen	prijaviti	Appmsnn
veterinaru	veterinar	Ncmsd
.	.	Z

Od	od	Sg
životinje	životinja	Ncfsg
koja	koji	Pi-fsn
je	biti	Var3s
pobacila	pobaciti	Vmp-sf
ovlašteni	ovlašten	Agpmsny
veterinar	veterinar	Ncmsn
mora	morati	Vmr3s
uzeti	uzeti	Vmn
uzorke	uzorak	Ncmpa
te	te	Cc
iste	isti	Agpfpay
dostaviti	dostaviti	Vmn
u	u	Sa
službeni	služben	Agpmsayn
laboratorij	laboratorij	Ncmsan
radi	radi	Sg
pretrage	pretraga	Ncfsg
na	na	Sa
genitalnu	genitalni	Agpfsay
kampilobakteriozu	kampilobakterioza	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Troškovi	trošak	Ncmpn
provođenja	provođenje	Ncnsg
mjera	mjera	Ncfpg
iz	iz	Sg
ove	ovaj	Pd-fsg
točke	točka	Ncfsg
podmiruju	podmirivati	Vmr3p
se	sebe	Px--sa
iz	iz	Sg
državnog	državni	Agpmsgy
proračuna	proračun	Ncmsg
.	.	Z

16.	16.	Mdo

Enzootski	enzootski	Agpmsny
pobačaj	pobačaj	Ncmsn
ovaca	ovca	Ncfpg

(	(	Z
1	1	Mdc
)	)	Z
Radi	radi	Sg
otkrivanja	otkrivanje	Ncnsg
enzootskog	enzootski	Agpmsgy
pobačaja	pobačaj	Ncmsg
ovaca	ovca	Ncfpg
,	,	Z
svaki	svaki	Pi-msn
pobačaj	pobačaj	Ncmsn
ovce	ovca	Ncfsg
i	i	Cc
koze	koza	Ncfsg
mora	morati	Vmr3s
biti	biti	Van
prijavljen	prijaviti	Appmsnn
veterinaru	veterinar	Ncmsd
.	.	Z

Od	od	Sg
životinje	životinja	Ncfsg
koja	koji	Pi-fsn
je	biti	Var3s
pobacila	pobaciti	Vmp-sf
ovlašteni	ovlašten	Agpmsny
veterinar	veterinar	Ncmsn
mora	morati	Vmr3s
uzeti	uzeti	Vmn
uzorke	uzorak	Ncmpa
,	,	Z
te	te	Cc
iste	isti	Agpfpay
dostaviti	dostaviti	Vmn
u	u	Sa
službeni	služben	Agpmsayn
laboratorij	laboratorij	Ncmsan
radi	radi	Sg
pretrage	pretraga	Ncfsg
na	na	Sa
enzootski	enzootski	Agpmsayn
pobačaj	pobačaj	Ncmsan
ovaca	ovca	Ncfpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Troškovi	trošak	Ncmpn
provođenja	provođenje	Ncnsg
mjera	mjera	Ncfpg
iz	iz	Sg
ove	ovaj	Pd-fsg
točke	točka	Ncfsg
podmiruju	podmirivati	Vmr3p
se	sebe	Px--sa
iz	iz	Sg
državnog	državni	Agpmsgy
proračuna	proračun	Ncmsg
.	.	Z

17.	17.	Mdo

Goveđa	goveđi	Agpfsny
spongiformna	spongiformni	Agpfsny
encefalopatija	encefalopatija	Ncfsn

(	(	Z
1	1	Mdc
)	)	Z
Na	na	Sa
goveđu	goveđi	Agpfsay
spongiformnu	spongiformni	Agpfsay
encefalopatiju	encefalopatija	Ncfsa
(	(	Z
GSE	gsa	Ncfpn
)	)	Z
moraju	morati	Vmr3p
biti	biti	Van
pretražena	pretražiti	Appnpny
sva	sav	Agpnpay
goveda	govedo	Ncnpa
:	:	Z

(	(	Z
a	a	Cc
)	)	Z
starija	star	Agcfsny
od	od	Sg
24	24	Mdc
mjeseca	mjesec	Ncmsg
:	:	Z

–	–	Ncfsn
koja	koji	Pi-npn
su	biti	Var3p
zaklana	zaklati	Appnpny
iz	iz	Sg
nužde	nužda	Ncfsg
odnosno	odnosno	Rgp
upućena	uputiti	Appfsny
na	na	Sa
prisilno	prisilan	Agpnsay
(	(	Z
hitno	hitan	Agpnsny
)	)	Z
klanje	klanje	Ncnsn
od	od	Sg
strane	strana	Ncfsg
veterinara	veterinar	Ncmpg
nakon	nakon	Sg
nesreće	nesreća	Ncfsg
ili	ili	Cc
zbog	zbog	Sg
ozbiljnih	ozbiljan	Agpmpgy
fizioloških	fiziološki	Agpmpgy
ili	ili	Cc
funkcionalnih	funkcionalan	Agpmpgy
poremećaja	poremećaj	Ncmpg
,	,	Z
uključujući	uključivati	Rr
poremećaje	poremećaj	Ncmpa
središnjeg	središnji	Agpmsgy
živčanog	živčan	Agpmsgy
sustava	sustav	Ncmsg
;	;	Z

–	–	Ncfsn
koja	koji	Pi-fsn
,	,	Z
pri	pri	Sl
ante	Ante	Agpmsly
mortem	morti	Agpmsly
pregledu	pregled	Ncmsl
,	,	Z
pokazuju	pokazivati	Vmr3p
kliničke	klinički	Agpmpay
znakove	znak	Ncmpa
zarazne	zarazan	Agpfpay
bolesti	bolest	Ncfpa
ili	ili	Cc
znakove	znak	Ncmpa
na	na	Sl
temelju	temelj	Ncmsl
kojih	koji	Pi-mpg
se	sebe	Px--sa
može	moći	Vmr3s
posumnjati	posumnjati	Vmn
da	da	Cs
su	biti	Var3p
zaražene	zaraziti	Appfpny
ili	ili	Cc
pokazuju	pokazivati	Vmr3p
fiziološke	fiziološki	Agpfpay
ili	ili	Cc
funkcionalne	funkcionalan	Agpmpay
poremećaje	poremećaj	Ncmpa
,	,	Z
uključujući	uključivati	Rr
poremećaje	poremećaj	Ncmpa
središnjeg	središnji	Agpmsgy
živčanog	živčan	Agpmsgy
sustava	sustav	Ncmsg
;	;	Z

(	(	Z
b	b	X
)	)	Z
sva	sav	Agpnpny
goveda	govedo	Ncnpn
starija	star	Agcfsny
od	od	Sg
30	30	Mdc
mjeseci	mjesec	Ncmpg
:	:	Z

–	–	Z
pri	pri	Sl
redovnom	redovan	Agpnsly
klanju	klanje	Ncnsl
za	za	Sa
ljudsku	ljudski	Agpfsay
prehranu	prehrana	Ncfsa
;	;	Z

–	–	Ncfsn
koja	koji	Pi-npn
su	biti	Var3p
zaklana	zaklati	Appnpny
u	u	Sl
okviru	okvir	Ncmsl
programa	program	Ncmsg
iskorjenjivanja	iskorjenjivanje	Ncnsg
bolesti	bolest	Ncfsg
,	,	Z
a	a	Cc
ne	ne	Qz
pokazuju	pokazivati	Vmr3p
kliničke	klinički	Agpmpay
znakove	znak	Ncmpa
bolesti	bolest	Ncfsg
.	.	Z

(	(	Z
c	C	X
)	)	Z
sva	sav	Agpnpny
goveda	govedo	Ncnpn
starija	star	Agcfsny
od	od	Sg
24	24	Mdc
mjeseca	mjesec	Ncmsg
koja	koji	Pi-npn
su	biti	Var3p
:	:	Z

–	–	Qz
uginula	uginuti	Vmp-sf
ili	ili	Cc
usmrćena	usmrtiti	Appfsny
na	na	Sl
gospodarstvu	gospodarstvo	Ncnsl
,	,	Z
osim	osim	Sg
goveda	govedo	Ncnsg
usmrćenih	usmrtiti	Appmpgy
u	u	Sl
okviru	okvir	Ncmsl
suzbijanja	suzbijanje	Ncnsg
epidemije	epidemija	Ncfsg
odnosno	odnosno	Rgp
iskorjenjivanja	iskorjenjivanje	Ncnsg
bolesti	bolest	Ncfsg
;	;	Z

–	–	Qz
uginula	uginuti	Vmp-sf
ili	ili	Cc
usmrćena	usmrtiti	Appfsny
tijekom	tijekom	Sg
prijevoza	prijevoz	Ncmsg
ili	ili	Cc
u	u	Sl
klaonici	klaonica	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Troškovi	trošak	Ncmpn
provođenja	provođenje	Ncnsg
mjera	mjera	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ove	ovaj	Pd-fsg
točke	točka	Ncfsg
uređeni	urediti	Appmpny
su	biti	Var3p
na	na	Sa
sljedeći	sljedeći	Agpmsayn
način	način	Ncmsan
:	:	Z

(	(	Z
a	a	Cc
)	)	Z
troškovi	trošak	Ncmpn
provođenja	provođenje	Ncnsg
mjera	mjera	Ncfpg
iz	iz	Sg
:	:	Z
podstavka	podstavak	Ncmsg
(	(	Z
a	a	Cc
)	)	Z
,	,	Z
podstavka	podstavak	Ncmsg
(	(	Z
b	b	X
)	)	Z
alineje	alineja	Ncfsg
druge	drugi	Mlofsg
,	,	Z
te	te	Cc
podstavka	podstavak	Ncmsg
(	(	Z
c	C	Npmsn
)	)	Z
,	,	Z
kao	kao	Cs
i	i	Cc
nabava	nabava	Ncfsn
dijagnostičkih	dijagnostički	Agpmpgy
kitova	kit	Ncmpg
i	i	Cc
dijela	dio	Ncmsg
potrošnog	potrošan	Agpmsgy
materijala	materijal	Ncmsg
iz	iz	Sg
podstavka	podstavak	Ncmsg
(	(	Z
b	b	X
)	)	Z
alineje	alineja	Ncfsg
prve	prvi	Mlofsg
,	,	Z
podmiruju	podmirivati	Vmr3p
se	sebe	Px--sa
iz	iz	Sg
državnog	državni	Agpmsgy
proračuna	proračun	Ncmsg
;	;	Z

(	(	Z
b	b	X
)	)	Z
troškove	trošak	Ncmpa
provođenja	provođenje	Ncnsg
laboratorijske	laboratorijski	Agpfsgy
pretrage	pretraga	Ncfsg
iz	iz	Sg
podstavka	podstavak	Ncmsg
(	(	Z
b	b	X
)	)	Z
alineje	alineja	Ncfsg
prve	prvi	Mlofsg
,	,	Z
snosi	snositi	Vmr3s
subjekt	subjekt	Ncmsan
u	u	Sl
poslovanju	poslovanje	Ncnsl
s	sa	Si
hranom	hrana	Ncfsi
(	(	Z
klaonica	klaonica	Ncfsn
)	)	Z
.	.	Z

18.	18.	Mdo

Grebež	grebe	Agpfpgy
ovaca	ovca	Ncfpg

(	(	Z
1	1	Mdc
)	)	Z
Na	na	Sa
grebež	grebež	Pi-msan
ovaca	ovca	Ncfpg
moraju	morati	Vmr3p
biti	biti	Van
pretražene	pretražiti	Appfpny
:	:	Z

(	(	Z
a	a	Cc
)	)	Z
sve	sav	Agpfpay
ovce	ovca	Ncfpa
i	i	Cc
koze	koza	Ncfpa
starije	staro	Rgc
od	od	Sg
18	18	Mdc
mjeseci	mjesec	Ncmpg
koje	koji	Pi-mpa
su	biti	Var3p
pokazivale	pokazivati	Vmp-pf
kliničke	klinički	Agpfpny
znakove	znak	Ncmpa
bolesti	bolest	Ncfsg
uključujući	uključivati	Rr
i	i	Cc
poremećaje	poremećaj	Ncmpa
središnjeg	središnji	Agpmsgy
živčanog	živčan	Agpmsgy
sustava	sustav	Ncmsg
;	;	Z

(	(	Z
b	b	X
)	)	Z
uginule	uginuo	Agpfpay
ovce	ovca	Ncfpa
i	i	Cc
koze	koza	Ncfsg
starije	staro	Rgc
od	od	Sg
18	18	Mdc
mjeseci	mjesec	Ncmpg
,	,	Z
sukladno	sukladno	Rgp
Uputi	uputiti	Vmr3s
o	o	Sl
nadziranju	nadziranje	Ncnsl
ovaca	ovca	Ncfpg
i	i	Cc
koza	koza	Ncfpg
na	na	Sa
grebež	grebež	Mlc
ovaca	ovca	Ncfpg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
(	(	Z
KLASA	klasa	Ncfsn
:	:	Z
322	322	Mdc
-	-	Z
02/13	02/13	Mdc
-	-	Z
01/167	01/167	Mdc
,	,	Z
URBROJ	urbroj	Ncmsn
:	:	Z
525	525	Mdc
-	-	Z
10/0595	10/0595	Mdc
-	-	Z
13	13	Mdc
-	-	Z
2	2	Mdc
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Gospodarstvo	gospodarstvo	Ncnsn
s	sa	Si
ovcama	ovca	Ncfpi
i	i	Cc
kozama	koza	Ncfpi
može	moći	Vmr3s
ostvariti	ostvariti	Vmn
status	status	Ncmsan
gospodarstva	gospodarstvo	Ncnsg
sa	sa	Si
zanemarivim	zanemariv	Agpmsiy
/		Agpmsiy
kontroliranim	kontrolirati	Agpmsiy
rizikom	rizik	Ncmsi
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
klasični	klasičan	Agpmsayn
grebež	grebež	Ncmsan
ovaca	ovca	Ncfpg
ukoliko	ukoliko	Cs
je	biti	Var3s
ispunilo	ispuniti	Vmp-sn
uvjete	uvjet	Ncmpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Programom	program	Ncmsi
o	o	Sl
dodjeljivanju	dodjeljivanje	Ncnsl
statusa	status	Ncmsg
gospodarstva	gospodarstvo	Ncnsg
sa	sa	Si
zanemarivim	zanemariv	Agpmsiy
/		Agpmsiy
kontroliranim	kontrolirati	Agpmsiy
statusom	status	Ncmsi
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
klasični	klasičan	Agpmsayn
grebež	grebež	Ncmsan
ovaca	ovca	Ncfpg
(	(	Z
KLASA	klasa	Ncfsn
:	:	Z
322	322	Mdc
-	-	Z
02/14	02/14	Mdc
-	-	Z
01/176	01/176	Mdc
,	,	Z
URBROJ	urbroj	Ncmsn
:	:	Z
525	525	Mdc
-	-	Z
10/0595	10/0595	Mdc
-	-	Z
14	14	Mdc
-	-	Z
1	1	Mdc
)	)	Z
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Troškovi	trošak	Ncmpn
provođenja	provođenje	Ncnsg
mjera	mjera	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ove	ovaj	Pd-fsg
točke	točka	Ncfsg
podmiruju	podmirivati	Vmr3p
se	sebe	Px--sa
iz	iz	Sg
državnog	državni	Agpmsgy

