uskrate	uskratiti	Vmr3p
djeteta	dijete	Ncnsg

Članak	članak	Ncmsn
74.	74.	Mdo

Troškove	trošak	Ncmpa
nastale	nastao	Agpfsgy
trudnoćom	trudnoća	Ncfsi
i	i	Cc
porodom	porod	Ncmsi
izvanbračnog	izvanbračni	Agpnsgy
djeteta	dijete	Ncnsg
namiruju	namirivati	Vmr3p
majka	majka	Ncfsn
i	i	Cc
otac	otac	Ncmsn
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
svojim	svoj	Px-fpi
imovinskim	imovinski	Agpfpiy
mogućnostima	mogućnost	Ncfpi
.	.	Z

3.	3.	Mdo
OSPORAVANJE	osporavanje	Ncnsa
MAJČINSTVA	majčinstvo	Ncnsg

Pravo	pravo	Ncnsn
na	na	Sa
tužbu	tužba	Ncfsa
radi	radi	Sg
osporavanja	osporavanje	Ncnsg
majčinstva	majčinstvo	Ncnsg

Članak	članak	Ncmsn
75.	75.	Mdo

Tužbu	tužba	Ncfsa
radi	radi	Sg
osporavanja	osporavanje	Ncnsg
majčinstva	majčinstvo	Ncnsg
ženi	ženiti	Vmr3s
upisanoj	upisati	Appfsly
u	u	Sa
maticu	matica	Ncfsa
rođenih	roditi	Appmpgy
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
:	:	Z

1.	1.	Mdo
dijete	dijete	Ncnsn

2.	2.	Mdo
žena	žena	Ncfsn
koja	koji	Pi-fsn
je	biti	Var3s
upisana	upisati	Appfsny
u	u	Sa
maticu	matica	Ncfsa
rođenih	roditi	Agpmpgy
kao	kao	Cs
djetetova	djetetov	Aspfsny
majka	majka	Ncfsn
ili	ili	Cc

3.	3.	Mdo
žena	žena	Ncfsn
koja	koji	Pi-fsn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
majkom	majka	Ncfsi
djeteta	dijete	Ncnsg
,	,	Z
ako	ako	Cs
istodobno	istodobno	Rgp
traži	tražiti	Vmr3s
da	da	Cs
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
njezino	njezin	Ps3nsn
majčinstvo	majčinstvo	Ncnsn
.	.	Z

Rokovi	rok	Ncmpn
za	za	Sa
pokretanje	pokretanje	Ncnsa
sudskog	sudski	Agpmsgy
postupka	postupak	Ncmsg

Članak	članak	Ncmsn
76.	76.	Mdo

Rokovi	rok	Ncmpn
za	za	Sa
podnošenje	podnošenje	Ncnsa
tužbe	tužba	Ncfsg
radi	radi	Sg
osporavanja	osporavanje	Ncnsg
majčinstva	majčinstvo	Ncnsg
propisani	propisati	Appmpny
su	biti	Var3p
odredbama	odredba	Ncfpi
članaka	članak	Ncmpg
393.	393.	Mdo
do	do	Sg
396.	396.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Osporavanje	osporavanje	Ncnsn
majčinstva	majčinstvo	Ncnsg
utvrđenog	utvrditi	Appnsgy
sudskom	sudski	Agpfsiy
odlukom	odluka	Ncfsi

Članak	članak	Ncmsn
77.	77.	Mdo

Ako	ako	Cs
je	biti	Var3s
majčinstvo	majčinstvo	Ncnsn
utvrđeno	utvrditi	Appnsny
odlukom	odluka	Ncfsi
suda	sud	Ncmsg
,	,	Z
osporavanje	osporavanje	Ncnsn
nije	biti	Var3s
dopušteno	dopustiti	Appnsny
.	.	Z

Osporavanje	osporavanje	Ncnsn
majčinstva	majčinstvo	Ncnsg
nakon	nakon	Sg
smrti	smrt	Ncfsg
djeteta	dijete	Ncnsg

Članak	članak	Ncmsn
78.	78.	Mdo

Osporavanje	osporavanje	Ncnsn
majčinstva	majčinstvo	Ncnsg
nije	biti	Var3s
dopušteno	dopustiti	Appnsny
nakon	nakon	Sg
djetetove	djetetov	Agpfsgy
smrti	smrt	Ncfsg
.	.	Z

4.	4.	Mdo
OSPORAVANJE	osporavanje	Ncnsa
OČINSTVA	očinstvo	Ncnsg

Pravo	pravo	Ncnsn
na	na	Sa
tužbu	tužba	Ncfsa
radi	radi	Sg
osporavanja	osporavanje	Ncnsg
očinstva	očinstvo	Ncnsg

Članak	članak	Ncmsn
79.	79.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Tužbu	tužba	Ncfsa
radi	radi	Sg
osporavanja	osporavanje	Ncnsg
bračnog	bračni	Agpnsgy
očinstva	očinstvo	Ncnsg
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
:	:	Z

1.	1.	Mdo
dijete	dijete	Ncnsn

2.	2.	Mdo
majčin	majčin	Agpmsnn
muž	muž	Ncmsn
ili	ili	Cc

3.	3.	Mdo
majka	majka	Ncfsn
djeteta	dijete	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Tužbu	tužba	Ncfsa
radi	radi	Sg
osporavanja	osporavanje	Ncnsg
očinstva	očinstvo	Ncnsg
utvrđenog	utvrditi	Appnsgy
priznanjem	priznanje	Ncnsi
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
:	:	Z

1.	1.	Mdo
dijete	dijete	Ncnsn

2.	2.	Mdo
muškarac	muškarac	Ncmsn
koji	koji	Pi-msn
je	biti	Var3s
upisan	upisati	Appmsnn
u	u	Sa
maticu	matica	Ncfsa
rođenih	roditi	Appmpgy
kao	kao	Cs
otac	otac	Ncmsn
djeteta	dijete	Ncnsg
ili	ili	Cc

3.	3.	Mdo
muškarac	muškarac	Ncmsn
koji	koji	Pi-msn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
ocem	ocem	Qo
djeteta	dijete	Ncnsg
ako	ako	Cs
istodobno	istodobno	Rgp
traži	tražiti	Vmr3s
da	da	Cs
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
njegovo	njegov	Ps3nsn
očinstvo	očinstvo	Ncnsn
.	.	Z

Rokovi	rok	Ncmpn
za	za	Sa
pokretanje	pokretanje	Ncnsa
sudskog	sudski	Agpmsgy
postupka	postupak	Ncmsg

Članak	članak	Ncmsn
80.	80.	Mdo

Rokovi	rok	Ncmpn
za	za	Sa
podnošenje	podnošenje	Ncnsa
tužbe	tužba	Ncfsg
radi	radi	Sg
osporavanja	osporavanje	Ncnsg
očinstva	očinstvo	Ncnsg
propisani	propisati	Appmpny
su	biti	Var3p
odredbama	odredba	Ncfpi
članaka	članak	Ncmpg
400.	400.	Mdo
do	do	Sg
405.	405.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Nedopuštenost	nedopuštenost	Ncfsn
osporavanja	osporavanje	Ncnsg
očinstva	očinstvo	Ncnsg

Članak	članak	Ncmsn
81.	81.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
očinstvo	očinstvo	Ncnsn
utvrđeno	utvrditi	Appnsny
odlukom	odluka	Ncfsi
suda	sud	Ncmsg
,	,	Z
osporavanje	osporavanje	Ncnsn
nije	biti	Var3s
dopušteno	dopustiti	Appnsny
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osporavanje	osporavanje	Ncnsn
očinstva	očinstvo	Ncnsg
nije	biti	Var3s
dopušteno	dopustiti	Appnsny
nakon	nakon	Sg
djetetove	djetetov	Agpfsgy
smrti	smrt	Ncfsg
.	.	Z

5.	5.	Mdo
MAJČINSTVO	majčinstvo	Ncnsn
I	i	Cc
OČINSTVO	očinstvo	Ncnsn
DJETETA	dijete	Ncnsg
ZAČETOG	začeti	Appnsgy
MEDICINSKI	medicinski	Agpmsny
POMOGNUTOM	pomognut	Agpfsiy
OPLODNJOM	oplodnja	Ncfsi

Majčinstvo	majčinstvo	Ncnsn
djeteta	dijete	Ncnsg
začetog	začeti	Appnsgy
medicinski	medicinski	Agpmsny
pomognutom	pomognut	Agpfsiy
oplodnjom	oplodnja	Ncfsi

Članak	članak	Ncmsn
82.	82.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Majka	majka	Ncfsn
djeteta	dijete	Ncnsg
začetog	začeti	Agpmsgy
darovanom	darovati	Agpfsiy
jajnom	jajni	Agpfsiy
stanicom	stanica	Ncfsi
ili	ili	Cc
darovanim	darovati	Appmsiy
zametkom	zametak	Ncmsi
u	u	Sl
postupku	postupak	Ncmsl
medicinski	medicinski	Rgp
pomognute	pomognut	Agpfsgy
oplodnje	oplodnja	Ncfsg
jest	biti	Var3s
žena	žena	Ncfsn
koja	koji	Pi-fsn
ga	on	Pp3msa
je	biti	Var3s
rodila	roditi	Vmp-sf
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Nije	biti	Var3s
dopušteno	dopustiti	Appnsny
osporavati	osporavati	Vmn
majčinstvo	majčinstvo	Ncnsa
djeteta	dijete	Ncnsg
začetog	začeti	Agpnsgy
u	u	Sl
postupku	postupak	Ncmsl
medicinski	medicinski	Agpmsny
pomognute	pomognut	Agpfsgy
oplodnje	oplodnja	Ncfsg
ako	ako	Cs
su	biti	Var3p
dani	dati	Appmpny
pristanci	pristanak	Ncmpn
za	za	Sa
tu	taj	Pd-fsa
vrstu	vrsta	Ncfsa
oplodnje	oplodnja	Ncfsg
prema	prema	Sl
odredbama	odredba	Ncfpl
propisa	propis	Ncmsg
kojima	koji	Pi-fpl
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
medicinski	medicinski	Rgp
pomognuta	pomognut	Agpfsny
oplodnja	oplodnja	Ncfsn
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
dijete	dijete	Ncnsn
začeto	začeti	Appnsny
u	u	Sl
postupku	postupak	Ncmsl
medicinski	medicinski	Agpmsny
pomognute	pomognut	Agpfsgy
oplodnje	oplodnja	Ncfsg
bez	bez	Sg
pristanaka	pristanak	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
traže	tražiti	Vmr3p
prema	prema	Sl
odredbama	odredba	Ncfpl
propisa	propis	Ncmsg
kojima	koji	Pi-fpl
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
medicinski	medicinski	Rgp
pomognuta	pomognut	Agpfsny
oplodnja	oplodnja	Ncfsn
,	,	Z
žena	žena	Ncfsn
koja	koji	Pi-fsn
je	biti	Var3s
upisana	upisati	Appfsny
u	u	Sa
maticu	matica	Ncfsa
rođenih	roditi	Appmpgy
kao	kao	Cs
majka	majka	Ncfsn
djeteta	dijete	Ncnsg
ili	ili	Cc
žena	žena	Ncfsn
koja	koji	Pi-fsn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
majkom	majka	Ncfsi
djeteta	dijete	Ncnsg
mogu	moći	Vmr3p
osporavati	osporavati	Vmn
majčinstvo	majčinstvo	Ncnsa
sukladno	sukladan	Agpnsay
odredbama	odredba	Ncfpi
članaka	članak	Ncmpg
394.	394.	Mdo
i	i	Cc
395.	395.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Očinstvo	očinstvo	Ncnsn
djeteta	dijete	Ncnsg
začetog	začeti	Appnsgy
medicinski	medicinski	Agpmsny
pomognutom	pomognut	Agpfsiy
oplodnjom	oplodnja	Ncfsi

Članak	članak	Ncmsn
83.	83.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ocem	Oc	Npmsi
djeteta	dijete	Ncnsg
začetog	začeti	Appnsgy
darovanim	darovati	Agpnsiy
sjemenom	sjeme	Ncnsi
ili	ili	Cc
darovanim	darovati	Appmsiy
zametkom	zametak	Ncmsi
u	u	Sl
postupku	postupak	Ncmsl
medicinski	medicinski	Agpmsny
pomognute	pomognut	Agpfsgy
oplodnje	oplodnja	Ncfsg
smatra	smatrati	Vmr3s
se	sebe	Px--sa
muž	muž	Ncmsn
majke	majka	Ncfsg
,	,	Z
ako	ako	Cs
je	biti	Var3s
dijete	dijete	Ncnsn
rođeno	roditi	Appnsny
za	za	Sa
trajanja	trajanje	Ncnpa
braka	brak	Ncmsg
ili	ili	Cc
u	u	Sl
razdoblju	razdoblje	Ncnsl
do	do	Sg
tristo	tristo	Pd-msg
dana	dan	Ncmsg
od	od	Sg
prestanka	prestanak	Ncmsg
braka	brak	Ncmsg
i	i	Cc
ako	ako	Cs
je	biti	Var3s
dao	dati	Vmp-sm
pristanak	pristanak	Ncmsan
za	za	Sa
odgovarajući	odgovarajući	Agpmsayn
postupak	postupak	Ncmsan
medicinski	medicinski	Rgp
pomognute	pomognut	Agpfsgy
oplodnje	oplodnja	Ncfsg
prema	prema	Sl
odredbama	odredba	Ncfpl
propisa	propis	Ncmsg
kojima	koji	Pi-fpl
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
medicinski	medicinski	Rgp
pomognuta	pomognut	Agpfsny
oplodnja	oplodnja	Ncfsn
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ocem	Oc	Npmsi
djeteta	dijete	Ncnsg
začetog	začeti	Appnsgy
darovanim	darovati	Agpnsiy
sjemenom	sjeme	Ncnsi
ili	ili	Cc
darovanim	darovati	Appmsiy
zametkom	zametak	Ncmsi
u	u	Sl
postupku	postupak	Ncmsl
medicinski	medicinski	Agpmsny
pomognute	pomognut	Agpfsgy
oplodnje	oplodnja	Ncfsg
smatra	smatrati	Vmr3s
se	sebe	Px--sa
izvanbračni	izvanbračni	Agpmsny
drug	drug	Ncmsn
majke	majka	Ncfsg
koji	koji	Pi-msn
je	biti	Var3s
dao	dati	Vmp-sm
pisani	pisan	Agpmsayn
pristanak	pristanak	Ncmsan
za	za	Sa
odgovarajući	odgovarajući	Agpmsayn
postupak	postupak	Ncmsan
medicinski	medicinski	Agpmsayn
pomognute	pomognut	Agpfsgy

