trenutku	trenutak	Ncmsl
13.	13.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
(	(	Z
c	C	Npmsn
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
može	moći	Vmr3s
zahtijevati	zahtijevati	Vmn
od	od	Sg
HPA	hp	Ncmsg
deaktivaciju	deaktivacija	Ncfsa
farme	farma	Ncfsg
ako	ako	Cs
su	biti	Var3p
zadovoljeni	zadovoljiti	Appmpny
uvjeti	uvjet	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
istog	isti	Agpmsgy
članka	članak	Ncmsg
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ovlašteni	ovlašten	Agpmsny
veterinar	veterinar	Ncmsn
popunjava	popunjavati	Vmr3s
zahtjev	zahtjev	Ncmsan
na	na	Sl
obrascu	obrazac	Ncmsl
iz	iz	Sg
Priloga	prilog	Ncmsg
II	ii	Mrc
.	.	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
a	a	Cc
uz	uz	Sa
isti	isti	Agpmsayn
,	,	Z
od	od	Sg
strane	strana	Ncfsg
posjednika	posjednik	Ncmpg
potpisan	potpisan	Agpmsann
zahtjev	zahtjev	Ncmsan
,	,	Z
prilaže	prilagati	Vmr3s
IKG	ik	Agpmpgy
posjednika	posjednik	Ncmpg
te	te	Cc
ih	oni	Pp3-pa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
7	7	Mdc
dana	dan	Ncmpg
šalje	slati	Vmr3s
u	u	Sa
HPA	hpe	Ncnpa
na	na	Sa
daljnje	daljnji	Agpnsay
postupanje	postupanje	Ncnsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
posjednik	posjednik	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ne	ne	Qz
može	moći	Vmr3s
priložiti	priložiti	Vmn
IKG	IKG	Npmsan
,	,	Z
ovlašteni	ovlašten	Agpmsny
veterinar	veterinar	Ncmsn
o	o	Sl
tome	taj	Pd-nsl
stavlja	stavljati	Vmr3s
zabilješku	zabilješka	Ncfsa
u	u	Sl
obrascu	obrazac	Ncmsl
Priloga	prilog	Ncmsg
II	ii	Mrc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ako	ako	Cs
nisu	biti	Var3p
zadovoljeni	zadovoljiti	Appmpny
uvjeti	uvjet	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
vezano	vezano	Rgp
na	na	Sa
odredbu	odredba	Ncfsa
članka	članak	Ncmsg
13.	13.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
kada	kada	Cs
u	u	Sl
registrima	registar	Ncmpl
životinja	životinja	Ncfpg
postoje	postojati	Vmr3p
registrirane	registriran	Agpfpay
životinje	životinja	Ncfpa
kojih	koji	Pi-mpg
na	na	Sl
farmi	farma	Ncfsl
nema	nemati	Vmr3s
,	,	Z
ovlašteni	ovlašten	Agpmsny
veterinar	veterinar	Ncmsn
podnosi	podnositi	Vmr3s
zahtjev	zahtjev	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
na	na	Sa
način	način	Ncmsan
da	da	Cs
na	na	Sa
obrazac	obrazac	Ncmsan
iz	iz	Sg
Priloga	prilog	Ncmsg
II	ii	Mrc
.	.	Z
ovoga	ovaj	Pd-msg
pravilnika	pravilnik	Ncmsg
stavi	staviti	Vmr3s
zabilješku	zabilješka	Ncfsa
o	o	Sl
tome	taj	Pd-nsl
,	,	Z
dostavi	dostaviti	Vmr3s
ga	on	Pp3msa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
7	7	Mdc
dana	dan	Ncmpg
u	u	Sa
HPA	hp	Ncmpa
na	na	Sa
daljnje	daljnji	Agpnsay
postupanje	postupanje	Ncnsa
,	,	Z
a	a	Cc
obrascem	obrazac	Ncmsi
iz	iz	Sg
Priloga	prilog	Ncmsg
III	III	Mrc
.	.	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
obavještava	obavještavati	Vmr3s
nadležnu	nadležan	Agpfsay
veterinarsku	veterinarski	Agpfsay
inspekciju	inspekcija	Ncfsa
.	.	Z

Deaktivacija	deaktivacija	Ncfsn
farme	farma	Ncfsg
–	–	Z
HPA	hp	Ncmsg

Članak	članak	Ncmsn
17.	17.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Djelatnik	djelatnik	Ncmsn
HPA	HP	Npmsg
iz	iz	Sg
članka	članak	Ncmsg
13.	13.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
(	(	Z
d	d	Npmsn
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
može	moći	Vmr3s
zahtijevati	zahtijevati	Vmn
deaktivaciju	deaktivacija	Ncfsa
farme	farma	Ncfsg
ako	ako	Cs
su	biti	Var3p
zadovoljeni	zadovoljiti	Appmpny
uvjeti	uvjet	Ncmpn
iz	iz	Sg
2.	2.	Mdo
stavka	stavak	Ncmsg
istog	isti	Agpmsgy
članka	članak	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Djelatnik	djelatnik	Ncmsn
HPA	HP	Npmsg
popunjava	popunjavati	Vmr3s
prijavu	prijava	Ncfsa
na	na	Sl
obrascu	obrazac	Ncmsl
iz	iz	Sg
članka	članak	Ncmsg
12.	12.	Mdo
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
a	a	Cc
uz	uz	Sa
istu	isti	Agpfsay
,	,	Z
od	od	Sg
strane	strana	Ncfsg
posjednika	posjednik	Ncmpg
potpisanu	potpisan	Agpfsay
prijavu	prijava	Ncfsa
,	,	Z
prilaže	prilagati	Vmr3s
IKG	ik	Agpmpgy
posjednika	posjednik	Ncmpg
te	te	Cc
ih	oni	Pp3-pa
dostavlja	dostavljati	Vmr3s
u	u	Sl
HPA	HP	Npmsl
radi	radi	Sg
daljnjeg	daljnji	Agpnsgy
postupanja	postupanje	Ncnsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Ako	ako	Cs
nisu	biti	Var3p
zadovoljeni	zadovoljiti	Appmpny
uvjeti	uvjet	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
vezano	vezano	Rgp
na	na	Sa
odredbu	odredba	Ncfsa
članka	članak	Ncmsg
13.	13.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
kada	kada	Cs
u	u	Sl
registrima	registar	Ncmpl
životinja	životinja	Ncfpg
postoje	postojati	Vmr3p
registrirane	registriran	Agpfpay
životinje	životinja	Ncfpa
kojih	koji	Pi-mpg
na	na	Sl
farmi	farma	Ncfsl
nema	nemati	Vmr3s
,	,	Z
djelatnik	djelatnik	Ncmsn
HPA	HPA	Npfsn
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
prijavu	prijava	Ncfsa
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
na	na	Sa
način	način	Ncmsan
da	da	Cs
na	na	Sa
obrazac	obrazac	Ncmsan
»	»	Z
Promjena	promjena	Ncfsn
podataka	podatak	Ncmpg
o	o	Sl
posjedniku	posjednik	Ncmsl
«	«	Z
čiji	čiji	Pi-msn
se	sebe	Px--sa
primjer	primjer	Ncmsn
nalazi	nalaziti	Vmr3s
na	na	Sl
službenim	služben	Agpfply
web	web	Agpfply
stranicama	stranica	Ncfpl
Ministarstva	ministarstvo	Ncnsg
i	i	Cc
HPA	HPA	Npfsn
,	,	Z
stavi	staviti	Vmr3s
zabilješku	zabilješka	Ncfsa
o	o	Sl
tome	taj	Pd-nsl
i	i	Cc
da	da	Cs
putem	put	Sg
obrasca	obrazac	Ncmsg
iz	iz	Sg
Priloga	prilog	Ncmsg
III	III	Mrc
.	.	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
obavijesti	obavijestiti	Vmr3s
nadležnu	nadležan	Agpfsay
veterinarsku	veterinarski	Agpfsay
inspekciju	inspekcija	Ncfsa
.	.	Z

Deaktivacija	deaktivacija	Ncfsn
pojedinog	pojedini	Agpmsgy
posjednika	posjednik	Ncmsg
na	na	Sl
farmi	farma	Ncfsl

Članak	članak	Ncmsn
18.	18.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Na	na	Sl
farmama	farma	Ncfpl
na	na	Sl
kojima	koji	Pi-fpl
postoji	postojati	Vmr3s
više	mnogo	Rgc
registriranih	registriran	Agpmpgy
posjednika	posjednik	Ncmpg
,	,	Z
pojedini	pojedini	Agpmsny
posjednik	posjednik	Ncmsn
se	sebe	Px--sa
deaktivira	deaktivirati	Vmr3s
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
odredbama	odredba	Ncfpi
članaka	članak	Ncmpg
12.	12.	Mdo
do	do	Sg
17.	17.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
smrti	smrt	Ncfsg
posjednika	posjednik	Ncmpg
,	,	Z
trajne	trajan	Agpfsgy
nesposobnosti	nesposobnost	Ncfsg
posjednika	posjednik	Ncmsg
ili	ili	Cc
u	u	Sl
slučajevima	slučaj	Ncmpl
kada	kada	Cs
se	sebe	Px--sa
posjednik	posjednik	Ncmsn
ne	ne	Qz
može	moći	Vmr3s
utvrditi	utvrditi	Vmn
,	,	Z
a	a	Cc
kada	kada	Rgp
na	na	Sl
farmi	farma	Ncfsl
postoje	postojati	Vmr3p
životinje	životinja	Ncfpa
i	i	Cc
iste	isti	Agpfpny
su	biti	Var3p
registrirane	registrirati	Appfpny
u	u	Sl
odgovarajućim	odgovarajući	Agpfply
bazama	baza	Ncfpl
JRDŽ-a	JRDŽ	Npmsg
,	,	Z
veterinarski	veterinarski	Agpmsny
inspektor	inspektor	Ncmsn
obavit	obaviti	Vmn
će	htjeti	Var3s
nadzor	nadzor	Ncmsan
temeljem	temelj	Ncmsi
kojega	koji	Pi-msay

