osigurati	osigurati	Vmn
njegovom	njegov	Ps3fsi
namjenom	namjena	Ncfsi
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
Agencija	agencija	Ncfpg
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
šezdeset	šezdeset	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
potpunog	potpun	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
ili	ili	Cc
od	od	Sg
isteka	istek	Ncmsg
krajnjeg	krajnji	Agpmsgy
roka	rok	Ncmsg
za	za	Sa
dostavu	dostava	Ncfsa
dopune	dopuna	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Temeljem	temelj	Ncmsi
Odluke	odluka	Ncfsg
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
iz	iz	Sg
razloga	razlog	Ncmpg
navedenih	navesti	Appmpgy
u	u	Sl
stavku	stavak	Ncmsl
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
Odluka	odluka	Ncfsn
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
se	sebe	Px--sa
poništava	poništavati	Vmr3s
.	.	Z

Članak	članak	Ncmsn
31.	31.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
Korisnik	korisnik	Ncmsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
u	u	Sl
roku	rok	Ncmsl
navedenom	navesti	Appmsly
u	u	Sl
Odluci	odluka	Ncfsl
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
ili	ili	Cc
dostavi	dostaviti	Vmr3s
informaciju	informacija	Ncfsa
da	da	Cs
odustaje	odustajati	Vmr3s
od	od	Sg
isplate	isplata	Ncfsg
ili	ili	Cc
daljnje	daljnji	Agpfsgy
provedbe	provedba	Ncfsg
projekta	projekt	Ncmsg
,	,	Z
kao	kao	Cs
i	i	Qo
u	u	Sl
slučajevima	slučaj	Ncmpl
utvrđenih	utvrditi	Appmpgy
nepoštivanja	nepoštivanje	Ncnsg
obveza	obveza	Ncfpg
propisanih	propisati	Agpfpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
,	,	Z
Natječajem	natječaj	Ncmsi
ili	ili	Cc
Odlukom	odluka	Ncfsi
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
poništiti	poništiti	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Informaciju	informacija	Ncfsa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
o	o	Sl
odustajanju	odustajanje	Ncnsl
od	od	Sg
isplate	isplata	Ncfsg
ili	ili	Cc
daljnje	daljnji	Agpfsgy
provedbe	provedba	Ncfsg
ulaganja	ulaganje	Ncnsg
Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
pisanim	pisan	Agpmsiy
putem	put	Ncmsi
,	,	Z
potpisano	potpisati	Appnsny
i	i	Cc
ovjereno	ovjeriti	Appnsny
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
utvrdi	utvrditi	Vmr3s
da	da	Cs
pojedine	pojedini	Agpfpny
provedene	provesti	Agpfpny
aktivnosti	aktivnost	Ncfpn
,	,	Z
ulaganja	ulaganje	Ncnsg
i	i	Cc
/	/	Z
ili	ili	Cc
troškovi	trošak	Ncmpn
nisu	biti	Var3p
provedeni	provesti	Appmpny
ili	ili	Cc
na	na	Sa
valjani	valjan	Agpmsayn
način	način	Ncmsan
dokazani	dokazati	Appmpny
(	(	Z
plaćeni	platiti	Appmpny
)	)	Z
te	te	Cc
da	da	Cs
iznos	iznos	Ncmsn
potpore	potpora	Ncfsg
za	za	Sa
preostali	preostao	Agpmsayn
prihvatljivi	prihvatljiv	Agpmsayn
dio	dio	Ncmsan
ulaganja	ulaganje	Ncnsg
ne	ne	Qz
zadovoljava	zadovoljavati	Vmr3s
minimalni	minimalan	Agpmsny
iznos	iznos	Ncmsn
iz	iz	Sg
članka	članak	Ncmsg
9.	9.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
,	,	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
poništit	poništiti	Vmn
će	htjeti	Var3p
Odluku	odluka	Ncfsa
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
.	.	Z

XI	xi	Mrc
.	.	Z

KONTROLA	kontrola	Ncfsn
I	i	Cc
NADZOR	nadzor	Ncmsn

Članak	članak	Ncmsn
32.	32.	Mdo

Administrativnu	administrativan	Agpfsay
kontrolu	kontrola	Ncfsa
provode	provoditi	Vmr3p
djelatnici	djelatnik	Ncmpn
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
kontrolom	kontrola	Ncfsi
Prijave	prijava	Ncfsg
i	i	Cc
dokumenata	dokument	Ncmpg
priloženih	priložen	Agpmpgy
uz	uz	Sa
Prijavu	prijava	Ncfsa
,	,	Z
izradom	izrada	Ncfsi
rang-liste	rang-lista	Ncfsg
,	,	Z
kontrolom	kontrola	Ncfsi
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
i	i	Cc
dokumenata	dokument	Ncmpg
priloženih	priložiti	Appmpgy
uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
,	,	Z
te	te	Cc
analizom	analiza	Ncfsi
ulaganja	ulaganje	Ncnpa
i	i	Cc
istragom	istraga	Ncfsi
u	u	Sl
evidencijama	evidencija	Ncfpl
tijela	tijelo	Ncnsg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
te	te	Cc
drugim	drugi	Mlofpl
institucijama	institucija	Ncfpl
.	.	Z

Članak	članak	Ncmsn
33.	33.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kontrola	kontrola	Ncfsn
na	na	Sl
terenu	teren	Ncmsl
provodi	provoditi	Vmr3s
se	sebe	Px--sa
prema	prema	Sl
rizičnosti	rizičnost	Ncfsl
prije	prije	Sg
odobrenja	odobrenje	Ncnsg
i	i	Cc
prije	prije	Sg
plaćanja	plaćanje	Ncnsg
,	,	Z
a	a	Cc
provode	provoditi	Vmr3p
je	biti	Var3s
djelatnici	djelatnik	Ncmpn
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
kontrolori	kontrolor	Ncmpn
)	)	Z
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osim	osim	Sg
djelatnika	djelatnik	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
kontrolu	kontrola	Ncfsa
na	na	Sl
terenu	teren	Ncmsl
svakog	svaki	Pi-nsg
ulaganja	ulaganje	Ncnsg
mogu	moći	Vmr3p
obavljati	obavljati	Vmn
i	i	Qo
djelatnici	djelatnik	Ncmpn
Službe	služba	Ncfsg
za	za	Sa
unutarnju	unutarnji	Agpfsay
reviziju	revizija	Ncfsa
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
službenici	službenik	Ncmpn
Nacionalnog	nacionalan	Agpmsgy
fonda	fond	Ncmsg
,	,	Z
Agencije	agencija	Ncfpn
za	za	Sa
reviziju	revizija	Ncfsa
sustava	sustav	Ncmsg
provedbe	provedba	Ncfsg
programa	program	Ncmsg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
,	,	Z
revizori	revizor	Ncmpn
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
i	i	Cc
Europski	europski	Agpmsny
revizorski	revizorski	Agpmsny
sud	sud	Ncmsn
.	.	Z

Članak	članak	Ncmsn
34.	34.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kontrola	kontrola	Ncfsn
na	na	Sl
terenu	teren	Ncmsl
za	za	Sa
mjeru	mjera	Ncfsa
Restrukturiranje	restrukturiranje	Ncnsa
prije	prije	Sg
donošenja	donošenje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
provodi	provoditi	Vmr3s
se	sebe	Px--sa
na	na	Sl
uzorku	uzorak	Ncmsl
u	u	Sl
obuhvatu	obuhvat	Ncmsl
od	od	Sg
50	50	Mdc
do	do	Sg
75	75	Mdc
%	%	Z
Korisnika	korisnik	Ncmpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
fazi	faza	Ncfsl
nakon	nakon	Sg
realizacije	realizacija	Ncfsg
aktivnosti	aktivnost	Ncfsg
,	,	Z
a	a	Cc
prije	prije	Sg
konačne	konačan	Agpfsgy
isplate	isplata	Ncfsg
provodi	provoditi	Vmr3s
se	sebe	Px--sa
kontrola	kontrola	Ncfsn
na	na	Sl
terenu	teren	Ncmsl
na	na	Sa
100	100	Mdc
%	%	Z
Korisnika	korisnik	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Kontrola	kontrola	Ncfsn
višestruke	višestruk	Agpfsgy
sukladnosti	sukladnost	Ncfsg
za	za	Sa
mjeru	mjera	Ncfsa
Restrukturiranje	restrukturiranje	Ncnsa
provodi	provoditi	Vmr3s
se	sebe	Px--sa
na	na	Sl
uzorku	uzorak	Ncmsl
od	od	Sg
minimalno	minimalno	Rgp
1	1	Mdc
%	%	Z
Korisnika	korisnik	Ncmpg
u	u	Sl
svakoj	svaki	Pi-fsl
kalendarskoj	kalendarski	Agpfsly
godini	godina	Ncfsl
.	.	Z

Članak	članak	Ncmsn
35.	35.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Pri	pri	Sl
obavljanju	obavljanje	Ncnsl
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl
kontrolori	kontrolor	Ncmpn
mogu	moći	Vmr3p
:	:	Z

a	a	Cc
)	)	Z
pregledati	pregledati	Vmn
poljoprivredno	poljoprivredni	Agpnsay
zemljište	zemljište	Ncnsa
,	,	Z
vinograde	vinograd	Ncmpa
,	,	Z
poslovne	poslovan	Agpmpay
i	i	Cc
proizvodne	proizvodni	Agpmpay
prostore	prostor	Ncmpa
,	,	Z
objekte	objekt	Ncmpa
,	,	Z
uređaje	uređaj	Ncmpa
,	,	Z
robu	roba	Ncfsa
te	te	Cc
poslovnu	poslovan	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
Podnositelja	podnositelj	Ncmsg
/	/	Z
Korisnika	korisnik	Ncmpg
,	,	Z

b	b	Npmsn
)	)	Z
izvršiti	izvršiti	Vmn
uvid	uvid	Ncmsan
u	u	Sa
isprave	isprava	Ncfpa
Podnositelja	podnositelj	Ncmsg
/	/	Z
Korisnika	korisnik	Ncmpg
koje	koji	Pi-mpa
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
ostvarivanje	ostvarivanje	Ncnsa
tog	taj	Agpnsgy
prava	pravo	Ncnsg
,	,	Z

c	C	Npmsn
)	)	Z
provjeravati	provjeravati	Vmn
poslovne	poslovan	Agpfpay
knjige	knjiga	Ncfpa
i	i	Cc
dokumente	dokument	Ncmpa

