unaprijed	unaprijed	Rgp
provedba	provedba	Ncfsn
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
mora	morati	Vmr3s
biti	biti	Van
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
raspoloživim	raspoloživ	Agpmpiy
ljudskim	ljudski	Agpmpiy
resursima	resurs	Ncmpi
davatelja	davatelj	Ncmpg
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
za	za	Sa
praćenje	praćenje	Ncnsa
i	i	Cc
vrednovanje	vrednovanje	Ncnsa
financiranih	financirati	Appmpgy
projekata	projekat	Ncmpg
i	i	Cc
programa	program	Ncmpg
,	,	Z
imajući	imati	Rr
u	u	Sl
vidu	vid	Ncmsl
da	da	Cs
jedna	jedan	Mlcfsn
osoba	osoba	Ncfsn
može	moći	Vmr3s
kvalitetno	kvalitetno	Rgp
pratiti	pratiti	Vmn
provedbu	provedba	Ncfsa
ograničenog	ograničiti	Agpmsgy
broja	broj	Ncmsg
financiranih	financirati	Agpmpgy
programa	program	Ncmpg
ili	ili	Cc
projekata	projekat	Ncmpg
.	.	Z

Tijela	tijelo	Ncnpn
za	za	Sa
pripremu	priprema	Ncfsa
i	i	Cc
provedbu	provedba	Ncfsa
natječaja	natječaj	Ncmsg

Članak	članak	Ncmsn
26.	26.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Pripremu	priprema	Ncfsa
i	i	Cc
provedbu	provedba	Ncfsa
natječaja	natječaj	Ncmsg
provodi	provoditi	Vmr3s
davatelj	davatelj	Ncmsn
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
u	u	Sl
pravilu	pravilo	Ncnsl
putem	put	Sg
nadležne	nadležan	Agpfsgy
ustrojstvene	ustrojstven	Agpfsgy
jedinice	jedinica	Ncfsg
i	i	Cc
jedno	jedan	Mlcnsn
ili	ili	Cc
više	mnogo	Rgc
povjerenstava	povjerenstvo	Ncnpg
za	za	Sa
pripremu	priprema	Ncfsa
,	,	Z
odnosno	odnosno	Rgp
provedbu	provedba	Ncfsa
pojedinih	pojedini	Agpmpgy
postupaka	postupak	Ncmpg
u	u	Sl
provedbi	provedba	Ncfsl
natječaja	natječaj	Ncmpg
osnovanih	osnovati	Agpmpgy
odlukom	odluka	Ncmpg
davatelja	davatelj	Ncmpg
financijskih	financijski	Agpnpgy
sredstva	sredstvo	Ncnpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zadaće	zadaća	Ncfsg
davatelja	davatelj	Ncmpg
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
,	,	Z
odnosno	odnosno	Rgp
povjerenstva	povjerenstvo	Ncnsg
u	u	Sl
pripremi	priprema	Ncfsl
i	i	Cc
provedbi	provedba	Ncfsl
natječaja	natječaj	Ncmsg
su	biti	Var3p
:	:	Z

–	–	Z
predložiti	predložiti	Vmn
prioritete	prioritet	Ncmpa
,	,	Z
uvjete	uvjet	Ncmpa
,	,	Z
kriterije	kriterij	Ncmpa
i	i	Cc
programska	programski	Agpnpay
područja	područje	Ncnpa
natječaja	natječaj	Ncmsg
,	,	Z

–	–	Z
predložiti	predložiti	Vmn
natječajnu	natječajni	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
,	,	Z

–	–	Z
pratiti	pratiti	Vmn
tijek	tijek	Ncmsan
javnog	javan	Agpnsgy
objavljivanja	objavljivanje	Ncnsg
i	i	Cc
provedbe	provedba	Ncfsg
natječaja	natječaj	Ncmsg
,	,	Z

–	–	Z
utvrditi	utvrditi	Vmn
prijedlog	prijedlog	Ncmsan
sastava	sastav	Ncmsg
povjerenstva	povjerenstvo	Ncnsg
za	za	Sa
ocjenu	ocjena	Ncfsa
programa	program	Ncmpg
i	i	Cc
projekata	projekat	Ncmpg
,	,	Z

–	–	I
razmotriti	razmotriti	Vmn
ocjene	ocjena	Ncfpa
programa	program	Ncmpg
i	i	Cc
projekata	projekat	Ncmpg
i	i	Cc
prijedloge	prijedlog	Ncmpa
za	za	Sa
financiranje	financiranje	Ncnsa
na	na	Sl
temelju	temelj	Ncmsl
kriterija	kriterij	Ncmsg
iz	iz	Sg
natječaja	natječaj	Ncmsg
,	,	Z

–	–	Z
utvrditi	utvrditi	Vmn
prijedlog	prijedlog	Ncmsan
odluke	odluka	Ncfsg
o	o	Sl
financiranju	financiranje	Ncnsl
programa	program	Ncmsg
i	i	Cc
projekata	projekat	Ncmpg
udruga	udruga	Ncfpg
,	,	Z

–	–	I
organizirati	organizirati	Vmn
stručno	stručan	Agpnsay
praćenje	praćenje	Ncnsa
provedbe	provedba	Ncfsg
projekata	projekat	Ncmpg
financiranih	financirati	Appmpgy
na	na	Sl
temelju	temelj	Ncmsl
natječaja	natječaj	Ncmsg

–	–	I
pripremati	pripremati	Vmn
izvještaje	izvještaj	Ncmpa
o	o	Sl
provedbi	provedba	Ncfsl
i	i	Cc
rezultatima	rezultat	Ncmpl
natječaja	natječaj	Ncmsg
Uredu	ured	Ncmsd
za	za	Sa
udruge	udruga	Ncfpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Davatelj	davatelj	Ncmsn
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
,	,	Z
odnosno	odnosni	Agpnsay
povjerenstvo	povjerenstvo	Ncnsa
u	u	Sl
provjeri	provjera	Ncfsl
ispunjavanja	ispunjavanje	Ncnsg
propisanih	propisati	Agpmpgy
uvjeta	uvjet	Ncmpg
natječaja	natječaj	Ncmsg
provjerava	provjeravati	Vmr3s
:	:	Z

–	i	Agpnsny
je	biti	Var3s
li	li	Qq
prijava	prijava	Ncfsn
dostavljena	dostaviti	Appfsny
na	na	Sa
pravi	prav	Agpmsayn
javni	javan	Agpmsayn
natječaj	natječaj	Ncmsan
i	i	Cc
u	u	Sl
zadanome	zadati	Agpmsly
roku	rok	Ncmsl
,	,	Z

–	i	Agpnsny
je	biti	Var3s
li	li	Cs
zatraženi	zatražiti	Agpmsny
iznos	iznos	Ncmsn
sredstava	sredstvo	Ncnpg
unutar	unutar	Sg
financijskih	financijski	Agpmpgy
pragova	prag	Ncmpg
postavljenih	postavljen	Agpmpgy
u	u	Sl
natječaju	natječaj	Ncmsl
,	,	Z

–	–	Pq3n-n
ako	ako	Cs
je	biti	Var3s
primjenjivo	primjenjiv	Agpnsny
,	,	Z
je	biti	Var3s
li	li	Qq
lokacija	lokacija	Ncfsn
provedbe	provedba	Ncfsg
projekta	projekt	Ncmsg
prihvatljiva	prihvatljiv	Agpfsny

–	–	Pq3n-n
ako	ako	Cs
je	biti	Var3s
primjenjivo	primjenjiv	Agpnsny
,	,	Z
jesu	biti	Var3p
li	li	Qq
prijavitelj	prijavitelj	Ncmsn
i	i	Cc
partner	partner	Ncmsn
prihvatljivi	prihvatljiv	Agpmsny
sukladno	sukladno	Rgp
uputama	uputa	Ncfpi
za	za	Sa
prijavitelje	prijavitelj	Ncmpa
natječaja	natječaj	Ncmsg
,	,	Z

–	–	Z
jesu	biti	Var3p
li	li	Qq
dostavljeni	dostaviti	Appmpny
,	,	Z
potpisani	potpisati	Appmpny
i	i	Cc
ovjereni	ovjeriti	Appmpny
svi	sav	Agpmpny
obvezni	obvezan	Agpmpny
obrasci	obrazac	Ncmpn
,	,	Z

–	–	Z
jesu	biti	Var3p
li	li	Qq
ispunjeni	ispuniti	Appmpny
drugi	drugi	Mlompn
propisani	propisati	Appmpny
uvjeti	uvjet	Ncmpn
natječaja	natječaj	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Sukladno	sukladno	Rgp
kriterijima	kriterij	Ncmpd
koji	koji	Pi-mpn
su	biti	Var3p
propisani	propisati	Appmpny
Uputama	uputa	Ncfpi
za	za	Sa
prijavitelje	prijavitelj	Ncmpa
,	,	Z
prijave	prijava	Ncfpa
koje	koji	Pi-fpn
su	biti	Var3p
ispunile	ispuniti	Vmp-pf
propisane	propisati	Appfpny
uvjete	uvjet	Ncmpa
natječaja	natječaj	Ncmsg
ocjenjuje	ocjenjivati	Vmr3s
povjerenstvo	povjerenstvo	Ncnsa
za	za	Sa
ocjenjivanje	ocjenjivanje	Ncnsa
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Povjerenstva	povjerenstvo	Ncnpn
rade	raditi	Vmr3p
sukladno	sukladno	Rgp
odluci	odluka	Ncfsl
o	o	Sl
osnivanju	osnivanje	Ncnsl
,	,	Z
a	a	Cc
članovi	član	Ncmpn
Povjerenstva	povjerenstvo	Ncnsg
potpisuju	potpisivati	Vmr3p
izjavu	izjava	Ncfsa
o	o	Sl
nepristranosti	nepristranost	Ncfsl
i	i	Cc
povjerljivosti	povjerljivost	Ncfsl
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Čelnik	čelnik	Ncmsn
davatelja	davatelj	Ncmpg
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
donosi	donositi	Vmr3s
odluku	odluka	Ncfsa
o	o	Sl
primjerenoj	primjeren	Agpfsly
naknadi	naknada	Ncfsl
za	za	Sa
rad	rad	Ncmsan
članova	član	Ncmpg
ocjenjivačkog	ocjenjivački	Agpnsgy
povjerenstva	povjerenstvo	Ncnsg
.	.	Z

Utvrđivanje	utvrđivanje	Ncnsn
načina	način	Ncmpg
sprječavanja	sprječavanje	Ncnsg
sukoba	sukob	Ncmpg
interesa	interes	Ncmpg
u	u	Sl
postupku	postupak	Ncmsl
dodjele	dodjela	Ncfsg
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg

Članak	članak	Ncmsn
27.	27.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Postupak	postupak	Ncmsn
dodjele	dodjela	Ncfsg
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
udrugama	udruga	Ncfpi
je	biti	Var3s
transparentan	transparentan	Agpmsnn
i	i	Cc
nepristran	nepristran	Agpmsnn
.	.	Z

Nepristranost	nepristranost	Ncfsn
se	sebe	Px--sa
osigurava	osiguravati	Vmr3s
sprječavanjem	sprječavanje	Ncnsi
sukoba	sukob	Ncmsg
interesa	interes	Ncmsg
,	,	Z
na	na	Sa
način	način	Ncmsan
opisan	opisati	Appmsnn
ovom	ovaj	Pd-fsi
Uredbom	uredba	Ncfsi
i	i	Cc
pozitivnim	pozitivan	Agpmply
propisima	propis	Ncmpl
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Sukob	sukob	Ncmsn
interesa	interes	Ncmsg
ne	ne	Qz
postoji	postojati	Vmr3s
ako	ako	Cs
osoba	osoba	Ncfsn
koja	koji	Pi-fsn
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
odlučivanju	odlučivanje	Ncnsl
o	o	Sl
ispunjavanju	ispunjavanje	Ncnsl
propisanih	propisati	Agpmpgy
uvjeta	uvjet	Ncmpg
natječaja	natječaj	Ncmsg
ili	ili	Cc
ocjenjivanju	ocjenjivanje	Ncnsl
prijave	prijava	Ncfsg
udruge	udruga	Ncfsg
koja	koji	Pi-fsn
se	sebe	Px--sa
prijavila	prijaviti	Vmp-sf
na	na	Sa
natječaj	natječaj	Ncmsan
nije	biti	Var3s
osobno	osoban	Agpnsny
,	,	Z
kao	kao	Cs
niti	niti	Qo
članovi	član	Ncmpn
njezine	njezin	Agpfsgy
obitelji	obitelj	Ncfsg
(	(	Z
bračni	bračni	Agpmpny
ili	ili	Cc
izvanbračni	izvanbračni	Agpmsny
drug	drug	Ncmsn
,	,	Z
dijete	dijete	Ncnsn
ili	ili	Cc
roditelj	roditelj	Ncmsn
)	)	Z
,	,	Z
zaposlenik	zaposlenik	Ncmsn
,	,	Z
član	član	Ncmsn
,	,	Z
član	član	Ncmsn
upravnog	upravan	Agpnsgy
tijela	tijelo	Ncnsg
ili	ili	Cc
čelnik	čelnik	Ncmsn
te	taj	Pd-fsg
udruge	udruga	Ncfsg
niti	niti	Cc
bilo	bilo	Qo
koje	koji	Pi-fsg
druge	drugi	Mlofsg
udruge	udruga	Ncfsg
povezane	povezan	Agpfpay
na	na	Sa
bilo	bilo	Qo
koji	koji	Pi-msan
način	način	Ncmsan
s	sa	Si
tom	taj	Pd-fsi
udrugom	udruga	Ncfsi
(	(	Z
partnerski	partnerski	Agpmsny
odnos	odnos	Ncmsn
u	u	Sl
provedbi	provedba	Ncfsl
projekta	projekt	Ncmsg
i	i	Cc
sl.	sl.	Y
)	)	Z
,	,	Z
niti	niti	Qo
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
spomenute	spomenuti	Agpfpay
udruge	udruga	Ncfpa
ima	imati	Vmr3s
bilo	bilo	Qo
kakav	kakav	Pi-msan
materijalni	materijalan	Agpmsayn
ili	ili	Cc
nematerijalni	nematerijalan	Agpmsayn
interes	interes	Ncmsan
,	,	Z
nauštrb	nauštrb	Sg
javnog	javan	Agpmsgy
interesa	interes	Ncmsg
i	i	Cc
to	to	Qo
u	u	Sl
slučajevima	slučaj	Ncmpl
obiteljske	obiteljski	Agpfsgy
povezanosti	povezanost	Ncfsg
,	,	Z
ekonomskih	ekonomski	Agpmpgy
interesa	interes	Ncmpg
ili	ili	Cc
drugog	drugi	Mlomsg
zajedničkog	zajednički	Agpmsgy
interesa	interes	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Osobe	osoba	Ncfpn
koje	koji	Pi-fpn
sudjeluju	sudjelovati	Vmr3p
u	u	Sl
radu	rad	Ncmsl
povjerenstva	povjerenstvo	Ncnsg
za	za	Sa
otvaranje	otvaranje	Ncnsa
prijava	prijava	Ncfpg
pristiglih	pristigao	Agpfpgy
na	na	Sa
javni	javan	Agpmsayn
natječaj	natječaj	Ncmsan
,	,	Z
koje	koji	Pi-fpn
ocjenjuju	ocjenjivati	Vmr3p
programe	program	Ncmpa
ili	ili	Cc
projekte	projekt	Ncmpa
koji	koji	Pi-mpn
su	biti	Var3p
ispunili	ispuniti	Vmp-pm
sve	sav	Agpmpay
propisane	propisati	Agpmpay
uvjete	uvjet	Ncmpa

