punoljetnu	punoljetan	Agpfsay
PRAVO	prav	Agpnsny
NA	na	Sa
POŠTENO	pošten	Agpnsay
SUĐENJE	suđenje	Ncnsa

1.	1.	Mdo
Radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
svojih	svoj	Agpnpgy
prava	pravo	Ncnpg
i	i	Cc
obveza	obveza	Ncfsn
građanske	građanski	Agpfsgy
naravi	narav	Ncfsg
...	...	Z
svatko	svatko	Pi3m-n
ima	imati	Vmr3s
pravo	pravo	Ncnsa
da	da	Cs
zakonom	zakon	Ncmsi
ustanovljeni	ustanoviti	Appmpny
neovisni	neovisan	Agpmpny
i	i	Cc
nepristrani	nepristran	Agpmsny
sud	sud	Ncmsn
pravično	pravično	Rgp
...	...	Z
ispita	ispitati	Vmr3s
njegov	njegov	Ps3msan
slučaj	slučaj	Ncmsan
.	.	Z
(...)	(...)	Xf
«	«	Z

»	»	Z
Članak	članak	Ncmsn
8.	8.	Mdo

PRAVO	prav	Agpnsny
NA	na	Sa
POŠTOVANJE	poštovanje	Ncnsa
PRIVATNOG	privatan	Agpmsgy
I	i	Cc
OBITELJSKOG	obiteljski	Agpmsgy
ŽIVOTA	život	Ncmsg

1.	1.	Mdo
Svatko	svatko	Pi3m-n
ima	imati	Vmr3s
pravo	pravo	Ncnsa
na	na	Sa
poštovanje	poštovanje	Ncnsa
svoga	svoj	Px-msg
privatnog	privatan	Agpmsgy
…		Ncmsg
života	život	Ncmsg
...	...	Z

2.	2.	Mdo
Javna	javan	Agpfsny
vlast	vlast	Ncfsn
se	sebe	Px--sa
neće	htjeti	Var3s
miješati	miješati	Vmn
u	u	Sa
ostvarivanje	ostvarivanje	Ncnsa
tog	taj	Agpnsgy
prava	pravo	Ncnsg
,	,	Z
osim	osim	Cs
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
zakonom	zakon	Ncmsi
i	i	Cc
ako	ako	Cs
je	biti	Var3s
u	u	Sl
demokratskom	demokratski	Agpnsly
društvu	društvo	Ncnsl
nužno	nužno	Rgp
…	…	Z
radi	radi	Sg
zaštite	zaštita	Ncfsg
zdravlja	zdravlje	Ncnsg
…	…	Z
ili	ili	Cc
radi	radi	Sg
zaštite	zaštita	Ncfsg
prava	prav	Agpfsny
i	i	Cc
sloboda	sloboda	Ncfsn
drugih	drugi	Mlompg
.	.	Z
«	«	Z

10.	10.	Mdo

Članak	članak	Ncmsn
35.	35.	Mdo

Ustava	ustava	Ncfsn
svakome	svaki	Pi-msd
jamči	jamčiti	Vmr3s
štovanje	štovanje	Ncnsa
i	i	Cc
pravnu	pravni	Agpfsay
zaštitu	zaštita	Ncfsa
njegova	njegov	Ps3msg
osobnog	osoban	Agpmsgy
i	i	Cc
obiteljskog	obiteljski	Agpmsgy
života	život	Ncmsg
,	,	Z
dostojanstva	dostojanstvo	Ncnsg
,	,	Z
ugleda	ugled	Ncmsg
i	i	Cc
časti	čast	Ncfsg
.	.	Z

Iz	iz	Sg
ovog	ovaj	Pd-nsg
ustavnog	ustavan	Agpnsgy
jamstva	jamstvo	Ncnsg
izveden	izvesti	Appmsnn
je	biti	Var3s
cijeli	cijel	Agpmsny
niz	niz	Ncmsn
konkretnih	konkretan	Agpmpgy
zahtjeva	zahtjev	Ncmpg
,	,	Z
koji	koji	Pi-msn
se	sebe	Px--sa
na	na	Sl
prvom	prvi	Mlonsl
mjestu	mjesto	Ncnsl
odnose	odnositi	Vmr3p
na	na	Sa
postupanje	postupanje	Ncnsa
javnih	javan	Agpfpgy
vlasti	vlast	Ncfpg
prema	prema	Sl
pojedincima	pojedinac	Ncmpl
.	.	Z

Osnovni	osnovan	Agpmsny
zahtjev	zahtjev	Ncmsn
je	biti	Var3s
poštovanje	poštovanje	Ncnsn
ljudskog	ljudski	Agpnsgy
dostojanstva	dostojanstvo	Ncnsg
koje	koji	Pi-nsn
bi	biti	Vaa3s
trebalo	trebati	Vmp-sn
biti	biti	Van
implicitno	implicitno	Rgp
sadržano	sadržati	Appnsny
u	u	Sl
svim	sav	Agpnply
postupanjima	postupanje	Ncnpl
.	.	Z

Pravna	pravni	Agpfsny
zaštita	zaštita	Ncfsn
osobnog	osoban	Agpmsgy
i	i	Cc
obiteljskog	obiteljski	Agpmsgy
života	život	Ncmsg
osigurana	osigurati	Appfsny
je	biti	Var3s
obiteljskim	obiteljski	Agpnsiy
pravom	pravo	Ncnsi
.	.	Z

Obiteljskim	obiteljski	Agpmsiy
je	biti	Var3s
pravom	pravo	Ncnsi
uređen	urediti	Appmsnn
pravni	pravni	Agpmsny
status	status	Ncmsn
osoba	osoba	Ncfpg
lišenih	lišiti	Appfpgy
poslovne	poslovan	Agpfsgy
sposobnosti	sposobnost	Ncfsg
–	–	Z
od	od	Sg

