surađuje	surađivati	Vmr3s
Časnog	častan	Agpmsgy
i	i	Cc
Visokog	visok	Agpmsgy
časnog	častan	Agpmsgy
suda	sud	Ncmsg
Komore	komora	Ncfpn
moraju	morati	Vmr3p
biti	biti	Van
osobe	osoba	Ncfsg
visokih	visok	Agpfpgy
etičkih	etički	Agpfpgy
kvaliteta	kvaliteta	Ncfpg
s	sa	Si
bogatim	bogat	Agpfpiy
stručnim	stručan	Agpfpiy
i	i	Cc
profesionalnim	profesionalan	Agpnsiy
iskustvom	iskustvo	Ncnsi
.	.	Z

Predsjednici	predsjednik	Ncmpn
,	,	Z
zamjenici	zamjenik	Ncmpn
predsjednika	predsjednik	Ncmsg
Časnog	častan	Agpmsgy
i	i	Cc
Visokog	visok	Agpmsgy
časnog	častan	Agpmsgy
suda	sud	Ncmsg
Komore	komora	Ncfpn
,	,	Z
članovi	član	Ncmpn
te	te	Cc
zamjenici	zamjenik	Ncmpn
članova	član	Ncmpg
Časnog	častan	Agpmsgy
i	i	Cc
Visokog	visok	Agpmsgy
časnog	častan	Agpmsgy
suda	sud	Ncmsg
Komore	komora	Ncfsg
,	,	Z
biraju	birati	Vmr3p
se	sebe	Px--sa
na	na	Sa
vrijeme	vrijeme	Ncnsa
od	od	Sg
četiri	četiri	Mlc
godine	godina	Ncfsg
.	.	Z

Administrativne	administrativan	Agpmpay
poslove	posao	Ncmpa
za	za	Sa
potrebe	potreba	Ncfpa
Časnog	častan	Agpmsgy
i	i	Cc
Visokog	visok	Agpmsgy
časnog	častan	Agpmsgy
suda	sud	Ncmsg
Komore	komora	Ncfsg
obavlja	obavljati	Vmr3s
Tajnik	tajnik	Ncmsn
Suda	sud	Ncmsg
Komore	komora	Ncfsg
.	.	Z

Tajnika	tajnik	Ncmpg
Suda	sud	Ncmsg
Komore	komora	Ncfsg
imenuje	imenovati	Vmr3s
Izvršni	izvršan	Agpmsny
odbor	odbor	Ncmsn
Komore	komora	Ncfsg
iz	iz	Sg
redova	red	Ncmpg
zaposlenika	zaposlenik	Ncmsg
Komore	komora	Ncfsg
.	.	Z

III	III	Mrc
.	.	Z

DISCIPLINSKI	disciplinski	Agpmsny
POSTUPAK	postupak	Ncmsn

Članak	članak	Ncmsn
42.	42.	Mdo

Liječnik	liječnik	Ncmsn
je	biti	Var3s
disciplinski	disciplinski	Agpmsny
odgovoran	odgovoran	Agpmsnn
ukoliko	ukoliko	Cs
:	:	Z

1.	1.	Mdo
povrijedi	povrijediti	Vmr3s
odredbe	odredba	Ncfpa
zakona	zakon	Ncmpg
koji	koji	Pi-mpn
određuju	određivati	Vmr3p
obavljanje	obavljanje	Ncnsa
liječničke	liječnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
,	,	Z

2.	2.	Mdo
povrijedi	povrijediti	Vmr3s
Kodeks	kodeks	Ncmsan
medicinske	medicinski	Agpfsgy
etike	etika	Ncfsg
i	i	Cc
deontologije	deontologija	Ncfsg
Komore	komora	Ncfsg
,	,	Z

3.	3.	Mdo
obavlja	obavljati	Vmr3s
nestručno	nestručno	Rgp
liječničku	liječnički	Agpfsay
profesiju	profesija	Ncfsa
,	,	Z

4.	4.	Mdo
svojim	svoj	Agpnsiy
ponašanjem	ponašanje	Ncnsi
prema	prema	Sl
pacijentu	pacijent	Ncmsl
,	,	Z
drugom	drugi	Mlomsl
liječniku	liječnik	Ncmsl
ili	ili	Cc
trećim	treći	Mlofpd
osobama	osoba	Ncfpd
,	,	Z
povrijedi	povrijediti	Vmr3s
ugled	ugled	Ncmsan
liječničke	liječnički	Agpfsgy
profesije	profesija	Ncfsg
,	,	Z

5.	5.	Mdo
ne	ne	Qz
ispunjava	ispunjavati	Vmr3s
Statutom	statut	Ncmsi
ili	ili	Cc
drugim	drugi	Agpmsiy
općim	opći	Agpmsiy
aktom	akt	Ncmsi
članske	članski	Agpfsgy
obveze	obveza	Ncfsg
prema	prema	Sl
Komori	komora	Ncfsl
.	.	Z

Teže	teža	Ncfpn
disciplinske	disciplinski	Agpfpny
povrede	povreda	Ncfpn
su	biti	Var3p
povrede	povreda	Ncfpn
koje	koji	Pi-fpn
imaju	imati	Vmr3p
teže	težiti	Vmr3p
značenje	značenje	Ncnsa
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
važnost	važnost	Ncfsa
,	,	Z
prirodu	priroda	Ncfsa
povrijeđenog	povrijeđen	Agpnsgy
dobra	dobro	Ncnsg
,	,	Z
visinu	visina	Ncfsa
materijalne	materijalan	Agpfsgy
štete	šteta	Ncfsg
ili	ili	Cc
težinu	težina	Ncfsa
druge	drugi	Mlofsg
posljedice	posljedica	Ncfpa
te	te	Cc
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sl
okolnosti	okolnost	Ncfsl
pod	pod	Si
kojima	koji	Pi-mpi
je	biti	Var3s
radnja	radnja	Ncfsn
izvršena	izvršiti	Appfsny
odnosno	odnosno	Rgp
propuštena	propustiti	Appfsny
.	.	Z

Lakše	lako	Rgc
disciplinske	disciplinski	Agpfpny
povrede	povreda	Ncfpn
su	biti	Var3p
povrede	povreda	Ncfpn
koje	koji	Pi-fpn
imaju	imati	Vmr3p
lakše	lako	Rgc
značenje	značenje	Ncnsa
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
važnost	važnost	Ncfsa
,	,	Z
prirodu	priroda	Ncfsa
povrijeđenog	povrijeđen	Agpnsgy
dobra	dobro	Ncnsg
,	,	Z
visinu	visina	Ncfsa
materijalne	materijalan	Agpfsgy
štete	šteta	Ncfsg
ili	ili	Cc
težinu	težina	Ncfsa
druge	drugi	Mlofsg
posljedice	posljedica	Ncfpa
te	te	Cc
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sl
okolnosti	okolnost	Ncfsl
pod	pod	Si
kojima	koji	Pi-mpi
je	biti	Var3s
radnja	radnja	Ncfsn
izvršena	izvršiti	Appfsny
odnosno	odnosno	Rgp
propuštena	propustiti	Appfsny
.	.	Z

Liječnika	liječnik	Ncmsay
koji	koji	Pi-msn
je	biti	Var3s
pravomoćnom	pravomoćan	Agpfsiy
sudskom	sudski	Agpfsiy
odlukom	odluka	Ncfsi
proglašen	proglasiti	Appmsnn
krivim	kriv	Agpmsiy
za	za	Sa
počinjenje	počinjenje	Ncnsa
kaznenog	kazneni	Agpnsgy
djela	djelo	Ncnsg
,	,	Z
Časni	častan	Agpmsny
sud	sud	Ncmsn
Komore	komora	Ncfsg
može	moći	Vmr3s
,	,	Z
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
važnost	važnost	Ncfsa
i	i	Cc
prirodu	priroda	Ncfsa
ugroženog	ugroziti	Agpnsgy
dobra	dobro	Ncnsg
ili	ili	Cc
druge	drugi	Mlofsg
posljedice	posljedica	Ncfpa
te	te	Cc
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sl
okolnosti	okolnost	Ncfsl
pod	pod	Si
kojima	koji	Pi-mpi
je	biti	Var3s
radnja	radnja	Ncfsn
izvršena	izvršiti	Appfsny
odnosno	odnosno	Rgp
propuštena	propustiti	Appfsny
,	,	Z
smatrati	smatrati	Vmn
nedostojnim	nedostojan	Agpmsiy
za	za	Sa
obavljanje	obavljanje	Ncnsa
liječničke	liječnički	Agpfsgy
djelatnosti	djelatnost	Ncfsg
.	.	Z

Kaznena	kazneni	Agpfsny
i	i	Cc
prekršajna	prekršajni	Agpfsny
odgovornost	odgovornost	Ncfsn
liječnika	liječnik	Ncmpg
odnosno	odnosno	Rgp
disciplinska	disciplinski	Agpfsny
odgovornost	odgovornost	Ncfsn
liječnika	liječnik	Ncmsg
kod	kod	Sg
poslodavca	poslodavac	Ncmsg
,	,	Z
ne	ne	Qz
isključuje	isključivati	Vmr3s
disciplinsku	disciplinski	Agpfsay
odgovornost	odgovornost	Ncfsa
liječnika	liječnik	Ncmsg

