mjeseci	mjesec	Ncmpg
Obavijest	obavijest	Ncfsn
i	i	Cc
dokaz	dokaz	Ncmsan
da	da	Cs
se	sebe	Px--sa
korisnik	korisnik	Ncmsn
nije	biti	Var3s
odazvao	odazvati	Vmp-sm
na	na	Sa
uredno	uredan	Agpmsayn
uručen	uručiti	Agpmsayn
poziv	poziv	Ncmsan
Zavoda	zavod	Ncmsg
za	za	Sa
vještačenje	vještačenje	Ncnsa
ili	ili	Cc
ministarstva	ministarstvo	Ncnsg
nadležnog	nadležan	Agpmsgy
za	za	Sa
mirovinski	mirovinski	Agpmsayn
sustav	sustav	Ncmsan
dužni	dužan	Agpmpny
su	biti	Var3p
dostaviti	dostaviti	Vmn
Zavodu	zavod	Ncmsd
.	.	Z
«	«	Z
.	.	Z

Dosadašnji	dosadašnji	Agpmsny
stavak	stavak	Ncmsn
6.	6.	Mdo
postaje	postajati	Vmr3s
stavak	stavak	Ncmsan
4.	4.	Mdo

U	u	Sl
dosadašnjem	dosadašnji	Agpmsly
stavku	stavak	Ncmsl
7.	7.	Mdo
koji	koji	Pi-msn
postaje	postajati	Vmr3s
stavak	stavak	Ncmsan
5.	5.	Mdo
riječi	riječ	Ncfsg
:	:	Z
»	»	Z
potpunog	potpun	Agpmsgy
gubitka	gubitak	Ncmsg
radne	radni	Agpfsgy
sposobnosti	sposobnost	Ncfsg
«	«	Z
zamjenjuju	zamjenjivati	Vmr3p
se	sebe	Px--sa
riječima	riječ	Ncfpi
:	:	Z
»	»	Z
djelomičnog	djelomičan	Agpmsgy
ili	ili	Cc
potpunog	potpun	Agpmsgy
gubitka	gubitak	Ncmsg
radne	radni	Agpfsgy
sposobnosti	sposobnost	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
39.	39.	Mdo
stavaka	stavak	Ncmpg
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
«	«	Z
.	.	Z

Iza	iza	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
novi	nov	Agpmsny
stavak	stavak	Ncmsn
6.	6.	Mdo
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
6	6	Mdc
)	)	Z
Kontrolnom	kontrolan	Agpmsly
pregledu	pregled	Ncmsl
podliježe	podlijegati	Vmr3s
korisnik	korisnik	Ncmsn
prava	pravo	Ncnpg
na	na	Sl
temelju	temelj	Ncmsl
djelomičnog	djelomičan	Agpmsgy
ili	ili	Cc
potpunog	potpun	Agpmsgy
gubitka	gubitak	Ncmsg
radne	radni	Agpfsgy
sposobnosti	sposobnost	Ncfsg
,	,	Z
kao	kao	Cs
i	i	Cc
korisnik	korisnik	Ncmsn
mirovine	mirovina	Ncfsg
kojemu	koji	Pi-msd
je	biti	Var3s
mirovina	mirovina	Ncfsn
prevedena	prevesti	Appfsny
prema	prema	Sl
članku	članak	Ncmsl
58.	58.	Mdo
i	i	Cc
članku	članak	Ncmsl
175.	175.	Mdo
stavku	stavak	Ncmsl
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc
nakon	nakon	Sg
navršene	navršiti	Appfpny
65.	65.	Mdo
godine	godina	Ncfsg
života	život	Ncmsg
ako	ako	Cs
je	biti	Var3s
stekao	steći	Vmp-sm
svojstvo	svojstvo	Ncnsa
osiguranika	osiguranik	Ncmpg
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
31.	31.	Mdo

Iza	iza	Sg
članka	članak	Ncmsg
126.	126.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
članak	članak	Ncmsn
126.	126.	Mdo
a	a	Cc
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
Članak	članak	Ncmsn
126.	126.	Mdo
a	a	Cc

(	(	Z
1	1	Mdc
)	)	Z
U	u	Sl
postupku	postupak	Ncmsl
nadzora	nadzor	Ncmsg
i	i	Cc
kontrole	kontrola	Ncfsg
ministarstvo	ministarstvo	Ncnsn
nadležno	nadležan	Agpnsny
za	za	Sa
mirovinski	mirovinski	Agpmsayn
sustav	sustav	Ncmsan
može	moći	Vmr3s
obavljati	obavljati	Vmn
kontrolni	kontrolan	Agpmsayn
pregled	pregled	Ncmsan
po	po	Sl
službenoj	služben	Agpfsly
dužnosti	dužnost	Ncfsl
za	za	Sa
prava	pravo	Ncnpa
utvrđena	utvrditi	Appfsny
na	na	Sl
temelju	temelj	Ncmsl
smanjene	smanjiti	Appfsgy
radne	radni	Agpfsgy
sposobnosti	sposobnost	Ncfsg
ili	ili	Cc
djelomičnog	djelomičan	Agpmsgy
ili	ili	Cc
potpunog	potpun	Agpmsgy
gubitka	gubitak	Ncmsg
radne	radni	Agpfsgy
sposobnosti	sposobnost	Ncfsg
,	,	Z
tjelesnog	tjelesni	Agpnsgy
oštećenja	oštećenje	Ncnsg
ili	ili	Cc
opće	opći	Agpfsgy
nesposobnosti	nesposobnost	Ncfsg
za	za	Sa
rad	rad	Ncmsan
članova	član	Ncmpg
obitelji	obitelj	Ncfsg
tijekom	tijekom	Sg
korištenja	korištenje	Ncnsg
tih	tih	Agpnpgy
prava	pravo	Ncnpg
,	,	Z
a	a	Cc
o	o	Sl
tome	taj	Pd-nsl
donosi	donositi	Vmr3s
nalaz	nalaz	Ncmsan
i	i	Cc
mišljenje	mišljenje	Ncnsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Na	na	Sl
temelju	temelj	Ncmsl
nalaza	nalaz	Ncmsg
i	i	Cc
mišljenja	mišljenje	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
nadležna	nadležan	Agpfsny
područna	područni	Agpfsny
ustrojstvena	ustrojstven	Agpfsny
jedinica	jedinica	Ncfsn
Zavoda	zavod	Ncmsg
donosi	donositi	Vmr3s
rješenje	rješenje	Ncnsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Kada	kada	Rgp
se	sebe	Px--sa
u	u	Sl
postupku	postupak	Ncmsl
kontrole	kontrola	Ncfsg
i	i	Cc
nadzora	nadzor	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
u	u	Sl
ministarstvu	ministarstvo	Ncnsl
nadležnom	nadležan	Agpmsly
za	za	Sa
mirovinski	mirovinski	Agpmsayn
sustav	sustav	Ncmsan
obavlja	obavljati	Vmr3s
kontrolni	kontrolan	Agpmsayn
pregled	pregled	Ncmsan
po	po	Sl
službenoj	služben	Agpfsly
dužnosti	dužnost	Ncfsl
,	,	Z
za	za	Sa
prava	pravo	Ncnpa
utvrđena	utvrditi	Appfsny
na	na	Sl
temelju	temelj	Ncmsl
smanjenja	smanjenje	Ncnsg
radne	radni	Agpfsgy
sposobnosti	sposobnost	Ncfsg
uz	uz	Sa
preostalu	preostao	Agpfsay
radnu	radni	Agpfsay
sposobnost	sposobnost	Ncfsa
,	,	Z
djelomičnog	djelomičan	Agpnsgy
ili	ili	Cc
potpunog	potpun	Agpmsgy
gubitka	gubitak	Ncmsg
radne	radni	Agpfsgy
sposobnosti	sposobnost	Ncfsg
,	,	Z
tjelesnog	tjelesni	Agpnsgy
oštećenja	oštećenje	Ncnsg
ili	ili	Cc
potpunog	potpun	Agpmsgy
gubitka	gubitak	Ncmsg
radne	radni	Agpfsgy
sposobnosti	sposobnost	Ncfsg
člana	član	Ncmsg
obitelji	obitelj	Ncfsg
osiguranika	osiguranik	Ncmpg
tijekom	tijekom	Sg
korištenja	korištenje	Ncnsg
tih	taj	Pd-mpg
prava	pravo	Ncmpg
,	,	Z
nalaz	nalaz	Ncmsn
i	i	Cc
mišljenje	mišljenje	Ncnsa
donosi	donositi	Vmr3s
vještak	vještak	Ncmsn
–	–	Z
revizor	revizor	Ncmsn
,	,	Z
odnosno	odnosni	Agpnsay
vijeće	vijeće	Ncnsa
vještaka	vještak	Ncmpg
–	–	Z
revizora	revizor	Ncmsg
,	,	Z
a	a	Cc
na	na	Sl
osnovi	osnova	Ncfsl
toga	taj	Pd-nsg
rješenje	rješenje	Ncnsn
donosi	donositi	Vmr3s
područna	područni	Agpfsny
ustrojstvena	ustrojstven	Agpfsny
jedinica	jedinica	Ncfsn
Zavoda	zavod	Ncmsg
koja	koji	Pi-fsn
je	biti	Var3s
donijela	donijeti	Vmp-sf
pravomoćno	pravomoćan	Agpnsay
rješenje	rješenje	Ncnsa
kojim	koji	Pi-nsi
je	biti	Var3s
meritorno	meritorno	Rgp
odlučeno	odlučiti	Appnsny
o	o	Sl
pravu	pravo	Ncnsl
na	na	Sa
mirovinu	mirovina	Ncfsa
,	,	Z
odnosno	odnosno	Rgp
naknadu	naknada	Ncfsa
zbog	zbog	Sg
tjelesnog	tjelesni	Agpnsgy
oštećenja	oštećenje	Ncnsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
na	na	Sa
rješenje	rješenje	Ncnsa
Zavoda	zavod	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
podnesena	podnesen	Agpfsny
žalba	žalba	Ncfsn
,	,	Z
nalaz	nalaz	Ncmsn
i	i	Cc
mišljenje	mišljenje	Ncnsa
u	u	Sl
povodu	povod	Ncmsl
žalbe	žalba	Ncfsg
donosi	donositi	Vmr3s
vijeće	vijeće	Ncnsa
vještaka	vještak	Ncmpg
–	–	Z
revizora	revizor	Ncmsg
,	,	Z
a	a	Cc
rješenje	rješenje	Ncnsn
na	na	Sl
osnovi	osnova	Ncfsl
tog	taj	Pd-msg
nalaza	nalaz	Ncmsg
i	i	Cc
mišljenja	mišljenje	Ncnsg
donosi	donositi	Vmr3s
središnja	središnji	Agpfsny
ustrojstvena	ustrojstven	Agpfsny
jedinica	jedinica	Ncfsn
Zavoda	zavod	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Vijeće	vijeće	Ncnsn
vještaka	vještak	Ncmpg
–	–	Z
revizora	revizor	Ncmpg
u	u	Sl
povodu	povod	Ncmsl
žalbe	žalba	Ncfsg
razmatra	razmatrati	Vmr3s
razloge	razlog	Ncmpa
i	i	Cc
nove	nov	Agpfsgy
činjenice	činjenica	Ncfsg
istaknute	istaknuti	Appfsgy
u	u	Sl
žalbi	žalba	Ncfsl
,	,	Z
utvrđuje	utvrđivati	Vmr3s
postoje	postojati	Vmr3p
li	li	Qq
razlozi	razlog	Ncmpn
za	za	Sa
promjenu	promjena	Ncfsa
nalaza	nalaz	Ncmsg
i	i	Cc
mišljenja	mišljenje	Ncnsg
vještaka	vještak	Ncmpg
–	–	Z
revizora	revizor	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
vijeća	vijećati	Vmr3s
vještaka	vještak	Ncmpg
–	–	Z
revizora	revizor	Ncmpg
,	,	Z
je	biti	Var3s
li	li	Qq
potrebna	potreban	Agpfsny
dopuna	dopuna	Ncfsn
medicinske	medicinski	Agpfsgy
obrade	obrada	Ncfsg
i	i	Cc
pregled	pregled	Ncmsan
ili	ili	Cc
neposredni	neposredan	Agpmsayn
pregled	pregled	Ncmsan
osiguranika	osiguranik	Ncmpg
,	,	Z
te	te	Cc
na	na	Sl
osnovi	osnova	Ncfsl
tako	tako	Rgp
provedenog	provesti	Appmsgy
postupka	postupak	Ncmsg
vijeće	vijeće	Ncnsa
vještaka	vještak	Ncmpg
–	–	Z
revizora	revizor	Ncmsg
donosi	donositi	Vmr3s
nalaz	nalaz	Ncmsan
i	i	Cc
mišljenje	mišljenje	Ncnsa
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
korisnik	korisnik	Ncmsn
prava	pravo	Ncnsg
zbog	zbog	Sg
neopravdanog	neopravdan	Agpmsgy
razloga	razlog	Ncmsg
ne	ne	Qz
odazove	odazvati	Vmr3s
na	na	Sa
kontrolni	kontrolan	Agpmsayn
pregled	pregled	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Zavod	zavod	Ncmsn
će	htjeti	Var3s
obustaviti	obustaviti	Vmn
isplatu	isplata	Ncfsa
mirovine	mirovina	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
novčanog	novčan	Agpnsgy
primanja	primanje	Ncnsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
126.	126.	Mdo
stavcima	stavak	Ncmpi
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Jedan	jedan	Mlcmsn
primjerak	primjerak	Ncmsn
nalaza	nalaz	Ncmpg
i	i	Cc
mišljenja	mišljenje	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
kojim	koji	Pi-msi
je	biti	Var3s
izmijenjen	izmijeniti	Appmsnn
prijašnji	prijašnji	Agpmsny
nalaz	nalaz	Ncmsn
i	i	Cc
mišljenje	mišljenje	Ncnsa
o	o	Sl
činjenici	činjenica	Ncfsl
na	na	Sl
temelju	temelj	Ncmsl
kojega	koji	Pi-msg
je	biti	Var3s
pravo	pravo	Ncnsn
ostvareno	ostvariti	Appnsny
na	na	Sa
štetu	šteta	Ncfsa
korisnika	korisnik	Ncmpg
,	,	Z
nadležna	nadležan	Agpfsny
područna	područni	Agpfsny
ustrojstvena	ustrojstven	Agpfsny
jedinica	jedinica	Ncfsn
Zavoda	zavod	Ncmsg
obvezno	obvezno	Rgp
dostavlja	dostavljati	Vmr3s
Zavodu	zavod	Ncfsa
za	za	Sa
vještačenje	vještačenje	Ncnsa
radi	radi	Sg
odgovarajuće	odgovarajući	Agpfsgy
evidencije	evidencija	Ncfsg
.	.	Z
«	«	Z
.	.	Z

