izvoditelj	izvoditelj	Ncmsn
projektom	projekt	Ncmsi
,	,	Z

a	a	Cc
mogu	moći	Vmr3p
obuhvaćati	obuhvaćati	Vmn
i	i	Qo
podatke	podatak	Ncmpa
o	o	Sl
:	:	Z

–	i	Agpnsly
očekivanom	očekivati	Agpnsly
povećanju	povećanje	Ncnsd
razine	razina	Ncfsg
kvalitete	kvaliteta	Ncfsg
života	život	Ncmsg
navedenih	naveden	Agpmpgy
korisnika	korisnik	Ncmpg
,	,	Z

–	–	Sl
načinu	način	Ncmsl
informiranja	informiranje	Ncnsg
o	o	Sl
programu	program	Ncmsl
ili	ili	Cc
projektu	projekt	Ncmsl
,	,	Z
njegovim	njegov	Agpmpdy
korisnicima	korisnik	Ncmpd
i	i	Cc
rezultatima	rezultat	Ncmpi
,	,	Z

–	–	Sl
načinu	način	Ncmsl
praćenja	praćenje	Ncnsg
provedbe	provedba	Ncfsg
i	i	Cc
vrednovanju	vrednovanje	Ncnsl
provedenog	provesti	Appnsgy
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
,	,	Z

–		Agcfsgy
inovativnosti	inovativnost	Ncfsg
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
i	i	Cc
promjenama	promjena	Ncfpi
koje	koji	Pi-fpn
se	sebe	Px--sa
očekuju	očekivati	Vmr3p
zahvaljujući	zahvaljivati	Rr
provedbi	provedba	Ncfsd
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
,	,	Z

–		Agcfsgy
održivosti	održivost	Ncfsg
projekta	projekt	Ncmsg
.	.	Z

Obrazac	obrazac	Ncmsn
proračuna	proračun	Ncmsg
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg

Članak	članak	Ncmsn
15.	15.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Obrazac	obrazac	Ncmsan
proračuna	proračun	Ncmsg
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
obuhvaća	obuhvaćati	Vmr3s
podatke	podatak	Ncmpa
o	o	Sl
nazivu	naziv	Ncmsl
natječaja	natječaj	Ncmsg
,	,	Z
nazivu	naziv	Ncmsl
udruge	udruga	Ncfsg
i	i	Cc
nazivu	naziv	Ncmsl
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
te	te	Cc
prihodima	prihod	Ncmpi
i	i	Cc
rashodima	rashod	Ncmpi
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Prihodovni	prihodovan	Agpmsny
dio	dio	Ncmsn
obrasca	obrazac	Ncmsg
proračuna	proračun	Ncmsg
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
sadrži	sadržati	Vmr3s
podatke	podatak	Ncmpa
o	o	Sl
izvorima	izvor	Ncmpl
financiranja	financiranje	Ncnsg
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
koje	koji	Pi-fpn
čine	činiti	Vmr3p
ukupan	ukupan	Agpmsann
iznos	iznos	Ncmsan
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
potreban	potreban	Agpmsnn
za	za	Sa
provedbu	provedba	Ncfsa
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
:	:	Z
iznos	iznos	Ncmsn
koji	koji	Pi-msn
se	sebe	Px--sa
traži	tražiti	Vmr3s
od	od	Sg
davatelja	davatelj	Ncmpg
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
,	,	Z
te	te	Cc
iznose	iznos	Ncmpa
koji	koji	Pi-mpn
su	biti	Var3p
za	za	Sa
provedbu	provedba	Ncfsa
dobiveni	dobiti	Appmpny
ili	ili	Cc
se	sebe	Px--sa
očekuju	očekivati	Vmr3p
od	od	Sg
drugih	drugi	Mlompg
donatora	donator	Ncmpg
,	,	Z
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
samouprave	samouprava	Ncfsg
ili	ili	Cc
lokalnog	lokalan	Agpmsgy
poslovnog	poslovan	Agpmsgy
sektora	sektor	Ncmsg
,	,	Z
kao	kao	Cs
i	i	Cc
iznos	iznos	Ncmsn
vlastitih	vlastit	Agpnpgy
sredstava	sredstvo	Ncnpg
koje	koji	Pi-fpn
će	htjeti	Var3s
udruga	udruga	Ncfsn
uložiti	uložiti	Vmn
u	u	Sa
provedbu	provedba	Ncfsa
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
.	.	Z

Osim	osim	Cs
u	u	Sl
apsolutnim	apsolutan	Agpfply
,	,	Z
plan	plan	Ncmsn
prihoda	prihod	Ncmpg
iskazuje	iskazivati	Vmr3s
se	sebe	Px--sa
i	i	Qo
u	u	Sl
relativnim	relativan	Agpmply
iznosima	iznos	Ncmpl
(	(	Z
postocima	postotak	Ncmpi
)	)	Z
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Rashodovni	rashodovni	Agpmsny
dio	dio	Ncmsn
obrasca	obrazac	Ncmsg
proračuna	proračun	Ncmsg
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
obuhvaća	obuhvaćati	Vmr3s
podatke	podatak	Ncmpa
o	o	Sl
izravnim	izravan	Agpfply
i	i	Cc
neizravnim	neizravan	Agpmply
troškovima	trošak	Ncmpl
za	za	Sa
provedbu	provedba	Ncfsa
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
uz	uz	Sa
razradu	razrada	Ncfsa
troškova	trošak	Ncmpg
prema	prema	Sl
očekivanim	očekivati	Agpmply
izvorima	izvor	Ncmpl
prihoda	prihod	Ncmpg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Pod	pod	Si
izravnim	izravan	Agpmpiy
troškovima	trošak	Ncmpi
podrazumijevaju	podrazumijevati	Vmr3p
se	sebe	Px--sa
troškovi	trošak	Ncmpn
koji	koji	Pi-mpn
su	biti	Var3p
neposredno	neposredno	Rgp
povezani	povezati	Appmpny
uz	uz	Sa
provedbu	provedba	Ncfsa
pojedinih	pojedini	Agpfpgy
aktivnosti	aktivnost	Ncfpg
predloženog	predložen	Agpmsgy
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Pod	pod	Si
neizravnim	neizravan	Agpmpiy
troškovima	trošak	Ncmpi
podrazumijevaju	podrazumijevati	Vmr3p
se	sebe	Px--sa
troškovi	trošak	Ncmpn
koji	koji	Pi-mpn
nisu	biti	Var3p
izravno	izravno	Rgp
povezani	povezati	Appmpny
s	sa	Si
provedbom	provedba	Ncfsi
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
,	,	Z
ali	ali	Cc
neizravno	neizravno	Rgp
pridonose	pridonositi	Vmr3p
postizanju	postizanje	Ncnsd
njegovih	njegov	Ps3mpg
ciljeva	cilj	Ncmpg
pri	pri	Sl
čemu	što	Pi3n-l
i	i	Cc
ovi	ovaj	Pd-mpn
troškovi	trošak	Ncmpn
trebaju	trebati	Vmr3p
biti	biti	Van
specificirani	specificirati	Appmpny
i	i	Cc
obrazloženi	obrazložiti	Appmpny
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Sukladno	sukladno	Rgp
ciljevima	cilj	Ncmpd
i	i	Cc
prioritetima	prioritet	Ncmpl
natječaja	natječaj	Ncmsg
davatelj	davatelj	Ncmsn
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
može	moći	Vmr3s
u	u	Sl
postocima	postotak	Ncmpl
ograničiti	ograničiti	Vmn
,	,	Z
odnosno	odnosno	Rgp
preporučiti	preporučiti	Vmn
okvirne	okviran	Agpmpay
iznose	iznos	Ncmpa
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
za	za	Sa
pojedine	pojedini	Agpfpay
skupine	skupina	Ncfpa
troškova	trošak	Ncmpg
.	.	Z

Obrazac	obrazac	Ncmsn
izjave	izjava	Ncfsg
o	o	Sl
partnerstvu	partnerstvo	Ncnsl

Članak	članak	Ncmsn
16.	16.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kada	kada	Cs
je	biti	Var3s
uvjetima	uvjet	Ncfsn
javnog	javan	Agpmsgy
natječaja	natječaj	Ncmsg
propisano	propisati	Appnsny
da	da	Cs
prijavitelj	prijavitelj	Ncmsn
projekta	projekt	Ncmsg
može	moći	Vmr3s
ili	ili	Cc
mora	morati	Vmr3s
imati	imati	Vmn
jednog	jedan	Mlcmsg
ili	ili	Cc
više	mnogo	Rgc
partnera	partner	Ncmpg
na	na	Sl
provedbi	provedba	Ncfsl
projekta	projekt	Ncmsg
,	,	Z
natječajna	natječajni	Agpfsny
dokumentacija	dokumentacija	Ncfsn
sadrži	sadržati	Vmr3s
i	i	Cc
obrazac	obrazac	Ncmsan
Izjave	izjava	Ncfsg
o	o	Sl
partnerstvu	partnerstvo	Ncnsl
.	.	Z

Obrazac	obrazac	Ncmsn
Izjave	izjava	Ncfsg
o	o	Sl
partnerstvu	partnerstvo	Ncnsl
popunjava	popunjavati	Vmr3s
i	i	Cc
potpisuje	potpisivati	Vmr3s
svaki	svaki	Pi-msn
od	od	Sg
partnera	partner	Ncmpg
pojedinačno	pojedinačno	Rgp
i	i	Cc
mora	morati	Vmr3s
biti	biti	Van
priložen	priložiti	Appmsnn
u	u	Sl
izvorniku	izvornik	Ncmsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
Izjavi	izjava	Ncfsl
o	o	Sl
partnerstvu	partnerstvo	Ncnsl
navodi	navoditi	Vmr3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
partnerstvo	partnerstvo	Ncnsn
dogovoren	dogovoriti	Appmsnn
,	,	Z
stabilan	stabilan	Agpmsann
i	i	Cc
obvezujući	obvezujuć	Agpmsayn
odnos	odnos	Ncmsan
između	između	Sg
prijavitelja	prijavitelj	Ncmpg
,	,	Z
odnosno	odnosno	Rgp
nositelja	nositelj	Ncmpg
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
i	i	Cc
partnera	partner	Ncmpg
koje	koji	Pi-mpa
podrazumijeva	podrazumijevati	Vmr3s
zajedničke	zajednički	Agpfpay
odgovornosti	odgovornost	Ncfpa
u	u	Sl
provedbi	provedba	Ncfsl
projekta	projekt	Ncmsg
financiranog	financirati	Appmsgy
od	od	Sg
strane	strana	Ncfsg
ugovornih	ugovoran	Agpnpgy
tijela	tijelo	Ncnpg
,	,	Z
te	te	Cc
da	da	Cs
svi	sav	Agpmpny
partneri	partner	Ncmpn
koji	koji	Pi-mpn
ga	on	Pp3msa
provode	provoditi	Vmr3p
postupaju	postupati	Vmr3p
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
načelima	načelo	Ncmpi
dobre	dobar	Agpfsgy
prakse	praksa	Ncfsg
u	u	Sl
partnerstvu	partnerstvo	Ncnsl
.	.	Z

Životopis	životopis	Ncmsn
voditelja	voditelj	Ncmpg
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg

Članak	članak	Ncmsn
17.	17.	Mdo

Kada	kada	Cs
je	biti	Var3s
uvjetima	uvjet	Ncfsn
javnog	javan	Agpmsgy
natječaja	natječaj	Ncmsg
propisano	propisati	Appnsny
da	da	Cs
se	sebe	Px--sa
dokumentaciji	dokumentacija	Ncfsl
prilaže	prilagati	Vmr3s
i	i	Cc
životopis	životopis	Ncmsan
voditelja	voditelj	Ncmpg
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
isti	isti	Agpmsny
se	sebe	Px--sa
podnosi	podnositi	Vmr3s
na	na	Sl
obrascu	obrazac	Ncmsl
propisanom	propisati	Agpmsly
javnim	javan	Agpmsiy
natječajem	natječaj	Ncmsi
,	,	Z
a	a	Cc
obavezno	obavezno	Rgp
mora	morati	Vmr3s
sadržavati	sadržavati	Vmn
datum	datum	Ncmsan
popunjavanja	popunjavanje	Ncnsg
i	i	Cc
potpis	potpis	Ncmsan
voditelja	voditelj	Ncmpg
programa	program	Ncmsg
ili	ili	Cc
projekta	projekt	Ncmsg
.	.	Z

Izjava	izjava	Ncfsn
o	o	Sl
programima	program	Ncmpl
i	i	Cc
/	/	Z
ili	ili	Cc
projektima	projekt	Ncmpi
udruge	udruga	Ncfsg
financiranim	financirati	Appmply
iz	iz	Sg
javnih	javan	Agpmpgy
izvora	izvor	Ncmpg

Članak	članak	Ncmsn
18.	18.	Mdo

