uređuje	uređivati	Vmr3s
ili	ili	Cc
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
putem	put	Sg
rata	rat	Ncmsg
nije	biti	Var3s
dozvoljen	dozvoliti	Appmsnn
.	.	Z

Postupak	postupak	Ncmsn
obrade	obrada	Ncfsg

Članak	članak	Ncmsn
63.	63.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
treba	trebati	Vmr3s
sadržavati	sadržavati	Vmn
sve	sav	Agpmpay
plaćene	platiti	Agpmpay
račune	račun	Ncmpa
/	/	Z
odgovarajuće	odgovarajući	Agpmpay
dokumente	dokument	Ncmpa
sukladno	sukladno	Rgp
Listi	lista	Ncfsd
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z
a	a	Cc
svi	sav	Agpmpny
priloženi	priložen	Agpmpny
računi	račun	Ncmpn
moraju	morati	Vmr3p
biti	biti	Van
plaćeni	platiti	Appmpny
u	u	Sl
cijelosti	cijelost	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Odabranom	Odabran	Npmsi
LAG-u	LAG	Npmsd
za	za	Sa
tip	tip	Ncmsan
operacije	operacija	Ncfsg
19.3.2.	19.3.2.	Mdo
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
isplatiti	isplatiti	Vmn
javna	javan	Agpfsny
potpora	potpora	Ncfsn
u	u	Sl
iznosu	iznos	Ncmsl
višem	visok	Agcmsly
od	od	Sg
iznosa	iznos	Ncmsg
navedenoga	navesti	Appmsgy
u	u	Sl
financijskom	financijski	Agpmsly
planu	plan	Ncmsl
projekta	projekt	Ncmsg
suradnje	suradnja	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Odabranom	Odabran	Npmsi
LAG-u	LAG	Npmsl
ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
isplatiti	isplatiti	Vmn
ukupna	ukupan	Agpfsny
potpora	potpora	Ncfsn
u	u	Sl
iznosu	iznos	Ncmsl
višem	visok	Agcmsly
od	od	Sg
iznosa	iznos	Ncmsg
navedenoga	naveden	Agpmsgy
u	u	Sl
Ugovoru	ugovor	Ncmsl
za	za	Sa
Podmjeru	Podmjera	Npmsay
19.3.	19.3.	Mds
,	,	Z
tip	tip	Ncmsn
operacije	operacija	Ncfsg
19.3.1.	19.3.1.	Mdo
i	i	Cc
19.3.2.	19.3.2.	Mds

(	(	Z
4	4	Mdc
)	)	Z
Odabrani	odabrati	Agpmsny
LAG	LAG	Npmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
dostaviti	dostaviti	Vmn
izjavu	izjava	Ncfsa
da	da	Cs
mu	on	Pp3msd
nisu	biti	Var3p
dodijeljena	dodijeliti	Appnpny
bespovratna	bespovratan	Agpnpny
sredstva	sredstvo	Ncnpn
za	za	Sa
iste	isti	Agpmpay
prihvatljive	prihvatljiv	Agpmpay
troškove	trošak	Ncmpa
za	za	Sa
koju	koji	Pi-fsa
je	biti	Var3s
podnio	podnijeti	Vmp-sm
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
,	,	Z
od	od	Sg
strane	strana	Ncfsg
središnjih	središnji	Agpnpgy
tijela	tijelo	Ncnpg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
,	,	Z
jedinica	jedinica	Ncfsn
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
,	,	Z
te	te	Cc
svake	svaki	Pi-fsg
pravne	pravni	Agpfsgy
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
dodjeljuje	dodjeljivati	Vmr3s
državne	državni	Agpfpay
potpore	potpora	Ncfpa
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
donijet	donijeti	Vmn
će	htjeti	Var3p
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
će	htjeti	Var3s
ukupan	ukupan	Agpmsnn
iznos	iznos	Ncmsn
biti	biti	Van
umanjen	umanjiti	Appmsnn
za	za	Sa
iznos	iznos	Ncmsan
dodijeljenih	dodijeljen	Agpmpgy
bespovratnih	bespovratan	Ncmpg
sredstva	sredstvo	Ncnpg
za	za	Sa
iste	isti	Agpmpay
prihvatljive	prihvatljiv	Agpmpay
troškove	trošak	Ncmpa
sukladno	sukladno	Rgp
stavku	stavak	Ncmsl
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Odabrani	odabrati	Agpmsny
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
uz	uz	Sa
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
poslati	poslati	Vmn
izjavu	izjava	Ncfsa
o	o	Sa
bilo	bilo	Qo
kojoj	koji	Pi-fsl
situaciji	situacija	Ncfsl
postojanja	postojanje	Ncnsg
sukoba	sukob	Ncmsg
interesa	interes	Ncmpg
između	između	Sg
članova	član	Ncmpg
upravnog	upravan	Agpmsgy
(	(	Z
izvršnog	izvršan	Agpnsgy
)	)	Z
tijela	tijelo	Ncnsg
odabranog	odabrati	Agpmsgy
LAG-a	lag-	Ncmsg
(	(	Z
osoba	osoba	Ncfpg
koji	koji	Pi-mpn
su	biti	Var3p
imenom	ime	Ncnsi
i	i	Cc
prezimenom	prezime	Ncnsi
članovi	član	Ncmpn
upravnog	upravan	Agpmsgy
(	(	Z
izvršnog	izvršan	Agpnsgy
)	)	Z
tijela	tijelo	Ncnsg
kao	kao	Cs
i	i	Qo
organizacija	organizacija	Ncfsn
čiji	čiji	Pi-mpn
su	biti	Var3p
oni	onaj	Pd-mpn
predstavnici	predstavnik	Ncmpn
u	u	Sl
upravnom	upravan	Agpmsly
(	(	Z
izvršnom	izvršan	Agpnsly
)	)	Z
tijelu	tijelo	Ncnsl
)	)	Z
i	i	Cc
odabranog	odabrati	Agpmsgy
dobavljača	dobavljač	Ncmsg
,	,	Z
pri	pri	Sl
čemu	što	Pi3n-l
se	sebe	Px--sa
pod	pod	Si
pojmom	pojam	Ncmsi
»	»	Z
dobavljač	dobavljač	Ncmsn
«	«	Z
smatra	smatrati	Vmr3s
poslovni	poslovan	Agpmsayn
subjekt	subjekt	Ncmsan
od	od	Sg
kojeg	koji	Pi-msg
je	biti	Var3s
nabavljena	nabaviti	Appfsny
roba	roba	Ncfsn
ili	ili	Cc
usluga	usluga	Ncfpg
,	,	Z
odnosno	odnosno	Rgp
pravna	pravni	Agpfsny
ili	ili	Cc
fizička	fizički	Agpfsny
osoba	osoba	Ncfsn
od	od	Sg
koje	koji	Pi-fsg
je	biti	Var3s
odabrani	odabrati	Agpmsny
LAG	LAG	Npmsn
kupio	kupiti	Vmp-sm
robu	roba	Ncfsa
ili	ili	Cc
uslugu	usluga	Ncfsa
za	za	Sa
koju	koji	Pi-fsa
traži	tražiti	Vmr3s
potporu	potpora	Ncfsa
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
donijeti	donijeti	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
će	htjeti	Var3s
ukupan	ukupan	Agpmsnn
iznos	iznos	Ncmsn
biti	biti	Van
umanjen	umanjiti	Appmsnn
za	za	Sa
iznos	iznos	Ncmsan
za	za	Sa
koji	koji	Pi-msn
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
sukob	sukob	Ncmsn
interesa	interes	Ncmsg
sukladno	sukladno	Rgp
stavku	stavak	Ncmsl
6.	6.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Za	za	Sa
nepotpun	nepotpun	Agpmsann
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
Agencija	agencija	Ncfpg
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
izdati	izdati	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsan
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Zahtjev	zahtjev	Ncmsn
za	za	Sa
dopunu	dopuna	Ncfsa
)	)	Z
kojim	koji	Pi-msi
će	htjeti	Var3s
tražiti	tražiti	Vmn
dostavljanje	dostavljanje	Ncnsa
dokumentacije	dokumentacija	Ncfsg
koja	koji	Pi-fsn
nedostaje	nedostajati	Vmr3s
te	ti	Pp2-sa
isti	isti	Agpmsny
dostaviti	dostaviti	Vmn
preporučenom	preporučiti	Agpfsiy
poštom	pošta	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
.	.	Z

Odabrani	odabrati	Appmpny
LAG	lti	Appnsny
je	biti	Var3s
dužan	dužan	Agpmsnn
dostaviti	dostaviti	Vmn
traženu	tražen	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
preporučenom	preporučiti	Agpfsiy
pošiljkom	pošiljka	Ncfsi
s	sa	Si
povratnicom	povratnica	Ncfsi
ili	ili	Cc
neposredno	neposredno	Rgp
u	u	Sa
Agenciju	agencija	Ncfsa
za	za	Sa
plaćanja	plaćanje	Ncnpa
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
sedam	sedam	Mlc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmpg
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
.	.	Z

Ukoliko	ukoliko	Cs
tražena	tražiti	Appfsny
dokumentacija	dokumentacija	Ncfsn
ne	ne	Qz
bude	biti	Var3s
dostavljena	dostaviti	Appfsny
u	u	Sl
zadanom	zadati	Agpmsly
roku	rok	Ncmsl
,	,	Z
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
je	biti	Var3s
odabrani	odabrati	Agpmsny
LAG	LAG	Npmsn
odustao	odustati	Vmp-sm
od	od	Sg
iznosa	iznos	Ncmsg
javne	javan	Agpfsgy
potpore	potpora	Ncfsg
za	za	Sa
koji	koji	Pi-msan

