kune	kuna	Ncfpa
temeljem	temelj	Ncmsi
povrata	povrat	Ncmsg
preplate	preplata	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
c	C	Xf
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
5.	5.	Mdo
podtočaka	podtočak	Ncmsg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z

–	–	Sa
razliku	razlika	Ncfsa
u	u	Sl
početnoj	početan	Agpfsly
glavnici	glavnica	Ncfsl
zbog	zbog	Sg
kupoprodaje	kupoprodaja	Ncfsg
deviza	deviza	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
c	C	Xf
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
iznos	iznos	Ncmsn
naplaćenih	naplatiti	Agpfpgy
zateznih	zatezni	Agpfpgy
kamata	kamata	Ncfpg
,	,	Z
naknada	naknada	Ncfsn
i	i	Cc
troškova	trošak	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
c	C	Xf
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
iznos	iznos	Ncmsn
kamate	kamata	Ncfsg
i	i	Cc
tečajnih	tečajni	Agpfpgy
razlika	razlika	Ncfpg
na	na	Sa
ime	ime	Ncnsa
preplate	preplata	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
c	C	Xf
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
snosi	snositi	Vmr3s
potrošač	potrošač	Ncmsn
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Ako	ako	Cs
su	biti	Var3p
ugovorom	ugovor	Ncmsi
o	o	Sl
kreditu	kredit	Ncmsl
denominiranom	denominirati	Appmsly
u	u	Sl
CHF	CHF	Npfsl
i	i	Cc
denominiranom	denominirati	Ncfsi
u	u	Sl
kunama	kuna	Ncfpl
u	u	Sl
valutnoj	valutni	Agpfsly
klauzuli	klauzula	Ncfsl
u	u	Sl
CHF	i	Agpmsly
potrošaču	potrošač	Ncmsl
bile	biti	Vap-pf
odobrene	odobren	Agpfsgy
pogodnosti	pogodnost	Ncfsg
u	u	Sl
vidu	vid	Ncmsl
smanjene	smanjiti	Appfsgy
kamatne	kamatan	Agpfsgy
stope	stopa	Ncfsg
,	,	Z
posebnog	poseban	Agpmsgy
tečaja	tečaj	Ncmsg
ili	ili	Cc
druge	drugi	Mlofsg
specifične	specifičan	Agpfpay
pogodnosti	pogodnost	Ncfpa
po	po	Sl
odluci	odluka	Ncfsl
vjerovnika	vjerovnik	Ncmpg
,	,	Z
vjerovnik	vjerovnik	Ncmsn
ih	oni	Pp3-pa
nije	biti	Var3s
dužan	dužan	Agpmsnn
primijeniti	primijeniti	Vmn
na	na	Sa
izračun	izračun	Ncmsan
konverzije	konverzija	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
c	C	Npmsn
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
već	već	Rgp
one	oni	Pp3fpn
padaju	padati	Vmr3p
na	na	Sa
teret	teret	Ncmsan
potrošača	potrošač	Ncmpg
.	.	Z

Pritom	pritom	Rgp
se	sebe	Px--sa
pogodnostima	pogodnost	Ncfpi
ne	ne	Qz
smatraju	smatrati	Vmr3p
posebna	poseban	Agpnpay
smanjenja	smanjenje	Ncnpa
kamatnih	kamatan	Agpfpgy
stopa	stopa	Ncfpg
,	,	Z
posebni	poseban	Agpmsny
tečaj	tečaj	Ncmsn
ili	ili	Cc
povoljniji	povoljan	Agcmpny
uvjeti	uvjet	Ncmpn
odobreni	odobren	Agpmpny
određenim	određen	Agpfpdy
istovrsnim	istovrstan	Agpfpdy
skupinama	skupina	Ncfpd
potrošača	potrošač	Ncmpg
temeljem	temelj	Ncmsi
dobi	dob	Ncfsg
,	,	Z
namjene	namjena	Ncfsg
kredita	kredit	Ncmpg
,	,	Z
iste	isti	Agpfsgy
vrste	vrsta	Ncfsg
i	i	Cc
trajanja	trajanje	Ncnsg
u	u	Sa
EUR	EUR	Npmsan
i	i	Cc
u	u	Sl
kunama	kuna	Ncfpl
s	sa	Si
valutnom	valutni	Agpfsiy
klauzulom	klauzula	Ncfsi
u	u	Sa
EUR	EUR	Ncmsan
na	na	Sa
datum	datum	Ncmsan
sklapanja	sklapanje	Ncnsg
ugovora	ugovor	Ncmsg
o	o	Sl
kreditu	kredit	Ncmsl
denominiranog	denominirati	Appmsgy
u	u	Sl
CHF	CHF	Npfsl
i	i	Cc
denominiranog	denominirati	Appmsgy
u	u	Sl
kunama	kuna	Ncfpl
s	sa	Si
valutnom	valutni	Agpfsiy
klauzulom	klauzula	Ncfsi
u	u	Sl
CHF	CH	Npmsl
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Ako	ako	Cs
potrošač	potrošač	Ncmsn
prihvati	prihvatiti	Vmr3s
izračun	izračun	Ncmsan
konverzije	konverzija	Ncfsg
kredita	kredit	Ncmpg
,	,	Z
vjerovnik	vjerovnik	Ncmsn
neće	htjeti	Var3s
tražiti	tražiti	Vmn
dodatne	dodatan	Agpmpay
instrumente	instrument	Ncmpa
osiguranja	osiguranje	Ncnsg
plaćanja	plaćanje	Ncnsg
,	,	Z
u	u	Sl
odnosu	odnos	Ncmsl
na	na	Sa
ugovorene	ugovoriti	Appmpay
,	,	Z
niti	niti	Cc
postavljati	postavljati	Vmn
dodatne	dodatan	Agpmpay
uvjete	uvjet	Ncmpa
potrošaču	potrošač	Ncmsd
kojima	koji	Pi-mpi
bi	biti	Vaa3p
se	sebe	Px--sa
derogirala	derogirati	Vmp-sf
njegova	njegov	Ps3nsg
druga	drugi	Mlonpn
prava	prav	Agpfsny
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Svi	sav	Agpmpny
popratni	popratni	Agpmpny
troškovi	trošak	Ncmpn
konverzije	konverzija	Ncfsg
kredita	kredit	Ncmsg
ne	ne	Qz
smiju	smjeti	Vmr3p
se	sebe	Px--sa
zaračunati	zaračunati	Vmn
potrošaču	potrošač	Ncmsd
.	.	Z

Prijelazno	prijelazan	Agpnsny
razdoblje	razdoblje	Ncnsn

Članak	članak	Ncmsn
19.	19.	Mdo
f	f	X

(	(	Z
1	1	Mdc
)	)	Z
Potrošač	potrošač	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
nastaviti	nastaviti	Vmn
plaćati	plaćati	Vmn
obroke	obrok	Ncmpa
odnosno	odnosno	Rgp
anuitete	anuitet	Ncmpa
utvrđene	utvrditi	Appmpay
otplatnim	otplatni	Agpmsiy
planom	plan	Ncmsi
važećim	važeći	Agpnsiy
prije	prije	Sg
konverzije	konverzija	Ncfsg
kredita	kredit	Ncmsg
denominiranog	denominirati	Appmsgy
u	u	Sa
CHF	CHF	Npmsan
i	i	Cc
denominiranog	denominirati	Appmsgy
u	u	Sl
kunama	kuna	Ncfpl
s	sa	Si
valutnom	valutni	Agpfsiy
klauzulom	klauzula	Ncfsi
u	u	Sl
CHF	CH	Npmsl
do	do	Sg
dana	dan	Ncmpg
sklapanja	sklapanje	Ncnsg
novog	nov	Agpnsgy
ili	ili	Cc
izmijenjenog	izmijeniti	Agpmsgy
ugovora	ugovor	Ncmsg
o	o	Sl
kreditu	kredit	Ncmsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Razlika	razlika	Ncfsn
između	između	Sg
uplaćenog	uplatiti	Agpmsgy
iznosa	iznos	Ncmsg
u	u	Sl
prijelaznom	prijelazan	Agpnsly
razdoblju	razdoblje	Ncnsl
i	i	Cc
iznosa	iznos	Ncmsg
za	za	Sa
uplatu	uplata	Ncfsa
po	po	Sl
obroku	obrok	Ncmsl
odnosno	odnosno	Rgp
anuitetu	anuitet	Ncmsl
u	u	Sa
EUR	EUR	Npmsan
i	i	Cc
u	u	Sl
kunama	kuna	Ncfpl
s	sa	Si
valutnom	valutni	Agpfsiy
klauzulom	klauzula	Ncfsi
u	u	Sa
EUR	EUR	Ncmsan
utvrđenom	utvrditi	Agpmsly
novim	nov	Agpmsiy
otplatnim	otplatni	Agpmsiy
planom	plan	Ncmsi
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
c	C	Xf
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
utvrdit	utvrditi	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
prilikom	prilikom	Sg
dospijeća	dospijeće	Ncnsg
prvog	prvi	Mlomsg
sljedećeg	sljedeći	Agpmsgy
anuiteta	anuitet	Ncmsg
odnosno	odnosno	Rgp
obroka	obrok	Ncmpg
u	u	Sa
EUR	EUR	Npmsan
i	i	Cc
u	u	Sl
kunama	kuna	Ncfpl
s	sa	Si
valutnom	valutni	Agpfsiy
klauzulom	klauzula	Ncfsi
u	u	Sa
EUR	EUR	Npmsan
novog	nov	Agpmsgy
otplatnog	otplatni	Agpmsgy
plana	plan	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
c	C	Xf
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
te	te	Cc
će	htjeti	Var3s
se	sebe	Px--sa
tako	tako	Rgp
utvrđena	utvrditi	Appfsny
razlika	razlika	Ncfsn
smatrati	smatrati	Vmn
preplatom	preplata	Ncfsi
iz	iz	Sg
članka	članak	Ncmsg
19.	19.	Mdo
c	C	Xf
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ili	ili	Cc

