odvjetnika	odvjetnik	Ncmpg
od	od	Sg
odgovornosti	odgovornost	Ncfsg
menadžera	menadžer	Ncmpg
(	(	Z
direktora	direktor	Ncmsg
i	i	Cc
rukovoditelja	rukovoditelj	Ncmpg
D	D	X
&	&	Z
O	o	Sl
)	)	Z
,	,	Z

13.22	13.22	Mds
Osiguranje	osiguranje	Ncnsn
turističke	turistički	Agpfsgy
agencije	agencija	Ncfsg
od	od	Sg
odgovornosti	odgovornost	Ncfsg
za	za	Sa
paket-aranžman	paket-aranžman	Ncmsan
,	,	Z
13.99	13.99	Mds
Ostala	ostali	Agpnpay
osiguranja	osiguranje	Ncnpa
od	od	Sg
odgovornosti	odgovornost	Ncfsg
.	.	Z

14	1i	Agpnsny
OSIGURANJE	osiguranje	Ncnsn
KREDITA	kredit	Ncmpg
je	biti	Var3s
osiguranje	osiguranje	Ncnsn
koje	koji	Pi-nsn
pokriva	pokrivati	Vmr3s
:	:	Z

–	–	Agpmsny
rizik	rizik	Ncmsn
neplaćanja	neplaćanje	Ncnsg
(	(	Z
odnosno	odnosno	Rgp
kašnjenja	kašnjenje	Ncnsg
plaćanja	plaćanje	Ncnsg
)	)	Z
uslijed	uslijed	Sg
opće	opći	Agpfsgy
nesolventnosti	nesolventnost	Ncfsg
ili	ili	Cc
drugih	drugi	Mlompg
događaja	događaj	Ncmpg
(	(	Z
postupanja	postupanje	Ncnsg
ili	ili	Cc
činjenica	činjenica	Ncfsn
)	)	Z
,	,	Z

–	i	Agpmpay
izvozne	izvozan	Agpmpay
kredite	kredit	Ncmpa
i	i	Cc
druge	drugi	Agpmpay
rizike	rizik	Ncmpa
u	u	Sl
svezi	sveza	Ncfsl
s	sa	Si
izvozom	izvoz	Ncmsi
,	,	Z
trgovinom	trgovina	Ncfsi
i	i	Cc
ulaganjima	ulaganje	Ncnpd
na	na	Sl
stranim	stran	Agpmply
ili	ili	Cc
domaćim	domaći	Agpnply
tržištima	tržište	Ncnpl
,	,	Z

–	i	Agpmpay
kredite	kredit	Ncmpa
s	sa	Si
obročnim	obročan	Agpfpiy
otplatama	otplata	Ncfpi
,	,	Z

–	–	Z
hipotekarne	hipotekarni	Agpfsgy
i	i	Cc
lombardne	lombardni	Agpmpay
kredite	kredit	Ncmpa
,	,	Z

–	i	Agpmpay
poljoprivredne	poljoprivredni	Agpmpay
kredite	kredit	Ncmpa
,	,	Z
te	te	Cc

–	i	Agpmpay
druge	drugi	Agpmpay
kredite	kredit	Ncmpa
i	i	Cc
zajmove	zajam	Ncmpa
;	;	Z
a	a	Cc
obuhvaća	obuhvaćati	Vmr3s
:	:	Z

14.01	14.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
izvoznih	izvozan	Agpnpgy
potraživanja	potraživanje	Ncnpg
,	,	Z

14.02	14.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
drugih	drugi	Mlofpg
vrsta	vrsta	Ncfpg
potraživanja	potraživanje	Ncnsg
,	,	Z

14.03	14.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
korisnika	korisnik	Ncmpg
kredita	kredit	Ncmsg
od	od	Sg
nemogućnosti	nemogućnost	Ncfsg
vraćanja	vraćanje	Ncnsg
kredita	kredit	Ncmpg
uslijed	uslijed	Sg
rizika	rizik	Ncmsg
smrtnosti	smrtnost	Ncfsg
,	,	Z
nezgode	nezgoda	Ncfsg
,	,	Z
nesposobnosti	nesposobnost	Ncfsg
za	za	Sa
rad	rad	Ncmsan
,	,	Z
gubitka	gubitak	Ncmsg
posla	posao	Ncmsg
i	i	Cc
sličnih	sličan	Agpmpgy
rizika	rizik	Ncmpg
,	,	Z

14.99	14.99	Mds
Ostala	ostali	Agpnpay
osiguranja	osiguranje	Ncnpa
kredita	kredit	Ncmsg
.	.	Z

15	1i	Agpnsny
OSIGURANJE	osiguranje	Ncnsn
JAMSTAVA	jamstvo	Ncnpg
je	biti	Var3s
osiguranje	osiguranje	Ncnsn
koje	koji	Pi-nsn
pokriva	pokrivati	Vmr3s
i	i	Cc
izravno	izravno	Rgp
i	i	Cc
neizravno	neizravan	Agpnsny
jamstvo	jamstvo	Ncnsn
za	za	Sa
ispunjavanje	ispunjavanje	Ncnsa
obveza	obveza	Ncfpg
dužnika	dužnik	Ncmpg
,	,	Z
a	a	Cc
obuhvaća	obuhvaćati	Vmr3s
:	:	Z

15.01	15.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
jamstava	jamstvo	Ncnpg
koje	koji	Pi-nsa
podrazumijeva	podrazumijevati	Vmr3s
rizike	rizik	Ncmpa
izravnog	izravan	Agpmsgy
i	i	Cc
neizravnog	neizravan	Agpnsgy
jamstva	jamstvo	Ncnsg
,	,	Z

15.02	15.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
garancija	garancija	Ncfpg
,	,	Z

15.99	15.99	Mds
Ostala	ostali	Agpnpay
osiguranja	osiguranje	Ncnpa
jamstava	jamstvo	Ncnpg
.	.	Z

16	1i	Agpnsny
OSIGURANJE	osiguranje	Ncnsn
RAZNIH	razni	Agpmpgy
FINANCIJSKIH	financijski	Agpmpgy
GUBITAKA	gubitak	Ncmpg
je	biti	Var3s
osiguranje	osiguranje	Ncnsn
koje	koji	Pi-nsn
pokriva	pokrivati	Vmr3s
:	:	Z

–	i	Agpmpay
profesionalne	profesionalan	Agpmpay
rizike	rizik	Ncmpa
,	,	Z

–	i	Agpmpay
nedostatne	nedostatan	Agpmpay
prihode	prihod	Ncmpa
(	(	Z
općenito	preopćenito	Rgp
)	)	Z
,	,	Z

–	–	Sa
loše	loš	Agpnsay
vrijeme	vrijeme	Ncnsa
,	,	Z

–	–	Sa
izgubljenu	izgubljen	Agpfsay
dobit	dobit	Ncfsa
,	,	Z

–	i	Agpmpay
nepredviđene	nepredviđen	Agpmpay
troškove	trošak	Ncmpa
općenite	preopćenit	Agpfsgy
vrste	vrsta	Ncfsg
,	,	Z

–	i	Agpmpay
nepredviđene	nepredviđen	Agpmpay
poslovne	poslovan	Agpmpay
troškove	trošak	Ncmpa
,	,	Z

–	–	Agpmsny
gubitak	gubitak	Ncmsn
tržišne	tržišni	Agpfsgy
vrijednosti	vrijednost	Ncfsg
,	,	Z

–	–	Sa
gubitak	gubitak	Ncmsan
najamnine	najamnina	Ncfsg
odnosno	odnosno	Rgp
prihoda	prihod	Ncmpg
,	,	Z

–	i	Agpfpny
druge	drugi	Mlofpn
posredne	posredan	Agpmpay
poslovne	poslovan	Agpmpay
gubitke	gubitak	Ncmpa
,	,	Z
osim	osim	Sg
gubitka	gubitak	Ncmsg
iz	iz	Sg
gornjih	gornji	Agpfpgy
alineja	alineja	Ncfpg
,	,	Z

–	i	Agpfpny
druge	drugi	Mlofpn
neposlovne	neposlovan	Agpmpay
financijske	financijski	Agpmpay
gubitke	gubitak	Ncmpa
,	,	Z

–	i	Agpmpay
druge	drugi	Mlompa
oblike	oblik	Ncmpa
financijskih	financijski	Agpmpgy
gubitaka	gubitak	Ncmpg
,	,	Z
a	a	Cc
obuhvaća	obuhvaćati	Vmr3s
:	:	Z

16.01	16.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
financijskih	financijski	Agpmpgy
gubitaka	gubitak	Ncmpg
radi	radi	Sg
prekida	prekid	Ncmsg
rada	rad	Ncmsg
zbog	zbog	Sg
požara	požar	Ncmsg
i	i	Cc
nekih	neki	Pi-mpg
drugih	drugi	Mlofpg
opasnosti	opasnost	Ncfpg
,	,	Z

16.02	16.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
financijskih	financijski	Agpmpgy
gubitaka	gubitak	Ncmpg
radi	radi	Sg
prekida	prekid	Ncmsg
rada	rad	Ncmsg
zbog	zbog	Sg
loma	lom	Ncmsg
strojeva	stroj	Ncmpg
,	,	Z

16.03	16.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
raznih	razni	Agpfpgy
priredbi	priredba	Ncfpg
zbog	zbog	Sg
atmosferskih	atmosferski	Agpfpgy
oborina	oborina	Ncfpg
,	,	Z

16.04	16.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
od	od	Sg
šteta	šteta	Ncfpg
zbog	zbog	Sg
otkupa	otkup	Ncmpg
krivotvorenih	krivotvoriti	Appmpgy
inozemnih	inozeman	Agpnpgy
sredstava	sredstvo	Ncnpg
plaćanja	plaćanje	Ncnsg
,	,	Z

16.05	16.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
opasnosti	opasnost	Ncfsg
otkaza	otkaz	Ncmsg
turističkih	turistički	Agpnpgy
putovanja	putovanje	Ncnpg
,	,	Z

16.06	16.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
financijskih	financijski	Agpmpgy
gubitaka	gubitak	Ncmpg
radi	radi	Sg
prekida	prekid	Ncmsg
rada	rad	Ncmsg
zbog	zbog	Sg
potresa	potres	Ncmsg
i	i	Cc
drugih	drugi	Mlofpg
elementarnih	elementaran	Agpfpgy
nepogoda	nepogoda	Ncfpg
,	,	Z

16.99	16.99	Mds
Ostala	ostali	Agpnpny
osiguranja	osiguranje	Ncnpn
financijskih	financijski	Agpmpgy
gubitaka	gubitak	Ncmpg
.	.	Z

17	1i	Agpnsny
OSIGURANJE	osiguranje	Ncnsn
TROŠKOVA	trošak	Ncmpg
PRAVNE	pravni	Agpfsgy
ZAŠTITE	zaštita	Ncfsg
je	biti	Var3s
osiguranje	osiguranje	Ncnsn
koje	koji	Pi-nsn
pokriva	pokrivati	Vmr3s
troškove	trošak	Ncmpa
pravne	pravni	Agpfsgy
zaštite	zaštita	Ncfsg
i	i	Cc
troškove	trošak	Ncmpa
sudskog	sudski	Agpmsgy
ili	ili	Cc
kojeg	koji	Pi-msg
drugog	drugi	Mlomsg
postupka	postupak	Ncmsg
,	,	Z
a	a	Cc
obuhvaća	obuhvaćati	Vmr3s
:	:	Z

17.01	17.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
troškova	trošak	Ncmpg
pravne	pravni	Agpfsgy
zaštite	zaštita	Ncfsg
i	i	Cc
troškova	trošak	Ncmpg
sudskog	sudski	Agpmsgy
postupka	postupak	Ncmsg

17.99	17.99	Mds
Ostala	ostali	Agpnpay
osiguranja	osiguranje	Ncnpa
troškova	trošak	Ncmpg
pravne	pravni	Agpfsgy
zaštite	zaštita	Ncfsg
.	.	Z

18	1i	Agpnsny
OSIGURANJE	osiguranje	Ncnsn
POMOĆI	pomoć	Ncfsg
(	(	Z
ASISTENCIJA	asistencija	Ncfsn
)	)	Z
je	biti	Var3s
osiguranje	osiguranje	Ncnsn
koje	koji	Pi-nsn
pokriva	pokrivati	Vmr3s
pomoć	pomoć	Ncfsa
pruženu	pružiti	Appfsay
osobama	osoba	Ncfpd
koje	koji	Pi-fpn
zapadnu	zapasti	Vmr3p
u	u	Sa
teškoće	teškoća	Ncfpa
za	za	Sa
vrijeme	vrijeme	Ncnsa
puta	put	Ncmsg
,	,	Z
izvan	izvan	Sg
doma	dom	Ncmsg
ili	ili	Cc
uobičajenog	uobičajen	Agpnsgy
boravišta	boravište	Ncnsg
,	,	Z
a	a	Cc
obuhvaća	obuhvaćati	Vmr3s
:	:	Z

18.01	18.0i	Agpnsny
Turističko	turistički	Agpnsny
osiguranje	osiguranje	Ncnsn
,	,	Z

18.03	18.03	Mds
Putno	putni	Agpnsny
zdravstveno	zdravstven	Agpnsny
osiguranje	osiguranje	Ncnsn
,	,	Z

18.04	18.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
pomoći	pomoć	Ncfsg
(	(	Z
asistencije	asistencija	Ncfsg
)	)	Z
za	za	Sa
vrijeme	vrijeme	Ncnsa
puta	put	Ncmsg
,	,	Z
izvan	izvan	Sg
mjesta	mjesto	Ncnsg
boravka	boravak	Ncmsg
ili	ili	Cc
prebivališta	prebivalište	Ncnsg
,	,	Z

18.05	18.05	Mds
Osiguranje	osiguranje	Ncnsn
automobilske	automobilski	Agpfsgy
asistencije	asistencija	Ncfsg

18.99	18.99	Mds
Ostala	ostati	Vmp-sf
osiguranja	osiguranje	Ncnsa
pomoći	pomoć	Ncfsg
(	(	Z
asistencija	asistencija	Ncfpg
)	)	Z
.	.	Z

Članak	članak	Ncmsn
8.	8.	Mdo

Vrste	vrsta	Ncfpn
rizika	rizik	Ncmpg
unutar	unutar	Sg
vrsta	vrsta	Ncfpg
životnih	životan	Agpnpgy
osiguranja	osiguranje	Ncnpg
dijele	dijeliti	Vmr3p
se	sebe	Px--sa
na	na	Sa
:	:	Z

19	19	Mdc
ŽIVOTNA	životan	Agpnpny
OSIGURANJA	osiguranje	Ncnpn
su	biti	Var3p
osiguranja	osiguranje	Ncnpn
koja	koji	Pi-npn
pokrivaju	pokrivati	Vmr3p
sljedeće	sljedeći	Agpmpay
rizike	rizik	Ncmpa
:	:	Z

19.01	19.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
života	život	Ncmsg
za	za	Sa
slučaj	slučaj	Ncmsan
smrti	smrt	Ncfsg
i	i	Cc
doživljenja	doživljenje	Ncnsg
(	(	Z
mješovito	mješovit	Agpnsny
osiguranje	osiguranje	Ncnsn
)	)	Z
,	,	Z

19.02	19.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
za	za	Sa
slučaj	slučaj	Ncmsan
smrti	smrt	Ncfsg
,	,	Z

19.03	19.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
za	za	Sa
slučaj	slučaj	Ncmsan
doživljenja	doživljenje	Ncnsg
,	,	Z

19.04	19.04	Mds
Doživotno	doživotan	Agpnsny
osiguranje	osiguranje	Ncnsn
za	za	Sa
slučaj	slučaj	Ncmsan
smrti	smrt	Ncfsg
,	,	Z

19.05	19.0i	Agpnsny
Osiguranje	osiguranje	Ncnsn
kritičnih	kritičan	Agpfpgy
bolesti	bolest	Ncfpg
,	,	Z

19.99	19.99	Mds
Ostala	ostali	Agpnpay
osiguranja	osiguranje	Ncnpa
života	život	Ncmsg
.	.	Z

20	20	Mdc
RENTNO	rentni	Agpnsny
OSIGURANJE	osiguranje	Ncnsn
je	biti	Var3s
osiguranje	osiguranje	Ncnsn
periodičnih	periodičan	Agpmpgy
prihoda	prihod	Ncmpg

