temeljnog	temeljan	Agpmsgy
poslovanju	poslovanje	Ncnsl
(	(	Z
pričuve	pričuva	Ncfpn
sigurnosti	sigurnost	Ncfsg
)	)	Z
i	i	Cc
odrediti	odrediti	Vmn
koji	koji	Pi-mpn
će	htjeti	Var3p
se	sebe	Px--sa
doprinosi	doprinositi	Vmr3s
(	(	Z
premije	premija	Ncfsg
)	)	Z
godišnje	godišnje	Rgp
upotrijebiti	upotrijebiti	Vmn
za	za	Sa
oblikovanje	oblikovanje	Ncnsa
pričuva	pričuva	Ncfpg
sigurnosti	sigurnost	Ncfsg
te	te	Cc
najniži	nizak	Agsmsny
iznos	iznos	Ncmsn
tih	taj	Pd-fpg
pričuva	pričuva	Ncfpg
.	.	Z

Upotreba	upotreba	Ncfsn
godišnje	godišnji	Agpfsgy
dobiti	dobit	Ncfsg

Članak	članak	Ncmsn
363.	363.	Mdo

Dobit	dobit	Ncfsn
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
može	moći	Vmr3s
se	sebe	Px--sa
podijeliti	podijeliti	Vmn
članovima	član	Ncmpd
ili	ili	Cc
prenijeti	prenijeti	Vmn
u	u	Sa
sljedeću	sljedeći	Agpfsay
poslovnu	poslovan	Agpfsay
godinu	godina	Ncfsa
u	u	Sl
opsegu	opseg	Ncmsl
koji	koji	Pi-msn
nije	biti	Var3s
namijenjen	namijeniti	Appmsnn
za	za	Sa
oblikovanje	oblikovanje	Ncnsa
pričuva	pričuva	Ncfpg
sigurnosti	sigurnost	Ncfsg
,	,	Z
odnosno	odnosno	Rgp
drugih	drugi	Mlofpg
pričuva	pričuva	Ncfpg
određenih	određen	Agpfpgy
statutom	statut	Ncfpg
.	.	Z

POGLAVLJE	poglavlje	Ncnsn
III	III	Mrc
.	.	Z

TIJELA	tijelo	Ncnsg
DRUŠTVA	društvo	Ncnsg
ZA	za	Sa
UZAJAMNO	uzajaman	Agpnsay
OSIGURANJE	osiguranje	Ncnsa

Tijela	tijelo	Ncnsg
društva	društvo	Ncnsg

Članak	članak	Ncmsn
364.	364.	Mdo

Tijela	tijelo	Ncnpn
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
jesu	biti	Var3p
uprava	uprava	Ncfsn
,	,	Z
nadzorni	nadzorni	Agpmsny
odbor	odbor	Ncmsn
i	i	Cc
skupština	skupština	Ncfsn
.	.	Z

Uprava	uprava	Ncfsn
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa

Članak	članak	Ncmsn
365.	365.	Mdo

Na	na	Sa
upravu	uprava	Ncfsa
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
se	sebe	Px--sa
način	način	Ncmsan
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
o	o	Sl
upravi	uprava	Ncfsl
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
.	.	Z

Nadzorni	nadzorni	Agpmsny
odbor	odbor	Ncmsn
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa

Članak	članak	Ncmsn
366.	366.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nadzorni	nadzorni	Agpmsny
odbor	odbor	Ncmsn
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
mora	morati	Vmr3s
imati	imati	Vmn
najmanje	malo	Rgs
tri	tri	Mlc
člana	član	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Statutom	statut	Ncmsi
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
može	moći	Vmr3s
se	sebe	Px--sa
odrediti	odrediti	Vmn
i	i	Qo
veći	velik	Agcmsayn
broj	broj	Ncmsan
članova	član	Ncmpg
nadzornog	nadzorni	Agpmsgy
odbora	odbor	Ncmsg
,	,	Z
uz	uz	Sa
uvjet	uvjet	Ncmsan
da	da	Cs
broj	broj	Ncmsn
članova	član	Ncmpg
mora	morati	Vmr3s
biti	biti	Van
neparan	neparan	Agpmsnn
,	,	Z
a	a	Cc
smije	smjeti	Vmr3s
imati	imati	Vmn
najviše	mnogo	Rgs
dvadeset	dvadeset	Ncmsan
i	i	Cc
jednog	jedan	Mlcmsg
člana	član	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Na	na	Sa
nadzorni	nadzorni	Agpmsayn
odbor	odbor	Ncmsan
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
na	na	Sa
odgovarajući	odgovarajući	Agpmsayn
se	sebe	Px--sa
način	način	Ncmsan
primjenjuju	primjenjivati	Vmr3p
odredbe	odredba	Ncfpn
Zakona	zakon	Ncmsg
o	o	Sl
trgovačkim	trgovački	Agpnply
društvima	društvo	Ncnpl
u	u	Sl
dijelu	dio	Ncmsl
koji	koji	Pi-msn
se	sebe	Px--sa
ne	ne	Qz
odnosi	odnositi	Vmr3s
na	na	Sa
udjele	udjel	Ncmpa
članova	član	Ncmpg
nadzornog	nadzorni	Agpmsgy
odbora	odbor	Ncmsg
u	u	Sl
dobiti	dobit	Ncfsl
društva	društvo	Ncnsg
i	i	Cc
odredbe	odredba	Ncfsg
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
o	o	Sl
nadzornom	nadzorni	Agpmsly
odboru	odbor	Ncmsl
društva	društvo	Ncnsg
za	za	Sa
osiguranje	osiguranje	Ncnsa
.	.	Z

Skupština	skupština	Ncfsn
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa

Članak	članak	Ncmsn
367.	367.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Članovi	član	Ncmpn
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
svoja	svoj	Px-npa
prava	pravo	Ncnpa
u	u	Sl
društvu	društvo	Ncnsl
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
ostvaruju	ostvarivati	Vmr3p
na	na	Sl
skupštini	skupština	Ncfsl
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Skupština	skupština	Ncfsn
može	moći	Vmr3s
biti	biti	Van
organizirana	organiziran	Agpfsny
kao	kao	Cs
skupština	skupština	Ncfsn
svih	sav	Agpmpgy
članova	član	Ncmpg
(	(	Z
skupština	skupština	Ncfsn
članova	član	Ncmpg
)	)	Z
ili	ili	Cc
kao	kao	Cs
skupština	skupština	Ncfsn
zastupnika	zastupnik	Ncmpg
članova	član	Ncmpg
koji	koji	Pi-mpn
moraju	morati	Vmr3p
i	i	Qo
sami	sam	Agpmpny
biti	biti	Van
članovi	član	Ncmpn
(	(	Z
skupština	skupština	Ncfsn
zastupnika	zastupnik	Ncmpg
)	)	Z
.	.	Z

Ako	ako	Cs
je	biti	Var3s
statutom	statut	Ncmsi
određeno	odrediti	Appnsny
da	da	Cs
je	biti	Var3s
skupština	skupština	Ncfsn
društva	društvo	Ncnsg
za	za	Sa
uzajamno	uzajaman	Agpnsay
osiguranje	osiguranje	Ncnsa
organizirana	organiziran	Agpfsny
kao	kao	Cs
skupština	skupština	Ncfsn
zastupnika	zastupnik	Ncmpg
,	,	Z
statutom	statut	Ncmsi
mora	morati	Vmr3s
biti	biti	Van
određen	odrediti	Appmsnn
i	i	Cc
sastav	sastav	Ncmsn
skupštine	skupština	Ncfsg
i	i	Cc
postupak	postupak	Ncmsan
imenovanja	imenovanje	Ncnsg
zastupnika	zastupnik	Ncmpg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Skupština	skupština	Ncfsn
odlučuje	odlučivati	Vmr3s
o	o	Sl
poslovima	posao	Ncmpl
za	za	Sa
koje	koji	Pi-mpa
je	biti	Var3s
zakonom	zakon	Ncmsi
ili	ili	Cc
statutom	statut	Ncmsi
ovlaštena	ovlastiti	Appfsny
,	,	Z
a	a	Cc
o	o	Sl
pitanjima	pitanje	Ncnpl

