kojima	koji	Pi-fpl
112.	112.	Mdo
ovih	ovaj	Pd-mpg
Općih	opći	Agpmpgy
uvjeta	uvjet	Ncmpg
,	,	Z
objaviti	objaviti	Vmn
i	i	Cc
metodologiju	metodologija	Ncfsa
za	za	Sa
određivanje	određivanje	Ncnsa
iznosa	iznos	Ncmsg
tarifnih	tarifan	Agpfpgy
stavki	stavka	Ncfpg
za	za	Sa
zajamčenu	zajamčiti	Agpfsay
opskrbu	opskrba	Ncfsa
električnom	električan	Agpfsiy
energijom	energija	Ncfsi
te	te	Cc
iznose	iznos	Ncmpa
tarifnih	tarifan	Agpfpgy
stavki	stavka	Ncfpg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zajamčeni	zajamčiti	Agpmsny
opskrbljivač	opskrbljivač	Ncmsn
dužan	dužan	Agpmsnn
je	biti	Var3s
na	na	Sl
svakom	svaki	Pi-msl
računu	račun	Ncmsl
navesti	navesti	Vmn
obavijest	obavijest	Ncfsa
krajnjem	krajnji	Agpmsdy
kupcu	kupac	Ncmsd
o	o	Sl
uvjetima	uvjet	Ncmpl
zajamčene	zajamčiti	Agpfsgy
opskrbe	opskrba	Ncfsg
i	i	Cc
iznosima	iznos	Ncmpd
tarifnih	tarifan	Agpfpgy
stavki	stavka	Ncfpg
za	za	Sa
zajamčenu	zajamčiti	Agpfsay
opskrbu	opskrba	Ncfsa
električnom	električan	Agpfsiy
energijom	energija	Ncfsi
te	te	Cc
o	o	Sl
pravu	pravo	Ncnsl
krajnjeg	krajnji	Agpmsgy
kupca	kupac	Ncmsg
na	na	Sa
slobodan	slobodan	Agpmsann
izbor	izbor	Ncmsan
opskrbljivača	opskrbljivač	Ncmpg
.	.	Z

Članak	članak	Ncmsn
115.	115.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Krajnji	krajnji	Agpmsny
kupac	kupac	Ncmsn
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
prigovor	prigovor	Ncmsan
na	na	Sa
račun	račun	Ncmsan
iz	iz	Sg
članaka	članak	Ncmpg
68.	68.	Mdo
i	i	Cc
69.	69.	Mdo
ovih	ovaj	Pd-mpg
Općih	opći	Agpmpgy
uvjeta	uvjet	Ncmpg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
15	15	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
izdavanja	izdavanje	Ncnsg
računa	račun	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
izdavanja	izdavanje	Ncnsg
jedinstvenog	jedinstven	Agpmsgy
računa	račun	Ncmsg
krajnji	krajnji	Agpmsny
kupac	kupac	Ncmsn
prigovor	prigovor	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
podnosi	podnositi	Vmr3s
svom	svoj	Px-msd
opskrbljivaču	opskrbljivač	Ncmsd
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
izdavanja	izdavanje	Ncnsg
odvojenih	odvojiti	Agpmpgy
računa	račun	Ncmpg
krajnji	krajnji	Agpmsny
kupac	kupac	Ncmsn
podnosi	podnositi	Vmr3s
svom	svoj	Px-msl
opskrbljivaču	opskrbljivač	Ncmsd
prigovor	prigovor	Ncmsan
na	na	Sa
račun	račun	Ncmsan
za	za	Sa
opskrbu	opskrba	Ncfsa
električnom	električan	Agpfsiy
energijom	energija	Ncfsi
,	,	Z
a	a	Cc
operatoru	operator	Ncmsl
sustava	sustav	Ncmsg
podnosi	podnositi	Vmr3s
prigovor	prigovor	Ncmsan
na	na	Sa
račun	račun	Ncmsan
za	za	Sa
korištenje	korištenje	Ncnsa
prijenosne	prijenosni	Agpfsgy
i	i	Cc
/	/	Z
ili	ili	Cc
distribucijske	distribucijski	Agpfsgy
mreže	mreža	Ncfsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Krajnji	krajnji	Agpmsny
kupac	kupac	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
dužan	dužan	Agpmsnn
je	biti	Var3s
platiti	platiti	Vmn
nesporni	nesporan	Agpmsayn
dio	dio	Ncmsan
računa	račun	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
u	u	Sl
roku	rok	Ncmsl
dospijeća	dospijeće	Ncnsg
računa	račun	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Operator	operator	Ncmsn
sustava	sustav	Ncmsg
odnosno	odnosno	Rgp
opskrbljivač	opskrbljivač	Ncmsn
dužan	dužan	Agpmsnn
je	biti	Var3s
donijeti	donijeti	Vmn
odluku	odluka	Ncfsa
o	o	Sl
prigovoru	prigovor	Ncmsl
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
15	15	Mdc
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
zaprimanja	zaprimanje	Ncnsg
urednog	uredan	Agpmsgy
prigovora	prigovor	Ncmsg
.	.	Z

XVII	xvii	Mrc
.	.	Z

NADZOR	nadzor	Ncmsn

Članak	članak	Ncmsn
116.	116.	Mdo

Nadzor	nadzor	Ncmsn
nad	nad	Si
provedbom	provedba	Ncfsi
ovih	ovaj	Pd-mpg
Općih	opći	Agpmpgy
uvjeta	uvjet	Ncmpg
obavlja	obavljati	Vmr3s
Agencija	agencija	Ncfsn
.	.	Z

XVIII	xviii	Mrc
.	.	Z

PRIJELAZNE	prijelazan	Agpfpny
I	i	Cc
ZAVRŠNE	završan	Agpfpay
ODREDBE	odredba	Ncfpa

Članak	članak	Ncmsn
117.	117.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Sva	sav	Agpnpay
prava	pravo	Ncnpa
,	,	Z
obveze	obveza	Ncfpa
i	i	Cc
odgovornosti	odgovornost	Ncfpa
koje	koji	Pi-fpn
proizlaze	proizlaziti	Vmr3p
iz	iz	Sg
vlasništva	vlasništvo	Ncnsg
nad	nad	Si
priključcima	priključak	Ncmpi
i	i	Cc
mjernom	mjerni	Agpfsiy
opremom	oprema	Ncfsi
,	,	Z
izgrađenim	izgraditi	Appmply
do	do	Sg
dana	dan	Ncmsg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ovih	ovaj	Pd-mpg
Općih	opći	Agpmpgy
uvjeta	uvjet	Ncmpg
,	,	Z
zadržava	zadržavati	Vmr3s
vlasnik	vlasnik	Ncmsn
građevine	građevina	Ncfsg
ili	ili	Cc
dijela	dio	Ncmsg
građevine	građevina	Ncfsg
,	,	Z
sve	sve	Qo
do	do	Sg
dana	dan	Ncmpg
preuzimanja	preuzimanje	Ncnsg
od	od	Sg
strane	strana	Ncfsg
operatora	operator	Ncmsg
sustava	sustav	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Vlasnik	vlasnik	Ncmsn
mjerne	mjerni	Agpfsgy
opreme	oprema	Ncfsg
,	,	Z
priključka	priključak	Ncmsg
ili	ili	Cc
dijela	dio	Ncmsg
priključka	priključak	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
dužan	dužan	Agpmsnn
ih	oni	Pp3-pa
je	biti	Var3s
održavati	održavati	Vmn
o	o	Sl
svom	svoj	Px-msl
trošku	trošak	Ncmsl
,	,	Z
sve	sve	Qo
do	do	Sg
dana	dan	Ncmsg
njihova	njihov	Ps3nsg
preuzimanja	preuzimanje	Ncnsg
od	od	Sg
strane	strana	Ncfsg
operatora	operator	Ncmsg
sustava	sustav	Ncmsg
.	.	Z

Članak	članak	Ncmsn
118.	118.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
ni	ni	Qo
operator	operator	Ncmsn
distribucijskog	distribucijski	Agpmsgy
sustava	sustav	Ncmsg
ni	ni	Cc

