sastavljen	sastaviti	Appmsnn
razdjela	razdjel	Ncmsg
organizacijske	organizacijski	Agpfsgy
klasifikacije	klasifikacija	Ncfsg
)	)	Z
tablica	tablica	Ncfsn
rizika	rizik	Ncmsg
4.	4.	Mdo
Upravno	upravan	Agpnsny
tijelo	tijelo	Ncnsn
nadležno	nadležan	Agpnsny
za	za	Sa
financije	financije	Ncfpa
jedinice	jedinica	Ncfpa
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
nakon	nakon	Sg
primitka	primitak	Ncmsg
uputa	uputa	Ncfpg
za	za	Sa
izradu	izrada	Ncfsa
proračuna	proračun	Ncmsg
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfsg
od	od	Sg
Ministarstva	ministarstvo	Ncnsg
financija	financije	Ncfpg
izradilo	izraditi	Vmp-sn
je	biti	Var3s
i	i	Qo
dostavilo	dostaviti	Vmp-sn
proračunskim	proračunski	Agpmpiy
i	i	Cc
izvanproračunskim	izvanproračunski	Agpmpiy
korisnicima	korisnik	Ncmpi
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfpn
upute	uputa	Ncfsg
za	za	Sa
izradu	izrada	Ncfsa
proračuna	proračun	Ncmsg
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfpa
s	sa	Si
limitima	limit	Ncmpi
odnosno	odnosno	Rgp
s	sa	Si
visinama	visina	Ncfpi
financijskog	financijski	Agpmsgy
plana	plan	Ncmsg
po	po	Sl
proračunskim	proračunski	Agpmply
korisnicima	korisnik	Ncmpl
za	za	Sa
sljedeću	sljedeći	Agpfsay
proračunsku	proračunski	Agpfsay
godinu	godina	Ncfsa
i	i	Cc
za	za	Sa
sljedeće	sljedeći	Agpfsgy
dvije	dva	Mlcf-a
godine	godina	Ncfsg
,	,	Z
koje	koji	Pi-fpn
su	biti	Var3p
raspoređene	rasporediti	Appfpny
na	na	Sl
:	:	Z
–	–	Z
visinu	visina	Ncfsa
sredstava	sredstvo	Ncnpg
potrebnih	potreban	Agpfpgy
za	za	Sa
provedbu	provedba	Ncfsa
postojećih	postojeći	Agpmpgy
programa	program	Ncmpg
,	,	Z
odnosno	odnosno	Rgp
aktivnosti	aktivnost	Ncfpg
,	,	Z
koje	koji	Pi-fpn
proizlaze	proizlaziti	Vmr3p
iz	iz	Sg
trenutno	trenutno	Rgp
važećih	važeći	Agpmpgy
propisa	propis	Ncmpg
i	i	Cc
–	–	Z
visinu	visina	Ncfsa
sredstava	sredstvo	Ncnpg
potrebnih	potreban	Agpmpgy
za	za	Sa
uvođenje	uvođenje	Ncnsa
i	i	Cc
provedbu	provedba	Ncfsa
novih	nov	Agpmpgy
ili	ili	Cc
promjenu	promjena	Ncfsa
postojećih	postojeći	Agpmpgy
programa	program	Ncmpg
,	,	Z
odnosno	odnosno	Rgp
aktivnosti	aktivnost	Ncfpg
(	(	Z
odgovaraju	odgovarati	Vmr3p
jedinice	jedinica	Ncfpn
lokalne	lokalan	Agpfpny
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfpa
koje	koji	Pi-fpn
u	u	Sl
svojoj	svoj	Px-fsl
nadležnosti	nadležnost	Ncfsl
imaju	imati	Vmr3p
proračunske	proračunski	Agpfsgy
i	i	Cc
izvanproračunske	izvanproračunski	Agpmpay
korisnike	korisnik	Ncmpa
)	)	Z
preslika	preslika	Ncfsn
odnosno	odnosno	Rgp
referenca	referenca	Ncfsn
dopisa	dopis	Ncmsg
i	i	Cc
upute	uputa	Ncfsg
5.	5.	Mdo
Ministarstvo	ministarstvo	Ncnsn
je	biti	Var3s
nakon	nakon	Sg
primitka	primitak	Ncmsg
uputa	uputa	Ncfpg
za	za	Sa
izradu	izrada	Ncfsa
prijedloga	prijedlog	Ncmsg
državnog	državni	Agpmsgy
proračuna	proračun	Ncmsg
od	od	Sg
Ministarstva	ministarstvo	Ncnsg
financija	financije	Ncfpg
izradilo	izraditi	Vmp-sn
i	i	Cc
dostavilo	dostaviti	Vmp-sn
proračunskim	proračunski	Agpmpiy
korisnicima	korisnik	Ncmpi
iz	iz	Sg
svoje	svoj	Px-fsg
nadležnosti	nadležnost	Ncfsg
upute	uputa	Ncfsg
s	sa	Si
limitima	limit	Ncmpi
,	,	Z
odnosno	odnosno	Rgp
s	sa	Si
visinama	visina	Ncfpi
financijskog	financijski	Agpmsgy
plana	plan	Ncmsg
po	po	Sl
proračunskim	proračunski	Agpmply
korisnicima	korisnik	Ncmpl
za	za	Sa
sljedeću	sljedeći	Agpfsay
proračunsku	proračunski	Agpfsay
godinu	godina	Ncfsa
i	i	Cc
za	za	Sa
sljedeće	sljedeći	Agpfsgy
dvije	dva	Mlcf-a
godine	godina	Ncfsg
,	,	Z
koje	koji	Pi-fpn
su	biti	Var3p
raspoređene	rasporediti	Appfpny
na	na	Sl
:	:	Z
–	–	Z
visinu	visina	Ncfsa
sredstava	sredstvo	Ncnpg
potrebnih	potreban	Agpfpgy
za	za	Sa
provedbu	provedba	Ncfsa
postojećih	postojeći	Agpmpgy
programa	program	Ncmpg
,	,	Z
odnosno	odnosno	Rgp
aktivnosti	aktivnost	Ncfpg
,	,	Z
koje	koji	Pi-fpn
proizlaze	proizlaziti	Vmr3p
iz	iz	Sg
trenutno	trenutno	Rgp
važećih	važeći	Agpmpgy
propisa	propis	Ncmpg
i	i	Cc
–	–	Z
visinu	visina	Ncfsa
sredstava	sredstvo	Ncnpg
potrebnih	potreban	Agpmpgy
za	za	Sa
uvođenje	uvođenje	Ncnsa
i	i	Cc
provedbu	provedba	Ncfsa
novih	nov	Agpmpgy
ili	ili	Cc
promjenu	promjena	Ncfsa
postojećih	postojeći	Agpmpgy
programa	program	Ncmpg
,	,	Z
odnosno	odnosno	Rgp
aktivnosti	aktivnost	Ncfpg
,	,	Z
a	a	Cc
u	u	Sl
razdoblju	razdoblje	Ncnsl
privremenog	privremen	Agpnsgy
financiranja	financiranje	Ncnsg
,	,	Z
ministarstvo	ministarstvo	Ncnsn
je	biti	Var3s
,	,	Z
nakon	nakon	Sg
primitka	primitak	Ncmsg
uputa	uputa	Ncfpg
za	za	Sa
izradu	izrada	Ncfsa
financijskih	financijski	Agpmpgy
planova	plan	Ncmpg
proračunskih	proračunski	Agpmpgy
i	i	Cc
izvanproračunskih	izvanproračunski	Agpmpgy
korisnika	korisnik	Ncmpg
državnog	državni	Agpmsgy
proračuna	proračun	Ncmsg
za	za	Sa
prva	prvi	Mlomsg
tri	tri	Mlc
mjeseca	mjesec	Ncmsg
proračunske	proračunski	Agpfsgy
godine	godina	Ncfsg
od	od	Sg
Ministarstva	ministarstvo	Ncnsg
financija	financije	Ncfpg
,	,	Z
izradilo	izraditi	Vmp-sn
i	i	Cc
dostavilo	dostaviti	Vmp-sn
upute	uputa	Ncfpa
s	sa	Si
limitima	limit	Ncmpi
plana	plan	Ncmsg
za	za	Sa
prva	prvi	Mlomsg
tri	tri	Mlc
mjeseca	mjesec	Ncmsg
proračunske	proračunski	Agpfsgy
godine	godina	Ncfsg
korisnicima	korisnik	Ncmpd
iz	iz	Sg
svoje	svoj	Px-fsg
nadležnosti	nadležnost	Ncfsg
(	(	Z
odgovaraju	odgovarati	Vmr3p
ministarstva	ministarstvo	Ncnsg
koja	koji	Pi-fsn
u	u	Sl
svojoj	svoj	Px-fsl
nadležnosti	nadležnost	Ncfsl
imaju	imati	Vmr3p
proračunske	proračunski	Agpmpay
korisnike	korisnik	Ncmpa
)	)	Z
preslika	preslika	Ncfsn
odnosno	odnosno	Rgp
referenca	referenca	Ncfsn
dopisa	dopis	Ncmsg
i	i	Cc
upute	uputa	Ncfsg
6.	6.	Mdo
Financijski	financijski	Agpmsayn
plan	plan	Ncmsan
proračunskog	proračunski	Agpmsgy
korisnika	korisnik	Ncmsg
državnog	državni	Agpmsgy
proračuna	proračun	Ncmsg
sadrži	sadržati	Vmr3s
prihode	prihod	Ncmpa
i	i	Cc
primitke	primitak	Ncmpa
iskazane	iskazati	Appfpny
po	po	Sl
vrstama	vrsta	Ncfpl
,	,	Z
rashode	rashod	Ncmpa
i	i	Cc
izdatke	izdatak	Ncmpa
predviđene	predvidjeti	Appmpay
za	za	Sa
trogodišnje	trogodišnji	Agpnsay
razdoblje	razdoblje	Ncnsa
,	,	Z
razvrstane	razvrstati	Appfpny
prema	prema	Sl
proračunskim	proračunski	Agpfply
klasifikacijama	klasifikacija	Ncfpl
i	i	Cc
obrazloženje	obrazloženje	Ncnsa
prijedloga	prijedlog	Ncmsg
financijskog	financijski	Agpmsgy
plana	plan	Ncmsg
,	,	Z
a	a	Cc
u	u	Sl
razdoblju	razdoblje	Ncnsl
privremenog	privremen	Agpnsgy
financiranja	financiranje	Ncnsg
,	,	Z
sadrži	sadržati	Vmr3s
procjenu	procjena	Ncfsa
prihoda	prihod	Ncmpg
i	i	Cc
primitaka	primitak	Ncmpg
iskazanih	iskazati	Appmpgy
po	po	Sl
vrstama	vrsta	Ncfpl
,	,	Z
rashoda	rashod	Ncmpg
i	i	Cc
izdataka	izdatak	Ncmpg
predviđenih	predvidjeti	Appmpgy
za	za	Sa
prva	prvi	Mlomsg
tri	tri	Mlc
mjeseca	mjesec	Ncmsg
proračunske	proračunski	Agpfsgy
godine	godina	Ncfsg
,	,	Z
razvrstanih	razvrstati	Appmpgy
prema	prema	Sl
proračunskim	proračunski	Agpfply
klasifikacijama	klasifikacija	Ncfpl
preslika	preslikati	Vmr3s
odnosno	odnosno	Rgp
referenca	referenca	Ncfsn
financijskog	financijski	Agpmsgy
plana	plan	Ncmsg
usvojenog	usvojen	Agpmsgy
do	do	Sg
31.	31.	Mdo
prosinca	prosinac	Ncmsg
7.	7.	Mdo
Financijski	financijski	Agpmsayn
plan	plan	Ncmsan
proračunskog	proračunski	Agpmsgy
korisnika	korisnik	Ncmsg
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfpa
sadrži	sadržati	Vmr3s
prihode	prihod	Ncmpa
i	i	Cc
primitke	primitak	Ncmpa
iskazane	iskazati	Appfpny
po	po	Sl
vrstama	vrsta	Ncfpl
,	,	Z
rashode	rashod	Ncmpa
i	i	Cc
izdatke	izdatak	Ncmpa
predviđene	predvidjeti	Appmpay
za	za	Sa
trogodišnje	trogodišnji	Agpnsay
razdoblje	razdoblje	Ncnsa
,	,	Z
razvrstane	razvrstati	Appfpny
prema	prema	Sl
proračunskim	proračunski	Agpfply
klasifikacijama	klasifikacija	Ncfpl
te	te	Cc
obrazloženje	obrazloženje	Ncnsa
prijedloga	prijedlog	Ncmsg
financijskog	financijski	Agpmsgy
plana	plan	Ncmsg
preslika	preslika	Ncfpg
odnosno	odnosno	Rgp
referenca	referenca	Ncfsn
financijskog	financijski	Agpmsgy
plana	plan	Ncmsg
usvojenog	usvojen	Agpmsgy
do	do	Sg
31.	31.	Mdo
prosinca	prosinac	Ncmsg
8.	8.	Mdo
Obrazloženje	obrazloženje	Ncnsn
financijskog	financijski	Agpmsgy
plana	plan	Ncmsg
proračunskog	proračunski	Agpmsgy
korisnika	korisnik	Ncmsg
državnog	državni	Agpmsgy
proračuna	proračun	Ncmsg
i	i	Cc
proračunskog	proračunski	Agpmsgy
korisnika	korisnik	Ncmsg
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
sadrži	sadržati	Vmr3s
sažetak	sažetak	Ncmsan
djelokruga	djelokrug	Ncmsg
rada	rad	Ncmsg
proračunskog	proračunski	Agpmsgy
korisnika	korisnik	Ncmsg
,	,	Z
obrazložene	obrazložiti	Agpmpay
programe	program	Ncmpa
,	,	Z
zakonske	zakonski	Agpmpay
i	i	Cc
druge	drugi	Mlofpa
podloge	podloga	Ncfpa
na	na	Sl
kojima	koji	Pi-fpl
se	sebe	Px--sa

