7.26.	7.26.	Mdo
oporezuju	oporezivati	Vmr3p
po	po	Sl
sniženoj	snižen	Agpfsly
stopi	stopa	Ncfsl
ili	ili	Cc
je	biti	Var3s
oporezivanje	oporezivanje	Ncnsn
prihoda	prihod	Ncmpg
od	od	Sg
ulaganja	ulaganje	Ncnsg
s	sa	Sg
računa	račun	Ncmsg
odgođeno	odgoditi	Appnsny
ili	ili	Cc
se	sebe	Px--sa
oporezuje	oporezivati	Vmr3s
po	po	Sl
sniženoj	snižen	Agpfsly
stopi	stopa	Ncfsl
,	,	Z

3.	3.	Mdo
poreznim	porezni	Agpnply
tijelima	tijelo	Ncnpl
dostavljaju	dostavljati	Vmr3p
se	sebe	Px--sa
podaci	podatak	Ncmpn
o	o	Sl
računu	račun	Ncmsl
,	,	Z

4.	4.	Mdo
povlačenja	povlačenje	Ncnsg
su	biti	Var3p
uvjetovana	uvjetovati	Appnpny
određenom	određen	Agpfsiy
starosnom	starosni	Agpfsiy
granicom	granica	Ncfsi
za	za	Sa
umirovljenje	umirovljenje	Ncnsa
,	,	Z
invaliditetom	invaliditet	Ncmsi
ili	ili	Cc
smrću	smrt	Ncfsi
,	,	Z
ili	ili	Cc
se	sebe	Px--sa
na	na	Sa
povlačenja	povlačenje	Ncnsg
izvršena	izvršiti	Appfsny
prije	prije	Sg
takvih	takav	Pd-mpg
određenih	određen	Agpmpgy
događaja	događaj	Ncmpg
primjenjuju	primjenjivati	Vmr3p
kaznene	kazneni	Agpfpay
mjere	mjera	Ncfpa
i	i	Cc

5.	5.	Mdo
ili	ili	Cc
godišnje	godišnji	Agpfsgy
uplate	uplata	Ncfsg
doprinosa	doprinos	Ncmpg
ograničene	ograničiti	Appfpny
su	biti	Var3p
na	na	Sa
iznos	iznos	Ncmsan
nominiran	nominirati	Appmsann
kunskom	kunski	Agpmsly
iznosu	iznos	Ncmsl
koji	koji	Pi-msn
odgovara	odgovarati	Vmr3s
iznosu	iznos	Ncmsd
od	od	Sg
50.000	50.000	Mdc
USD	USD	Ncmpg
ili	ili	Cc
manje	malo	Rgc
,	,	Z
ili	ili	Cc
postoji	postojati	Vmr3s
maksimalno	maksimalan	Agpnsny
ograničenje	ograničenje	Ncnsn
uplata	uplata	Ncfsn
doprinosa	doprinos	Ncmsg
na	na	Sa
račun	račun	Ncmsan
tijekom	tijekom	Sg
cijelog	cijel	Agpmsgy
životnog	životan	Agpmsgy
vijeka	vijek	Ncmsg
u	u	Sl
kunskom	kunski	Agpmsly
iznosu	iznos	Ncmsl
koji	koji	Pi-msn
odgovara	odgovarati	Vmr3s
iznosu	iznos	Ncmsd
od	od	Sg
1.000.000	1.000.000	Mdc
USD	USD	Ncmpg
ili	ili	Cc
manje	malo	Rgc
,	,	Z
pri	pri	Sl
čemu	što	Pi3n-l
se	sebe	Px--sa
primjenjuju	primjenjivati	Vmr3p
pravila	pravilo	Ncnpn
iz	iz	Sg
članka	članak	Ncmsg
48.	48.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Za	za	Sa
financijski	financijski	Agpmsayn
račun	račun	Ncmsan
koji	koji	Pi-msn
inače	inače	Rgp
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
i	i	Qo
dalje	daleko	Rgc
ispunjava	ispunjavati	Vmr3s
te	taj	Agpmpay
uvjete	uvjet	Ncmpa
i	i	Cc
u	u	Sl
slučaju	slučaj	Ncmsl
kad	kad	Rgp
se	sebe	Px--sa
na	na	Sa
taj	taj	Pd-msan
financijski	financijski	Agpmsayn
račun	račun	Ncmsan
prenesu	prenijeti	Vmr3p
sredstava	sredstvo	Ncnpg
s	sa	Sg
jednog	jedan	Mlcmsg
ili	ili	Cc
više	mnogo	Rgc
financijskih	financijski	Agpmpgy
računa	račun	Ncmpg
koji	koji	Pi-mpn
ispunjavaju	ispunjavati	Vmr3p
uvjete	uvjet	Ncmpa
iz	iz	Sg
stavaka	stavak	Ncmpg
2.	2.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ili	ili	Cc
se	sebe	Px--sa
na	na	Sa
taj	taj	Pd-msan
financijski	financijski	Agpmsayn
račun	račun	Ncmsan
prenesu	prenijeti	Vmr3p
sredstava	sredstvo	Ncnpg
iz	iz	Sg
jednog	jedan	Mlcmsg
ili	ili	Cc
više	mnogo	Rgc
fondova	fond	Ncmpg
mirovinskog	mirovinski	Agpnsgy
osiguranja	osiguranje	Ncnsg
koji	koji	Pi-mpn
ispunjavaju	ispunjavati	Vmr3p
uvjete	uvjet	Ncmpa
iz	iz	Sg
članaka	članak	Ncmpg
59.	59.	Mdo
do	do	Sg
61.	61.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Isključeni	isključiti	Agpmsny
račun	račun	Ncmsn
podrazumijeva	podrazumijevati	Vmr3s
račun	račun	Ncmsan
koji	koji	Pi-msn
ispunjava	ispunjavati	Vmr3s
sljedeće	sljedeći	Agpmpay
uvjete	uvjet	Ncmpa
:	:	Z

1.	1.	Mdo
račun	račun	Ncmsan
podliježe	podlijegati	Vmr3s
reguliranju	reguliranje	Ncnsd
kao	kao	Cs
društvo	društvo	Ncnsn
za	za	Sa
ulaganja	ulaganje	Ncnpa
za	za	Sa
potrebe	potreba	Ncfpa
koje	koji	Pi-fpn
nisu	biti	Var3p
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
umirovljenjem	umirovljenje	Ncnsi
te	te	Cc
se	sebe	Px--sa
njime	on	Vmr3s
redovito	redovito	Rgp
trguje	trgovati	Vmr3s
na	na	Sl
organiziranom	organiziran	Agpnsly
tržištu	tržište	Ncnsl
vrijednosnih	vrijednosan	Agpmpgy
papira	papir	Ncmpg
ili	ili	Cc
račun	račun	Ncmsan
podliježe	podlijegati	Vmr3s
reguliranju	reguliranje	Ncnsd
kao	kao	Cs
društvo	društvo	Ncnsn
za	za	Sa
štednju	štednja	Ncfsa
za	za	Sa
potrebe	potreba	Ncfpa
koje	koji	Pi-fpn
nisu	biti	Var3p
u	u	Sl
vezi	veza	Ncfsl
s	sa	Si
umirovljenjem	umirovljenje	Ncnsi
,	,	Z

2.	2.	Mdo
na	na	Sa
račun	račun	Ncmsan
se	sebe	Px--sa
uplaćuju	uplaćivati	Vmr3p
iznosi	iznos	Ncmpn
koji	koji	Pi-mpn
ne	ne	Qz
podliježu	podlijegati	Vmr3p
oporezivanju	oporezivanje	Ncnsd
odnosno	odnosno	Rgp
,	,	Z
iznosi	iznositi	Vmr3s
uplaćeni	uplatiti	Appmpny
na	na	Sa
račun	račun	Ncmsan
,	,	Z
koji	koji	Pi-msn
bi	biti	Vaa3s
inače	inače	Rgp
bili	biti	Vap-pm
oporezovani	oporezovati	Appmpny
,	,	Z
priznaju	priznati	Vmr3p
se	sebe	Px--sa
kao	kao	Cs
porezni	porezni	Agpmsny
izdatak	izdatak	Ncmsn
ili	ili	Cc
su	biti	Var3p
isključeni	isključiti	Appmpny
iz	iz	Sg
brutodobiti	brutodobit	Ncfsg
imatelja	imatelj	Ncmpg
računa	račun	Ncmsg
ili	ili	Cc
se	sebe	Px--sa
oporezuju	oporezivati	Vmr3p
po	po	Sl
sniženoj	snižen	Agpfsly
stopi	stopa	Ncfsl
ili	ili	Cc
je	biti	Var3s
oporezivanje	oporezivanje	Ncnsn
prihoda	prihod	Ncmpg
od	od	Sg
ulaganja	ulaganje	Ncnsg
s	sa	Sg
računa	račun	Ncmsg
odgođeno	odgoditi	Appnsny
ili	ili	Cc
se	sebe	Px--sa
oporezuje	oporezivati	Vmr3s
po	po	Sl
sniženoj	snižen	Agpfsly
stopi	stopa	Ncfsl
,	,	Z

3.	3.	Mdo
povlačenja	povlačenje	Ncnsg
su	biti	Var3p
uvjetovana	uvjetovati	Appnpny
ispunjenjem	ispunjenje	Ncnsi
određenih	određen	Agpmpgy
kriterija	kriterij	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
svrhu	svrha	Ncfsa
investicijskog	investicijski	Agpmsgy
ili	ili	Cc
štednog	štedni	Agpmsgy
računa	račun	Ncmsg
(	(	Z
osobito	osobito	Rgp
,	,	Z
neke	neki	Pi-fpa
pogodnosti	pogodnost	Ncfpa
u	u	Sa
svrhu	svrha	Ncfsa
obrazovanja	obrazovanje	Ncnsg
ili	ili	Cc
liječenja	liječenje	Ncnsg
)	)	Z
ili	ili	Cc
se	sebe	Px--sa
na	na	Sa
povlačenja	povlačenje	Ncnsg
izvršena	izvršen	Agpnpay
prije	prije	Sg
ispunjenja	ispunjenje	Ncnsg
tih	taj	Pd-mpg
kriterija	kriterij	Ncmpg
primjenjuju	primjenjivati	Vmr3p
kaznene	kazneni	Agpfpay
mjere	mjera	Ncfpa
i	i	Cc

4.	4.	Mdo
godišnje	godišnji	Agpfsgy
uplate	uplata	Ncfsg
doprinosa	doprinos	Ncmsg
ograničene	ograničiti	Appfpny
su	biti	Var3p
na	na	Sa
kunski	kunski	Agpmsayn
iznos	iznos	Ncmsan
koji	koji	Pi-msn
odgovara	odgovarati	Vmr3s
iznosu	iznos	Ncmsd
od	od	Sg
50.000	50.000	Mdc
USD	USD	Ncmpg
ili	ili	Cc
manje	malo	Rgc
,	,	Z
a	a	Cc
sukladno	sukladno	Rgp
pravilima	pravilo	Ncnpl
o	o	Sl
agregiranju	agregiranj	Ncmsl
računa	račun	Ncmsg
i	i	Cc
preračunavanju	preračunavanje	Ncnsl
valuta	valuta	Ncfpg
iz	iz	Sg
članka	članak	Ncmsg
48.	48.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Za	za	Sa
financijski	financijski	Agpmsayn
račun	račun	Ncmsan
koji	koji	Pi-msn
inače	inače	Rgp
ispunjava	ispunjavati	Vmr3s
uvjete	uvjet	Ncmpa
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
točke	točka	Ncfsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
smatrat	smatrati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
i	i	Qo
dalje	daleko	Rgc
ispunjava	ispunjavati	Vmr3s
te	taj	Agpmpay
uvjete	uvjet	Ncmpa
i	i	Cc
u	u	Sl
slučaju	slučaj	Ncmsl
kad	kad	Rgp
se	sebe	Px--sa
na	na	Sa
taj	taj	Pd-msan
financijski	financijski	Agpmsayn
račun	račun	Ncmsan
prenesu	prenijeti	Vmr3p
sredstava	sredstvo	Ncnpg
s	sa	Sg
jednog	jedan	Mlcmsg
ili	ili	Cc
više	mnogo	Rgc
financijskih	financijski	Agpmpgy
računa	račun	Ncmpg
koji	koji	Pi-mpn
ispunjavaju	ispunjavati	Vmr3p
uvjete	uvjet	Ncmpa
iz	iz	Sg
stavaka	stavak	Ncmpg
2.	2.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ili	ili	Cc
se	sebe	Px--sa
na	na	Sa
taj	taj	Pd-msan
financijski	financijski	Agpmsayn
račun	račun	Ncmsan
prenesu	prenijeti	Vmr3p
sredstva	sredstvo	Ncnpa
iz	iz	Sg
jednog	jedan	Mlcmsg
ili	ili	Cc
više	mnogo	Rgc
fondova	fond	Ncmpg
mirovinskog	mirovinski	Agpnsgy
osiguranja	osiguranje	Ncnsg
koji	koji	Pi-mpn
ispunjavanju	ispunjavanje	Vmr3p
uvjete	uvjet	Ncmpa
iz	iz	Sg
članaka	članak	Ncmpg
59.	59.	Mdo
do	do	Sg
61.	61.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Isključeni	isključiti	Agpmsny
račun	račun	Ncmsn
podrazumijeva	podrazumijevati	Vmr3s
ugovor	ugovor	Ncmsan
o	o	Sl
životnom	životan	Agpnsly
osiguranju	osiguranje	Ncnsl
kod	kod	Sg
kojeg	koji	Pi-nsg
razdoblje	razdoblje	Ncnsa
osiguranja	osiguranje	Ncnsg
završava	završavati	Vmr3s
prije	prije	Sg
90-e	90-e	Pd-fsg
godine	godina	Ncfsg
života	život	Ncmsg
fizičke	fizički	Agpfsgy
osobe	osoba	Ncfsg
pod	pod	Si
uvjetom	uvjet	Ncmsi
da	da	Cs
ispunjava	ispunjavati	Vmr3s
sljedeće	sljedeći	Agpmpay
uvjete	uvjet	Ncmpa
:	:	Z

1.	1.	Mdo
periodične	periodičan	Agpfsgy
premije	premija	Ncfsg
,	,	Z
koje	koji	Pi-fpn
se	sebe	Px--sa
s	sa	Si
vremenom	vrijeme	Ncnsi
ne	ne	Qz
umanjuju	umanjivati	Vmr3p
,	,	Z
plative	plativ	Agpfpny
su	biti	Var3p
najmanje	malo	Rgs
jednom	jednom	Rgp
godišnje	godišnje	Rgp
tijekom	tijekom	Sg
trajanja	trajanje	Ncnsg
ugovora	ugovor	Ncmsg
ili	ili	Cc
do	do	Sg
90-e	90-i	Agpfsgy
godine	godina	Ncfsg
života	život	Ncmsg
osiguranika	osiguranik	Ncmpg
,	,	Z
ovisno	ovisno	Rgp
o	o	Sl
tomu	taj	Pd-nsl
što	što	Pi3n-n
je	biti	Var3s
kraće	kratko	Rgc
,	,	Z

2.	2.	Mdo
ugovor	ugovor	Ncmsn
nema	nemati	Vmr3s
ugovorenu	ugovoriti	Agpfsay
vrijednost	vrijednost	Ncfsa
kojoj	koji	Pi-fsd
može	moći	Vmr3s
bilo	bilo	Qo
tko	tko	Pi3m-n
pristupiti	pristupiti	Vmn
(	(	Z
povlačenjem	povlačenje	Ncnsi
,	,	Z
u	u	Sl
obliku	oblik	Ncmsl
zajma	zajam	Ncmsg
ili	ili	Cc
na	na	Sa
neki	neki	Pi-msan
drugi	drugi	Mlomsan
način	način	Ncmsan
)	)	Z
,	,	Z
bez	bez	Sg
prestanka	prestanak	Ncmsg
ugovora	ugovor	Ncmsg
,	,	Z

3.	3.	Mdo
iznos	iznos	Ncmsan
,	,	Z
osim	osim	Sg
naknade	naknada	Ncfsg
u	u	Sl
slučaju	slučaj	Ncmsl
smrti	smrt	Ncfsg
,	,	Z
plativ	plativ	Agpmsnn
po	po	Sl
otkazu	otkaz	Ncmsl
ili	ili	Cc

