Središnjem	središnji	Agpnsly
apsorpciju	apsorpcija	Ncfsa
,	,	Z
distribuciju	distribucija	Ncfsa
,	,	Z
izlučivanje	izlučivanje	Ncnsa
i	i	Cc
na	na	Sa
biološku	biološki	Agpfsay
raspoloživost	raspoloživost	Ncfsa
lijeka	lijek	Ncmsg
u	u	Sl
različitim	različit	Agpfply
dobnim	dobni	Agpfply
skupinama	skupina	Ncfpl
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
lijekove	lijek	Ncmpa
koje	koji	Pi-mpa
uzima	uzimati	Vmr3s
majka	majka	Ncfsn
i	i	Cc
njihov	njihov	Ps3msan
utjecaj	utjecaj	Ncmsan
na	na	Sa
novorođenčad	novorođenče	Ncmsan
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
primjenu	primjena	Ncfsa
lijekova	lijek	Ncmpg
u	u	Sl
trudnoći	trudnoća	Ncfsl
i	i	Cc
dojenju	dojenje	Ncnsl
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
različite	različit	Agpfpay
formulacije	formulacija	Ncfpa
lijeka	lijek	Ncmsg
za	za	Sa
pedijatrijsku	pedijatrijski	Agpfsay
uporabu	uporaba	Ncfsa
(	(	Z
3	3	Mdc
)	)	Z

–	–	I
poznavati	poznavati	Vmn
interakcije	interakcija	Ncfpa
lijekova	lijek	Ncmpg
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
način	način	Ncmsan
doziranja	doziranje	Ncnsg
lijekova	lijek	Ncmpg
djece	dijete	Ncnpg
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
prepoznati	prepoznati	Vmn
neracionalnu	neracionalan	Agpfsay
primjenu	primjena	Ncfsa
lijekova	lijek	Ncmpg
i	i	Cc
polipragmaziju	polipragmazij	Ncmsl
(	(	Z
3	3	Mdc
)	)	Z

4.	4.	Mdo
Terapijsko	terapijski	Agpnsny
praćenje	praćenje	Ncnsn
lijekova	lijek	Ncmpg

–	–	Z
poznavati	poznavati	Vmn
kinetiku	kinetika	Ncfsa
,	,	Z
dinamiku	dinamika	Ncfsa
i	i	Cc
genomiku	genomika	Ncfsa
lijekova	lijek	Ncmpg
,	,	Z
sredstava	sredstvo	Ncnpg
ovisnosti	ovisnost	Ncfsg
i	i	Cc
drugih	drugi	Mlompg
ksenobiotika	ksenobiotik	Ncmpg
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
algoritme	algoritam	Ncmpa
i	i	Cc
smjernice	smjernica	Ncfpa
za	za	Sa
praćenje	praćenje	Ncnsa
koncentracije	koncentracija	Ncfsg
lijekova	lijek	Ncmpg
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
preporučene	preporučiti	Agpmpay
terapijske	terapijski	Agpmpay
intervale	interval	Ncmpa
i	i	Cc
tumačenje	tumačenje	Ncnsa
rezultata	rezultat	Ncmpg
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
vrijeme	vrijeme	Ncnsa
uzorkovanja	uzorkovanje	Ncnsg
,	,	Z
vrstu	vrsta	Ncfsa
uzorka	uzorak	Ncmsg
i	i	Cc
metodu	metoda	Ncfsa
određivanja	određivanje	Ncnsg
(	(	Z
3	3	Mdc
)	)	Z

–	–	I
poznavati	poznavati	Vmn
osobitosti	osobitost	Ncfpa
uzorkovanja	uzorkovanje	Ncnsg
i	i	Cc
postupanja	postupanje	Ncnsg
s	sa	Si
pojedinim	pojedini	Agpmsiy
uzorkom	uzorak	Ncmsi
za	za	Sa
određivanje	određivanje	Ncnsa
koncentracije	koncentracija	Ncfsg
lijekova	lijek	Ncmpg
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
principe	princip	Ncmpa
metoda	metoda	Ncfpg
za	za	Sa
terapijsko	terapijski	Agpnsay
praćenje	praćenje	Ncnsa
lijekova	lijek	Ncmpg
(	(	Z
spektrofotometrijske	spektrofotometrijska	Ncfpn
,	,	Z
enzimske	enzimski	Agpfpny
,	,	Z
imunokemijske	imunokemijski	Agpfpay
i	i	Cc
kromatografske	kromatografska	Ncfsg
)	)	Z
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
pretraživanje	pretraživanje	Ncnsa
baza	baza	Ncfpg
podataka	podatak	Ncmpg
o	o	Sl
štetnom	štetan	Agpnsly
djelovanju	djelovanje	Ncnsl
lijekova	lijek	Ncmpg
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
interpretirati	interpretirati	Vmn
nalaz	nalaz	Ncmsan
terapijskog	terapijski	Agpnsgy
praćenja	praćenje	Ncnsg
lijekova	lijek	Ncmpg
(	(	Z
3	3	Mdc
)	)	Z

5.	5.	Mdo
Laboratorijska	laboratorijski	Agpfsny
toksikologija	toksikologija	Ncfsn

–	–	I
poznavati	poznavati	Vmn
metode	metoda	Ncfpa
probiranja	probiranje	Ncnsg
i	i	Cc
potvrde	potvrditi	Vmr3p
na	na	Sa
sredstva	sredstvo	Ncnpa
ovisnosti	ovisnost	Ncfsg
i	i	Cc
lijekove	lijek	Ncmpa
(	(	Z
2	2	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
laboratorijsku	laboratorijski	Agpfsay
dijagnostiku	dijagnostika	Ncfsa
otrovanja	otrovanje	Ncnsg
:	:	Z
toksičnim	toksičan	Agpmpiy
metalima	metal	Ncmpi
,	,	Z
anorganskim	anorganski	Agpmply
anionima	anion	Ncmpl
(	(	Z
cijanidi	cijanid	Ncmpn
,	,	Z
fluoridi	fluorid	Ncmpn
,	,	Z
nitrati	nitrat	Ncmpn
i	i	Cc
dr.	dr.	Y
)	)	Z
i	i	Cc
kationima	kation	Ncmpl
(	(	Z
amonijak	amonijak	Ncmsn
)	)	Z
,	,	Z
plinovima	plin	Ncmpi
,	,	Z
organskim	organski	Agpnply
otapalima	otapalo	Ncnpl
,	,	Z
pesticidima	pesticid	Ncmpi
,	,	Z
biljkama	biljka	Ncfpl
ili	ili	Cc
biljnim	biljan	Agpmply
preparatima	preparat	Ncmpl
(	(	Z
2	2	Mdc
)	)	Z

–	–	I
znati	znati	Vmn
pratiti	pratiti	Vmn
izlučivanja	izlučivanje	Ncnpa
otrova	otrov	Ncmpg
u	u	Sg
bolesnika	bolesnik	Ncmpg
podvrgnutim	podvrgnuti	Appnply
ekstrakorporalnim	ekstrakorporalan	Agpfpiy
tehnikama	tehnika	Ncfpi
(	(	Z
2	2	Mdc
)	)	Z

–	–	I
poznavati	poznavati	Vmn
osobitosti	osobitost	Ncfpa
uzorkovanja	uzorkovanje	Ncnsg
i	i	Cc
postupanja	postupanje	Ncnsg
s	sa	Si
pojedinim	pojedini	Agpmsiy
uzorkom	uzorak	Ncmsi
za	za	Sa
toksikološku	toksikološki	Agpfsay
analizu	analiza	Ncfsa
(	(	Z
2	2	Mdc
)	)	Z

–	–	I
poznavati	poznavati	Vmn
osobitosti	osobitost	Ncfpa
spektrofotometrijskih	spektrofotometrijski	Agpfpgy
,	,	Z
enzimskih	enzimski	Agpmpgy
,	,	Z
imunokemijskih	imunokemijski	Agpmpgy
,	,	Z
kromatografija	kromatografiji	Agpfsny
tehnika	tehnika	Ncfsn
(	(	Z
2	2	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
pretraživanje	pretraživanje	Ncnsa
toksikološke	toksikološki	Agpfsgy
baze	baza	Ncfsg
podataka	podatak	Ncmpg
(	(	Z
3	3	Mdc
)	)	Z

–	–	Z
interpretirati	interpretirati	Vmn
konačan	konačan	Agpmsann
toksikološki	toksikološki	Agpmsayn
nalaz	nalaz	Ncmsan
(	(	Z
2	2	Mdc
)	)	Z

6.	6.	Mdo
Molekularna	molekularan	Agpfsny
dijagnostika	dijagnostika	Ncfsn
u	u	Sl
farmakogenomici	farmakogenomica	Ncfsl
i	i	Cc
toksikogenomici	toksikogenomica	Ncfsl

–	–	I
poznavati	poznavati	Vmn
osnove	osnova	Ncfpa
farmakogenetike	farmakogenetika	Ncfsg
i	i	Cc
farmakogenomike	farmakogenomika	Ncfpa
(	(	Z
2	2	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
aktualne	aktualan	Agpfpay
smjernice	smjernica	Ncfpa
za	za	Sa
farmakogenetičke	farmakogenetički	Agpmpay
biljege	biljeg	Ncmpa
i	i	Cc
doziranje	doziranje	Ncnsa
lijekova	lijek	Ncmpg
(	(	Z
2	2	Mdc
)	)	Z

–	–	I
poznavati	poznavati	Vmn
osnove	osnova	Ncfpa
metabolizma	metabolizam	Ncmsg
lijekova	lijek	Ncmpg
,	,	Z
ksenobiotika	ksenobiotik	Ncmpg
i	i	Cc
endogenih	endogen	Agpmpgy
supstrata	supstrat	Ncmpg
(	(	Z
2	2	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
tumačenje	tumačenje	Ncnsa
predanalitičkih	predanalitički	Agpfpgy
,	,	Z
analitičkih	analitički	Agpmpgy
i	i	Cc
postanalitičkih	postanalitički	Agpmpgy
izvora	izvor	Ncmpg
varijabilnosti	varijabilnost	Ncfsg
pretraga	pretraga	Ncfpg
molekularne	molekularan	Agpfsgy
dijagnostike	dijagnostika	Ncfsg
(	(	Z
2	2	Mdc
)	)	Z

–	–	I
poznavati	poznavati	Vmn
osobitosti	osobitost	Ncfpa
uzorkovanja	uzorkovanje	Ncnsg
i	i	Cc
postupanja	postupanje	Ncnsg
s	sa	Si
uzorkom	uzorak	Ncmsi
za	za	Sa
molekularnu	molekularan	Agpfsay
dijagnostiku	dijagnostika	Ncfsa
(	(	Z
2	2	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
principe	princip	Ncmpa
i	i	Cc
ograničenja	ograničenje	Ncnpa
metoda	metoda	Ncfpg
molekularne	molekularan	Agpfsgy
dijagnostike	dijagnostika	Ncfsg
(	(	Z
2	2	Mdc
)	)	Z

–	–	Z
poznavati	poznavati	Vmn
pretraživanje	pretraživanje	Ncnsa
farmakogenetičke	farmakogenetička	Ncfsg
/	/	Z
farmakogenomičke	farmakogenomički	Agpfpay
baze	baza	Ncfpa
podataka	podatak	Ncmpg
,	,	Z
baze	baza	Ncfpa
interakcija	interakcija	Ncfpg
i	i	Cc

