provodi	provoditi	Vmr3s
datum	datum	Ncmsn
doznake	doznaka	Ncfsg
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
korisniku	korisnik	Ncmsd

–	–	Z
ukupna	ukupan	Agpfsny
vrijednost	vrijednost	Ncfsn
investicije	investicija	Ncfsg
u	u	Sl
kunama	kuna	Ncfpl
(	(	Z
bruto	bruto	Agpmsny
iznos	iznos	Ncmsn
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
potpore	potpora	Ncfsg
za	za	Sa
ulaganja	ulaganje	Ncnpa

–	–	Agpmsny
iznos	iznos	Ncmsn
dodijeljene	dodijeljen	Agpfsgy
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
u	u	Sl
HRK	h	Ncfpl
(	(	Z
neto	neto	Agpfsny
iznos	iznos	Ncmsn
)	)	Z

–		Aspfsny
protuvrijednost	protuvrijednost	Ncfsn
potpore	potpora	Ncfsg
u	u	Sa
EUR	EUR	Npmsan
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Davatelj	davatelj	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
dužan	dužan	Agpmsnn
je	biti	Var3s
voditi	voditi	Vmn
zasebnu	zaseban	Agpfsay
evidenciju	evidencija	Ncfsa
dodijeljenih	dodijeljen	Agpfpgy
potpora	potpora	Ncfpg
male	mali	Agpfsgy
vrijednosti	vrijednost	Ncfsg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Izuzev	izuzev	Sg
obveze	obveza	Ncfsg
dostave	dostava	Ncfsg
godišnjeg	godišnji	Agpnsgy
izvješća	izvješće	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
davatelj	davatelj	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
dostavlja	dostavljati	Vmr3s
Ministarstvu	ministarstvo	Ncnsd
izvješće	izvješće	Ncnsn
o	o	Sl
dodijeljenim	dodijeljen	Agpfply
potporama	potpora	Ncfpl
male	mali	Agpfsgy
vrijednosti	vrijednost	Ncfsg
najkasnije	kasan	Ncfsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
15	15	Mdc
dana	dan	Ncmpg
od	od	Sg
dodjele	dodjela	Ncfsg
potpore	potpora	Ncfsg
male	mali	Agpfsgy
vrijednosti	vrijednost	Ncfsg
na	na	Sl
Obrascu	obrazac	Ncmsl
izvješća	izvješće	Ncnsg
o	o	Sl
dodijeljenim	dodijeljen	Agpfply
potporama	potpora	Ncfpl
male	mali	Agpfsgy
vrijednosti	vrijednost	Ncfsg
koji	koji	Pi-msn
preuzima	preuzimati	Vmr3s
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
na	na	Sl
internetskoj	internetski	Agpfsly
stranici	stranica	Ncfsl
Ministarstva	ministarstvo	Ncnsg
,	,	Z
Uprave	uprava	Ncfsg
ribarstva	ribarstvo	Ncnsg
–	–	Z
www.mps.hr/	www.mps.hri	Agpnsay
ribarstvo	ribarstvo	Ncnsa
,	,	Z
a	a	Cc
dostavlja	dostavljati	Vmr3s
Ministarstvu	ministarstvo	Ncnsl
u	u	Sl
pisanom	pisan	Agpmsly
obliku	oblik	Ncmsl
i	i	Cc
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
na	na	Sa
adresu	adresa	Ncfsa
elektroničke	elektronički	Agpfsgy
pošte	pošta	Ncfsg
:	:	Z
ribarstvo.potpore@mps.hr	ribarstvo.potpore@mps.hr	X
.	.	Z

b	b	Npmsn
)	)	Z
Komunikacija	komunikacija	Ncfsn
s	sa	Si
Europskom	europski	Agpfsiy
komisijom	komisija	Ncfsi

Članak	članak	Ncmsn
11.	11.	Mdo

Komunikacija	komunikacija	Ncfsn
između	između	Sg
davatelja	davatelj	Ncmpg
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
i	i	Cc
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
obavlja	obavljati	Vmr3s
se	sebe	Px--sa
putem	put	Sg
Ministarstva	ministarstvo	Ncnsg
.	.	Z

c	C	Npmsn
)	)	Z
Registar	registar	Ncmsn
državnih	državni	Agpfpgy
potpora	potpora	Ncfpg
u	u	Sl
ribarstvu	ribarstvo	Ncnsl
i	i	Cc
akvakulturi	akvakultura	Ncfsl

Članak	članak	Ncmsn
12.	12.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
vodi	voditi	Vmr3s
registar	registar	Ncmsan
svih	sav	Agpfpgy
državnih	državni	Agpfpgy
potpora	potpora	Ncfpg
dodijeljenih	dodijeljen	Agpfpgy
u	u	Sl
sektoru	sektor	Ncmsl
ribarstva	ribarstvo	Ncnsg
i	i	Cc
akvakulture	akvakultura	Ncfsg
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
koji	koji	Pi-msn
sadrži	sadržati	Vmr3s
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
:	:	Z

–	–	Z
naziv	naziv	Ncmsn
davatelja	davatelj	Ncmpg
državne	državni	Agpfsgy
potpore	potpora	Ncfsg

–	–	Z
naziv	naziv	Ncmsn
programa	program	Ncmsg
ili	ili	Cc
pojedinačne	pojedinačan	Agpfsgy
državne	državni	Agpfsgy
potpore	potpora	Ncfsg

–	–	Agpmsny
temelj	temelj	Ncmsn
dodjele	dodjela	Ncfsg
potpore	potpora	Ncfsg

–	–	Z
naziv	naziv	Ncmsn
korisnika	korisnik	Ncmpg
potpore	potpora	Ncfsg

–	–	Agpmsny
pravni	pravni	Agpmsny
oblik	oblik	Ncmsn
korisnika	korisnik	Ncmpg
potpore	potpora	Ncfsg

–	i	Agpnsny
OIB	oib	Ncnsn
korisnika	korisnik	Ncmpg
potpore	potpora	Ncfsg

–	i	Agpfsny
vrsta	vrsta	Ncfsn
potpore	potpora	Ncfsg
(	(	Z
program	program	Ncmsn
/	/	Z
pojedinačna	pojedinačan	Agpfsny
potpora	potpora	Ncfsn
)	)	Z

–	–	Agpmsny
datum	datum	Ncmsn
dodjele	dodjela	Ncfsg
potpore	potpora	Ncfsg

–	i	Agpnsay
trajanje	trajanje	Ncnsa
programa	program	Ncmsg
potpore	potpora	Ncfsg
(	(	Z
razdoblje	razdoblje	Ncnsn
provedbe	provedba	Ncfsg
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
)	)	Z

–	i	Agpfsny
kategorija	kategorija	Ncfsn
potpore	potpora	Ncfsg

–	–	Agpmsny
iznos	iznos	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
po	po	Sl
pojedinom	pojedini	Agpmsly
instrumentu	instrument	Ncmsl
(	(	Z
u	u	Sl
HRK	HR	Npmsl
)	)	Z

–		Aspfsny
protuvrijednost	protuvrijednost	Ncfsn
potpore	potpora	Ncfsg
u	u	Sa
EUR	EUR	Npmsan

–	–	Agpmsny
broj	broj	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg

–	–	Sa
datum	datum	Ncmsan
odobrenja	odobrenje	Ncnsg
i	i	Cc
broj	broj	Ncmsn
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
odobrene	odobren	Agpfsgy
od	od	Sg
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Registar	registar	Ncmsn
državnih	državni	Agpfpgy
potpora	potpora	Ncfpg
osim	osim	Sg
podataka	podatak	Ncmpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
sadrži	sadržati	Vmr3s
i	i	Qo
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
izuzete	izuzeti	Ncfpa
državne	državni	Agpfpay
potpore	potpora	Ncfpa
:	:	Z

–	–	Agpmsny
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn
odobrene	odobren	Agpfsgy
izuzete	izuzeti	Agpfsgy
državne	državni	Agpfsgy
potpore	potpora	Ncfsg
dodijeljen	dodijeliti	Appmsnn
od	od	Sg
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg

–	–	Z
datum	datum	Ncmsan
objave	objava	Ncfsg
zbirnih	zbirni	Agpmpgy
podatka	podatak	Ncmpg
o	o	Sl
izuzetoj	izuzeti	Ncfsl

