roditelja	roditelj	Ncmpg
kontakt	kontakt	Ncmsan
s	sa	Si
korisnicima	korisnik	Ncmpi
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
vođenju	vođenje	Ncnsl
evidencije	evidencija	Ncfsg
i	i	Cc
dokumentacije	dokumentacija	Ncfsg
te	te	Cc
pripremi	priprema	Ncfsl
/	/	Z
izradi	izrada	Ncfsl
izvješća	izvješće	Ncnsg
o	o	Sl
korisniku	korisnik	Ncmsl
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
pripremi	priprema	Ncfsl
korisnika	korisnik	Ncmpg
za	za	Sa
povratak	povratak	Ncmsan
u	u	Sa
primarnu	primaran	Agpfsay
obitelj	obitelj	Ncfsa
odnosno	odnosno	Rgp
prekidu	prekid	Ncmsl
pružanja	pružanje	Ncnsg
usluge	usluga	Ncfsg
,	,	Z
odlazak	odlazak	Ncmsan
u	u	Sa
posvojiteljsku	posvojiteljski	Agpfsay
,	,	Z
udomiteljsku	udomiteljski	Agpfsay
obitelj	obitelj	Ncfsa
ili	ili	Cc
drugu	drugi	Mlofsa
ustanovu	ustanova	Ncfsa
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
pružanju	pružanje	Ncnsl
usluge	usluga	Ncfpa
savjetovanja	savjetovanje	Ncnsg
i	i	Cc
pomaganja	pomaganje	Ncnsg
djeci	dijete	Ncnpd
i	i	Cc
obiteljima	obitelj	Ncfpi
u	u	Sl
riziku	rizik	Ncmsl
,	,	Z
udomiteljskim	udomiteljski	Agpfply
i	i	Cc
posvojiteljskim	posvojiteljski	Agpfply
obiteljima	obitelj	Ncfpl
te	te	Cc
pružanju	pružanje	Ncnsd
podrške	podrška	Ncfsg
korisniku	korisnik	Ncmsd
nakon	nakon	Sg
izlaska	izlazak	Ncmsg
iz	iz	Sg
skrbi	skrb	Ncfsg
.	.	Z

2.2.2.	2.2.2.	Mdo

Rad	rad	Ncmsn
u	u	Sl
centru	centar	Ncmsl
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
u	u	Sl
pojedinim	pojedini	Agpfply
stručnim	stručan	Agpfply
cjelinama	cjelina	Ncfpl
(	(	Z
2	2	Mdc
mjeseca	mjesec	Ncmsg
)	)	Z
:	:	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
djelokrug	djelokrug	Ncmsan
rada	rad	Ncmsg
u	u	Sl
svakoj	svaki	Pi-fsl
stručnoj	stručan	Agpfsly
cjelini	cjelina	Ncfsl
,	,	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
način	način	Ncmsan
vođenja	vođenje	Ncnsg
postupaka	postupak	Ncmpg
u	u	Sl
svakoj	svaki	Pi-fsl
stručnoj	stručan	Agpfsly
cjelini	cjelina	Ncfsl
,	,	Z

–	–	Z
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
individualnom	individualan	Agpmsly
radu	rad	Ncmsl
s	sa	Si
korisnikom	korisnik	Ncmsi
te	te	Cc
donošenju	donošenje	Ncnsl
timskih	timski	Agpfpgy
odluka	odluka	Ncfpg
,	,	Z

–	–	Z
obavlja	obavljati	Vmr3s
jednostavnije	jednostavno	Rgc
radnje	radnja	Ncfsg
u	u	Sl
pojedinom	pojedini	Agpmsly
postupku	postupak	Ncmsl
,	,	Z

–	–	Z
obavlja	obavljati	Vmr3s
uvid	uvid	Ncmsan
u	u	Sa
spise	spis	Ncmpa
predmeta	predmet	Ncmpg
iz	iz	Sg
nadležnosti	nadležnost	Ncfsg
pojedinih	pojedini	Agpfpgy
stručnih	stručan	Agpfpgy
cjelina	cjelina	Ncfpg
.	.	Z

2.2.3.	2.2.3.	Mdo

Rad	rad	Ncmsn
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
(	(	Z
5	5	Mdc
dana	dan	Ncmpg
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
socijalni	socijalan	Agpmsayn
rad	rad	Ncmsan
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
sudjelovanjem	sudjelovanje	Ncnsi
u	u	Sl
prikupljanju	prikupljanje	Ncnsl
potrebnih	potreban	Agpmpgy
podataka	podatak	Ncmpg
o	o	Sl
pacijentu	pacijent	Ncmsl
,	,	Z
u	u	Sl
timskoj	timski	Agpfsly
procjeni	procjena	Ncfsl
,	,	Z
individualnom	individualan	Agpmsly
i	i	Cc
grupnom	grupni	Agpmsly
radu	rad	Ncmsl
s	sa	Si
pacijentom	pacijent	Ncmsi
i	i	Cc
članovima	član	Ncmpi
obitelji	obitelj	Ncfsg
,	,	Z
pomoći	pomoć	Ncfsl
u	u	Sl
ostvarivanju	ostvarivanje	Ncnsl
odgovarajućih	odgovarajući	Agpnpgy
prava	pravo	Ncnpg
i	i	Cc
usluga	usluga	Ncfpg
,	,	Z
suradnji	suradnja	Ncfsl
s	sa	Si
drugim	drugi	Mlofpi
ustanovama	ustanova	Ncfpi
i	i	Cc
tijelima	tijelo	Ncnpl
te	te	Cc
drugim	drugi	Mlonpl
stručnim	stručan	Agpmpiy
poslovima	posao	Ncmpi
socijalnog	socijalan	Agpmsgy
rada	rad	Ncmsg
u	u	Sl
zdravstvenoj	zdravstven	Agpfsly
ustanovi	ustanova	Ncfsl
.	.	Z

2.2.4.	2.2.4.	Mdo

Rad	rad	Ncmsn
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
(	(	Z
5	5	Mdc
dana	dan	Ncmpg
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
rad	rad	Ncmsan
stručnih	stručan	Agpmpgy
suradnika	suradnik	Ncmpg
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
sudjeluje	sudjelovati	Vmr3s
u	u	Sl
procjeni	procjena	Ncfsl
razvojnih	razvojan	Agpmpgy
rizika	rizik	Ncmpg
i	i	Cc
potreba	potreba	Ncfpg
pojedinih	pojedini	Agpmpgy
učenika	učenik	Ncmpg
,	,	Z
problema	problem	Ncmpg
u	u	Sl
ponašanju	ponašanje	Ncnsl
učenika	učenik	Ncmpg
,	,	Z
praćenju	praćenje	Ncnsl
integracije	integracija	Ncfsg
učenika	učenik	Ncmpg
s	sa	Si
teškoćama	teškoća	Ncfpi
u	u	Sl
razvoju	razvoj	Ncmsl
te	te	Cc
individualnom	individualan	Agpmsly
radu	rad	Ncmsl
s	sa	Si
učenicima	učenik	Ncmpi
i	i	Cc
roditeljima	roditelj	Ncmpi
,	,	Z
rješavanju	rješavanje	Ncnsl
kriznih	krizan	Agpfpgy
situacija	situacija	Ncfpg
te	te	Cc
suradnji	suradnja	Ncfsl
s	sa	Si
drugim	drugi	Mlofpi
ustanovama	ustanova	Ncfpi
i	i	Cc
tijelima	tijelo	Ncnpi
i	i	Cc
drugim	drugi	Mlompl
poslovima	posao	Ncmpl
stručnih	stručan	Agpmpgy
suradnika	suradnik	Ncmpg
u	u	Sl
ustanovi	ustanova	Ncfsl
odgoja	odgoj	Ncmsg
i	i	Cc
obrazovanja	obrazovanje	Ncnsg
.	.	Z

2.3.	2.3.	Mdo

Pravnik	pravnik	Ncmsn
u	u	Sl
centru	centar	Ncmsl
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa

Nakon	nakon	Sg
uvodnog	uvodan	Agpmsgy
dijela	dio	Ncmsg
glavni	glavni	Agpmsny
stručni	stručan	Agpmsny
voditelj	voditelj	Ncmsn
organizira	organizirati	Vmr3s
raspoređivanje	raspoređivanje	Ncnsa
pripravnika	pripravnik	Ncmpg
u	u	Sl
:	:	Z

1.	1.	Mdo
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
,	,	Z

2.	2.	Mdo
sud	sud	Ncmsn
.	.	Z

2.3.1.	2.3.1.	Mdo

Rad	rad	Ncmsn
u	u	Sl
centru	centar	Ncmsl
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
u	u	Sl
pojedinim	pojedini	Agpfply
stručnim	stručan	Agpfply
cjelinama	cjelina	Ncfpl
(	(	Z
7	7	Mdc
mjeseci	mjesec	Ncmpg
i	i	Cc
20	20	Mdc
dana	dan	Ncmpg
)	)	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
djelokrug	djelokrug	Ncmsan
rada	rad	Ncmsg
svake	svaki	Pi-fsg
stručne	stručan	Agpfsgy
cjeline	cjelina	Ncfsg
,	,	Z

–	–	Z
upoznaje	upoznavati	Vmr3s
način	način	Ncmsan
vođenja	vođenje	Ncnsg
postupaka	postupak	Ncmpg
u	u	Sl
svakoj	svaki	Pi-fsl
stručnoj	stručan	Agpfsly
cjelini	cjelina	Ncfsl
,	,	Z

–	–	Npmsn
upoznaje	upoznavati	Vmr3s
se	sebe	Px--sa
s	sa	Si
vođenjem	vođenje	Ncnsi
upravnih	upravan	Agpmpgy
postupaka	postupak	Ncmpg
i	i	Cc
donošenjem	donošenje	Ncnsi
timskih	timski	Agpfpgy
odluka	odluka	Ncfpg
,	,	Z

–	–	Z
obavlja	obavljati	Vmr3s
jednostavnije	jednostavan	Agcfpay
radnje	radnja	Ncfpa
u	u	Sl
pojedinim	pojedini	Agpmply
upravnim	upravan	Agpmply
postupcima	postupak	Ncmpl
,	,	Z

–	–	Z
obavlja	obavljati	Vmr3s
uvid	uvid	Ncmsan
u	u	Sa
spise	spis	Ncmpa
predmeta	predmet	Ncmpg
iz	iz	Sg
nadležnosti	nadležnost	Ncfsg
pojedinih	pojedini	Agpfpgy
stručnih	stručan	Agpfpgy
cjelina	cjelina	Ncfpg
.	.	Z

2.3.2.	2.3.2.	Mdo

Rad	rad	Ncmsn
u	u	Sl
sudu	sud	Ncmsl
(	(	Z
2	2	Mdc
mjeseca	mjesec	Ncmsg
)	)	Z

–	–	Npmsn
upoznaje	upoznavati	Vmr3s
se	sebe	Px--sa
s	sa	Si
ustrojem	ustroj	Ncmsi
i	i	Cc
radom	rad	Ncmsi
suda	sud	Ncmsg
te	te	Cc
vođenjem	vođenje	Ncnsi
parničnih	parnični	Agpmpgy
,	,	Z
izvanparničnih	izvanparnični	Agpmpgy
,	,	Z

