iznad	iznad	Sg
Članak	članak	Ncmsn
9.	9.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
će	htjeti	Var3s
:	:	Z

–	–	Z
najkasnije	kasno	Rgs
6.	6.	Mdo
svibnja	svibanj	Ncmsg
u	u	Sl
godini	godina	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
započinje	započinjati	Vmr3s
razdoblje	razdoblje	Ncnsa
provedbe	provedba	Ncfsg
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
objavit	objaviti	Vmn
javni	javan	Agpmsayn
poziv	poziv	Ncmsan
za	za	Sa
odabir	odabir	Ncmsan
dobavljača	dobavljač	Ncmpg
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
i	i	Cc

–	–	Z
najkasnije	kasno	Rgs
30.	30.	Mdo
svibnja	svibanj	Ncmsg
u	u	Sl
godini	godina	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
započinje	započinjati	Vmr3s
razdoblje	razdoblje	Ncnsa
provedbe	provedba	Ncfsg
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
na	na	Sl
web-stranici	web-stranica	Ncfsl
objaviti	objaviti	Vmn
:	:	Z

a	a	Cc
)	)	Z
popis	popis	Ncmsan
dobavljača	dobavljač	Ncmpg
koji	koji	Pi-mpn
ispunjavaju	ispunjavati	Vmr3p
uvjete	uvjet	Ncmpa
javnog	javan	Agpmsgy
poziva	poziv	Ncmsg

b	b	Npmsn
)	)	Z
popis	popis	Ncmsan
škola	škola	Ncfpg
koje	koji	Pi-fpn
mogu	moći	Vmr3p
sudjelovati	sudjelovati	Vmn
u	u	Sl
Shemi	shema	Ncfsl
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
s	sa	Si
brojem	broj	Ncmsi
učenika	učenik	Ncmpg
po	po	Sl
školi	škola	Ncfsl
i	i	Cc

c	C	Npmsn
)	)	Z
iznos	iznos	Ncmsan
potpore	potpora	Ncfsg
po	po	Sl
školi	škola	Ncfsl
prema	prema	Sl
broju	broj	Ncmsl
učenika	učenik	Ncmpg
koji	koji	Pi-mpn
mogu	moći	Vmr3p
sudjelovati	sudjelovati	Vmn
u	u	Sl
Shemi	shema	Ncfsl
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
nadležno	nadležan	Agpnsny
za	za	Sa
obrazovanje	obrazovanje	Ncnsa
dostavit	dostaviti	Vmn
će	htjeti	Var3s
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
:	:	Z

–	–	Z
najkasnije	kasno	Rgs
20.	20.	Mdo
svibnja	svibanj	Ncmsg
u	u	Sl
godini	godina	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
počinje	počinjati	Vmr3s
razdoblje	razdoblje	Ncnsa
provedbe	provedba	Ncfsg
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
ukupan	ukupan	Agpmsnn
broj	broj	Ncmsn
učenika	učenik	Ncmpg
po	po	Sl
svakoj	svaki	Pi-fsl
školi	škola	Ncfsl
u	u	Sl
tekućoj	tekući	Agpfsly
školskoj	školski	Agpfsly
godini	godina	Ncfsl

–	–	Z
najkasnije	kasno	Rgs
25.	25.	Mdo
kolovoza	kolovoz	Ncmsg
u	u	Sl
godini	godina	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
počinje	počinjati	Vmr3s
razdoblje	razdoblje	Ncnsa
provedbe	provedba	Ncfsg
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
privremeni	privremen	Agpmsayn
broj	broj	Ncmsan
učenika	učenik	Ncmpg
po	po	Sl
svakoj	svaki	Pi-fsl
školi	škola	Ncfsl
upisanih	upisati	Appmpgy
u	u	Sa
novu	nov	Agpfsay
školsku	školski	Agpfsay
godinu	godina	Ncfsa
i	i	Cc

–	–	Z
najkasnije	kasno	Rgs
15.	15.	Mdo
listopada	listopad	Ncmsg
u	u	Sl
godini	godina	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
počinje	počinjati	Vmr3s
razdoblje	razdoblje	Ncnsa
provedbe	provedba	Ncfsg
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
konačan	konačan	Agpmsann
broj	broj	Ncmsan
učenika	učenik	Ncmpg
po	po	Sl
svakoj	svaki	Pi-fsl
školi	škola	Ncfsl
upisanih	upisati	Appmpgy
u	u	Sa
novu	nov	Agpfsay
školsku	školski	Agpfsay
godinu	godina	Ncfsa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Prilikom	prilikom	Sg
prijave	prijava	Ncfsg
na	na	Sa
javni	javan	Agpmsayn
poziv	poziv	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
dobavljač	dobavljač	Ncmsn
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
će	htjeti	Var3s
dostaviti	dostaviti	Vmn
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
:	:	Z

–	–	Mlomsn
dokaz	dokaz	Ncmsn
da	da	Cs
je	biti	Var3s
u	u	Sl
Sudskom	sudski	Agpmsly
ili	ili	Cc
Obrtnom	obrtni	Agpmsly
registru	registar	Ncmsl
registriran	registrirati	Appmsnn
za	za	Sa
djelatnost	djelatnost	Ncfsa
trgovine	trgovina	Ncfsg
hranom	hrana	Ncfsi

–	–	Sa
presliku	preslika	Ncfsa
potpisnog	potpisni	Agpmsgy
kartona	karton	Ncmsg
deponiranog	deponirati	Appmsgy
u	u	Sl
FINA-i	fina-a	Ncfsl
ili	ili	Cc
poslovnoj	poslovan	Agpfsly
banci	banka	Ncfsl

–	i	Agpfpay
informacije	informacija	Ncfpa
o	o	Sl
području	područje	Ncnsl
koje	koji	Pi-nsn
planira	planirati	Vmr3s
pokrivati	pokrivati	Vmn
pri	pri	Sl
isporukama	isporuka	Ncfpl
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
(	(	Z
županija	županija	Ncfpg
/	/	Z
e	e	X
ili	ili	Cc
cijela	cijel	Agpfsny
Republika	republika	Ncfsn
Hrvatska	Hrvatska	Npfsn
)	)	Z
i	i	Cc

–	–	Pd-fsa
pisanu	pisan	Agpfsay
izjavu	izjava	Ncfsa
prema	prema	Sl
kojoj	koji	Pi-fsl
će	htjeti	Var3s
:	:	Z

a	a	Cc
)	)	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
,	,	Z
koristi	koristiti	Vmr3s
voće	voće	Ncnsa
i	i	Cc
povrće	povrće	Ncnsn
financirano	financirati	Appnsny
iz	iz	Sg
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
za	za	Sa
isporuku	isporuka	Ncfsa
školama	škola	Ncfpi

b	b	I
)	)	Z
vratiti	vratiti	Vmn
svu	sav	Ncfsa
neopravdano	neopravdano	Rgp
isplaćenu	isplatiti	Appfsay
potporu	potpora	Ncfsa
zajedno	zajedno	Rgp
sa	sa	Si
zakonskim	zakonski	Agpfpiy
kamatama	kamata	Ncfpi
za	za	Sa
količine	količina	Ncfpa
za	za	Sa
koje	koji	Pi-fpa
je	biti	Var3s
utvrđeno	utvrditi	Appnsny
da	da	Cs
proizvodi	proizvod	Ncmpn
nisu	biti	Var3p
distribuirani	distribuirati	Appmpny
djeci	dijete	Ncnpd
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
listom	list	Ncmsi
prihvatljivih	prihvatljiv	Agpmpgy
proizvoda	proizvod	Ncmpg
iz	iz	Sg
Priloga	prilog	Ncmsg
I	i	Cc
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
ili	ili	Cc
je	biti	Var3s
isplaćena	isplatiti	Appfsny
za	za	Sa
proizvode	proizvod	Ncmpa
koji	koji	Pi-mpn
ne	ne	Qz
ispunjavaju	ispunjavati	Vmr3p
uvjete	uvjet	Ncmpa
propisane	propisati	Appmpay
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi

c	C	Npmsn
)	)	Z
u	u	Sl
slučaju	slučaj	Ncmsl
prijevare	prijevara	Ncfsg
ili	ili	Cc
svjesnog	svjestan	Agpmsgy
nehaja	nehaj	Ncmsg
vratiti	vratiti	Vmn
dodatno	dodatno	Rgp
i	i	Cc
iznos	iznos	Ncmsan
u	u	Sl
visini	visina	Ncfsl
razlike	razlika	Ncfsg
između	između	Sg
isplaćenog	isplatiti	Agpmsgy
iznosa	iznos	Ncmsg
i	i	Cc
iznosa	iznos	Ncmsg
na	na	Sa
koji	koji	Pi-msan
je	biti	Var3s
kao	kao	Cs
podnositelj	podnositelj	Ncmsn
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
imao	imati	Vmp-sm
pravo	pravo	Ncnsa

d	d	Npmsn
)	)	Z
na	na	Sa
zahtjev	zahtjev	Ncmsan
dostaviti	dostaviti	Vmn
prateće	prateći	Agpmpay
dokumente	dokument	Ncmpa
i	i	Cc

e	e	Npmsn
)	)	Z
se	sebe	Px--sa
podvrgnuti	podvrgnuti	Vmn
administrativnoj	administrativan	Agpfsdy
kontroli	kontrola	Ncfsd
i	i	Cc
kontroli	kontrola	Ncfsl
na	na	Sl
terenu	teren	Ncmsl
te	te	Cc
inspekcijskom	inspekcijski	Agpmsly
nadzoru	nadzor	Ncmsl
.	.	Z

Odobravanje	odobravanje	Ncnsn
podnositelja	podnositelj	Ncmpg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa

Članak	članak	Ncmsn
10.	10.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
nadležno	nadležan	Agpnsny
za	za	Sa
poljoprivredu	poljoprivreda	Ncfsa
će	htjeti	Var3s
u	u	Sl
godini	godina	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
započinje	započinjati	Vmr3s
razdoblje	razdoblje	Ncnsa
provedbe	provedba	Ncfsg
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
:	:	Z

–	–	Z
najkasnije	kasno	Rgs
15.	15.	Mdo
lipnja	lipanj	Ncmsg
odlukom	odluka	Ncfsi
odobriti	odobriti	Vmn
tijelo	tijelo	Ncnsa
nadležno	nadležan	Agpnsay
za	za	Sa
promociju	promocija	Ncfsa
i	i	Cc
tijelo	tijelo	Ncnsa
nadležno	nadležan	Agpnsny
za	za	Sa
prateće	prateći	Agpfpay
mjere	mjera	Ncfpa
u	u	Sl
okviru	okvir	Ncmsl
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
i	i	Cc
njihov	njihov	Ps3msn
godišnji	godišnji	Agpmsny
plan	plan	Ncmsn
aktivnosti	aktivnost	Ncfsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ministarstvo	ministarstvo	Ncnsn
nadležno	nadležan	Agpnsny
za	za	Sa
zdravlje	zdravlje	Ncnsa
će	htjeti	Var3s
u	u	Sl
godini	godina	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
započinje	započinjati	Vmr3s
razdoblje	razdoblje	Ncnsa
provedbe	provedba	Ncfsg
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
:	:	Z

–	–	Z
najkasnije	kasno	Rgs
15.	15.	Mdo
lipnja	lipanj	Ncmsg
odlukom	odluka	Ncfsi
odobriti	odobriti	Vmn
tijelo	tijelo	Ncnsa
nadležno	nadležan	Agpnsay
za	za	Sa
praćenje	praćenje	Ncnsa
i	i	Cc
ocjenjivanje	ocjenjivanje	Ncnsa
utjecaja	utjecaj	Ncmsg
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg
na	na	Sa
prehrambene	prehramben	Agpfpay
navike	navika	Ncfpa
i	i	Cc
zdravlje	zdravlje	Ncnsa
školske	školski	Agpfsgy
djece	dijete	Ncnpg
i	i	Cc
godišnji	godišnji	Agpmsny
plan	plan	Ncmsn
aktivnosti	aktivnost	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Tijelo	tijelo	Ncnsn
odobreno	odobren	Agpnsny
za	za	Sa
promociju	promocija	Ncfsa
,	,	Z
tijelo	tijelo	Ncnsa
odobreno	odobren	Agpnsny
za	za	Sa
prateće	prateći	Agpfpay
mjere	mjera	Ncfpa
i	i	Cc
tijelo	tijelo	Ncnsa
odobreno	odobren	Agpnsny
za	za	Sa
praćenje	praćenje	Ncnsa
i	i	Cc
ocjenjivanje	ocjenjivanje	Ncnsa
iz	iz	Sg
stavaka	stavak	Ncmpg
1.	1.	Mdo
i	i	Cc
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
dostavit	dostaviti	Vmn
će	htjeti	Var3s
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
:	:	Z

–	–	Z
najkasnije	kasno	Rgs
30.	30.	Mdo
lipnja	lipanj	Ncmsg
u	u	Sl
godini	godina	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
započinje	započinjati	Vmr3s
razdoblje	razdoblje	Ncnsa
provedbe	provedba	Ncfsg
Sheme	shema	Ncfsg
školskog	školski	Agpnsgy
voća	voće	Ncnsg
i	i	Cc
povrća	povrće	Ncnsg

