komisiji	komisija	Ncfsl
provodi	provoditi	Vmr3s
sukladno	sukladno	Rgp
odredbama	odredba	Ncfpi
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc
posebnom	poseban	Agpmsly
propisu	propis	Ncmsl
o	o	Sl
službenim	služben	Agpfply
kontrolama	kontrola	Ncfpl
.	.	Z

Nacionalni	nacionalan	Agpmsny
postupak	postupak	Ncmsn
zaštite	zaštita	Ncfsg
naziva	nazivati	Vmr3s
ZOI	ZOI	Npmsn
,	,	Z
ZOZP	ZOZP	Npmsn
,	,	Z
ZTS	ZTS	Npmsn
poljoprivrednih	poljoprivredni	Agpmpgy
i	i	Cc
prehrambenih	prehramben	Agpmpgy
proizvoda	proizvod	Ncmpg

Članak	članak	Ncmsn
88.	88.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nacionalni	nacionalan	Agpmsny
postupak	postupak	Ncmsn
zaštite	zaštita	Ncfsg
naziva	nazivati	Vmr3s
ZOI	ZOI	Npmsn
,	,	Z
ZOZP	ZOZP	Npmsn
i	i	Cc
ZTS	ZTS	Npmsn
poljoprivrednih	poljoprivredni	Agpmpgy
i	i	Cc
prehrambenih	prehramben	Agpmpgy
proizvoda	proizvod	Ncmpg
pokreće	pokretati	Vmr3s
se	sebe	Px--sa
podnošenjem	podnošenje	Ncnsi
zahtjeva	zahtjev	Ncmpg
za	za	Sa
zaštitu	zaštita	Ncfsa
naziva	naziv	Ncmsg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
zahtjev	zahtjev	Ncmsn
)	)	Z
Ministarstvu	ministarstvo	Ncnsl
na	na	Sl
propisanom	propisati	Agpmsly
obrascu	obrazac	Ncmsl
uz	uz	Sa
prateću	prateći	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
navedenu	navesti	Appfsay
u	u	Sl
člancima	članak	Ncmpl
8.	8.	Mdo
i	i	Cc
20.	20.	Mdo

Uredbe	uredba	Ncfpn
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
1151/2012.	1151/2012.	Mds

(	(	Z
2	2	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ima	imati	Vmr3s
pravo	pravo	Ncnsa
podnijeti	podnijeti	Vmn
skupina	skupina	Ncfsn
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
podnositelj	podnositelj	Ncmsn
zahtjeva	zahtjev	Ncmpg
)	)	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
49.	49.	Mdo
stavkom	stavka	Ncfsi
1.	1.	Mdo
Uredbe	uredba	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
1151/2012.	1151/2012.	Mds

(	(	Z
3	3	Mdc
)	)	Z
Nacionalni	nacionalan	Agpmsny
postupak	postupak	Ncmsn
zaštite	zaštita	Ncfsg
provode	provoditi	Vmr3p
:	:	Z
Stručno-operativna	stručno-operativan	Agpfsny
radna	radni	Agpfsny
skupina	skupina	Ncfsn
za	za	Sa
provedbu	provedba	Ncfsa
nacionalnog	nacionalan	Agpmsgy
postupka	postupak	Ncmsg
zaštite	zaštita	Ncfsg
naziva	nazivati	Vmr3s
oznaka	oznaka	Ncfsn
izvornosti	izvornost	Ncfsg
,	,	Z
oznaka	oznaka	Ncfsn
zemljopisnog	zemljopisan	Agpnsgy
podrijetla	podrijetlo	Ncnsg
i	i	Cc
zajamčeno	zajamčeno	Rgp
tradicionalnih	tradicionalan	Agpmpgy
specijaliteta	specijalitet	Ncmpg
poljoprivrednih	poljoprivredni	Agpmpgy
i	i	Cc
prehrambenih	prehramben	Agpmpgy
proizvoda	proizvod	Ncmpg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Stručno-operativna	stručno-operativan	Agpfsny
radna	radni	Agpfsny
skupina	skupina	Ncfsn
)	)	Z
i	i	Cc
Povjerenstvo	povjerenstvo	Ncnsn
za	za	Sa
provedbu	provedba	Ncfsa
nacionalnog	nacionalan	Agpmsgy
postupka	postupak	Ncmsg
zaštite	zaštita	Ncfsg
naziva	nazivati	Vmr3s
oznaka	oznaka	Ncfsn
izvornosti	izvornost	Ncfsg
,	,	Z
oznaka	oznaka	Ncfsn
zemljopisnog	zemljopisan	Agpnsgy
podrijetla	podrijetlo	Ncnsg
i	i	Cc
zajamčeno	zajamčeno	Rgp
tradicionalnih	tradicionalan	Agpmpgy
specijaliteta	specijalitet	Ncmpg
poljoprivrednih	poljoprivredni	Agpmpgy
i	i	Cc
prehrambenih	prehramben	Agpmpgy
proizvoda	proizvod	Ncmpg
(	(	Z
u	u	Sl
daljnjem	daljnji	Agpmsly
tekstu	tekst	Ncmsl
:	:	Z
Povjerenstvo	povjerenstvo	Ncnsn
)	)	Z
koje	koji	Pi-nsn
osniva	osnivati	Vmr3s
ministar	ministar	Ncmsn
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Stručno-operativna	stručno-operativan	Agpfsny
radna	radni	Agpfsny
skupina	skupina	Ncfsn
provodi	provoditi	Vmr3s
stručnu	stručan	Agpfsay
provjeru	provjera	Ncfsa
zahtjeva	zahtjev	Ncmpg
sukladno	sukladno	Rgp
odredbama	odredba	Ncfpi
Uredbe	uredba	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
1151/2012	1151/2012	Mdc
i	i	Cc
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

Rok	rok	Ncmsn
za	za	Sa
stručnu	stručan	Agpfsay
provjeru	provjera	Ncfsa
zahtjeva	zahtjev	Ncmpg
je	biti	Var3s
sedam	sedam	Mlc
mjeseci	mjesec	Ncmpg
od	od	Sg
datuma	datum	Ncmpg
zaprimanja	zaprimanje	Ncnsg
zahtjeva	zahtjev	Ncmpg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ako	ako	Cs
je	biti	Var3s
zahtjev	zahtjev	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
formalno	formalno	Rgp
nepotpun	nepotpun	Agpmsnn
,	,	Z
podnositelj	podnositelj	Ncmsn
zahtjeva	zahtjev	Ncmpg
pozvat	pozvati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
da	da	Cs
ga	on	Pp3msa
dopuni	dopuniti	Vmr3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
.	.	Z

Ako	ako	Cs
podnositelj	podnositelj	Ncmsn
zahtjeva	zahtjev	Ncmsg
ne	ne	Qz
dopuni	dopuniti	Vmr3s
zahtjev	zahtjev	Ncmsan
,	,	Z
Stručno-operativna	stručno-operativan	Agpfsny
radna	radni	Agpfsny
skupina	skupina	Ncfsn
predlaže	predlagati	Vmr3s
Povjerenstvu	povjerenstvo	Ncnsd
donošenje	donošenje	Ncnsn
prijedloga	prijedlog	Ncmsg
o	o	Sl
odbacivanju	odbacivanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
.	.	Z

Na	na	Sa
prijedlog	prijedlog	Ncmsan
Povjerenstva	povjerenstvo	Ncnsg
ministar	ministar	Ncmsn
će	htjeti	Var3s
rješenjem	rješenje	Ncnsi
odbaciti	odbaciti	Vmn
zahtjev	zahtjev	Ncmsan
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ako	ako	Cs
Stručno-operativna	stručno-operativan	Agpfsny
radna	radni	Agpfsny
skupina	skupina	Ncfsn
u	u	Sl
postupku	postupak	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
utvrdi	utvrditi	Vmr3s
da	da	Cs
je	biti	Var3s
potrebna	potreban	Agpfsny
izmjena	izmjena	Ncfsn
i	i	Cc
dopuna	dopuna	Ncfpg
dostavljene	dostaviti	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
,	,	Z
podnositelja	podnositelj	Ncmpg
zahtjeva	zahtjev	Ncmpg
pozvat	pozvati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
zaključkom	zaključak	Ncmsi
da	da	Cs
iste	isti	Agpfsgy
dostavi	dostaviti	Vmr3s
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
.	.	Z

Na	na	Sa
traženje	traženje	Ncnsa
podnositelja	podnositelj	Ncmpg
zahtjeva	zahtjev	Ncmsg
rok	rok	Ncmsn
za	za	Sa
dopunu	dopuna	Ncfsa
može	moći	Vmr3s
se	sebe	Px--sa
produžiti	produžiti	Vmn
za	za	Sa
najviše	mnogo	Rgs
dva	dva	Mlc
mjeseca	mjesec	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Ako	ako	Cs
podnositelj	podnositelj	Ncmsn
zahtjeva	zahtjev	Ncmpg
nije	biti	Var3s
u	u	Sl
roku	rok	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
6.	6.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
dostavio	dostaviti	Vmp-sm
izmjenu	izmjena	Ncfsa
i	i	Cc
dopunu	dopuna	Ncfsa
dokumentacije	dokumentacija	Ncfsg
ili	ili	Cc
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
da	da	Cs
dostavljena	dostaviti	Appfsny
izmjena	izmjena	Ncfsn
i	i	Cc
dopuna	dopuna	Ncfsn
nije	biti	Var3s
cjelovita	cjelovit	Agpfsny
ili	ili	Cc
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
da	da	Cs
zahtjev	zahtjev	Ncmsn
ne	ne	Qz
udovoljava	udovoljavati	Vmr3s
odredbama	odredba	Ncfpi
Uredbe	uredba	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
1151/2012	1151/2012	Mdc
,	,	Z
Stručno-operativna	stručno-operativan	Agpfsny
radna	radni	Agpfsny
skupina	skupina	Ncfsn
predlaže	predlagati	Vmr3s
Povjerenstvu	povjerenstvo	Ncnsd
donošenje	donošenje	Ncnsn
prijedloga	prijedlog	Ncmsg
o	o	Sl
odbijanju	odbijanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Povjerenstvo	povjerenstvo	Ncnsn
razmatra	razmatrati	Vmr3s
prijedlog	prijedlog	Ncmsan
Stručno-operativne	stručno-operativan	Agpfsgy
radne	radni	Agpfsgy
skupine	skupina	Ncfsg
i	i	Cc
donosi	donositi	Vmr3s
konačni	konačan	Agpmsayn
prijedlog	prijedlog	Ncmsan
o	o	Sl
odbijanju	odbijanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
o	o	Sl
čemu	što	Pi3n-l

