potencijali	potencijal	Ncmpn
sredstava	sredstvo	Ncnpg
Fonda	fond	Ncmsg
mogu	moći	Vmr3p
podnijeti	podnijeti	Vmn
Korisnici	korisnik	Ncmpn
ako	ako	Cs
:	:	Z

–	–	Npmsn
su	biti	Var3p
vodeći	vodeći	Agpmpny
partneri	partner	Ncmpn
ili	ili	Cc
partneri	partner	Ncmpn
na	na	Sl
projektu	projekt	Ncmsl
sa	sa	Si
sjedištem	sjedište	Ncnsi
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl

–	a	Ncfpn
ulažu	ulagati	Vmr3p
vlastita	vlastit	Agpnpay
sredstva	sredstvo	Ncnpa
u	u	Sa
provedbu	provedba	Ncfsa
EU	E	Npmsg
projekta	projekt	Ncmsg
,	,	Z
s	sa	Si
time	taj	Pd-nsi
da	da	Cs
za	za	Sa
programsko	programski	Agpnsay
razdoblje	razdoblje	Ncnsa
2007.	2007.	Mdo
–	–	Z
2013.	2013.	Mdo
minimalno	minimalan	Agpnsny
učešće	učešće	Ncnsn
Korisnika	korisnik	Ncmpg
i	i	Cc
partnera	partner	Ncmpg
mora	morati	Vmr3s
biti	biti	Van
15	15	Mdc
%	%	Z

–	–	Z
nisu	biti	Var3p
dobili	dobiti	Vmp-pm
bespovratna	bespovratan	Agpnpay
sredstva	sredstvo	Ncnpa
iz	iz	Sg
drugih	drugi	Mlofpg
javnih	javan	Agpmpgy
nacionalnih	nacionalan	Agpmpgy
izvora	izvor	Ncmpg
sa	sa	Sg
središnje	središnji	Agpfsgy
razine	razina	Ncfsg
(	(	Z
državni	državni	Agpmsny
proračun	proračun	Ncmsn
:	:	Z
od	od	Sg
proračunskih	proračunski	Agpfpgy
i	i	Cc
izvanproračunskih	izvanproračunski	Agpmpgy
korisnika	korisnik	Ncmpg
)	)	Z
za	za	Sa
sufinanciranje	sufinanciranje	Ncnsa
EU	E	Npmsg
projekta	projekt	Ncmsg
za	za	Sa
koja	koji	Pi-npa
traže	tražiti	Vmr3p
sredstva	sredstvo	Ncnpa
Fonda	fond	Ncmsg

–	i	Agpnsny
za	za	Sa
EU	EU	Npmsan
projekt	projekt	Ncmsan
za	za	Sa
koji	koji	Pi-msan
se	sebe	Px--sa
traži	tražiti	Vmr3s
sufinanciranje	sufinanciranje	Ncnsa
sredstvima	sredstvo	Ncnpi
Fonda	fond	Ncmsg
nije	biti	Var3s
odobreno	odobren	Agpnsny
završno	završan	Agpnsny
izvješće	izvješće	Ncnsn
do	do	Sg
dana	dan	Ncmpg
podnošenja	podnošenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
dodjelu	dodjela	Ncfsa
sredstava	sredstvo	Ncnpg
Fonda	fond	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
koji	koji	Pi-msn
je	biti	Var3s
nositelj	nositelj	Ncmsn
projekta	projekt	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
podstavka	podstavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
ili	ili	Cc
je	biti	Var3s
vodeći	vodeći	Agpmsny
partner	partner	Ncmsn
sa	sa	Si
sjedištem	sjedište	Ncnsi
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
podstavka	podstavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
u	u	Sl
zahtjevu	zahtjev	Ncmsl
za	za	Sa
dodjelu	dodjela	Ncfsa
sredstava	sredstvo	Ncnpg
Fonda	fond	Ncmsg
iskazuje	iskazivati	Vmr3s
vrijednost	vrijednost	Ncfsa
vlastitih	vlastit	Agpnpgy
sredstava	sredstvo	Ncnpg
koja	koji	Pi-fsn
ulaže	ulagati	Vmr3s
u	u	Sa
provedbu	provedba	Ncfsa
EU	E	Npmsg
projekta	projekt	Ncmsg
kao	kao	Cs
i	i	Qo
vrijednost	vrijednost	Ncfsn
sredstava	sredstvo	Ncnpg
koja	koji	Pi-npn
ulažu	ulagati	Vmr3p
svi	sav	Agpmpny
partneri	partner	Ncmpn
koji	koji	Pi-mpn
ispunjavaju	ispunjavati	Vmr3p
uvjete	uvjet	Ncmpa
koji	koji	Pi-mpn
su	biti	Var3p
propisani	propisati	Appmpny
za	za	Sa
Korisnika	korisnik	Ncmsay
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Po	po	Sl
dobivanju	dobivanje	Ncnsl
sredstava	sredstvo	Ncnpg
Fonda	fond	Ncmsg
,	,	Z
obveza	obveza	Ncfsn
je	biti	Var3s
Korisnika	korisnik	Ncmsay
partnerima	partner	Ncmpi
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
isplatiti	isplatiti	Vmn
sredstva	sredstvo	Ncnpa
u	u	Sl
odgovarajućim	odgovarajući	Agpmply
iznosima	iznos	Ncmpl
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
koji	koji	Pi-msn
je	biti	Var3s
projektni	projektni	Agpmsny
partner	partner	Ncmsn
sa	sa	Si
sjedištem	sjedište	Ncnsi
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
podstavka	podstavak	Ncmsg
1.	1.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
u	u	Sl
kojemu	koji	Pi-msl
vodeći	vodeći	Agpmsny
partner	partner	Ncmsn
nije	biti	Var3s
iz	iz	Sg
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
,	,	Z
u	u	Sl
zahtjevu	zahtjev	Ncmsl
za	za	Sa
dodjelu	dodjela	Ncfsa
sredstava	sredstvo	Ncnpg
Fonda	fond	Ncmsg
iskazuje	iskazivati	Vmr3s
samo	samo	Rgp
vrijednost	vrijednost	Ncfsn
vlastitih	vlastit	Agpnpgy
sredstava	sredstvo	Ncnpg
koje	koji	Pi-nsn
ulaže	ulagati	Vmr3s
u	u	Sa
projekt	projekt	Ncmsan
.	.	Z

V.	i	Agpnsgy
PODRUČJA	područje	Ncnsg
SUFINANCIRANJA	sufinanciranje	Ncnsg

Članak	članak	Ncmsn
6.	6.	Mdo

Prihvatljivi	prihvatljiv	Agpmpny
EU	EU	Var3p
projekti	projekt	Ncmpn
za	za	Sa
sufinanciranje	sufinanciranje	Ncnsa
sredstvima	sredstvo	Ncnpi
Fonda	fond	Ncmsg
su	biti	Var3p
svi	sav	Agpmpny
projekti	projekt	Ncmpn
Korisnika	korisnik	Ncmpg
koji	koji	Pi-mpn
udovoljavaju	udovoljavati	Vmr3p
uvjetima	uvjet	Ncmpi
iz	iz	Sg
članka	članak	Ncmsg
5.	5.	Mdo
ovog	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
ugovoreni	ugovoriti	Appmpny
na	na	Sl
temelju	temelj	Ncmsl
provedenih	provesti	Agpmpgy
natječaja	natječaj	Ncmpg
u	u	Sl
sklopu	sklop	Ncmsl
programa	program	Ncmsg
za	za	Sa
korištenje	korištenje	Ncnsa
sredstava	sredstvo	Ncnpg
strukturnih	strukturni	Agpmpgy
instrumenata	instrument	Ncmpg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
u	u	Sl
razdoblju	razdoblje	Ncnsl
2007.	2007.	Mdo
–	–	Z
2013.	2013.	Mdo
utvrđenih	utvrditi	Appmpgy
u	u	Sl
Zakonu	zakon	Ncmsl
o	o	Sl
uspostavi	uspostava	Ncfsl
institucionalnog	institucionalan	Agpmsgy
okvira	okvir	Ncmsg
za	za	Sa
korištenje	korištenje	Ncnsa
strukturnih	strukturni	Agpmpgy
instrumenata	instrument	Ncmpg
Europske	europski	Agpfsgy
unije	unija	Ncfsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
(	(	Z
»	i	Agpfpny
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
78/12	78/12	Mdc
,	,	Z
143/13	143/13	Mdc
i	i	Cc
157/13	157/13	Mdc
)	)	Z
odnosno	odnosno	Rgp
u	u	Sl
sklopu	sklop	Ncmsl
programa	program	Ncmsg
za	za	Sa
korištenje	korištenje	Ncnsa
sredstava	sredstvo	Ncnpg
europskih	europski	Agpnpgy
strukturnih	strukturni	Agpmpgy
i	i	Cc
investicijskih	investicijski	Agpmpgy
fondova	fond	Ncmpg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
u	u	Sl
razdoblju	razdoblje	Ncnsl
2014.	2014.	Mdo
–	–	Z
2020.	2020.	Mdo
utvrđenih	utvrditi	Appmpgy
u	u	Sl
Zakonu	zakon	Ncmsl
o	o	Sl
uspostavi	uspostava	Ncfsl
institucionalnog	institucionalan	Agpmsgy
okvira	okvir	Ncmsg
za	za	Sa
provedbu	provedba	Ncfsa
europskih	europski	Agpmpgy
strukturnih	strukturni	Agpmpgy
i	i	Cc
investicijskih	investicijski	Agpmpgy
fondova	fond	Ncmpg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
u	u	Sl
financijskom	financijski	Agpnsly
razdoblju	razdoblje	Ncnsl
2014.	2014.	Mdo
–	–	Z
2020	2020	Mdc
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
92/14	92/14	Mds
)	)	Z
.	.	Z

VI	VI	Mrc
.	.	Z

KRITERIJI	kriterij	Ncmpn
ZA	za	Sa
UTVRĐIVANJE	utvrđivanje	Ncnsa
VISINE	visina	Ncfsg
SUFINANCIRANJA	sufinanciranje	Ncnsg
PROVEDBE	provedba	Ncfsg
EU	E	Npmsg
PROJEKATA	PROJEKAT	Npmsg
SREDSTVIMA	SREDSTVIM	Npmsg
FONDA	FOND	Npmsg

Članak	članak	Ncmsn
7.	7.	Mdo

Udio	udjel	Ncmsn
sredstava	sredstvo	Ncnpg
Fonda	fond	Ncmsg
u	u	Sl
sufinanciranju	sufinanciranje	Ncnsl
učešća	učešće	Ncnsg
Korisnika	korisnik	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
4.	4.	Mdo
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
u	u	Sl
provedbi	provedba	Ncfsl
EU	E	Npmsg
projekata	projekat	Ncmpg
određuje	određivati	Vmr3s
se	sebe	Px--sa
prema	prema	Sl
indeksu	indeks	Ncmsl
razvijenosti	razvijenost	Ncfsg
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
odnosno	odnosno	Rgp
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfpa
prema	prema	Sl
mjestu	mjesto	Ncnsl
ulaganja	ulaganje	Ncnsg
za	za	Sa
koja	koji	Pi-npn
se	sebe	Px--sa
dodjeljuju	dodjeljivati	Vmr3p
sredstva	sredstvo	Ncnpn
,	,	Z
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
Odlukom	odluka	Ncfsi
o	o	Sl
razvrstavanju	razvrstavanje	Ncnsl
jedinica	jedinica	Ncfpg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfpa
prema	prema	Sl
stupnju	stupanj	Ncmsl
razvijenosti	razvijenost	Ncfsg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
broj	broj	Ncmsn
158/13	158/13	Mds
)	)	Z
.	.	Z

Članak	članak	Ncmsn
8.	8.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kada	kada	Cs
je	biti	Var3s
Korisnik	korisnik	Ncmsn
jedinica	jedinica	Ncfsn
lokalne	lokalan	Agpfsgy
samouprave	samouprava	Ncfsg
,	,	Z
pravna	pravni	Agpfsny
osoba	osoba	Ncfsn
u	u	Sl

