povećati	povećati	Vmn
propisanom	propisati	Agpmsiy
zakonom	zakon	Ncmsi
kojim	koji	Pi-msi
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
stečajni	stečajni	Agpmsny
postupak	postupak	Ncmsn

b	b	Npmsn
)	)	Z
sposobnost	sposobnost	Ncfsn
institucije	institucija	Ncfsg
u	u	Sl
sanaciji	sanacija	Ncfsl
za	za	Sa
pokriće	pokriće	Ncnsa
gubitaka	gubitak	Ncmpg
koju	koji	Pi-fsa
bi	biti	Vaa3s
imala	imati	Vmp-sf
u	u	Sl
slučaju	slučaj	Ncmsl
isključenja	isključenje	Ncnsg
obveza	obveza	Ncfpg
i	i	Cc

c	C	Npmsn
)	)	Z
potrebu	potreba	Ncfsa
da	da	Cs
se	sebe	Px--sa
osigura	osigurati	Vmr3s
adekvatno	adekvatan	Agpnsny
financiranje	financiranje	Ncnsn
sanacije	sanacija	Ncfsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
je	biti	Var3s
dužna	dužan	Agpfsny
prije	prije	Sg
donošenja	donošenje	Ncnsg
odluke	odluka	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
o	o	Sl
tome	taj	Pd-nsl
obavijestiti	obavijestiti	Vmn
Europsku	europski	Agpfsay
komisiju	komisija	Ncfsa
.	.	Z

Uporaba	uporaba	Ncfsn
sredstava	sredstvo	Ncnpg
sanacijskog	sanacijski	Agpmsgy
fonda	fond	Ncmsg
u	u	Sl
slučaju	slučaj	Ncmsl
isključenja	isključenje	Ncnsg
ili	ili	Cc
djelomičnog	djelomičan	Agpnsgy
isključenja	isključenje	Ncnsg
podložnih	podložan	Agpfpgy
obveza	obveza	Ncfpg

Članak	članak	Ncmsn
68.	68.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
67.	67.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
odluči	odlučiti	Vmr3s
djelomično	djelomično	Rgp
ili	ili	Cc
u	u	Sl
cijelosti	cijelost	Ncfsl
isključiti	isključiti	Vmn
podložne	podložan	Agpfpay
obveze	obveza	Ncfpa
i	i	Cc
ako	ako	Cs
gubici	gubitak	Ncmpn
nisu	biti	Var3p
u	u	Sl
potpunosti	potpunost	Ncfsl
preneseni	prenijeti	Appmpny
na	na	Sa
preostale	preostao	Agpmpay
vjerovnike	vjerovnik	Ncmpa
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
67.	67.	Mdo
stavkom	stavak	Ncmsi
2.	2.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
može	moći	Vmr3s
iz	iz	Sg
sredstava	sredstvo	Ncnpg
sanacijskog	sanacijski	Agpmsgy
fonda	fond	Ncmsg
instituciji	institucija	Ncfsl
u	u	Sl
sanaciji	sanacija	Ncfsl
uplatiti	uplatiti	Vmn
tu	taj	Pd-fsa
razliku	razlika	Ncfsa
radi	raditi	Vmr3s
:	:	Z

a	a	Cc
)	)	Z
obuhvaćanja	obuhvaćanje	Ncnpg
svih	sav	Agpmpgy
gubitaka	gubitak	Ncmpg
koji	koji	Pi-mpn
nisu	biti	Var3p
u	u	Sl
potpunosti	potpunost	Ncfsl
preneseni	prenijeti	Appmpny
na	na	Sa
preostale	preostao	Agpmpay
vjerovnike	vjerovnik	Ncmpa
kako	kako	Cs
bi	biti	Vaa3s
neto	neto	Agpfsny
vrijednost	vrijednost	Ncfsn
imovine	imovina	Ncfsg
institucije	institucija	Ncfsg
u	u	Sl
sanaciji	sanacija	Ncfsl
bila	biti	Vap-sf
jednaka	jednak	Agpfsny
nuli	nula	Ncfsd
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
69.	69.	Mdo
stavkom	stavak	Ncmsi
1.	1.	Mdo
točkom	točka	Ncfsi
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ili	ili	Cc

b	b	Npmsn
)	)	Z
stjecanja	stjecanje	Ncnsg
dionica	dionica	Ncfpg
ili	ili	Cc
drugih	drugi	Mlompg
vlasničkih	vlasnički	Agpmpgy
instrumenata	instrument	Ncmpg
ili	ili	Cc
drugih	drugi	Mlompg
instrumenata	instrument	Ncmpg
kapitala	kapital	Ncmsg
institucije	institucija	Ncfsg
u	u	Sl
sanaciji	sanacija	Ncfsl
u	u	Sa
svrhu	svrha	Ncfsa
povećanja	povećanje	Ncnsg
regulatornog	regulatoran	Agpmsgy
kapitala	kapital	Ncmsg
institucije	institucija	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
69.	69.	Mdo
stavkom	stavak	Ncmsi
1.	1.	Mdo
točkom	točka	Ncfsi
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
može	moći	Vmr3s
sredstva	sredstvo	Ncnpa
sanacijskog	sanacijski	Agpmsgy
fonda	fond	Ncmsg
koristiti	koristiti	Vmn
za	za	Sa
svrhe	svrha	Ncfpa
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
:	:	Z

a	a	Cc
)	)	Z
ako	ako	Cs
su	biti	Var3p
dioničari	dioničar	Ncmpn
i	i	Cc
ostali	ostali	Agpmpny
vjerovnici	vjerovnik	Ncmpn
,	,	Z
smanjenjem	smanjenje	Ncnsi
vrijednosti	vrijednost	Ncfsg
,	,	Z
pretvaranjem	pretvaranje	Ncnsi
ili	ili	Cc
na	na	Sa
drugi	drugi	Mlomsan
način	način	Ncmsan
,	,	Z
sudjelovali	sudjelovati	Vmp-pm
u	u	Sl
pokriću	pokriće	Ncnsl
gubitaka	gubitak	Ncmpg
i	i	Cc
povećanju	povećanje	Ncnsl
temeljnog	temeljan	Agpmsgy
kapitala	kapital	Ncmsg
u	u	Sl
iznosu	iznos	Ncmsl
od	od	Sg
najmanje	malo	Rgs
8	8	Mdc
%	%	Z
ukupnih	ukupan	Agpfpgy
obveza	obveza	Ncfpg
,	,	Z
uključujući	uključivati	Rr
stavke	stavka	Ncfpa
regulatornog	regulatoran	Agpmsgy
kapitala	kapital	Ncmsg
institucije	institucija	Ncfsg
u	u	Sl
sanaciji	sanacija	Ncfsl
,	,	Z
izračunato	izračunati	Appnsny
u	u	Sl
trenutku	trenutak	Ncmsl
poduzimanja	poduzimanje	Ncnsg
sanacijske	sanacijski	Agpfsgy
mjere	mjera	Ncfsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
procjenom	procjena	Ncfsi
vrijednosti	vrijednost	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
35.	35.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc

b	b	Npmsn
)	)	Z
do	do	Sg
iznosa	iznos	Ncmsg
od	od	Sg
5	5	Mdc
%	%	Z
ukupnih	ukupan	Agpfpgy
obveza	obveza	Ncfpg
institucije	institucija	Ncfsg
u	u	Sl
sanaciji	sanacija	Ncfsl
uključujući	uključivati	Rr
stavke	stavka	Ncfpa
regulatornog	regulatoran	Agpmsgy
kapitala	kapital	Ncmsg
institucije	institucija	Ncfsg
u	u	Sl
sanaciji	sanacija	Ncfsl
,	,	Z
a	a	Cc
izračunatih	izračunati	Appmpgy
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
procjenom	procjena	Ncfsi
vrijednosti	vrijednost	Ncfsg
iz	iz	Sg
članka	članak	Ncmsg
35.	35.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
u	u	Sl
trenutku	trenutak	Ncmsl
poduzimanja	poduzimanje	Ncnsg
sanacijske	sanacijski	Agpfsgy
mjere	mjera	Ncfsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Izvori	izvor	Ncmpn
sredstava	sredstvo	Ncnpg
sanacijskog	sanacijski	Agpmsgy
fonda	fond	Ncmsg
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
se	sebe	Px--sa
koriste	koristiti	Vmr3p
u	u	Sl
skladu	sklad	Ncmsl
sa	sa	Si
stavkom	stavak	Ncmsi
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
su	biti	Var3p
:	:	Z

a	a	Cc
)	)	Z
prethodna	prethodan	Agpfsny
uplata	uplata	Ncfsn
doprinosa	doprinos	Ncmsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
115.	115.	Mdo
stavkom	stavak	Ncmsi
1.	1.	Mdo
i	i	Cc
člankom	članak	Ncmsi
118.	118.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

b	b	Npfsn
)	)	Z
naknadna	naknadan	Agpfsny
uplata	uplata	Ncfsn
doprinosa	doprinos	Ncmpg
koji	koji	Pi-mpn
ne	ne	Qz
može	moći	Vmr3s
biti	biti	Van
veći	velik	Agcmsny
od	od	Sg
trostrukog	trostruk	Agpmsgy
godišnjeg	godišnji	Agpmsgy
iznosa	iznos	Ncmsg
doprinosa	doprinos	Ncmsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
115.	115.	Mdo
stavkom	stavak	Ncmsi
1.	1.	Mdo
točkom	točka	Ncfsi
b	b	X
)	)	Z
i	i	Cc
člankom	članak	Ncmsi
119.	119.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
i	i	Cc

c	C	Npmsn
)	)	Z
iznosi	iznos	Ncmpn
koji	koji	Pi-mpn
se	sebe	Px--sa
prikupljaju	prikupljati	Vmr3p
na	na	Sl
temelju	temelj	Ncmsl
dodatnih	dodatan	Agpmpgy
izvora	izvor	Ncmpg
financiranja	financiranje	Ncnsg
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
120.	120.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
ako	ako	Cs
su	biti	Var3p
doprinosi	doprinos	Ncmpn
iz	iz	Sg
točaka	točka	Ncfpg
a	a	Cc
)	)	Z
i	i	Cc
b	b	Npmsn
)	)	Z
ovoga	ovaj	Pd-msg
stavka	stavak	Ncmsg
nedovoljni	nedovoljan	Agpmpny
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
U	u	Sl
izvanrednim	izvanredan	Agpfply
okolnostima	okolnost	Ncfpl
,	,	Z
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
može	moći	Vmr3s
prikupiti	prikupiti	Vmn
dodatna	dodatan	Agpnpay
sredstva	sredstvo	Ncnpa
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
točke	točka	Ncfsg
c	C	X
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ako	ako	Cs
su	biti	Var3p
ispunjeni	ispunjen	Agpmpny
svi	sav	Agpmpny
sljedeći	sljedeći	Agpmpny
uvjeti	uvjet	Ncmpn
:	:	Z

a	a	Cc
)	)	Z
da	da	Cs
je	biti	Var3s
iskorišteni	iskorišten	Agpmsny
iznos	iznos	Ncmsn
sredstava	sredstvo	Ncmsg
sanacijskog	sanacijski	Agpmsgy
fonda	fond	Ncmsg
dosegao	doseći	Vmp-sm
iznos	iznos	Ncmsan
od	od	Sg
5	5	Mdc
%	%	Z
utvrđen	utvrditi	Appmsnn
stavkom	stavak	Ncmsi
2.	2.	Mdo
točkom	točka	Ncfsi
b	b	X
)	)	Z
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
i	i	Cc

b	b	Npmsn
)	)	Z
da	da	Cs
su	biti	Var3p
sve	sav	Agpfpny
neosigurane	neosiguran	Agpfpny
obveze	obveza	Ncfpn
,	,	Z
osim	osim	Sg
depozita	depozit	Ncmpg
koji	koji	Pi-mpn
podliježu	podlijegati	Vmr3p
osiguranju	osiguranje	Ncnsd
,	,	Z
a	a	Cc
koje	koji	Pi-fpn
prema	prema	Sl
zakonu	zakon	Ncmsl
kojim	koji	Pi-msi
se	sebe	Px--sa
uređuje	uređivati	Vmr3s
stečajni	stečajni	Agpmsny
postupak	postupak	Ncmsn
nemaju	nemati	Vmr3p
prednost	prednost	Ncfsa
pri	pri	Sl
namirenju	namirenje	Ncnsl
,	,	Z
u	u	Sl
cijelosti	cijelost	Ncfsl
smanjene	smanjiti	Ncfsg
ili	ili	Cc
pretvorene	pretvoriti	Appfpny
u	u	Sa
instrumente	instrument	Ncmpa
kapitala	kapital	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ako	ako	Cs
se	sebe	Px--sa
ispune	ispuniti	Vmr3p
uvjeti	uvjet	Ncmpn
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
točaka	točka	Ncfpg
a	a	Cc
)	)	Z
i	i	Cc
b	b	Npmsn
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg
i	i	Cc
sanaciju	sanacija	Ncfsa
banaka	banka	Ncfpg
može	moći	Vmr3s
sredstva	sredstvo	Ncnpa
iz	iz	Sg
sanacijskog	sanacijski	Agpmsgy
fonda	fond	Ncmsg
naknadno	naknadno	Rgp
uplatiti	uplatiti	Vmn
instituciji	institucija	Ncfsd
u	u	Sl
sanaciji	sanacija	Ncfsl
i	i	Cc
u	u	Sl
slučaju	slučaj	Ncmsl
kada	kada	Cs
sredstva	sredstvo	Ncnpn
koja	koji	Pi-npn
su	biti	Var3p
prikupljena	prikupiti	Appnpny
prethodnom	prethodan	Agpfsiy
uplatom	uplata	Ncfsi
doprinosa	doprinos	Ncmsg
nisu	biti	Var3p
u	u	Sl
potpunosti	potpunost	Ncfsl
iskorištena	iskoristiti	Appfsny
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Iznimno	iznimno	Rgp
od	od	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Državna	državni	Agpfsny
agencija	agencija	Ncfsn
za	za	Sa
osiguranje	osiguranje	Ncnsa
štednih	štedni	Agpfpgy
uloga	uloga	Ncfpg

