dostavljanju	dostavljanje	Ncnsl
predujma	predujam	Ncmsg
do	do	Sg
15.	15.	Mdo
listopada	listopad	Ncmsg
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
;	;	Z

b	b	Npmsn
)	)	Z
Izjavu	izjava	Ncfsa
Korisnika	korisnik	Ncmpg
o	o	Sl
iznosu	iznos	Ncmsl
neiskorištenog	neiskorišten	Agpmsgy
predujma	predujam	Ncmsg
na	na	Sa
dan	dan	Ncmsan
15.	15.	Mdo
listopada	listopad	Ncmsg
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Isplaćeni	isplatiti	Agpmsny
predujam	predujam	Ncmsn
iz	iz	Sg
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
opravdava	opravdavati	Vmr3s
se	sebe	Px--sa
plaćenim	platiti	Agpmpiy
računima	račun	Ncmpi
/	/	Z
situacijama	situacija	Ncfpl
za	za	Sa
odobrena	odobren	Agpnpay
ulaganja	ulaganje	Ncnpa
najkasnije	kasno	Rgs
do	do	Sg
kraja	kraj	Ncmsg
druge	drugi	Mlofsg
financijske	financijski	Agpfsgy
godine	godina	Ncfsg
od	od	Sg
datuma	datum	Ncmsg
isplate	isplata	Ncfsg
predujma	predujam	Ncmsg
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
Agenciji	agencija	Ncfsl
za	za	Sa
plaćanja	plaćanje	Ncnpa
dostaviti	dostaviti	Vmn
Izvješće	izvješće	Ncnsa
o	o	Sl
iskorištenom	iskorišten	Agpmsly
predujmu	predujam	Ncmsl
najkasnije	kasno	Rgs
do	do	Sg
15.	15.	Mdo
listopada	listopad	Ncmsg
druge	drugi	Mlofsg
financijske	financijski	Agpfsgy
godine	godina	Ncfsg
od	od	Sg
datuma	datum	Ncmsg
isplate	isplata	Ncfsg
predujma	predujam	Ncmsg
uz	uz	Sa
koji	koji	Pi-msn
prilaže	prilagati	Vmr3s
:	:	Z

a	a	Cc
)	)	Z
Financijsku	financijski	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
kojom	koji	Pi-fsi
se	sebe	Px--sa
opravdava	opravdavati	Vmr3s
iskorištenje	iskorištenje	Ncnsa
cjelokupnog	cjelokupan	Agpmsgy
/	/	Z
preostalog	preostao	Agpmsgy
iznosa	iznos	Ncmsg
predujma	predujam	Ncmsg
;	;	Z

b	b	Npmsn
)	)	Z
Izjavu	izjava	Ncfsa
Korisnika	korisnik	Ncmpg
o	o	Sl
iznosu	iznos	Ncmsl
iskorištenja	iskorištenje	Ncnsg
cjelokupnog	cjelokupan	Agpmsgy
iznosa	iznos	Ncmsg
predujma	predujam	Ncmsg
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
Kako	kako	Cs
bi	biti	Vaa3s
Korisnik	korisnik	Ncmsn
koji	koji	Pi-msn
je	biti	Var3s
ostvario	ostvariti	Vmp-sm
pravo	pravo	Ncnsa
na	na	Sa
predujam	predujam	Ncmsan
iz	iz	Sg
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
ostvario	ostvariti	Vmp-sm
konačno	konačan	Agpnsay
pravo	pravo	Ncnsa
na	na	Sa
potporu	potpora	Ncfsa
navedenu	navesti	Appfsay
u	u	Sl
Odluci	odluka	Ncfsl
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
,	,	Z
potrebno	potreban	Agpnsny
je	biti	Var3s
ispunjenje	ispunjenje	Ncnsn
svih	sav	Agpmpgy
uvjeta	uvjet	Ncmpg
iz	iz	Sg
stavaka	stavak	Ncmpg
10.	10.	Mdo
i	i	Cc
12.	12.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
.	.	Z

(	(	Z
14	14	Mdc
)	)	Z
Jamstvo	jamstvo	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
biti	biti	Van
će	htjeti	Var3s
oslobođeno	osloboditi	Appnsny
i	i	Cc
vraćeno	vratiti	Agpnsny
Korisniku	korisnik	Ncmsl
po	po	Sl
zaprimanju	zaprimanje	Ncnsl
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
oslobađanje	oslobađanje	Ncnsa
jamstva	jamstvo	Ncnsg
i	i	Cc
po	po	Sl
prihvaćanju	prihvaćanje	Ncnsl
opravdanosti	opravdanost	Ncfsg
odobrenih	odobren	Agpnpgy
ulaganja	ulaganje	Ncnpg
iz	iz	Sg
stavaka	stavak	Ncmpg
10.	10.	Mdo
i	i	Cc
12.	12.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
i	i	Cc
članka	članak	Ncmsg
27.	27.	Mdo

Uredbe	uredba	Ncfpn
Komisije	komisija	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
907/2014.	907/2014.	Mds

(	(	Z
15	15	Mdc
)	)	Z
Predložak	predložak	Ncmsn
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
predujma	predujam	Ncmsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
predložak	predložak	Ncmsn
Izvješća	izvješće	Ncnsg
o	o	Sl
iskorištenju	iskorištenje	Ncnsl
predujma	predujam	Ncmsg
iz	iz	Sg
stavaka	stavak	Ncmpg
10.	10.	Mdo
i	i	Cc
12.	12.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
te	te	Cc
Zahtjev	zahtjev	Ncmsn
za	za	Sa
oslobađanje	oslobađanje	Ncnsa
jamstva	jamstvo	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
14.	14.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
objavljuju	objavljivati	Vmr3p
se	sebe	Px--sa
na	na	Sl
internetskim	internetski	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
16	16	Mdc
)	)	Z
Jamstvo	jamstvo	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
biti	biti	Van
će	htjeti	Var3s
aktivirano	aktivirati	Appnsny
radi	radi	Sg
povrata	povrat	Ncmpg
sredstava	sredstvo	Ncnpg
isplaćenog	isplatiti	Agpmsgy
predujma	predujam	Ncmsg
u	u	Sl
slučaju	slučaj	Ncmsl
donošenja	donošenje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
djelomičnom	djelomičan	Agpmsly
/	/	Z
potpunom	potpun	Agpnsly
zadržavanju	zadržavanje	Ncnsl
jamstva	jamstvo	Ncnsg
,	,	Z
Odluke	odluka	Ncfpa
o	o	Sl
odbijanju	odbijanje	Ncnsl
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
ili	ili	Cc
u	u	Sl
slučaju	slučaj	Ncmsl
poništenja	poništenje	Ncnsg
Odluke	odluka	Ncfsg
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
.	.	Z

(	(	Z
17	17	Mdc
)	)	Z
Minimalni	minimalan	Agpmsny
rok	rok	Ncmsn
važenja	važenje	Ncnsg
jamstva	jamstvo	Ncnsg
je	biti	Var3s
dvadeset	dvadeset	Mlc
i	i	Cc
četiri	četiri	Mlc
mjeseca	mjesec	Ncmsg
od	od	Sg
datuma	datum	Ncmsg
izdavanja	izdavanje	Ncnsg
,	,	Z
sukladno	sukladno	Rgp
člancima	članak	Ncmpd
37.	37.	Mdo
i	i	Cc
37	37	Mdc
b.	b.	Y
Uredbe	uredba	Ncfsg
Komisije	komisija	Ncfsg
(	(	Z
EZ	EZ	Npmsn
)	)	Z
br.	br.	Y
555/2008.	555/2008.	Mds

Članak	članak	Ncmsn
23.	23.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
Korisnik	korisnik	Ncmsn
dostavlja	dostavljati	Vmr3s
Agenciji	agencija	Ncfsd
za	za	Sa
plaćanja	plaćanje	Ncnpa
preporučeno	preporučiti	Appnsny
s	sa	Si
povratnicom	povratnica	Ncfsi
na	na	Sl
propisanom	propisati	Agpmsly
obrascu	obrazac	Ncmsl
dostupnom	dostupan	Agpmsly
na	na	Sl
internetskim	internetski	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
treba	trebati	Vmr3s
sadržavati	sadržavati	Vmn
sve	sav	Agpmpay
plaćene	platiti	Agpmpay
račune	račun	Ncmpa
sukladno	sukladno	Rgp
odabranoj	odabrati	Appfsly
ponudi	ponuda	Ncfsl
i	i	Cc
Odluci	odluka	Ncfsl
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
te	te	Cc
dodatnu	dodatan	Agpfsay
dokumentaciju	dokumentacija	Ncfsa
na	na	Sl
obrascima	obrazac	Ncmpl
sukladno	sukladno	Rgp
listi	lista	Ncfsl
potrebne	potreban	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
i	i	Cc
pojašnjenjima	pojašnjenje	Ncnpl
za	za	Sa
njihovo	njihov	Ps3nsa
popunjavanje	popunjavanje	Ncnsa
koji	koji	Pi-mpn
se	sebe	Px--sa
objavljuju	objavljivati	Vmr3p
na	na	Sl
internetskim	internetski	Agpfply
stranicama	stranica	Ncfpl
Agencije	agencija	Ncfsg
za	za	Sa
plaćanja	plaćanje	Ncnpa
,	,	Z
a	a	Cc
priloženi	priložen	Agpmpny
računi	račun	Ncmpn
moraju	morati	Vmr3p
biti	biti	Van
plaćeni	platiti	Appmpny
u	u	Sl
cijelosti	cijelost	Ncfsl
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Korisniku	korisnik	Ncmsd
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
isplatiti	isplatiti	Vmn
potpora	potpora	Ncfsn
u	u	Sl
iznosu	iznos	Ncmsl
višem	visok	Agcmsly
od	od	Sg
maksimalnog	maksimalan	Agpmsgy
iznosa	iznos	Ncmsg
navedenoga	naveden	Agpmsgy
u	u	Sl
Odluci	odluka	Ncfsl
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Za	za	Sa
plaćanja	plaćanje	Ncnpa
izvršena	izvršen	Agpnpay
u	u	Sl
stranoj	stran	Agpfsly
valuti	valuta	Ncfsl
u	u	Sa
svrhu	svrha	Ncfsa
odobrenja	odobrenje	Ncnsg
zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
obračunat	obračunati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
:	:	Z

–	–	Sa
protuvrijednost	protuvrijednost	Ncfsa
u	u	Sl
kunama	kuna	Ncfpl
prema	prema	Sl
mjesečnom	mjesečan	Agpmsly
tečaju	tečaj	Ncmsl
Europske	europski	Agpfsgy
centralne	centralan	Agpfsgy
banke	banka	Ncfsg
(	(	Z
ECB	ECB	Npmsn
)	)	Z
na	na	Sa
dan	dan	Ncmsan
01.	01.	Mdo
siječnja	siječanj	Ncmsg
godine	godina	Ncfsg
u	u	Sl
kojoj	koji	Pi-fsl
je	biti	Var3s
donesena	donijeti	Appfsny
odluka	odluka	Ncfsn
o	o	Sl
odobrenju	odobrenje	Ncnsl
projekta	projekt	Ncmsg
sukladno	sukladan	Agpnsny
članku	članak	Ncmsl
30.	30.	Mdo
stavku	stavak	Ncmsl
3.	3.	Mdo
delegirane	delegiran	Agpfsgy
Uredbe	uredba	Ncfsg
Komisije	komisija	Ncfsg
(	(	Z
EU	EU	Npmsn
)	)	Z
br.	br.	Y
907/2014.	907/2014.	Mds

Internetska	internetski	Agpfsny
adresa	adresa	Ncfsn
na	na	Sl
kojoj	koji	Pi-fsl
se	sebe	Px--sa
može	moći	Vmr3s
dobiti	dobiti	Vmn
uvid	uvid	Ncmsan
u	u	Sa
navedeni	naveden	Agpmsayn
tečaj	tečaj	Ncmsan
je	biti	Var3s
:	:	Z

http://sdw.ecb.europa.eu/quickview.do?SERIES_KEY=120.EXR.M.HRK.EUR.SP00.A	http://sdw.ecb.europa.eu/quickview.do?series_key=120.exr.m.hrk.eur.sp00.a	Ncfsn

(	(	Z
5	5	Mdc
)	)	Z
Ukoliko	ukoliko	Cs

