ostvarenom	ostvariti	Agpmsly
potpore	potpora	Ncfsg
za	za	Sa
koji	koji	Pi-msan
dokumentacija	dokumentacija	Ncfsn
nije	biti	Var3s
dostavljena	dostaviti	Appfsny
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Vremenom	vrijeme	Ncnsi
zaprimanja	zaprimanje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
/	/	Z
obrazloženje	obrazloženje	Ncnsa
/	/	Z
ispravak	ispravak	Ncmsn
smatra	smatrati	Vmr3s
se	sebe	Px--sa
datum	datum	Ncmsn
kada	kada	Cs
korisnik	korisnik	Ncmsn
zaprimi	zaprimiti	Vmr3s
preporučenu	preporučiti	Agpfsay
pošiljku	pošiljka	Ncfsa
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
nije	biti	Var3s
preuzeo	preuzeti	Vmp-sm
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
prilikom	prilikom	Sg
prve	prvi	Mlofsg
dostave	dostava	Ncfsg
,	,	Z
dostava	dostava	Ncfsn
preporučene	preporučiti	Agpfsgy
pošiljke	pošiljka	Ncfsg
bit	biti	Van
će	htjeti	Var3s
ponovljena	ponoviti	Appfsny
još	još	Rgp
jednom	jednom	Rgp
.	.	Z

Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
ne	ne	Qz
preuzme	preuzeti	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
niti	niti	Cc
nakon	nakon	Sg
ponovljene	ponoviti	Agpfsgy
dostave	dostava	Ncfsg
,	,	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
dopunu	dopuna	Ncfsa
će	htjeti	Var3s
se	sebe	Px--sa
objaviti	objaviti	Vmn
na	na	Sl
oglasnoj	oglasni	Agpfsly
ploči	ploča	Ncfsl
Ministarstva	ministarstvo	Ncnsg
poljoprivrede	poljoprivreda	Ncfsg
,	,	Z
Uprave	uprava	Ncfsg
ribarstva	ribarstvo	Ncnsg
,	,	Z
Planinska	planinski	Agpfsny
2	2	Mdc
a	a	Cc
,	,	Z
Zagreb	Zagreb	Npmsn
i	i	Cc
na	na	Sl
oglasnoj	oglasni	Agpfsly
ploči	ploča	Ncfsl
područne	područni	Agpfsgy
jedinice	jedinica	Ncfsg
Uprave	uprava	Ncfsg
ribarstva	ribarstvo	Ncnsg
nadležne	nadležan	Agpfsgy
za	za	Sa
korisnika	korisnik	Ncmpg
,	,	Z
te	te	Cc
će	htjeti	Var3s
se	sebe	Px--sa
dostava	dostava	Ncfsn
smatrati	smatrati	Vmn
obavljenom	obaviti	Ncfsi
istekom	istek	Sg
osmoga	osmi	Mlomsg
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
objave	objava	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
dopunu	dopuna	Ncfsa
na	na	Sl
oglasnoj	oglasni	Agpfsly
ploči	ploča	Ncfsl
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Datumom	datum	Ncmsi
podnošenja	podnošenje	Ncnsg
potpunog	potpun	Agpmsgy
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
smatra	smatrati	Vmr3s
se	sebe	Px--sa
datum	datum	Ncmsn
dostave	dostava	Ncfsg
tražene	tražen	Agpfsgy
dokumentacije	dokumentacija	Ncfsg
i	i	Cc
/	/	Z
ili	ili	Cc
tražene	tražen	Agpfsgy
dopune	dopuna	Ncfsg
/	/	Z
obrazloženja	obrazloženje	Ncnsg
/	/	Z
ispravka	ispravka	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Za	za	Sa
nepravovremeno	nepravovremeno	Rgp
podnesene	podnesen	Agpfpay
i	i	Cc
nepotpuno	nepotpuno	Rgp
dopunjene	dopuniti	Appmpay
Zahtjeve	zahtjev	Ncmpa
za	za	Sa
isplatu	isplata	Ncfsa
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
korisniku	korisnik	Ncmsd
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
korisnik	korisnik	Ncmsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
,	,	Z
izdat	izdati	Vmn
će	htjeti	Var3s
mu	on	Pp3msd
se	sebe	Px--sa
Izjava	izjava	Ncfsn
o	o	Sl
poništenju	poništenje	Ncnsl
obveze	obveza	Ncfsg
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
tijekom	tijekom	Sg
obrade	obrada	Ncfsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
utvrdi	utvrditi	Vmr3s
nepravilnost	nepravilnost	Ncfsa
,	,	Z
a	a	Cc
koja	koji	Pi-fsn
ne	ne	Qz
prelazi	prelaziti	Vmr3s
iznos	iznos	Ncmsan
od	od	Sg
50	50	Mdc
posto	posto	Rgp
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
odbiti	odbiti	Vmn
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
troška	trošak	Ncmsg
od	od	Sg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
i	i	Cc
izdati	izdati	Vmn
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
u	u	Sl
kojoj	koji	Pi-fsl
će	htjeti	Var3s
ukupan	ukupan	Agpmsnn
iznos	iznos	Ncmsn
biti	biti	Van
umanjen	umanjiti	Appmsnn
za	za	Sa
iznos	iznos	Ncmsan
nepravilnog	nepravilan	Agpmsgy
troška	trošak	Ncmsg
.	.	Z

Članak	članak	Ncmsn
22.	22.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Nakon	nakon	Sg
provedene	provesti	Agpfsgy
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
i	i	Cc
kontrole	kontrola	Ncfpa
na	na	Sl
terenu	teren	Ncmsl
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
donijeti	donijeti	Vmn
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
isplati	isplata	Ncfsl
,	,	Z
ili	ili	Cc

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Odluka	odluka	Ncfsn
o	o	Sl
odbijanju	odbijanje	Ncnsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
izdaje	izdavati	Vmr3s
se	sebe	Px--sa
zbog	zbog	Sg
:	:	Z

a	a	Cc
)	)	Z
neprihvatljivosti	neprihvatljivost	Ncfpn
svih	sav	Agpmpgy
troškova	trošak	Ncmpg
navedenih	naveden	Agpmpgy
u	u	Sl
Zahtjevu	zahtjev	Ncmsl
za	za	Sa
isplatu	isplata	Ncfsa
;	;	Z

b	b	Npmsn
)	)	Z
onemogućavanja	onemogućavanje	Ncnsg
obavljanja	obavljanje	Ncnsg
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl
ili	ili	Cc
negativnog	negativan	Agpmsgy
nalaza	nalaz	Ncmsg
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl
;	;	Z

c	C	Npmsn
)	)	Z
utvrđene	utvrditi	Agpfpay
nepravilnosti	nepravilnost	Ncfpa
prije	prije	Sg
isplate	isplata	Ncfsg
potpore	potpora	Ncfsg
ukoliko	ukoliko	Cs
utvrđeni	utvrditi	Appmsayn
nepravilni	nepravilan	Agpmsayn
iznos	iznos	Ncmsan
prelazi	prelaziti	Vmr3s
50	50	Mdc
posto	posto	Rgp
ukupnih	ukupan	Agpmpgy
prihvatljivih	prihvatljiv	Agpmpgy
troškova	trošak	Ncmpg
;	;	Z

d	d	Ncnsn
)	)	Z
utvrđene	utvrditi	Agpfpay
nepravilnosti	nepravilnost	Ncfpa
kod	kod	Sg
koje	koji	Pi-fsg
je	biti	Var3s
utvrđena	utvrditi	Appfsny
i	i	Cc
sumnja	sumnja	Ncfsn
na	na	Sa
prijevaru	prijevara	Ncfsa
,	,	Z
a	a	Cc
sredstva	sredstvo	Ncnpn
potpore	potpora	Ncfsg
nisu	biti	Var3p
isplaćena	isplatiti	Appfsny
korisniku	korisnik	Ncmsd
.	.	Z

Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
zbog	zbog	Sg
sumnje	sumnja	Ncfsg
na	na	Sa
prijevaru	prijevara	Ncfsa
izvijestiti	izvijestiti	Vmn
Državno	državni	Agpnsay
odvjetništvo	odvjetništvo	Ncnsa
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
kako	kako	Cs
bi	biti	Vaa3s
se	sebe	Px--sa
pokrenuo	pokrenuti	Vmp-sm
postupak	postupak	Ncmsn
pred	pred	Si
nadležnim	nadležan	Agpmsiy
sudom	sud	Ncmsi
.	.	Z

e	e	I
)	)	Z
neispunjavanja	neispunjavanje	Ncnsg
ostalih	ostali	Agpmpgy
uvjeta	uvjet	Ncmpg
propisanih	propisati	Agpmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	natječaj	Ncmsi

(	(	Z
3	3	Mdc
)	)	Z
Isplate	isplata	Ncfpn
sukladno	sukladno	Rgp
Odlukama	odluka	Ncfpl
o	o	Sl
isplati	isplata	Ncfsl
vrši	vršiti	Vmr3s
Agencija	agencija	Ncfsn
za	za	Sa
plaćanja	plaćanje	Ncnpa
u	u	Sl
poljoprivredi	poljoprivreda	Ncfsl
,	,	Z
ribarstvu	ribarstvo	Ncnsl
i	i	Cc
ruralnom	ruralan	Agpmsly
razvoju	razvoj	Ncmsl
.	.	Z

VII	vii	Mrc
.	.	Z

KONTROLA	kontrola	Ncfsn
NA	na	Sl
TERENU	teren	Ncmsl

Članak	članak	Ncmsn
23.	23.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Kontrolu	kontrola	Ncfsa
na	na	Sl
terenu	teren	Ncmsl
provode	provoditi	Vmr3p
djelatnici	djelatnik	Ncmpn
Upravljačkog	upravljački	Agpnsgy
tijela	tijelo	Ncnsg
,	,	Z
kontrolom	kontrola	Ncfsi
prije	prije	Sg
plaćanja	plaćanje	Ncnsg
i	i	Cc
tijekom	tijekom	Sg
petogodišnjeg	petogodišnji	Agpnsgy
razdoblja	razdoblje	Ncnsg
nakon	nakon	Sg
izvršenog	izvršen	Agpnsgy
konačnog	konačan	Agpnsgy
plaćanja	plaćanje	Ncnsg
.	.	Z

Osim	osim	Sg
redovnih	redovan	Agpfpgy
kontrola	kontrola	Ncfpg
,	,	Z
kontrole	kontrola	Ncfpn
na	na	Sl
terenu	teren	Ncmsl
mogu	moći	Vmr3p
se	sebe	Px--sa
obavljati	obavljati	Vmn
i	i	Qo
u	u	Sl
bilo	bilo	Qo
kojem	koji	Pi-msl
trenutku	trenutak	Ncmsl
od	od	Sg
dana	dan	Ncmpg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
do	do	Sg
isteka	istek	Ncmsg
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
izvršenog	izvršen	Agpnsgy
konačnog	konačan	Agpnsgy
plaćanja	plaćanje	Ncnsg
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Osim	osim	Sg
djelatnika	djelatnik	Ncmpg
Upravljačkog	upravljački	Agpnsgy
tijela	tijelo	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
kontrolu	kontrola	Ncfsa
na	na	Sl
terenu	teren	Ncmsl
mogu	moći	Vmr3p
obavljati	obavljati	Vmn
i	i	Qo
djelatnici	djelatnik	Ncmpn
Tijela	tijelo	Ncnsg
za	za	Sa
ovjeravanje	ovjeravanje	Ncnsa
,	,	Z
Tijela	tijelo	Ncnsg
za	za	Sa
reviziju	revizija	Ncfsa
,	,	Z
predstavnici	predstavnik	Ncmpn
Europske	europski	Agpfsgy
komisije	komisija	Ncfsg
,	,	Z
predstavnici	predstavnik	Ncmpn
Europskog	europski	Agpmsgy
ureda	ured	Ncmsg
za	za	Sa
borbu	borba	Ncfsa
protiv	protiv	Sg
prijevara	prijevara	Ncfpg
,	,	Z
Europski	europski	Agpmsny
revizorski	revizorski	Agpmsny
sud	sud	Ncmsn
i	i	Cc
ostala	ostali	Agpfsny
revizorska	revizorski	Agpfsny
/	/	Z
nadzorna	nadzorni	Agpnpay
tijela	tijelo	Ncnpa
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Pri	pri	Sl
obavljanju	obavljanje	Ncnsl
kontrole	kontrola	Ncfsg
na	na	Sl
terenu	teren	Ncmsl
kontrolori	kontrolor	Ncmpn
mogu	moći	Vmr3p
:	:	Z

a	a	Cc
)	)	Z
izvršiti	izvršiti	Vmn
uvid	uvid	Ncmsan
u	u	Sa
isprave	isprava	Ncfpa
korisnika	korisnik	Ncmpg
koje	koji	Pi-fpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
ostvarivanje	ostvarivanje	Ncnsa
prava	pravo	Ncnsg
sukladno	sukladan	Agpnsny
ovome	ovaj	Pd-msd
Pravilniku	pravilnik	Ncmsd
i	i	Cc
Natječaju	natječaj	Ncmsl
;	;	Z

b	b	Npmsn
)	)	Z
pregledavati	pregledavati	Vmn
ribarsko	ribarski	Agpnsny
plovilo	plovilo	Ncnsn
koje	koji	Pi-nsn
je	biti	Var3s
predmet	predmet	Ncmsn
potpore	potpora	Ncfsg
,	,	Z
uključujući	uključivati	Rr
opremu	oprema	Ncfsa
,	,	Z
uređaje	uređaj	Ncmpa
,	,	Z
robu	roba	Ncfsa
i	i	Cc
ostalo	ostali	Agpnsny
;	;	Z

c	C	Npmsn
)	)	Z
provjeravati	provjeravati	Vmn
poslovne	poslovan	Agpfpay
knjige	knjiga	Ncfpa
,	,	Z
evidencije	evidencija	Ncfsg
(	(	Z
Knjiga	knjiga	Ncfsn
ulaznih	ulazan	Agpmpgy
računa	račun	Ncmpg

