limfnog	limfni	Agpmsgy
se	sebe	Px--sa
obračunati	obračunati	Vmn
uz	uz	Sa
druge	drugi	Mlompa
DTP-ove	dtp-	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
rad	rad	Ncmsan
istog	isti	Agpmsgy
psihologa	psiholog	Ncmsg
.	.	Z

Provodi	provoditi	Vmr3s
klinički	klinički	Agpmsny
psiholog	psiholog	Ncmsn
/	/	Z
psiholog	psiholog	Ncmsn
.	.	Z
8,80	8,80	Mdc
1.936,00	1.936,00	Mdc
PL003	PL003	Mdc
Psihodijagnostička	psihodijagnostički	Agpfsny
obrada	obrada	Ncfsn
djeteta	dijete	Ncnsg
–	–	Z
dojenačka	dojenački	Agpfsny
i	i	Cc
predškolska	predškolski	Agpfsny
dob	dob	Ncfsn
Uključuje	uključivati	Vmr3s
:	:	Z
intervju	intervju	Ncmsan
s	sa	Si
roditeljem	roditelj	Ncmsi
,	,	Z
opservaciju	opservacija	Ncfsa
ponašanja	ponašanje	Ncnsg
djeteta	dijete	Ncnsg
,	,	Z
testiranje	testiranje	Ncnsa
razvojnim	razvojan	Agpfpiy
skalama	skala	Ncfpi
,	,	Z
analizu	analiza	Ncfsa
,	,	Z
interpretaciju	interpretacija	Ncfsa
i	i	Cc
integraciju	integracija	Ncfsa
rezultata	rezultat	Ncmpg
,	,	Z
pisanje	pisanje	Ncnsa
nalaza	nalaz	Ncmsg
i	i	Cc
mišljenja	mišljenje	Ncnsg
.	.	Z

Ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
obračunati	obračunati	Vmn
uz	uz	Sa
:	:	Z
psihodijagnostičku	psihodijagnostički	Agpfsay
obradu	obrada	Ncfsa
,	,	Z
diferencijalnu	diferencijalan	Agpfsay
psihodijagnostičku	psihodijagnostički	Agpfsay
obradu	obrada	Ncfsa
,	,	Z
psihodijagnostičku	psihodijagnostički	Agpfsay
obradu	obrada	Ncfsa
djeteta	dijete	Ncnsg
–	–	Z
kasna	kasan	Agpfsny
predškolska	predškolski	Agpfsny
i	i	Cc
školska	školski	Agpfsny
dob	dob	Ncfsn
i	i	Cc
druge	drugi	Mlompa
DTP-ove	dtp-	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
rad	rad	Ncmsan
istog	isti	Agpmsgy
psihologa	psiholog	Ncmsg
.	.	Z

Provodi	provoditi	Vmr3s
klinički	klinički	Agpmsny
psiholog	psiholog	Ncmsn
/	/	Z
psiholog	psiholog	Ncmsn
.	.	Z
6,40	6,40	Mdc
1.408,00	1.408,00	Mdc
PL004	PL004	Mdc
Psihodijagnostička	psihodijagnostički	Agpfsny
obrada	obrada	Ncfsn
djeteta	dijete	Ncnsg
–	–	Z
kasna	kasan	Agpfsny
predškolska	predškolski	Agpfsny
i	i	Cc
školska	školski	Agpfsny
dob	dob	Ncfsn
Uključuje	uključivati	Vmr3s
:	:	Z
intervju	intervju	Ncmsan
s	sa	Si
djetetom	dijete	Ncnsi
,	,	Z
intervju	intervju	Ncmsan
s	sa	Si
roditeljima	roditelj	Ncmpi
,	,	Z
opažanje	opažanje	Ncnsa
ponašanja	ponašanje	Ncnsg
djeteta	dijete	Ncnsg
,	,	Z
testiranje	testiranje	Ncnsn
inteligencije	inteligencija	Ncfsg
,	,	Z
procjenu	procjena	Ncfsa
emocionalnog	emocionalan	Agpmsgy
i	i	Cc
socijalnog	socijalan	Agpmsgy
razvoja	razvoj	Ncmsg
upitnicima	upitnik	Ncmpd
,	,	Z
analizu	analiza	Ncfsa
,	,	Z
interpretaciju	interpretacija	Ncfsa
i	i	Cc
integraciju	integracija	Ncfsa
rezultata	rezultat	Ncmpg
,	,	Z
pisanje	pisanje	Ncnsa
nalaza	nalaz	Ncmsg
i	i	Cc
mišljenja	mišljenje	Ncnsg
.	.	Z

Ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
obračunati	obračunati	Vmn
uz	uz	Sa
psihodijagnostičku	psihodijagnostički	Agpfsay
obradu	obrada	Ncfsa
,	,	Z
diferencijalnu	diferencijalan	Agpfsay
psihodijagnostičku	psihodijagnostički	Agpfsay
obradu	obrada	Ncfsa
,	,	Z
psihodijagnostičku	psihodijagnostički	Agpfsay
obradu	obrada	Ncfsa
djeteta	dijete	Ncnsg
–	–	Z
dojenačka	dojenački	Agpfsny
i	i	Cc
predškolska	predškolski	Agpfsny
dob	dob	Ncfsn
i	i	Cc
druge	drugi	Mlompa
DTP-ove	dtp-	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
rad	rad	Ncmsan
istog	isti	Agpmsgy
psihologa	psiholog	Ncmsg
.	.	Z
9,60	9,60	Mdc
2.112,00	2.112,00	Mdc
PL005	PL005	Mdc
Psihološko	psihološki	Agpnsny
savjetovanje	savjetovanje	Ncnsn
odrasle	odrastao	Agpfsgy
osobe	osoba	Ncfsg
ili	ili	Cc
djeteta	dijete	Ncnsg
Provodi	provoditi	Vmr3s
psiholog	psiholog	Ncmsn
s	sa	Si
odgovarajućom	odgovarajući	Agpfsiy
edukacijom	edukacija	Ncfsi
1,60	1,60	Mdc
352,00	352,00	Mdc
PL006	PL006	Mdc
Obiteljsko	obiteljski	Agpnsny
psihološko	psihološki	Agpnsny
savjetovanje	savjetovanje	Ncnsn
/	/	Z
psihološko	psihološki	Agpnsny
savjetovanje	savjetovanje	Ncnsn
para	para	Ncfpg
Ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
obračunati	obračunati	Vmn
uz	uz	Sa
druge	drugi	Mlompa
DTP-ove	dtp-	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
rad	rad	Ncmsan
psihologa	psiholog	Ncmsg
.	.	Z

Može	moći	Vmr3s
se	sebe	Px--sa
evidentirati	evidentirati	Vmn
samo	samo	Rgp
za	za	Sa
jednog	jedan	Mlcmsg
člana	član	Ncmsg
obitelji	obitelj	Ncfsg
u	u	Sl
istom	isti	Agpmsly
danu	dan	Ncmsl
.	.	Z

Provodi	provoditi	Vmr3s
klinički	klinički	Agpmsny
psiholog	psiholog	Ncmsn
/	/	Z
psiholog	psiholog	Ncmsn
s	sa	Si
odgovarajućom	odgovarajući	Agpfsiy
edukacijom	edukacija	Ncfsi
.	.	Z
2,40	2,40	Mdc
528,00	528,00	Mdc
PL007	PL007	Mdc
Psihološka	psihološki	Agpfsny
priprema	priprema	Ncfsn
za	za	Sa
medicinski	medicinski	Agpmsayn
postupak	postupak	Ncmsan
Ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
obračunati	obračunati	Vmn
uz	uz	Sa
druge	drugi	Mlompa
DTP-ove	dtp-	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
rad	rad	Ncmsan
psihologa	psiholog	Ncmsg
.	.	Z

Provodi	provoditi	Vmr3s
klinički	klinički	Agpmsny
psiholog	psiholog	Ncmsn
/	/	Z
psiholog	psiholog	Ncmsn
.	.	Z
1,20	1,20	Mdc
264,00	264,00	Mdc
PL008	PL008	Mdc
Psihološka	psihološki	Agpfsny
priprema	priprema	Ncfsn
djeteta	dijete	Ncnsg
za	za	Sa
medicinski	medicinski	Agpmsayn
postupak	postupak	Ncmsan
ili	ili	Cc
drugi	drugi	Mlomsn
stresni	stresan	Agpmsny
događaj	događaj	Ncmsn
Ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
obračunati	obračunati	Vmn
uz	uz	Sa
druge	drugi	Mlompa
DTP-ove	dtp-	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
rad	rad	Ncmsan
psihologa	psiholog	Ncmsg
.	.	Z

Provodi	provoditi	Vmr3s
klinički	klinički	Agpmsny
psiholog	psiholog	Ncmsn
/	/	Z
psiholog	psiholog	Ncmsn
.	.	Z
2,00	2,00	Mdc
440,00	440,00	Mdc
PL009	PL009	Mdc
Psihološki	psihološki	Agpmsny
tretman	tretman	Ncmsn
traume	trauma	Ncfsg
Ne	ne	Qz
može	moći	Vmr3s
se	sebe	Px--sa
obračunati	obračunati	Vmn
uz	uz	Sa
druge	drugi	Mlompa
DTP-ove	dtp-	Ncmpa
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
rad	rad	Ncmsan
psihologa	psiholog	Ncmsg
.	.	Z

Provodi	provoditi	Vmr3s
klinički	klinički	Agpmsny
psiholog	psiholog	Ncmsn
/	/	Z
psiholog	psiholog	Ncmsn
s	sa	Si
odgovarajućom	odgovarajući	Agpfsiy
edukacijom	edukacija	Ncfsi
.	.	Z
2,20	2,20	Mdc
484,00	484,00	Mdc
PL010	PL010	Mdc
Psihološka	psihološki	Agpfsny
krizna	krizan	Agpfsny

