vozila	vozilo	Ncnpa
obzirom	obzir	Ncmsi
na	na	Sa
sigurnost	sigurnost	Ncfsa

2.	2.	Mdo
primijeniti	primijeniti	Vmn
mjere	mjera	Ncfpa
osobne	osoban	Agpfsgy
zaštite	zaštita	Ncfsg

3.	3.	Mdo
objasniti	objasniti	Vmn
način	način	Ncmsan
procjene	procjena	Ncfsg
odgovora	odgovor	Ncmsg
na	na	Sa
podražaj	podražaj	Ncmsan

4.	4.	Mdo
navesti	navesti	Vmn
razloge	razlog	Ncmpa
za	za	Sa
započinjanje	započinjanje	Ncnsa
osnovnih	osnovan	Agpfpgy
mjera	mjera	Ncfpg
održavanja	održavanje	Ncnsg
života	život	Ncmsg

5.	5.	Mdo
objasniti	objasniti	Vmn
način	način	Ncmsan
otvaranja	otvaranje	Ncnsg
dišnog	dišni	Agpmsgy
puta	put	Ncmsg

6.	6.	Mdo
objasniti	objasniti	Vmn
postupak	postupak	Ncmsan
provjere	provjera	Ncfsg
disanja	disanje	Ncnsg

7.	7.	Mdo
opisati	opisati	Vmn
postupak	postupak	Ncmsan
izvođenja	izvođenje	Ncnsg
vanjske	vanjski	Agpfsgy
masaže	masaža	Ncfsg
srca	srce	Ncnsg

8.	8.	Mdo
opisati	opisati	Vmn
postupak	postupak	Ncmsan
izvođenja	izvođenje	Ncnsg
umjetnog	umjetan	Agpnsgy
disanja	disanje	Ncnsg
metodom	metoda	Ncfsi
»	»	Z
usta	usta	Ncnpa
na	na	Sa
usta	usta	Ncnpa
»	»	Z

9.	9.	Mdo
objasniti	objasniti	Vmn
primjenu	primjena	Ncfsa
džepne	džepni	Agpfsgy
maske	maska	Ncfsg

10.	10.	Mdo
objasniti	objasniti	Vmn
postupak	postupak	Ncmsan
izvođenja	izvođenje	Ncnsg
umjetnog	umjetan	Agpnsgy
disanja	disanje	Ncnsg
maskom	maska	Ncfsi
sa	sa	Si
samoširećim	samošireći	Agpmsiy
balonom	balon	Ncmsi
i	i	Cc
spremnikom	spremnik	Ncmsi

11.	11.	Mdo
definirati	definirati	Vmn
cikluse	ciklus	Ncmpa
i	i	Cc
omjere	omjer	Ncmpa
tijekom	tijekom	Sg
oživljavanja	oživljavanje	Ncnsg

12.	12.	Mdo
objasniti	objasniti	Vmn
redoslijed	redoslijed	Ncmsan
postupaka	postupak	Ncmpg
osnovnih	osnovan	Agpfpgy
mjera	mjera	Ncfpg
održavanja	održavanje	Ncnsg
života	život	Ncmsg
.	.	Z

Vještine	vještina	Ncfpn

Na	na	Sl
kraju	kraj	Ncmsl
ove	ovaj	Pd-fsg
tematske	tematski	Agpfsgy
cjeline	cjelina	Ncfsg
polaznik	polaznik	Ncmsn
će	htjeti	Var3s
:	:	Z

1.	1.	Mdo
pokazati	pokazati	Vmn
procjenu	procjena	Ncfsa
mjesta	mjesto	Ncnsg
događaja	događaj	Ncmsg

2.	2.	Mdo
pokazati	pokazati	Vmn
korištenje	korištenje	Ncnsa
osobne	osoban	Agpfsgy
zaštitne	zaštitni	Agpfsgy
opreme	oprema	Ncfsg

3.	3.	Mdo
demonstrirati	demonstrirati	Vmn
način	način	Ncmsan
procjene	procjena	Ncfsg
odgovora	odgovor	Ncmsg
na	na	Sa
podražaj	podražaj	Ncmsan

4.	4.	Mdo
pokazati	pokazati	Vmn
postupak	postupak	Ncmsan
otvaranja	otvaranje	Ncnsg
dišnog	dišni	Agpmsgy
puta	put	Ncmsg

5.	5.	Mdo
pokazati	pokazati	Vmn
postupak	postupak	Ncmsan
provjere	provjera	Ncfsg
disanja	disanje	Ncnsg

6.	6.	Mdo
demonstrirati	demonstrirati	Vmn
pravilan	pravilan	Agpmsann
postupak	postupak	Ncmsan
izvođenja	izvođenje	Ncnsg
vanjske	vanjski	Agpfsgy
masaže	masaža	Ncfsg
srca	srce	Ncnsg

7.	7.	Mdo
demonstrirati	demonstrirati	Vmn
postupak	postupak	Ncmsan
izvođenja	izvođenje	Ncnsg
umjetnog	umjetan	Agpnsgy
disanja	disanje	Ncnsg
metodom	metoda	Ncfsi
»	»	Z
usta	usta	Ncnpa
na	na	Sa
usta	usta	Ncnpa

8.	8.	Mdo
pokazati	pokazati	Vmn
ispravan	ispravan	Agpmsann
redoslijed	redoslijed	Ncmsan
postupaka	postupak	Ncmpg
osnovnih	osnovan	Agpfpgy
mjera	mjera	Ncfpg
održavanja	održavanje	Ncnsg
života	život	Ncmsg
.	.	Z

3.2.	3.2.	Mdo

Opstrukcija	opstrukcija	Ncfsn
dišnog	dišni	Agpmsgy
puta	put	Ncmsg
stranim	stran	Agpnsiy
tijelom	tijelo	Ncnsi
kod	kod	Sg
odraslih	odrastao	Agpmpgy

Znanja	znanje	Ncnpn

Na	na	Sl
kraju	kraj	Ncmsl
ove	ovaj	Pd-fsg
tematske	tematski	Agpfsgy
cjeline	cjelina	Ncfsg
polaznik	polaznik	Ncmsn
će	htjeti	Var3s
:	:	Z

1.	1.	Mdo
razlikovati	razlikovati	Vmn
simptome	simptom	Ncmpa
i	i	Cc
znakove	znak	Ncmpa
lakše	lako	Rgc
i	i	Cc
teške	težak	Agpfpay
opstrukcije	opstrukcija	Ncfpa
dišnog	dišni	Agpmsgy
puta	put	Ncmsg
stranim	stran	Agpnsiy
tijelom	tijelo	Ncnsi

2.	2.	Mdo
opisati	opisati	Vmn
postupke	postupak	Ncmpa
kod	kod	Sg
opstrukcije	opstrukcija	Ncfsg
dišnog	dišni	Agpmsgy
puta	put	Ncmsg
stranim	stran	Agpnsiy
tijelom	tijelo	Ncnsi

3.	3.	Mdo
navesti	navesti	Vmn
indikaciju	indikacija	Ncfsa
za	za	Sa
Heimlichov	heimlichov	Mlomsan
hvat	hvat	Ncmsan
i	i	Cc
opisati	opisati	Vmn
postupak	postupak	Ncmsan
.	.	Z

Vještine	vještina	Ncfpn

Na	na	Sl
kraju	kraj	Ncmsl
ove	ovaj	Pd-fsg
tematske	tematski	Agpfsgy
cjeline	cjelina	Ncfsg
polaznik	polaznik	Ncmsn
će	htjeti	Var3s
:	:	Z

1.	1.	Mdo
pokazati	pokazati	Vmn
postupke	postupak	Ncmpa
oslobađanja	oslobađanje	Ncnsg
stranog	stran	Agpnsgy
tijela	tijelo	Ncnsg
iz	iz	Sg
dišnog	dišni	Agpmsgy
puta	put	Ncmsg
kod	kod	Sg
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
je	biti	Var3s
pri	pri	Sl
svijesti	svijest	Ncfsl

2.	2.	Mdo
pokazati	pokazati	Vmn
postupke	postupak	Ncmpa
oslobađanja	oslobađanje	Ncnsg
stranog	stran	Agpnsgy
tijela	tijelo	Ncnsg
iz	iz	Sg
dišnog	dišni	Agpmsgy
puta	put	Ncmsg
kod	kod	Sg
osobe	osoba	Ncfsg
koja	koji	Pi-fsn
je	biti	Var3s
bez	bez	Sg
svijesti	svijest	Ncfsg
.	.	Z

3.3.	3.3.	Mdo

Bočni	bočni	Agpmsny
položaj	položaj	Ncmsn
,	,	Z
transportni	transportni	Agpmpny
položaji	položaj	Ncmpn

Znanja	znanje	Ncnpn

Na	na	Sl
kraju	kraj	Ncmsl
ove	ovaj	Pd-fsg
tematske	tematski	Agpfsgy
cjeline	cjelina	Ncfsg
polaznik	polaznik	Ncmsn
će	htjeti	Var3s
:	:	Z

1.	1.	Mdo
opisati	opisati	Vmn
korake	korak	Ncmpa
kod	kod	Sg
pristupa	pristup	Ncmsg
osobi	osoba	Ncfsd
bez	bez	Sg
svijesti	svijest	Ncfsg

2.	2.	Mdo
nabrojati	nabrojati	Vmn
indikacije	indikacija	Ncfpa
i	i	Cc
kontraindikacije	kontraindikacija	Ncfsg
za	za	Sa
postavljanje	postavljanje	Ncnsa
pacijenta	pacijent	Ncmsg
u	u	Sa
bočni	bočni	Agpmsayn
položaj	položaj	Ncmsan

3.	3.	Mdo
opisati	opisati	Vmn
korake	korak	Ncmpa
u	u	Sl
postupku	postupak	Ncmsl
postavljanja	postavljanje	Ncnsg
pacijenta	pacijent	Ncmsg
u	u	Sa
bočni	bočni	Agpmsayn
položaj	položaj	Ncmsan

4.	4.	Mdo
objasniti	objasniti	Vmn
transportne	transportni	Agpmpay
položaje	položaj	Ncmpa
.	.	Z

Vještine	vještina	Ncfpn

Na	na	Sl
kraju	kraj	Ncmsl
ove	ovaj	Pd-fsg
tematske	tematski	Agpfsgy
cjeline	cjelina	Ncfsg
polaznik	polaznik	Ncmsn
će	htjeti	Var3s
:	:	Z

1.	1.	Mdo
pokazati	pokazati	Vmn
postupak	postupak	Ncmsan
pristupanja	pristupanje	Ncnsg
osobi	osoba	Ncfsd
bez	bez	Sg
svijesti	svijest	Ncfsg

2.	2.	Mdo
pokazati	pokazati	Vmn
postupak	postupak	Ncmsan
postavljanja	postavljanje	Ncnsg
pacijenta	pacijent	Ncmsg
u	u	Sa
bočni	bočni	Agpmsayn
položaj	položaj	Ncmsan
.	.	Z

4.	4.	Mdo
ODRŽAVANJE	održavanje	Ncnsn
ŽIVOTA	život	Ncmsg
DJECE	dijete	Ncnpg

Završetkom	završetak	Ncmsi
ove	ovaj	Pd-fsg
tematske	tematski	Agpfsgy
cjeline	cjelina	Ncfsg
polaznik	polaznik	Ncmsn
će	htjeti	Var3s
opisati	opisati	Vmn
i	i	Cc
primijeniti	primijeniti	Vmn
osnovne	osnovan	Agpfpay
mjere	mjera	Ncfpa
održavanja	održavanje	Ncnsg
života	život	Ncmsg
i	i	Cc
zbrinuti	zbrinuti	Vmn
opstrukciju	opstrukcija	Ncfsa
dišnog	dišni	Agpmsgy
puta	put	Ncmsg
stranim	stran	Agpnsiy
tijelom	tijelo	Ncnsi
kod	kod	Sg
dojenčadi	dojenče	Ncfsg
i	i	Cc
djece	dijete	Ncnpg
starije	star	Agcmpay
od	od	Sg
jedne	jedan	Mlcfsg
godine	godina	Ncfsg
.	.	Z

4.1.	4.1.	Mdo

Osnovne	osnovan	Agpfpay
mjere	mjera	Ncfpa
održavanja	održavanje	Ncnsg
života	život	Ncmsg
djece	dijete	Ncnpg

Znanja	znanje	Ncnpn

Na	na	Sl
kraju	kraj	Ncmsl
ove	ovaj	Pd-fsg
tematske	tematski	Agpfsgy
cjeline	cjelina	Ncfsg
polaznik	polaznik	Ncmsn
će	htjeti	Var3s
:	:	Z

1.	1.	Mdo
objasniti	objasniti	Vmn
značaj	značaj	Ncmsan
procjene	procjena	Ncfsg
mjesta	mjesto	Ncnsg
događaja	događaj	Ncmsg
s	sa	Si
obzirom	obzir	Ncmsi
na	na	Sa
sigurnost	sigurnost	Ncfsa

2.	2.	Mdo
primijeniti	primijeniti	Vmn
mjere	mjera	Ncfpa
osobne	osoban	Agpfsgy
zaštite	zaštita	Ncfsg

3.	3.	Mdo
objasniti	objasniti	Vmn
postupke	postupak	Ncmpa
u	u	Sl
procjeni	procjena	Ncfsl
odgovora	odgovor	Ncmsg
na	na	Sa
podražaj	podražaj	Ncmsan
kod	kod	Sg
dojenčadi	dojenče	Ncfsg
i	i	Cc
djece	dijete	Ncnpg
starije	star	Agcmpay
od	od	Sg
jedne	jedan	Agpfsgy
godine	godina	Ncfsg

4.	4.	Mdo
navesti	navesti	Vmn
razloge	razlog	Ncmpa
za	za	Sa
započinjanje	započinjanje	Ncnsa
osnovnih	osnovan	Agpfpgy
mjera	mjera	Ncfpg
održavanja	održavanje	Ncnsg
života	život	Ncmsg

5.	5.	Mdo
objasniti	objasniti	Vmn
postupak	postupak	Ncmsan
otvaranja	otvaranje	Ncnsg
dišnog	dišni	Agpmsgy
puta	put	Ncmsg
kod	kod	Sg
dojenčadi	dojenče	Ncfsg
i	i	Cc
djece	dijete	Ncnpg
starije	star	Agcmpay
od	od	Sg
jedne	jedan	Agpfsgy
godine	godina	Ncfsg

6.	6.	Mdo
objasniti	objasniti	Vmn
postupak	postupak	Ncmsan
provjere	provjera	Ncfsg
disanja	disanje	Ncnsg
kod	kod	Sg
dojenčadi	dojenče	Ncfsg
i	i	Cc
djece	dijete	Ncnpg
starije	star	Agcmpay
od	od	Sg
jedne	jedan	Agpfsgy
godine	godina	Ncfsg

7.	7.	Mdo
objasniti	objasniti	Vmn
postupak	postupak	Ncmsan
provjere	provjera	Ncfsg
znakova	znak	Ncmpg
života	život	Ncmsg
kod	kod	Sg
dojenčadi	dojenče	Ncfsg
i	i	Cc
djece	dijete	Ncnpg
starije	star	Agcmpay
od	od	Sg
jedne	jedan	Agpfsgy
godine	godina	Ncfsg

8.	8.	Mdo
opisati	opisati	Vmn
postupak	postupak	Ncmsan
izvođenja	izvođenje	Ncnsg
umjetnog	umjetan	Agpnsgy
disanja	disanje	Ncnsg
kod	kod	Sg
dojenčadi	dojenče	Ncfsg
i	i	Cc
djece	dijete	Ncnpg
starije	star	Agcmpay
od	od	Sg
jedne	jedan	Agpfsgy
godine	godina	Ncfsg

9.	9.	Mdo
opisati	opisati	Vmn
postupak	postupak	Ncmsan
izvođenja	izvođenje	Ncnsg
vanjske	vanjski	Agpfsgy
masaže	masaža	Ncfsg
srca	srce	Ncnsg
kod	kod	Sg
dojenčadi	dojenče	Ncfsg
i	i	Cc
djece	dijete	Ncnpg
starije	star	Agcmpay
od	od	Sg
jedne	jedan	Agpfsgy
godine	godina	Ncfsg

10.	10.	Mdo
definirati	definirati	Vmn
cikluse	ciklus	Ncmpa
i	i	Cc
omjere	omjer	Ncmpa
tijekom	tijekom	Sg
oživljavanja	oživljavanje	Ncnsg

11.	11.	Mdo
objasniti	objasniti	Vmn
redoslijed	redoslijed	Ncmsan
postupaka	postupak	Ncmpg
osnovnih	osnovan	Agpfpgy
mjera	mjera	Ncfpg
održavanja	održavanje	Ncnsg

