–	i	Agpnsgy
dovoljno	dovoljno	Rgp
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
za	za	Sa
sve	sav	Agpmpay
korisnike	korisnik	Ncmpa
,	,	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
izdati	izdati	Vmn
odluke	odluka	Ncfpa
nakon	nakon	Sg
završetka	završetak	Ncmsg
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
svih	sav	Agpmpgy
zaprimljenih	zaprimiti	Appmpgy
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
nakon	nakon	Sg
obrade	obrada	Ncfsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
donijeti	donijeti	Vmn
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
privremenoj	privremen	Agpfsly
raspodjeli	raspodjela	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z
u	u	Sl
slučaju	slučaj	Ncmsl
ispunjavanja	ispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
i	i	Cc
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	natječaj	Ncmsi
;	;	Z

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
sukladno	sukladno	Rgp
razlozima	razlog	Ncmpd
navedenim	navesti	Appmply
u	u	Sl
članku	članak	Ncmsl
18.	18.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
točki	točka	Ncfsl
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Odlukom	odluka	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
definira	definirati	Vmr3s
se	sebe	Px--sa
privremena	privremen	Agpfsny
raspodjela	raspodjela	Ncfsn
ukupno	ukupno	Rgp
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
po	po	Sl
korisnicima	korisnik	Ncmpl
za	za	Sa
sve	sav	Agpmpay
korisnike	korisnik	Ncmpa
koji	koji	Pi-mpn
udovoljavaju	udovoljavati	Vmr3p
uvjetima	uvjet	Ncmpi
i	i	Cc
kriterijima	kriterij	Ncmpi
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
Natječaja	Natječaj	Npmsg
,	,	Z
neovisno	neovisan	Agpnsny
o	o	Sl
ostvarenom	ostvariti	Agpmsly
broju	broj	Ncmsl
bodova	bod	Ncmpg
i	i	Cc
poziciji	pozicija	Ncfsl
na	na	Sl
rang-listi	rang-lista	Ncfsl
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
Rang-lista	rang-lista	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
je	biti	Var3s
privremena	privremen	Agpfsny
i	i	Cc
nalazi	nalaziti	Vmr3s
se	sebe	Px--sa
u	u	Sl
sklopu	sklop	Ncmsl
Privremenog	privremen	Agpmsgy
izvještaja	izvještaj	Ncmsg
o	o	Sl
provedenom	provesti	Agpmsly
Natječaju	natječaj	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
Odluka	odluka	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Završetkom	završetak	Ncmsi
postupka	postupak	Ncmsg
rješavanja	rješavanje	Ncnsg
po	po	Sl
prigovorima	prigovor	Ncmpl
na	na	Sa
Odluke	odluka	Ncfpa
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-nsg
članka	članak	Ncmsg
i	i	Cc
prema	prema	Sl
potrebi	potreba	Ncfsl
ponovne	ponovan	Agpfsgy
administrativne	administrativan	Agpfsgy
kontrole	kontrola	Ncfsg
pozitivno	pozitivno	Rgp
riješenih	riješen	Agpmpgy
prigovora	prigovor	Ncmpg
,	,	Z
formirat	formirati	Vmn
će	htjeti	Var3s
se	sebe	Px--sa
konačna	konačan	Agpfsny
rang	rang	Ncmsn
--	--	Z
lista	lista	Ncfsn
na	na	Sl
temelju	temelj	Ncmsl
koje	koji	Pi-fsg
će	htjeti	Var3s
Upravljačko	upravljački	Agpnsny
tijelo	tijelo	Ncnsn
donijeti	donijeti	Vmn
konačne	konačan	Agpfpay
odluke	odluka	Ncfpa
kako	kako	Cs
slijedi	slijediti	Vmr3s
:	:	Z

a	a	Cc
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
dodijeli	dodijeliti	Ncfsl
sredstava	sredstvo	Ncnpg
,	,	Z
u	u	Sl
slučaju	slučaj	Ncmsl
ispunjavanja	ispunjavanje	Ncnsg
uvjeta	uvjet	Ncmpg
i	i	Cc
kriterija	kriterij	Ncmpg
propisanih	propisati	Appmpgy
ovim	ovaj	Pd-msi
Pravilnikom	pravilnik	Ncmsi
i	i	Cc
Natječajem	natječaj	Ncmsi
;	;	Z

b	b	Npmsn
)	)	Z
Odluku	odluka	Ncfsa
o	o	Sl
odbijanju	odbijanje	Ncnsl
sukladno	sukladno	Rgp
razlozima	razlog	Ncmpd
navedenim	navesti	Appmply
u	u	Sl
članku	članak	Ncmsl
18.	18.	Mdo
stavku	stavak	Ncmsl
2.	2.	Mdo
točki	točka	Ncfsl
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
ili	ili	Cc
radi	radi	Sg
nedostatnosti	nedostatnost	Ncfsg
raspoloživih	raspoloživ	Agpnpgy
sredstava	sredstvo	Ncnpg
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Rang-lista	rang-lista	Ncfsn
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
je	biti	Var3s
konačna	konačan	Agpfsny
i	i	Cc
nalazi	nalaziti	Vmr3s
se	sebe	Px--sa
u	u	Sl
sklopu	sklop	Ncmsl
Konačnog	konačan	Agpmsgy
izvještaja	izvještaj	Ncmsg
o	o	Sl
provedenom	provesti	Agpmsly
Natječaju	natječaj	Ncmsl
koji	koji	Pi-msn
je	biti	Var3s
sastavni	sastavan	Agpmsny
dio	dio	Ncmsn
konačnih	konačan	Agpfpgy
Odluka	odluka	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Odlukom	odluka	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
utvrđuje	utvrđivati	Vmr3s
se	sebe	Px--sa
:	:	Z

a	a	Cc
)	)	Z
najviši	visok	Agsmsny
iznos	iznos	Ncmsn
odobrene	odobren	Agpfsgy
potpore	potpora	Ncfsg
;	;	Z

b	b	Npmsn
)	)	Z
obveze	obveza	Ncfpa
korisnika	korisnik	Ncmpg
na	na	Sl
temelju	temelj	Ncmsl
ovoga	ovaj	Pd-nsg
Pravilnika	pravilnik	Ncmsg
i	i	Cc
Natječaja	natječaj	Ncmsg
.	.	Z

Promjene	promjena	Ncfpn
zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa

Članak	članak	Ncmsn
20.	20.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Promjene	promjena	Ncfpn
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
potporu	potpora	Ncfsa
podrazumijevaju	podrazumijevati	Vmr3p
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
se	sebe	Px--sa
odnose	odnositi	Vmr3p
na	na	Sa
podneseni	podnesen	Agpmsayn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
potporu	potpora	Ncfsa
,	,	Z
a	a	Cc
uključuju	uključivati	Vmr3p
:	:	Z

a	a	Cc
)	)	Z
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
o	o	Sl
korisniku	korisnik	Ncmsl
(	(	Z
npr.	npr.	Y
promjene	promjena	Ncfpa
njegova	njegov	Ps3msg
naziva	naziv	Ncmsg
,	,	Z
osobe	osoba	Ncfpn
ovlaštene	ovlastiti	Appfpny
za	za	Sa
zastupanje	zastupanje	Ncnsa
,	,	Z
adrese	adresa	Ncfpa
sjedišta	sjedište	Ncnsg
,	,	Z
imena	ime	Ncnsg
banke	banka	Ncfsg
i	i	Cc
/	/	Z
ili	ili	Cc
broja	broj	Ncmsg
žiro-računa	žiro-račun	Ncmsg
banke	banka	Ncfsg
/	/	Z
IBAN	IBAN	Npmsn
,	,	Z
model	model	Ncmsn
i	i	Cc
/	/	Z
ili	ili	Cc
poziv	poziv	Ncmsan
na	na	Sa
broj	broj	Ncmsan
primatelja	primatelj	Ncmpg
na	na	Sa
koji	koji	Pi-msan
će	htjeti	Var3s
mu	on	Pp3msd
biti	biti	Van
isplaćena	isplatiti	Appfsny
sredstva	sredstvo	Ncnsg
)	)	Z
;	;	Z

b	b	Npmsn
)	)	Z
promjenu	promjena	Ncfsa
podataka	podatak	Ncmpg
koji	koji	Pi-mpn
su	biti	Var3p
temelj	temelj	Ncmsan
za	za	Sa
provjeru	provjera	Ncfsa
udovoljavanja	udovoljavanje	Ncnsg
uvjetima	uvjet	Ncmpd
i	i	Cc
kriterijima	kriterij	Ncmpi
prihvatljivosti	prihvatljivost	Ncfsg
sukladno	sukladno	Rgp
ovom	ovaj	Pd-msl
Pravilniku	pravilnik	Ncmsl
;	;	Z

c	C	Npmsn
)	)	Z
ostale	ostali	Agpfpay
promjene	promjena	Ncfpa
u	u	Sl
operaciji	operacija	Ncfsl
bez	bez	Sg
kojih	koji	Pi-mpg
se	sebe	Px--sa
operacija	operacija	Ncfsn
ne	ne	Qz
može	moći	Vmr3s
provesti	provesti	Vmn
ili	ili	Cc
koje	koji	Pi-fpn
imaju	imati	Vmr3p
utjecaj	utjecaj	Ncmsan
na	na	Sa
poboljšanje	poboljšanje	Ncnsa
operacije	operacija	Ncfsg
,	,	Z
koje	koji	Pi-fpn
su	biti	Var3p
nastale	nastati	Vmp-pf
do	do	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjena	promjena	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
od	od	Sg
dana	dan	Ncmpg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
potporu	potpora	Ncfsa
do	do	Sg
isteka	istek	Ncmsg
razdoblja	razdoblje	Ncnsg
od	od	Sg
pet	pet	Mlc
godina	godina	Ncfpg
od	od	Sg
zadnje	zadnji	Agpfsgy
primljene	primljen	Agpfsgy
uplate	uplata	Ncfsg
financijskih	financijski	Agpnpgy
sredstava	sredstvo	Ncnpg
temeljem	temelj	Ncmsi
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
Upravljačkom	upravljački	Agpnsly
tijelu	tijelo	Ncnsl
podnijeti	podnijeti	Vmn
Zahtjev	zahtjev	Ncmsan
za	za	Sa
odobrenje	odobrenje	Ncnsa
promjene	promjena	Ncfsg
neposredno	neposredan	Agpnsny
nakon	nakon	Sg
njihovog	njihov	Ps3msg
nastanka	nastanak	Ncmsg
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
promjena	promjena	Ncfpg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
točke	točka	Ncfsg
b	b	X
)	)	Z
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
korisnik	korisnik	Ncmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
od	od	Sg
dana	dan	Ncmpg
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
Odluke	odluka	Ncfsg
o	o	Sl
dodjeli	dodjela	Ncfsl
sredstava	sredstvo	Ncnpg
iz	iz	Sg
članka	članak	Ncmsg
18.	18.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
odnosno	odnosno	Rgp
članka	članak	Ncmsg
19.	19.	Mdo
stavka	stavak	Ncmsg
5.	5.	Mdo
točke	točka	Ncfsg
a	a	Cc
)	)	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg

