uvjeti	uvjet	Ncmpn
Članak	članak	Ncmsn
54.	54.	Mdo
a	a	Cc

Jedinice	jedinica	Ncfpn
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
,	,	Z
proračunski	proračunski	Agpmsny
i	i	Cc
izvanproračunski	izvanproračunski	Agpmpny
korisnici	korisnik	Ncmpn
obvezni	obvezan	Agpmpny
su	biti	Var3p
provjeriti	provjeriti	Vmn
zakonito	zakonito	Rgp
i	i	Cc
namjensko	namjenski	Agpnsny
korištenje	korištenje	Ncnsn
sredstava	sredstvo	Ncnpg
isplaćenih	isplatiti	Agpnpgy
temeljem	temelj	Ncmsi
posebnih	poseban	Agpmpgy
propisa	propis	Ncmpg
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
19.	19.	Mdo

U	u	Sl
članku	članak	Ncmsl
68.	68.	Mdo
stavak	stavak	Ncmsn
1.	1.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
1	1	Mdc
)	)	Z
Vlada	vlada	Ncfsn
može	moći	Vmr3s
na	na	Sa
prijedlog	prijedlog	Ncmsan
Ministarstva	ministarstvo	Ncnsg
financija	financije	Ncfpg
,	,	Z
a	a	Cc
po	po	Sl
zahtjevu	zahtjev	Ncmsl
dužnika	dužnik	Ncmpg
,	,	Z
uz	uz	Sa
mišljenje	mišljenje	Ncnsa
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
odgoditi	odgoditi	Vmn
plaćanje	plaćanje	Ncnsa
ili	ili	Cc
odobriti	odobriti	Vmn
obročnu	obročan	Agpfsay
otplatu	otplata	Ncfsa
duga	dug	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
prodati	prodati	Vmn
,	,	Z
otpisati	otpisati	Vmn
ili	ili	Cc
djelomično	djelomično	Rgp
otpisati	otpisati	Vmn
potraživanje	potraživanje	Ncnsa
ako	ako	Cs
se	sebe	Px--sa
time	taj	Pd-nsi
bitno	bitno	Rgp
poboljšavaju	poboljšavati	Vmr3p
mogućnosti	mogućnost	Ncfpn
otplate	otplata	Ncfsg
duga	dug	Ncmpg
dužnika	dužnik	Ncmpg
od	od	Sg
kojega	koji	Pi-msg
inače	inače	Rgp
ne	ne	Qz
bi	biti	Vaa3s
bilo	biti	Vap-sn
moguće	moguć	Agpnsny
naplatiti	naplatiti	Vmn
cjelokupan	cjelokupan	Agpmsann
dug	dug	Ncmsan
.	.	Z
«	«	Z
.	.	Z

Stavak	stavak	Ncmsn
3.	3.	Mdo
mijenja	mijenjati	Vmr3s
se	sebe	Px--sa
i	i	Cc
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
3	3	Mdc
)	)	Z
Iznimno	iznimno	Rgp
od	od	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Ministarstvo	ministarstvo	Ncnsn
financija	financije	Ncfpg
može	moći	Vmr3s
po	po	Sl
zahtjevu	zahtjev	Ncmsl
dužnika	dužnik	Ncmpg
uz	uz	Sa
mišljenje	mišljenje	Ncnsa
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
odgoditi	odgoditi	Vmn
plaćanje	plaćanje	Ncnsa
ili	ili	Cc
odobriti	odobriti	Vmn
obročnu	obročan	Agpfsay
otplatu	otplata	Ncfsa
duga	dug	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
prodati	prodati	Vmn
,	,	Z
otpisati	otpisati	Vmn
ili	ili	Cc
djelomično	djelomično	Rgp
otpisati	otpisati	Vmn
potraživanje	potraživanje	Ncnsa
do	do	Sg
iznosa	iznos	Ncmsg
utvrđenog	utvrditi	Appmsgy
uredbom	uredba	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z
«	«	Z
.	.	Z

Iza	iza	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
dodaju	dodati	Vmr3p
se	sebe	Px--sa
stavci	stavak	Ncmpn
5.	5.	Mdo
i	i	Cc
6.	6.	Mdo
koji	koji	Pi-mpn
glase	glasiti	Vmr3p
:	:	Z

»	»	Z
(	(	Z
5	5	Mdc
)	)	Z
Vlada	vlada	Ncfsn
,	,	Z
Ministarstvo	ministarstvo	Ncnsn
financija	financije	Ncfpg
i	i	Cc
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfpay
)	)	Z
samouprave	samouprava	Ncfsg
dužni	dužan	Agpmpny
su	biti	Var3p
javno	javno	Rgp
objaviti	objaviti	Vmn
podatke	podatak	Ncmpa
o	o	Sl
visini	visina	Ncfsl
duga	dug	Ncmpg
i	i	Cc
dužnicima	dužnik	Ncmpd
kojima	koji	Pi-mpi
su	biti	Var3p
odobrili	odobriti	Vmp-pm
odgodu	odgoda	Ncfsa
plaćanja	plaćanje	Ncnsg
ili	ili	Cc
obročnu	obročan	Agpfsay
otplatu	otplata	Ncfsa
duga	dug	Ncmsg
,	,	Z
odnosno	odnosno	Rgp
javno	javno	Rgp
objaviti	objaviti	Vmn
podatke	podatak	Ncmpa
o	o	Sl
visini	visina	Ncfsl
duga	dug	Ncmsg
i	i	Cc
dužnicima	dužnik	Ncmpl
prema	prema	Sl
kojima	koji	Pi-mpl
su	biti	Var3p
svoja	svoj	Px-npa
potraživanja	potraživanje	Ncnpa
prodali	prodati	Vmp-pm
,	,	Z
otpisali	otpisati	Vmp-pm
ili	ili	Cc
djelomično	djelomično	Rgp
otpisali	otpisati	Vmp-pm
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Pod	pod	Si
javnom	javan	Agpfsiy
objavom	objava	Ncfsi
iz	iz	Sg
stavka	stavak	Ncmsg
5.	5.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
smatra	smatrati	Vmr3s
se	sebe	Px--sa
objava	objava	Ncfsn
na	na	Sl
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
Vlade	vlada	Ncfsg
,	,	Z
Ministarstva	ministarstvo	Ncnsg
financija	financije	Ncfpg
ili	ili	Cc
jedinice	jedinica	Ncfsg
lokalne	lokalan	Agpfsgy
i	i	Cc
područne	područni	Agpfsgy
(	(	Z
regionalne	regionalan	Agpfsgy
)	)	Z
samouprave	samouprava	Ncfsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
30	30	Mdc
dana	dan	Ncmpg
od	od	Sg
pravomoćnosti	pravomoćnost	Ncfsg
rješenja	rješenje	Ncnsg
,	,	Z
a	a	Cc
sadrži	sadržati	Vmr3s
:	:	Z
ime	ime	Ncnsa
i	i	Cc
prezime	prezime	Ncnsa
ili	ili	Cc
naziv	naziv	Ncmsn
poreznog	porezni	Agpmsgy
obveznika	obveznik	Ncmsg
,	,	Z
godinu	godina	Ncfsa
rođenja	rođenje	Ncnsg
fizičke	fizički	Agpfsgy
osobe	osoba	Ncfsg
,	,	Z
mjesto	mjesto	Ncnsn
prebivališta	prebivalište	Ncnsg
ili	ili	Cc
boravišta	boravište	Ncnsg
fizičke	fizički	Agpfsgy
osobe	osoba	Ncfsg
ili	ili	Cc
sjedišta	sjedište	Ncnsg
pravne	pravni	Agpfsgy
osobe	osoba	Ncfsg
,	,	Z
ukupan	ukupan	Agpmsnn
iznos	iznos	Ncmsn
duga	dug	Ncmsg
,	,	Z
vrstu	vrsta	Ncfsa
odobrene	odobren	Agpfsgy
mjere	mjera	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
i	i	Cc
3.	3.	Mdo
ovog	ovaj	Pd-msg
članka	članak	Ncmsg
te	te	Cc
iznos	iznos	Ncmsan
prodanog	prodati	Appmsgy
ili	ili	Cc
otpisanog	otpisati	Agpnsgy
potraživanja	potraživanje	Ncnsg
.	.	Z
«	«	Z

Članak	članak	Ncmsn
20.	20.	Mdo

Članak	članak	Ncmsn
74.	74.	Mdo
briše	brisati	Vmr3s
se	sebe	Px--sa
.	.	Z

Članak	članak	Ncmsn
21.	21.	Mdo

Iza	iza	Sg
članka	članak	Ncmsg
78.	78.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
članak	članak	Ncmsn
78.	78.	Mdo
a	a	Cc
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
Članak	članak	Ncmsn
78.	78.	Mdo
a	a	Cc

Vlada	vlada	Ncfsn
svake	svaki	Pi-fsg
tri	tri	Mlc
godine	godina	Ncfsg
najkasnije	kasan	Ncfsg
do	do	Sg
15.	15.	Mdo
studenoga	studeni	Ncmsg
tekuće	tekući	Agpfsgy
godine	godina	Ncfsg
zaključkom	zaključak	Ncmsi
usvaja	usvajati	Vmr3s
strategiju	strategija	Ncfsa
upravljanja	upravljanje	Ncnsg
javnim	javan	Agpmsiy
dugom	dug	Ncmsi
za	za	Sa
sljedeće	sljedeći	Agpmpay
tri	tri	Mlc
proračunske	proračunski	Agpfsgy
godine	godina	Ncfsg
.	.	Z
«	«	Z
.	.	Z

Članak	članak	Ncmsn
22.	22.	Mdo

U	u	Sl
članku	članak	Ncmsl
99.	99.	Mdo
iza	iza	Sg
stavka	stavak	Ncmsg
1.	1.	Mdo
dodaje	dodavati	Vmr3s
se	sebe	Px--sa
novi	nov	Agpmsny
stavak	stavak	Ncmsn
2.	2.	Mdo
koji	koji	Pi-msn
glasi	glasiti	Vmr3s
:	:	Z

»	»	Z
(	(	Z
2	2	Mdc
)	)	Z
Ministar	ministar	Ncmsn
financija	financije	Ncfpg
pravilnikom	pravilnik	Ncmsi
iz	iz	Sg
članka	članak	Ncmsg
100.	100.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
propisuje	propisivati	Vmr3s
kriterije	kriterij	Ncmpa
za	za	Sa
utvrđivanje	utvrđivanje	Ncnsa
obveze	obveza	Ncfsg
primjene	primjena	Ncfsg
proračunskog	proračunski	Agpnsgy
računovodstva	računovodstvo	Ncnsg
za	za	Sa
izvanproračunske	izvanproračunski	Agpmpay
korisnike	korisnik	Ncmpa
iz	iz	Sg
članka	članak	Ncmsg
2.	2.	Mdo
stavka	stavak	Ncmsg
2.	2.	Mdo

