primjenjuje	primjenjivati	Vmr3s
mjesec	mjesec	Ncmsan
dana	dan	Ncmpg
od	od	Sg
primitka	primitak	Ncmsg
izjave	izjava	Ncfsg
i	i	Cc
dokumenata	dokument	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
7.	7.	Mdo
stavaka	stavak	Ncmpg
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
donijeti	donijeti	Vmn
rješenje	rješenje	Ncnsa
kojim	koji	Pi-nsi
će	htjeti	Var3s
osobu	osoba	Ncfsa
osloboditi	osloboditi	Vmn
provjere	provjera	Ncfpa
stručne	stručan	Agpfsgy
kvalifikacije	kvalifikacija	Ncfsg
ili	ili	Cc
je	biti	Var3s
uputiti	uputiti	Vmn
u	u	Sa
postupak	postupak	Ncmsan
provjere	provjera	Ncfsg
stručne	stručan	Agpfsgy
kvalifikacije	kvalifikacija	Ncfsg
.	.	Z

(	(	Z
4	4	Mdc
)	)	Z
U	u	Sl
roku	rok	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
,	,	Z
nakon	nakon	Sg
završenog	završen	Agpmsgy
postupka	postupak	Ncmsg
provjere	provjera	Ncfsg
stručne	stručan	Agpfsgy
kvalifikacije	kvalifikacija	Ncfsg
osobe	osoba	Ncfsg
,	,	Z
rješenjem	rješenje	Ncnsi
utvrditi	utvrditi	Vmn
obvezu	obveza	Ncfsa
provjere	provjera	Ncfsg
kompetentnosti	kompetentnost	Ncfsg
ili	ili	Cc
dozvoliti	dozvoliti	Vmn
pružanje	pružanje	Ncnsa
usluga	usluga	Ncfpg
na	na	Sl
području	područje	Ncnsl
Republike	republika	Ncfsg
Hrvatske	Hrvatska	Npfsg
.	.	Z

(	(	Z
5	5	Mdc
)	)	Z
Ako	ako	Cs
nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
zbog	zbog	Sg
opravdanih	opravdati	Agpmpgy
razloga	razlog	Ncmpg
ne	ne	Qz
može	moći	Vmr3s
donijeti	donijeti	Vmn
rješenje	rješenje	Ncnsa
u	u	Sl
roku	rok	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
o	o	Sl
tome	taj	Pd-nsl
će	htjeti	Var3s
obavijestiti	obavijestiti	Vmn
osobu	osoba	Ncfsa
.	.	Z

(	(	Z
6	6	Mdc
)	)	Z
Rješenje	rješenje	Ncnsn
iz	iz	Sg
stavaka	stavak	Ncmpg
3.	3.	Mdo
i	i	Cc
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
mora	morati	Vmr3s
donijeti	donijeti	Vmn
najkasnije	kasan	Agsnsny
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
dva	dva	Mlc
mjeseca	mjesec	Ncmsg
od	od	Sg
dana	dan	Ncmpg
kada	kada	Cs
je	biti	Var3s
prestao	prestati	Vmp-sm
opravdani	opravdati	Appmsayn
razlog	razlog	Ncmsan
zbog	zbog	Sg
kojeg	koji	Pi-msg
rješenje	rješenje	Ncnsn
nije	biti	Var3s
doneseno	donijeti	Appnsny
u	u	Sl
roku	rok	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
utvrdit	utvrditi	Vmn
će	htjeti	Var3s
osobi	osoba	Ncfsd
obvezu	obveza	Ncfsa
provjere	provjera	Ncfsg
kompetentnosti	kompetentnost	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
ako	ako	Cs
se	sebe	Px--sa
nakon	nakon	Sg
završenog	završen	Agpmsgy
postupka	postupak	Ncmsg
provjere	provjera	Ncfsg
stručne	stručan	Agpfsgy
kvalifikacije	kvalifikacija	Ncfsg
utvrdi	utvrditi	Vmr3s
da	da	Cs
postoji	postojati	Vmr3s
značajna	značajan	Agpfsny
razlika	razlika	Ncfsn
između	između	Sg
stručnih	stručan	Agpfpgy
kvalifikacija	kvalifikacija	Ncfpg
osobe	osoba	Ncfsg
i	i	Cc
stručnih	stručan	Agpfpgy
kvalifikacija	kvalifikacija	Ncfpg
koje	koji	Pi-fpn
su	biti	Var3p
preduvjet	preduvjet	Ncmsn
za	za	Sa
pristup	pristup	Ncmsan
i	i	Cc
obavljanje	obavljanje	Ncnsa
profesije	profesija	Ncfsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
i	i	Cc
da	da	Cs
je	biti	Var3s
ta	taj	Pd-fsn
značajna	značajan	Agpfsny
razlika	razlika	Ncfsn
takva	takav	Pd-fsn
da	da	Cs
je	biti	Var3s
štetna	štetan	Agpfsny
za	za	Sa
javno	javan	Agpnsay
zdravlje	zdravlje	Ncnsa
i	i	Cc
sigurnost	sigurnost	Ncfsn
primatelja	primatelj	Ncmpg
usluga	usluga	Ncfpg
te	te	Cc
se	sebe	Px--sa
ne	ne	Qz
može	moći	Vmr3s
nadoknaditi	nadoknaditi	Vmn
postojećim	postojeći	Agpfpiy
kompetencijama	kompetencija	Ncfpi
i	i	Cc
stručnim	stručan	Agpnsiy
iskustvom	iskustvo	Ncnsi
osobe	osoba	Ncfsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
mora	morati	Vmr3s
omogućiti	omogućiti	Vmn
osobi	osoba	Ncfsd
provjeru	provjera	Ncfsa
kompetentnosti	kompetentnost	Ncfsg
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
mjesec	mjesec	Ncmsan
dana	dan	Ncmpg
od	od	Sg
dana	dan	Ncmsg
donošenja	donošenje	Ncnsg
rješenja	rješenje	Ncnsg
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Ako	ako	Cs
nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
ne	ne	Qz
donese	donijeti	Vmr3s
rješenja	rješenje	Ncnsa
u	u	Sl
roku	rok	Ncmsl
iz	iz	Sg
stavaka	stavak	Ncmpg
3.	3.	Mdo
,	,	Z
4.	4.	Mdo
,	,	Z
6.	6.	Mdo
i	i	Cc
8.	8.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
osoba	osoba	Ncfsn
može	moći	Vmr3s
pružati	pružati	Vmn
uslugu	usluga	Ncfsa
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Protiv	protiv	Sg
rješenja	rješenje	Ncnsg
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
osoba	osoba	Ncfpg
ima	imati	Vmr3s
pravo	pravo	Ncnsa
žalbe	žalba	Ncfsg
nadležnom	nadležan	Agpnsdy
središnjem	središnji	Agpnsly
tijelu	tijelo	Ncnsl
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
.	.	Z

Protiv	protiv	Sg
rješenja	rješenje	Ncnsg
nadležnog	nadležan	Agpnsgy
središnjeg	središnji	Agpnsgy
tijela	tijelo	Ncnsg
državne	državni	Agpfsgy
uprave	uprava	Ncfsg
osoba	osoba	Ncfpg
nema	nemati	Vmr3s
pravo	pravo	Ncnsa
žalbe	žalba	Ncfsg
,	,	Z
ali	ali	Cc
može	moći	Vmr3s
pokrenuti	pokrenuti	Vmn
upravni	upravan	Agpmsayn
spor	spor	Ncmsan
pred	pred	Si
nadležnim	nadležan	Agpmsiy
upravnim	upravan	Agpmsiy
sudom	sud	Ncmsi
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Nakon	nakon	Sg
završenog	završen	Agpmsgy
postupka	postupak	Ncmsg
provjere	provjera	Ncfsg
stručne	stručan	Agpfsgy
kvalifikacije	kvalifikacija	Ncfsg
,	,	Z
nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
će	htjeti	Var3s
dozvoliti	dozvoliti	Vmn
osobi	osoba	Ncfsd
pružanje	pružanje	Ncnsa
usluga	usluga	Ncfpg
za	za	Sa
obavljanje	obavljanje	Ncnsa
regulirane	regulirati	Agpfsgy
profesije	profesija	Ncfsg
koja	koji	Pi-fsn
može	moći	Vmr3s
imati	imati	Vmn
posljedice	posljedica	Ncfpa
za	za	Sa
javno	javan	Agpnsay
zdravlje	zdravlje	Ncnsa
i	i	Cc
sigurnost	sigurnost	Ncfsa
,	,	Z
a	a	Cc
osoba	osoba	Ncfsn
pruža	pružati	Vmr3s
uslugu	usluga	Ncfsa
pod	pod	Si
profesionalnim	profesionalan	Agpmsiy
nazivom	naziv	Ncmsi
koji	koji	Pi-msn
se	sebe	Px--sa
koristi	koristiti	Vmr3s
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
.	.	Z

Članak	članak	Ncmsn
11.	11.	Mdo

Osoba	osoba	Ncfsn
ne	ne	Qz
može	moći	Vmr3s
pružati	pružati	Vmn
usluge	usluga	Ncfpa
obavljanjem	obavljanje	Ncnsi
regulirane	regulirati	Agpfsgy
profesije	profesija	Ncfsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
,	,	Z
sukladno	sukladno	Rgp
ovoj	ovaj	Pd-fsl
glavi	glava	Ncfsl
Zakona	zakon	Ncmsg
i	i	Cc
nema	nemati	Vmr3s
pravo	pravo	Ncnsa
ostati	ostati	Vmn
privremeno	privremeno	Rgp
registrirana	registrirati	Appfsny
:	:	Z

a	a	Cc
)	)	Z
ako	ako	Cs
uspostavi	uspostaviti	Vmr3s
poslovni	poslovan	Agpmsayn
nastan	nastan	Ncmsan
za	za	Sa
obavljanje	obavljanje	Ncnsa
regulirane	regulirati	Appfsgy
profesije	profesija	Ncfsg
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
ili	ili	Cc

b	b	Npmsn
)	)	Z
ako	ako	Cs
joj	on	Pp3fsd
je	biti	Var3s
sukladno	sukladno	Rgp
odluci	odluka	Ncfsl
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
u	u	Sl
državi	država	Ncfsl
članici	članica	Ncfsl
poslovnog	poslovan	Agpmsgy
nastana	nastan	Ncmsg
ukinuto	ukinuti	Agpnsay
pravo	pravo	Ncnsa
poslovnog	poslovan	Agpmsgy
nastana	nastan	Ncmsg
ili	ili	Cc
joj	on	Pp3fsd
je	biti	Var3s
privremeno	privremeno	Rgp
zabranjeno	zabraniti	Appnsny
obavljanje	obavljanje	Ncnsa
te	taj	Pd-fsg
profesije	profesija	Ncfsg
u	u	Sl
državi	država	Ncfsl
članici	članica	Ncfsl
.	.	Z

Članak	članak	Ncmsn
12.	12.	Mdo

Ako	ako	Cs
se	sebe	Px--sa
usluga	usluga	Ncfsn
u	u	Sl
Republici	republika	Ncfsl
Hrvatskoj	Hrvatska	Npfsl
pruža	pružati	Vmr3s
pod	pod	Si
profesionalnim	profesionalan	Agpmsiy
nazivom	naziv	Ncmsi
države	država	Ncfsg
članice	članica	Ncfsg
poslovnog	poslovan	Agpmsgy
nastana	nastan	Ncmsg
ili	ili	Cc
na	na	Sl
temelju	temelj	Ncmsl
obrazovne	obrazovni	Agpfsgy
kvalifikacije	kvalifikacija	Ncfsg
osobe	osoba	Ncfsg
,	,	Z
nadležno	nadležan	Agpnsny
tijelo	tijelo	Ncnsn
može	moći	Vmr3s
zatražiti	zatražiti	Vmn
da	da	Cs
osoba	osoba	Ncfsn
primatelju	primatelj	Ncmsd
usluga	usluga	Ncfpg
predoči	predočiti	Vmr3s
sljedeće	sljedeći	Agpmpay
podatke	podatak	Ncmpa
:	:	Z

a	a	Cc
)	)	Z
ako	ako	Cs
je	biti	Var3s
registrirana	registrirati	Appfsny
u	u	Sl
sudskom	sudski	Agpmsly
registru	registar	Ncmsl
ili	ili	Cc
drugom	drugi	Mlomsl
javnom	javan	Agpmsly
registru	registar	Ncmsl
,	,	Z
naziv	naziv	Ncmsn
registra	registar	Ncmsg
u	u	Sl
kojem	koji	Pi-nsl
je	biti	Var3s
registrirana	registrirati	Appfsny
,	,	Z
matični	matičan	Agpmsny
broj	broj	Ncmsn
ili	ili	Cc
istovrijedna	istovrijedan	Agpnpay
sredstva	sredstvo	Ncnpa
identifikacije	identifikacija	Ncfsg
sadržana	sadržati	Appfsny
u	u	Sl
tom	taj	Pd-msl
registru	registar	Ncmsl

b	b	Npmsn
)	)	Z
ako	ako	Cs
djelatnost	djelatnost	Ncfsn
podliježe	podlijegati	Vmr3s
odobrenju	odobrenje	Ncnsd
u	u	Sl
državi	država	Ncfsl
članici	članica	Ncfsl
poslovnog	poslovan	Agpmsgy
nastana	nastan	Ncmsg
,	,	Z
naziv	naziv	Ncmsn
i	i	Cc
adresu	adresa	Ncfsa
nadležnog	nadležan	Agpnsgy
nadzornog	nadzorni	Agpnsgy
tijela	tijelo	Ncnsg

c	C	Npmsn
)	)	Z
naziv	naziv	Ncmsn
bilo	bilo	Qo
koje	koji	Pi-fsg
strukovne	strukovni	Agpfsgy
organizacije	organizacija	Ncfsg
,	,	Z
drugog	drugi	Agpnsgy
nadležnog	nadležan	Agpnsgy
tijela	tijelo	Ncnsg
ili	ili	Cc
organizacije	organizacija	Ncfsg
kod	kod	Sg
koje	koji	Pi-fsg
je	biti	Var3s
osoba	osoba	Ncfsn
registrirana	registrirati	Appfsny

d	d	Npmsn
)	)	Z
profesionalni	profesionalan	Agpmsny
naziv	naziv	Ncmsn
ili	ili	Cc
kad	kad	Cs
takav	takav	Pd-msn
naziv	naziv	Ncmsn
ne	ne	Qz
postoji	postojati	Vmr3s
,	,	Z
naziv	naziv	Ncmsn
obrazovne	obrazovni	Agpfsgy
kvalifikacije	kvalifikacija	Ncfsg
osobe	osoba	Ncfsg
i	i	Cc
državu	država	Ncfsa
članicu	članica	Ncfsa
u	u	Sl
kojoj	koji	Pi-fsl
ih	oni	Pp3-pa
je	biti	Var3s
stekla	steći	Vmp-sf

e	e	I
)	)	Z
ako	ako	Cs
osoba	osoba	Ncfsn
obavlja	obavljati	Vmr3s
djelatnost	djelatnost	Ncfsn
koja	koji	Pi-fsn
podliježe	podlijegati	Vmr3s
porezu	porez	Ncfsa
na	na	Sa
dodanu	dodati	Ncmsl
vrijednost	vrijednost	Ncfsa
,	,	Z
identifikacijski	identifikacijski	Agpmsny
broj	broj	Ncmsn

