vođenje	vođenje	Ncnsn
Troškovi	trošak	Ncmpn
obuhvaćeni	obuhvatiti	Appmpny
Zahtjevom	zahtjev	Ncmsi
za	za	Sa
isplatu	isplata	Ncfsa
moraju	morati	Vmr3p
biti	biti	Van
u	u	Sl
cijelosti	cijelost	Ncfsl
plaćeni	platiti	Appmpny
,	,	Z
a	a	Cc
operacija	operacija	Ncfsn
odnosno	odnosno	Rgp
dijelovi	dio	Ncmpn
operacije	operacija	Ncfsg
u	u	Sl
slučaju	slučaj	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
fizički	fizički	Rgp
završena	završiti	Appfsny
/	/	Z
i	i	Cc
u	u	Sl
trenutku	trenutak	Ncmsl
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
,	,	Z
ali	ali	Cc
ne	ne	Qz
kasnije	kasno	Rgc
od	od	Sg
31.	31.	Mdo
prosinca	prosinac	Ncmsg
2023.	2023.	Mdo
godine	godina	Ncfsg
.	.	Z

(	(	Z
7	7	Mdc
)	)	Z
Prije	prije	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
sukladno	sukladno	Rgp
stavku	stavka	Ncfsa
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
FLAG	FLAG	Npmsn
je	biti	Var3s
dužan	dužan	Agpmsnn
izvršiti	izvršiti	Vmn
prethodnu	prethodan	Agpfsay
administrativnu	administrativan	Agpfsay
provjeru	provjera	Ncfsa
sukladno	sukladno	Rgp
ovome	ovaj	Pd-msl
članku	članak	Ncmsl
te	te	Cc
kontrolu	kontrola	Ncfsa
na	na	Sl
terenu	teren	Ncmsl
operacije	operacija	Ncfsg
sukladno	sukladan	Agpnsny
članku	članak	Ncmsl
19.	19.	Mdo
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
8	8	Mdc
)	)	Z
Za	za	Sa
potrebe	potreba	Ncfpa
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
FLAG	FLAG	Npmsn
u	u	Sl
okviru	okvir	Ncmsl
Odluke	odluka	Ncfsg
o	o	Sl
odabiru	odabir	Ncmsl
operacije	operacija	Ncfsg
definira	definirati	Vmr3s
dokumentaciju	dokumentacija	Ncfsa
koju	koji	Pi-fsa
je	biti	Var3s
korisnik	korisnik	Ncmsn
obvezan	obvezan	Agpmsnn
dostaviti	dostaviti	Vmn
te	taj	Pd-mpa
rokove	rok	Ncmpa
i	i	Cc
način	način	Ncmsan
dostave	dostava	Ncfsg
istog	isti	Agpmsgy
.	.	Z

(	(	Z
9	9	Mdc
)	)	Z
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
operacije	operacija	Ncfpa
u	u	Sl
okviru	okvir	Ncmsl
provedbe	provedba	Ncfsg
LRSR	LRSR	Npmsn
se	sebe	Px--sa
podnosi	podnositi	Vmr3s
putem	put	Sg
obrasca	obrazac	Ncmsg
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
operacije	operacija	Ncfpa
u	u	Sl
okviru	okvir	Ncmsl
provedbe	provedba	Ncfsg
LRSR	LRSR	Npmsn
koji	koji	Pi-msn
je	biti	Var3s
dostupan	dostupan	Appmsnn
na	na	Sl
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
Upravljačkog	upravljački	Agpnsgy
tijela	tijelo	Ncnsg
(	(	Z
www.mps.hr/	www.mps.hri	Agpnsny
ribarstvo	ribarstvo	Ncnsn
)	)	Z
.	.	Z

(	(	Z
10	10	Mdc
)	)	Z
Prilikom	prilikom	Sg
podnošenja	podnošenje	Ncnsg
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
operacije	operacija	Ncfpa
u	u	Sl
okviru	okvir	Ncmsl
provedbe	provedba	Ncfsg
LRSR	LRSR	Npmsn
,	,	Z
FLAG-ovi	flag-	Ncmpn
su	biti	Var3p
uz	uz	Sa
obrazac	obrazac	Ncmsan
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
operacije	operacija	Ncfpa
u	u	Sl
okviru	okvir	Ncmsl
provedbe	provedba	Ncfsg
LRSR	LRSR	Npmsn
obavezni	obavezan	Agpmpny
priložiti	priložiti	Vmn
i	i	Cc
dokumentaciju	dokumentacija	Ncfsa
propisanu	propisati	Appfsay
Prilogom	prilog	Ncmsi
IV	IV	Mrc
.	.	Z
ovoga	ovaj	Pd-msg
Pravilnika	pravilnik	Ncmsg
.	.	Z

(	(	Z
11	11	Mdc
)	)	Z
Obrazac	obrazac	Ncmsan
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
operacije	operacija	Ncfpa
u	u	Sl
okviru	okvir	Ncmsl
provedbe	provedba	Ncfsg
LRSR	LRSR	Npmsn
se	sebe	Px--sa
popunjava	popunjavati	Vmr3s
u	u	Sl
elektroničkom	elektronički	Agpmsly
obliku	oblik	Ncmsl
.	.	Z

Detaljne	detaljan	Agpfpny
upute	uputa	Ncfpn
za	za	Sa
podnošenje	podnošenje	Ncnsa
Zahtjeva	zahtjev	Ncmpg
za	za	Sa
isplatu	isplata	Ncfsa
nalaze	nalaziti	Vmr3p
se	sebe	Px--sa
u	u	Sl
Vodiču	vodič	Ncmsl
za	za	Sa
korisnike	korisnik	Ncmpa
potpora	potpora	Ncfpg
iz	iz	Sg
Europskog	europski	Agpmsgy
fonda	fond	Ncmsg
za	za	Sa
pomorstvo	pomorstvo	Ncnsa
i	i	Cc
ribarstvo	ribarstvo	Ncnsa
–	–	Z
Provedba	provedba	Ncfsn
LRSR	LRSR	Npmsn
,	,	Z
koji	koji	Pi-msn
je	biti	Var3s
dostupan	dostupan	Agpmsnn
na	na	Sl
mrežnim	mrežni	Agpfply
stranicama	stranica	Ncfpl
Upravljačkog	upravljački	Agpnsgy
tijela	tijelo	Ncnsg
(	(	Z
www.mps.hr/	www.mps.hri	Agpnsny
ribarstvo	ribarstvo	Ncnsn
)	)	Z
.	.	Z

(	(	Z
12	12	Mdc
)	)	Z
Zahtjevi	zahtjev	Ncmpn
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
operacije	operacija	Ncfpa
u	u	Sl
okviru	okvir	Ncmsl
provedbe	provedba	Ncfsg
LRSR	LRSR	Npmsn
,	,	Z
ovjereni	ovjeriti	Appmpny
od	od	Sg
strane	strana	Ncfsg
osobe	osoba	Ncfsg
ovlaštene	ovlašten	Agpfsgy
za	za	Sa
zastupanje	zastupanje	Ncnsa
FLAG-a	FLAG	Npmsg
,	,	Z
te	te	Cc
pripadajuća	pripadajući	Agpfsny
dokumentacija	dokumentacija	Ncfsn
,	,	Z
podnose	podnositi	Vmr3p
se	sebe	Px--sa
u	u	Sl
papirnatom	papirnat	Agpmsly
obliku	oblik	Ncmsl
i	i	Cc
na	na	Sl
CD-u	CD	Npmsl
preporučenom	preporučiti	Agpfsiy
poštom	pošta	Ncfsi
ili	ili	Cc
osobno	osobno	Rgp
,	,	Z
u	u	Sl
zatvorenoj	zatvoren	Agpfsly
omotnici	omotnica	Ncfsl
na	na	Sl
čijoj	čiji	Pi-fsl
poleđini	poleđina	Ncfsl
treba	trebati	Vmr3s
čitko	čitak	Agpnsay
ispisati	ispisati	Vmn
ime	ime	Ncnsa
i	i	Cc
adresu	adresa	Ncfsa
pošiljatelja	pošiljatelj	Ncmpg
i	i	Cc
dostaviti	dostaviti	Vmn
je	biti	Var3s
na	na	Sa
adresu	adresa	Ncfsa
:	:	Z

Ministarstvo	ministarstvo	Ncnsn
poljoprivrede	poljoprivreda	Ncfsg
Uprava	uprava	Ncfsn
ribarstva	ribarstvo	Ncnsg
Planinska	planinski	Agpfsny
2	2	Mdc
a	a	Cc
,	,	Z
10000	10000	Mdc
Zagreb	Zagreb	Npmsn
s	sa	Si
naznakom	naznaka	Ncfsi
:	:	Z
»	»	Z
Zahtjev	zahtjev	Ncmsn
za	za	Sa
isplatu	isplata	Ncfsa
–	–	Z
za	za	Sa
operacije	operacija	Ncfpa
u	u	Sl
okviru	okvir	Ncmsl
provedbe	provedba	Ncfsg
LRSR	LRSR	Npmsn
–	–	Z
NE	ne	Qz
OTVARATI	otvarati	Vmn
«	«	Z
.	.	Z

(	(	Z
13	13	Mdc
)	)	Z
U	u	Sl
slučaju	slučaj	Ncmsl
iz	iz	Sg
stavka	stavak	Ncmsg
4.	4.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
,	,	Z
Zahtjevi	zahtjev	Ncmpn
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
operacije	operacija	Ncfpa
u	u	Sl
okviru	okvir	Ncmsl
provedbe	provedba	Ncfsg
LRSR	LRSR	Npmsn
,	,	Z
se	sebe	Px--sa
podnose	podnositi	Vmr3p
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
petnaest	petnaest	Mlc
dana	dan	Ncmpg
od	od	Sg
završetka	završetak	Ncmsg
obračunskog	obračunski	Agpnsgy
razdoblja	razdoblje	Ncnsg
na	na	Sa
koje	koji	Pi-mpa
se	sebe	Px--sa
Zahtjev	zahtjev	Ncmsn
za	za	Sa
isplatu	isplata	Ncfsa
odnosi	odnositi	Vmr3s
.	.	Z

Članak	članak	Ncmsn
16.	16.	Mdo

Zahtjev	zahtjev	Ncmsn
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
tekuće	tekući	Agpmpay
troškove	trošak	Ncmpa
i	i	Cc
vođenje	vođenje	Ncnsa
LRSR	LRSR	Npmsn

(	(	Z
1	1	Mdc
)	)	Z
Sredstva	sredstvo	Ncnpn
potpore	potpora	Ncfsg
za	za	Sa
tekuće	tekući	Agpmpay
troškove	trošak	Ncmpa
i	i	Cc
vođenje	vođenje	Ncnsa
LRSR	LRSR	Npmsn
isplaćuju	isplaćivati	Vmr3p
se	sebe	Px--sa
FLAG-u	FLAG	Npmsd
na	na	Sl
temelju	temelj	Ncmsl
Zahtjeva	zahtjev	Ncmsg
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
tekuće	tekući	Agpmpay
troškove	trošak	Ncmpa
i	i	Cc
vođenje	vođenje	Ncnsa
LRSR	LRSR	Npmsn
,	,	Z
u	u	Sl
ratama	rata	Ncfpl
ili	ili	Cc
jednokratno	jednokratno	Rgp
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Ukoliko	ukoliko	Cs
se	sebe	Px--sa
sredstva	sredstvo	Ncnpn
isplaćuju	isplaćivati	Vmr3p
u	u	Sl
ratama	rata	Ncfpl
,	,	Z
FLAG	flai	Agpnsny
za	za	Sa
svaku	svaki	Pi-fsa
ratu	rata	Ncfsa
Upravljačkom	upravljački	Agpnsly
tijelu	tijelo	Ncnsl
dostavlja	dostavljati	Vmr3s
Zahtjev	zahtjev	Ncmsan
za	za	Sa
isplatu	isplata	Ncfsa
za	za	Sa
tekuće	tekući	Agpmpay
troškove	trošak	Ncmpa
i	i	Cc
vođenje	vođenje	Ncnsa
LRSR	LRSR	Npmsn
sa	sa	Si
sadržanim	sadržan	Agpmpiy
troškovima	trošak	Ncmpi
nastalima	nastao	Agpmpiy
u	u	Sl
obračunskom	obračunski	Agpnsly
razdoblju	razdoblje	Ncnsl
,	,	Z
zajedno	zajedno	Rgp
s	sa	Si
pratećom	prateći	Agpfsiy
dokumentacijom	dokumentacija	Ncfsi
na	na	Sl
propisanom	propisati	Agpmsly
obrascu	obrazac	Ncmsl
u	u	Sl
papirnatom	papirnat	Agpmsly
obliku	oblik	Ncmsl
i	i	Cc
na	na	Sl
CD-u	CD	Npmsl
,	,	Z
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
petnaest	petnaest	Mlc
dana	dan	Ncmpg
od	od	Sg
završetka	završetak	Ncmsg
obračunskog	obračunski	Agpnsgy
razdoblja	razdoblje	Ncnsg
na	na	Sa
koje	koji	Pi-mpa
se	sebe	Px--sa
Zahtjev	zahtjev	Ncmsn
za	za	Sa
isplatu	isplata	Ncfsa
odnosi	odnositi	Vmr3s
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Obračunsko	obračunski	Agpnsny
razdoblje	razdoblje	Ncnsn
iz	iz	Sg
stavka	stavak	Ncmsg
2.	2.	Mdo
ovoga	ovaj	Pd-msg
članka	članak	Ncmsg
traje	trajati	Vmr3s
najmanje	malo	Rgs
30	30	Mdc
dana	dan	Ncmpg
,	,	Z
a	a	Cc
počinje	počinjati	Vmr3s
teći	teći	Vmn
istekom	istek	Ncmsi
prethodnog	prethodan	Agpnsgy
,	,	Z
osim	osim	Sg
prvog	prvi	Mlomsg
obračunskog	obračunski	Agpnsgy
razdoblja	razdoblje	Ncnsg
koje	koji	Pi-nsn
počinje	počinjati	Vmr3s
teći	teći	Vmn
početkom	početkom	Sg
razdoblja	razdoblje	Ncnsg
prihvatljivosti	prihvatljivost	Ncfsg
troškova	trošak	Ncmpg
iz	iz	Sg
članka	članak	Ncmsg
4.	4.	Mdo
stavka	stavak	Ncmsg
3.	3.	Mdo
ovoga	ovaj	Pd-nsg

