TMPC-133	TMPC-133	Mds
1.	1.	Mdo
TMPC-099	TMPC-099	X
Koprivničko-križevačka	koprivničko-križevački	Agpfsny
Koprivnica	koprivnica	Ncfsn
Hitne	hitan	Agpfsgy
Zdravstveni	zdravstven	Agpmsny
radnik	radnik	Ncmsn
:	:	Z
1	1	Mdc
2.	2.	Mdo
TMPC-100	TMPC-100	X
Koprivničko-križevačka	koprivničko-križevački	Agpfsny
Križevci	križevci	Ncfsn
Hitne	hitan	Agpfsgy
Zdravstveni	zdravstven	Agpmsny
radnik	radnik	Ncmsn
:	:	Z
1	1	Mdc
3.	3.	Mdo
TMPC-101	TMPC-101	X
Koprivničko-križevačka	koprivničko-križevački	Agpfsny
Đurđevac	đurđevac	Ncfsn
Hitne	hitan	Agpfsgy
Zdravstveni	zdravstven	Agpmsny
radnik	radnik	Ncmsn
:	:	Z
1	1	Mdc

XIII	xiii	Mrc
.	.	Z

Danom	dan	Ncmsi
stupanja	stupanje	Ncnsg
na	na	Sa
snagu	snaga	Ncfsa
ove	ovaj	Pd-fsg
Mreže	mreža	Ncfsg
prestaje	prestajati	Vmr3s
važiti	važiti	Vmn
Mreža	mreža	Ncfsn
telemedicinskih	telemedicinski	Agpmpgy
centara	centar	Ncmpg
(	(	Z
»	»	Z
Narodne	narodni	Agpfpny
novine	novina	Ncfpn
«	«	Z
,	,	Z
broj	broj	Ncmsn
138/2011	138/2011	Mds
,	,	Z
85/2012	85/2012	Mdc
,	,	Z
128/2012	128/2012	Mdc
i	i	Cc
16/2013	16/2013	Mds
)	)	Z
.	.	Z

XIV	xii	Agpnsny
.	.	Z

Ova	ovaj	Pd-fsn
Mreža	mreža	Ncfsn
stupa	stupati	Vmr3s
na	na	Sa
snagu	snaga	Ncfsa
osmoga	osmi	Mlomsg
dana	dan	Ncmsg
od	od	Sg
dana	dan	Ncmsg
objave	objava	Ncfsg
u	u	Sl
»	»	Z
Narodnim	narodni	Agpfply
novinama	novina	Ncfpl
«	«	Z
.	.	Z

Klasa	klasa	Ncfsn
:	:	Z
011	011	Mdc
-	-	Z
02/16	02/16	Mdc
-	-	Z
02/46	02/46	Agpmsny
Urbroj	urbroj	Ncmsn
:	:	Z
534	534	Mdc
-	-	Z
02	02	Mdc
-	-	Z
1	1	Mdc
-	-	Z
1/02	1/02	Mdc
-	-	Z
16	16	Mdc
-	-	Z
01	01	Mdc
Zagreb	Zagreb	Npmsn
,	,	Z
23.	23.	Mdo
svibnja	svibanj	Ncmsg
2016.	2016.	Mdo

Ministar	ministar	Ncmsn
doc.	doc.	Y
dr.	dr.	Y
sc.	sc.	Y
Dario	Dario	Npmsn
Nakić	Nakić	Npmsn
,	,	Z
dr.	dr.	Y
med	med	Ncmsan
.	.	Z
,	,	Z
v.	v.	Y
r.	r.	Y

