popisao	popisati	Vmp-sm
registar	registar	Ncmsan
trošarinskih	trošarinski	Agpmpgy
obveznika	obveznik	Ncmpg
ili	ili	Cc
kod	kod	Sg
prijave	prijava	Ncfsg
prestanka	prestanak	Ncmsg
djelatnosti	djelatnost	Ncfpg
zbog	zbog	Sg
koje	koji	Pi-fsg
je	biti	Var3s
upisan	upisati	Appmsnn
u	u	Sa
registar	registar	Ncmsan
trošarinskih	trošarinski	Agpmpgy
obveznika	obveznik	Ncmpg
(	(	Z
članak	članak	Ncmsn
44.	44.	Mdo
)	)	Z

21.	21.	Mdo
kao	kao	Cs
mali	mali	Agpmsny
proizvođač	proizvođač	Ncmsn
vina	vino	Ncnsg
ne	ne	Qz
podnese	podnijeti	Vmr3s
prijavu	prijava	Ncfsa
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
registar	registar	Ncmsan
trošarinskih	trošarinski	Agpmpgy
obveznika	obveznik	Ncmpg
ili	ili	Cc
je	on	Pp3fsa
ne	ne	Qz
podnese	podnijeti	Vmr3s
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
(	(	Z
članak	članak	Ncmsn
67.	67.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
)	)	Z

22.	22.	Mdo
kao	kao	Cs
mali	mali	Agpmsny
proizvođač	proizvođač	Ncmsn
jakog	jak	Agpnsgy
alkoholnog	alkoholni	Agpnsgy
pića	piće	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
68.	68.	Mdo
stavka	stavak	Ncmsg
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
prodaje	prodavati	Vmr3s
jako	jako	Rgp
alkoholno	alkoholni	Agpnsny
piće	piće	Ncnsn
(	(	Z
članak	članak	Ncmsn
68.	68.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
)	)	Z

23.	23.	Mdo
kao	kao	Cs
mali	mali	Agpmsny
proizvođač	proizvođač	Ncmsn
jakog	jak	Agpnsgy
alkoholnog	alkoholni	Agpnsgy
pića	piće	Ncnsg
carinskom	carinski	Agpmsly
uredu	ured	Ncmsl
ne	ne	Qz
podnese	podnijeti	Vmr3s
prijavu	prijava	Ncfsa
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
registar	registar	Ncmsan
trošarinskih	trošarinski	Agpmpgy
obveznika	obveznik	Ncmpg
ili	ili	Cc
je	on	Pp3fsa
ne	ne	Qz
podnese	podnijeti	Vmr3s
najkasnije	kasno	Rgs
osam	osam	Mlc
dana	dan	Ncmpg
prije	prije	Sg
početka	početak	Ncmsg
proizvodnje	proizvodnja	Ncfsg
,	,	Z
ili	ili	Cc
istodobno	istodobno	Rgp
ne	ne	Qz
dostavi	dostaviti	Vmr3s
podatak	podatak	Ncmsan
o	o	Sl
volumenu	volumen	Ncmsl
pojedinog	pojedini	Agpmsgy
uređaja	uređaj	Ncmsg
za	za	Sa
proizvodnju	proizvodnja	Ncfsa
alkohola	alkohol	Ncmsg
−	−	Z
kotla	kotao	Ncmsg
koji	koji	Pi-msn
ima	imati	Vmr3s
u	u	Sl
vlasništvu	vlasništvo	Ncnsl
ili	ili	Cc
uporabi	uporaba	Ncfsl
(	(	Z
članak	članak	Ncmsn
68.	68.	Mdo
stavak	stavak	Ncmsn
4.	4.	Mdo
)	)	Z

24.	24.	Mdo
kao	kao	Cs
mali	mali	Agpmsny
proizvođač	proizvođač	Ncmsn
vina	vino	Ncnsg
ili	ili	Cc
kao	kao	Cs
mali	mali	Agpmsny
proizvođač	proizvođač	Ncmsn
jakog	jak	Agpnsgy
alkoholnog	alkoholni	Agpnsgy
pića	piće	Ncnsg
ne	ne	Qz
prijavi	prijaviti	Vmr3s
svaku	svaki	Pi-fsa
izmjenu	izmjena	Ncfsa
podataka	podatak	Ncmpg
navedenu	navesti	Appfsay
u	u	Sl
prijavi	prijava	Ncfsl
za	za	Sa
upis	upis	Ncmsan
u	u	Sa
registar	registar	Ncmsan
trošarinskih	trošarinski	Agpmpgy
obveznika	obveznik	Ncmpg
ili	ili	Cc
je	on	Pp3fsa
ne	ne	Qz
prijavi	prijaviti	Vmr3s
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
,	,	Z
ili	ili	Cc
ne	ne	Qz
prijavi	prijaviti	Vmr3s
prestanak	prestanak	Ncmsan
djelatnosti	djelatnost	Ncfpg
zbog	zbog	Sg
koje	koji	Pi-fsg
je	biti	Var3s
upisan	upisati	Appmsnn
u	u	Sa
registar	registar	Ncmsan
trošarinskih	trošarinski	Agpmpgy
obveznika	obveznik	Ncmpg
,	,	Z
ili	ili	Cc
prestanak	prestanak	Ncmsn
djelatnosti	djelatnost	Ncfsg
ne	ne	Qz
prijavi	prijaviti	Vmr3s
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
(	(	Z
članak	članak	Ncmsn
44.	44.	Mdo
,	,	Z
članak	članak	Ncmsn
67.	67.	Mdo
i	i	Cc
članak	članak	Ncmsn
68.	68.	Mdo
)	)	Z

25.	25.	Mdo
kao	kao	Cs
mali	mali	Agpmsny
proizvođač	proizvođač	Ncmsn
jakog	jak	Agpnsgy
alkoholnog	alkoholni	Agpnsgy
pića	piće	Ncnsg
na	na	Sa
proizvedenu	proizvesti	Ncmsl
količinu	količina	Ncfsa
alkoholnog	alkoholni	Agpnsgy
pića	piće	Ncnsg
ne	ne	Qz
obračuna	obračun	Ncmsg
ili	ili	Cc
ne	ne	Qz
plati	platiti	Vmr3s
trošarinu	trošarina	Ncfsa
u	u	Sl
iznosu	iznos	Ncmsl
propisanom	propisati	Agpmsly
u	u	Sl
članku	članak	Ncmsl
68.	68.	Mdo
stavku	stavak	Ncmsl
5.	5.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
,	,	Z
ili	ili	Cc
ako	ako	Cs
ne	ne	Qz
obračuna	obračunati	Vmr3s
ili	ili	Cc
ne	ne	Qz
plati	platiti	Vmr3s
trošarinu	trošarina	Ncfsa
određenu	odrediti	Appfsay
u	u	Sl
članku	članak	Ncmsl
60.	60.	Mdo
stavku	stavak	Ncmsl
6.	6.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
na	na	Sa
proizvedenu	proizvesti	Agpfsay
količinu	količina	Ncfsa
veću	velik	Agcfsay
od	od	Sg
određene	odrediti	Appfpny
u	u	Sl
članku	članak	Ncmsl
68.	68.	Mdo
stavku	stavak	Ncmsl
1.	1.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
(	(	Z
članak	članak	Ncmsn
68.	68.	Mdo
stavci	stavak	Ncmpn
5.	5.	Mdo
i	i	Cc
6.	6.	Mdo
)	)	Z

26.	26.	Mdo
kao	kao	Cs
mali	mali	Agpmsny
proizvođač	proizvođač	Ncmsn
jakog	jak	Agpnsgy
alkoholnog	alkoholni	Agpnsgy
pića	piće	Ncnsg
skine	skinuti	Vmr3s
pečat	pečat	Ncmsan
s	sa	Sg
kotla	kotao	Ncmsg
(	(	Z
članak	članak	Ncmsn
68.	68.	Mdo
stavak	stavak	Ncmsn
10.	10.	Mdo
)	)	Z

27.	27.	Mdo
ne	ne	Qz
prijavi	prijaviti	Vmr3s
maloprodajnu	maloprodajni	Agpfsay
cijenu	cijena	Ncfsa
za	za	Sa
svaki	svaki	Pi-msan
pojedini	pojedini	Agpmsayn
proizvod	proizvod	Ncmsan
u	u	Sl
skladu	sklad	Ncmsl
s	sa	Si
člankom	članak	Ncmsi
77.	77.	Mdo
stavkom	stavak	Ncmsi
4.	4.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg

28.	28.	Mdo
prije	prije	Sg
preuzimanja	preuzimanje	Ncnsg
duhanskih	duhanski	Agpfpgy
markica	markica	Ncfpg
Ministarstva	ministarstvo	Ncnsg
financija	financije	Ncfpg
Republike	republika	Ncfsg
Hrvatske	hrvatski	Agpfsgy
nije	biti	Var3s
položio	položiti	Vmp-sm
instrument	instrument	Ncmsan
osiguranja	osiguranje	Ncnsg
plaćanja	plaćanje	Ncnsg
trošarine	trošarina	Ncfsg
na	na	Sa
duhanske	duhanski	Agpfpay
prerađevine	prerađevina	Ncfpa
(	(	Z
članak	članak	Ncmsn
79.	79.	Mdo
stavak	stavak	Ncmsn
2.	2.	Mdo
)	)	Z

29.	29.	Mdo
ne	ne	Qz
postupi	postupiti	Vmr3s
po	po	Sl
nalogu	nalog	Ncmsl
ovlaštenog	ovlašten	Agpmsgy
carinskog	carinski	Agpmsgy
službenika	službenik	Ncmsg
iz	iz	Sg
članka	članak	Ncmsg
90.	90.	Mdo
stavka	stavak	Ncmsg
7.	7.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ili	ili	Cc
po	po	Sl
tom	taj	Pd-msl
nalogu	nalog	Ncmsl
ne	ne	Qz
postupi	postupiti	Vmr3s
u	u	Sl
roku	rok	Ncmsl

30.	30.	Mdo
ne	ne	Qz
ispuni	ispuniti	Vmr3s
uvjete	uvjet	Ncmpa
za	za	Sa
elektroničku	elektronički	Agpfsay
razmjenu	razmjena	Ncfsa
podataka	podatak	Ncmpg
iz	iz	Sg
centralne	centralan	Agpfsgy
baze	baza	Ncfsg
podataka	podatak	Ncmpg
o	o	Sl
korisnicima	korisnik	Ncmpl
iz	iz	Sg
članka	članak	Ncmsg
92.	92.	Mdo
stavaka	stavak	Ncmpg
1.	1.	Mdo
,	,	Z
2.	2.	Mdo
i	i	Cc
3.	3.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ili	ili	Cc
prodaju	prodaja	Ncfsa
vrši	vršiti	Vmr3s
bez	bez	Sg
predočenja	predočenje	Ncnsg
kartice	kartica	Ncfsg
goriva	gorivo	Ncnsg
(	(	Z
članak	članak	Ncmsn
92.	92.	Mdo
stavak	stavak	Ncmsn
6.	6.	Mdo
)	)	Z

31.	31.	Mdo
utvrđenu	utvrditi	Agpfsay
obvezu	obveza	Ncfsa
trošarine	trošarina	Ncfsg
na	na	Sa
električnu	električan	Agpfsay
energiju	energija	Ncfsa
ne	ne	Qz
iskaže	iskazati	Vmr3s
u	u	Sl
mjesečnom	mjesečan	Agpnsly
izvješću	izvješće	Ncnsl
ili	ili	Cc
to	taj	Pd-nsn
izvješće	izvješće	Ncnsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
carinskom	carinski	Agpmsdy
uredu	ured	Ncmsd
,	,	Z
ili	ili	Cc
ga	on	Pp3msa
ne	ne	Qz
dostavi	dostaviti	Vmr3s
na	na	Sl
propisanom	propisati	Agpmsly
obrascu	obrazac	Ncmsl
,	,	Z
ili	ili	Cc
ga	on	Pp3msa
ne	ne	Qz
dostavi	dostaviti	Vmr3s
do	do	Sg
zadnjeg	zadnji	Agpmsgy
dana	dan	Ncmsg
u	u	Sl
tekućem	tekući	Agpmsly
mjesecu	mjesec	Ncmsl
po	po	Sl
isteku	istek	Ncmsl
obračunskog	obračunski	Agpnsgy
razdoblja	razdoblje	Ncnsg
,	,	Z
ili	ili	Cc
podnese	podnijeti	Vmr3s
mjesečno	mjesečan	Agpnsny
izvješće	izvješće	Ncnsn
koje	koji	Pi-nsn
je	biti	Var3s
netočno	netočno	Rgp
ili	ili	Cc
nepotpuno	nepotpuno	Rgp
,	,	Z
ili	ili	Cc
obračunatu	obračunati	Agpfsay
trošarinu	trošarina	Ncfsa
ne	ne	Qz
plati	platiti	Vmr3s
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
(	(	Z
članak	članak	Ncmsn
95.	95.	Mdo
)	)	Z

32.	32.	Mdo
utvrđenu	utvrditi	Agpfsay
obvezu	obveza	Ncfsa
trošarine	trošarina	Ncfsg
na	na	Sa
prirodni	prirodan	Agpmsayn
plin	plin	Ncmsan
ne	ne	Qz
iskaže	iskazati	Vmr3s
u	u	Sl
mjesečnom	mjesečan	Agpnsly
izvješću	izvješće	Ncnsl
ili	ili	Cc
to	taj	Pd-nsn
izvješće	izvješće	Ncnsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
carinskom	carinski	Agpmsdy
uredu	ured	Ncmsd
,	,	Z
ili	ili	Cc
ga	on	Pp3msa
ne	ne	Qz
dostavi	dostaviti	Vmr3s
na	na	Sl
propisanom	propisati	Agpmsly
obrascu	obrazac	Ncmsl
,	,	Z
ili	ili	Cc
ga	on	Pp3msa
ne	ne	Qz
dostavi	dostaviti	Vmr3s
do	do	Sg
zadnjeg	zadnji	Agpmsgy
dana	dan	Ncmsg
u	u	Sl
tekućem	tekući	Agpmsly
mjesecu	mjesec	Ncmsl
po	po	Sl
isteku	istek	Ncmsl
obračunskog	obračunski	Agpnsgy
razdoblja	razdoblje	Ncnsg
,	,	Z
ili	ili	Cc
podnese	podnijeti	Vmr3s
mjesečno	mjesečan	Agpnsny
izvješće	izvješće	Ncnsn
koje	koji	Pi-nsn
je	biti	Var3s
netočno	netočno	Rgp
ili	ili	Cc
nepotpuno	nepotpuno	Rgp
,	,	Z
ili	ili	Cc
obračunatu	obračunati	Agpfsay
trošarinu	trošarina	Ncfsa
ne	ne	Qz
plati	platiti	Vmr3s
u	u	Sl
propisanom	propisati	Agpmsly
roku	rok	Ncmsl
(	(	Z
članak	članak	Ncmsn
97.	97.	Mdo
)	)	Z

33.	33.	Mdo
utvrđenu	utvrditi	Agpfsay
obvezu	obveza	Ncfsa
trošarine	trošarina	Ncfsg
na	na	Sa
kruta	krut	Agpnpay
goriva	gorivo	Ncnpa
ne	ne	Qz
iskaže	iskazati	Vmr3s
u	u	Sl
mjesečnom	mjesečan	Agpnsly
izvješću	izvješće	Ncnsl
ili	ili	Cc
to	taj	Pd-nsn
izvješće	izvješće	Ncnsn
ne	ne	Qz
dostavi	dostaviti	Vmr3s
carinskom	carinski	Agpmsdy
uredu	ured	Ncmsd
,	,	Z
ili	ili	Cc
ga	on	Pp3msa
ne	ne	Qz
dostavi	dostaviti	Vmr3s

