ostvaruju	ostvarivati	Vmr3p
zakonski	zakonski	Agpmsny
zastupnik	zastupnik	Ncmsn
.	.	Z

Tužba	tužba	Ncfsn
nakon	nakon	Sg
smrti	smrt	Ncfsg
osobe	osoba	Ncfsg
za	za	Sa
koju	koji	Pi-fsa
se	sebe	Px--sa
tvrdi	tvrditi	Vmr3s
da	da	Cs
je	biti	Var3s
majka	majka	Ncfsn
,	,	Z
odnosno	odnosno	Rgp
otac	otac	Ncmsn
djeteta	dijete	Ncnsg

Članak	članak	Ncmsn
386.	386.	Mdo

Ako	ako	Cs
osoba	osoba	Ncfsn
za	za	Sa
koju	koji	Pi-fsa
se	sebe	Px--sa
tvrdi	tvrditi	Vmr3s
da	da	Cs
je	biti	Var3s
majka	majka	Ncfsn
,	,	Z
odnosno	odnosno	Rgp
otac	otac	Ncmsn
djeteta	dijete	Ncnsg
nije	biti	Var3s
živa	živ	Agpfsny
,	,	Z
tužba	tužba	Ncfsn
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
majčinstva	majčinstvo	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
očinstva	očinstvo	Ncnsg
protiv	protiv	Sg
njezinih	njezin	Agpmpgy
,	,	Z
odnosno	odnosno	Rgp
njegovih	njegov	Ps3mpg
nasljednika	nasljednik	Ncmpg
može	moći	Vmr3s
se	sebe	Px--sa
podnijeti	podnijeti	Vmn
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
godine	godina	Ncfsg
dana	dan	Ncmpg
od	od	Sg
smrti	smrt	Ncfsg
osobe	osoba	Ncfsg
za	za	Sa
koju	koji	Pi-fsa
se	sebe	Px--sa
tvrdi	tvrditi	Vmr3s
da	da	Cs
je	biti	Var3s
majka	majka	Ncfsn
,	,	Z
odnosno	odnosno	Rgp
otac	otac	Ncmsn
djeteta	dijete	Ncnsg
ili	ili	Cc
u	u	Sl
roku	rok	Ncmsl
od	od	Sg
šest	šest	Mlc
mjeseci	mjesec	Ncmpg
od	od	Sg
pravomoćnosti	pravomoćnost	Ncfsg
rješenja	rješenje	Ncnsg
o	o	Sl
nasljeđivanju	nasljeđivanje	Ncnsl
.	.	Z

Tužba	tužba	Ncfsn
centra	centar	Ncmsg
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa

Članak	članak	Ncmsn
387.	387.	Mdo

Tužbu	tužba	Ncfsa
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
majčinstva	majčinstvo	Ncnsg
,	,	Z
odnosno	odnosno	Rgp
očinstva	očinstvo	Ncnsg
može	moći	Vmr3s
podnijeti	podnijeti	Vmn
centar	centar	Ncmsan
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
do	do	Sg
navršene	navršiti	Appfsgy
osamnaeste	osamnaesti	Mlofsg
godine	godina	Ncfsg
života	život	Ncmsg
djeteta	dijete	Ncnsg
.	.	Z

Stranke	stranka	Ncfpn
u	u	Sl
postupku	postupak	Ncmsl

Članak	članak	Ncmsn
388.	388.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Stranke	stranka	Ncfsg
u	u	Sl
postupku	postupak	Ncmsl
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
majčinstva	majčinstvo	Ncnsg
su	biti	Var3p
dijete	dijete	Ncnsa
te	te	Cc
žena	žena	Ncfpg
čije	čiji	Pi-fpn
se	sebe	Px--sa
majčinstvo	majčinstvo	Ncnsn
utvrđuje	utvrđivati	Vmr3s
,	,	Z
a	a	Cc
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
ili	ili	Cc
žena	žena	Ncfsn
koja	koji	Pi-fsn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
majkom	majka	Ncfsi
djeteta	dijete	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
395.	395.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
samo	samo	Rgp
ako	ako	Cs
su	biti	Var3p
pokrenuli	pokrenuti	Vmp-pm
taj	taj	Pd-msan
postupak	postupak	Ncmsan
.	.	Z

(	(	Z
2	2	Mdc
)	)	Z
Stranka	stranka	Ncfsn
u	u	Sl
postupku	postupak	Ncmsl
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
majčinstva	majčinstvo	Ncnsg
je	biti	Var3s
i	i	Qo
muškarac	muškarac	Ncmsn
kojeg	koji	Pi-msay
bi	biti	Vaa3s
se	sebe	Px--sa
da	da	Cs
,	,	Z
u	u	Sl
slučaju	slučaj	Ncmsl
da	da	Cs
se	sebe	Px--sa
utvrdi	utvrditi	Vmr3s
majčinstvo	majčinstvo	Ncnsn
,	,	Z
smatralo	smatrati	Vmp-sn
djetetovim	djetetov	Aspmsiy
ocem	oac	Ncmsi
.	.	Z

(	(	Z
3	3	Mdc
)	)	Z
Stranke	stranka	Ncfsg
u	u	Sl
postupku	postupak	Ncmsl
radi	radi	Sg
utvrđivanja	utvrđivanje	Ncnsg
očinstva	očinstvo	Ncnsg
su	biti	Var3p
dijete	dijete	Ncnsn
,	,	Z
djetetova	djetetov	Aspfsny
majka	majka	Ncfsn
i	i	Cc
muškarac	muškarac	Ncmsn
čije	čiji	Pi-nsn
se	sebe	Px--sa
očinstvo	očinstvo	Ncnsn
utvrđuje	utvrđivati	Vmr3s
,	,	Z
a	a	Cc
centar	centar	Ncmsn
za	za	Sa
socijalnu	socijalan	Agpfsay
skrb	skrb	Ncfsa
ili	ili	Cc
muškarac	muškarac	Ncmsn
koji	koji	Pi-msn
sebe	sebe	Px--sa
smatra	smatrati	Vmr3s
ocem	oac	Ncmsi
djeteta	dijete	Ncnsg
iz	iz	Sg
članka	članak	Ncmsg
403.	403.	Mdo
ovoga	ovaj	Pd-msg
Zakona	zakon	Ncmsg
ako	ako	Cs
su	biti	Var3p
pokrenuli	pokrenuti	Vmp-pm
taj	taj	Pd-msan
postupak	postupak	Ncmsan
.	.	Z

Suparničarstvo	suparničarstvo	Ncnsn

Članak	članak	Ncmsn
389.	389.	Mdo

(	(	Z
1	1	Mdc
)	)	Z
Ako	ako	Cs
tužbom	tužba	Ncfsi
radi	raditi	Vmr3s

